"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"AIRWLS";221.837;0.0316;0.0064;0.0133;0.4723;"Full";15
"Newton";103.73;0.0316;0.0064;0.0142;0.4407;"Full";15
"C-SGD";59.497;0.031;0.0063;0.013;0.4468;"Full";15
"B-SGD";33.382;0.0308;0.0063;0.0133;0.3424;"Full";15
"glmPCA";612.312;0.0371;0.1457;0.0227;-0.0148;"Train";15
"NBWaVE";257.767;0.0301;0.1446;0.0147;0.4899;"Train";15
"CMF";470.803;0.0327;0.1449;0.0118;0.1326;"Train";15
"NMF";564.527;0.0334;0.1452;0.0133;0.0854;"Train";15
"NNLM";211.232;0.0316;0.1448;0.0115;0.1542;"Train";15
"AIRWLS";221.837;0.0313;0.1448;0.0108;0.4723;"Train";15
"Newton";103.73;0.0313;0.1448;0.0108;0.4407;"Train";15
"C-SGD";59.497;0.0302;0.1446;0.0122;0.4468;"Train";15
"B-SGD";33.382;0.0291;0.1445;0.0127;0.3424;"Train";15
"glmPCA";612.312;0.0371;0.4947;0.0234;-0.0148;"Test";15
"NBWaVE";257.767;0.0342;0.4943;0.016;0.4899;"Test";15
"CMF";470.803;0.0337;0.4945;0.0309;0.1326;"Test";15
"NMF";564.527;0.034;0.4942;0.0226;0.0854;"Test";15
"NNLM";211.232;0.0323;0.4943;0.016;0.1542;"Test";15
"AIRWLS";221.837;0.0323;0.4942;0.0205;0.4723;"Test";15
"Newton";103.73;0.0324;0.4942;0.0239;0.4407;"Test";15
"C-SGD";59.497;0.0332;0.4943;0.0153;0.4468;"Test";15
"B-SGD";33.382;0.0356;0.4945;0.0148;0.3424;"Test";15
"glmPCA";589.407;0.0355;0.0081;0.019;-0.0207;"Full";16
"NBWaVE";265.683;0.0296;0.0068;0.0123;0.5485;"Full";16
"CMF";478.944;0.0315;0.0073;0.0142;0.0635;"Full";16
"NMF";NA;NA;NA;NA;NA;"Full";16
"NNLM";194.706;0.03;0.0069;0.0101;0.1428;"Full";16
"AIRWLS";219.529;0.0299;0.0069;0.0105;0.5599;"Full";16
"Newton";104.787;0.0299;0.0069;0.0113;0.5621;"Full";16
"C-SGD";60.883;0.0294;0.0068;0.0105;0.5256;"Full";16
"B-SGD";33.786;0.0294;0.0068;0.0106;0.4599;"Full";16
"glmPCA";589.407;0.0355;0.1462;0.0188;-0.0207;"Train";16
"NBWaVE";265.683;0.0286;0.1449;0.012;0.5485;"Train";16
"CMF";478.944;0.0312;0.1454;0.0092;0.0635;"Train";16
"NMF";NA;NA;NA;NA;NA;"Train";16
"NNLM";194.706;0.0298;0.1451;0.009;0.1428;"Train";16
"AIRWLS";219.529;0.0296;0.1451;0.0083;0.5599;"Train";16
"Newton";104.787;0.0296;0.1451;0.0083;0.5621;"Train";16
"C-SGD";60.883;0.0286;0.1449;0.0097;0.5256;"Train";16
"B-SGD";33.786;0.0279;0.1448;0.01;0.4599;"Train";16
"glmPCA";589.407;0.0357;0.4952;0.0194;-0.0207;"Test";16
"NBWaVE";265.683;0.0325;0.4947;0.0131;0.5485;"Test";16
"CMF";478.944;0.0323;0.4949;0.0288;0.0635;"Test";16
"NMF";NA;NA;NA;NA;NA;"Test";16
"NNLM";194.706;0.0307;0.4948;0.0134;0.1428;"Test";16
"AIRWLS";219.529;0.0306;0.4947;0.0169;0.5599;"Test";16
"Newton";104.787;0.0307;0.4946;0.02;0.5621;"Test";16
"C-SGD";60.883;0.0318;0.4948;0.0127;0.5256;"Test";16
"B-SGD";33.786;0.0338;0.4949;0.0123;0.4599;"Test";16
"glmPCA";612.628;0.0352;0.008;0.0204;-0.0197;"Full";17
"NBWaVE";259.362;0.0293;0.0067;0.0131;0.515;"Full";17
"CMF";473.223;0.031;0.0071;0.0148;0.0746;"Full";17
"NMF";562.332;0.0317;0.0072;0.0136;0.1521;"Full";17
"NNLM";178.608;0.0298;0.0068;0.0107;0.0765;"Full";17
"AIRWLS";219.44;0.0296;0.0068;0.0111;0.5034;"Full";17
"Newton";107.579;0.0296;0.0068;0.0121;0.5183;"Full";17
"C-SGD";59.448;0.0292;0.0067;0.0111;0.4862;"Full";17
"B-SGD";32.44;0.0291;0.0067;0.0113;0.4406;"Full";17
"glmPCA";612.628;0.0351;0.1463;0.0202;-0.0197;"Train";17
"NBWaVE";259.362;0.0284;0.1451;0.0127;0.515;"Train";17
"CMF";473.223;0.0308;0.1455;0.0096;0.0746;"Train";17
"NMF";562.332;0.0315;0.1458;0.0109;0.1521;"Train";17
"NNLM";178.608;0.0296;0.1452;0.0094;0.0765;"Train";17
"AIRWLS";219.44;0.0294;0.1452;0.0087;0.5034;"Train";17
"Newton";107.579;0.0293;0.1452;0.0087;0.5183;"Train";17
"C-SGD";59.448;0.0284;0.1451;0.0102;0.4862;"Train";17
"B-SGD";32.44;0.0277;0.145;0.0106;0.4406;"Train";17
"glmPCA";612.628;0.0352;0.4947;0.0209;-0.0197;"Test";17
"NBWaVE";259.362;0.0322;0.4942;0.014;0.515;"Test";17
"CMF";473.223;0.0318;0.4944;0.0299;0.0746;"Test";17
"NMF";562.332;0.0322;0.494;0.0213;0.1521;"Test";17
"NNLM";178.608;0.0304;0.4943;0.0146;0.0765;"Test";17
"AIRWLS";219.44;0.0303;0.4942;0.0181;0.5034;"Test";17
"Newton";107.579;0.0304;0.4941;0.0218;0.5183;"Test";17
"C-SGD";59.448;0.0313;0.4942;0.0134;0.4862;"Test";17
"B-SGD";32.44;0.0332;0.4944;0.013;0.4406;"Test";17
"glmPCA";609.344;0.0384;0.0082;0.0205;-0.0237;"Full";18
"NBWaVE";237.523;0.0322;0.0069;0.0133;0.5348;"Full";18
"CMF";478.079;0.0341;0.0074;0.0152;0.0748;"Full";18
"NMF";561.534;0.035;0.0075;0.0141;0.0426;"Full";18
"NNLM";190.031;0.0327;0.0071;0.0111;0.1576;"Full";18
"AIRWLS";219.475;0.0326;0.007;0.0114;0.5564;"Full";18
"Newton";105.218;0.0325;0.007;0.0123;0.5513;"Full";18
"C-SGD";58.351;0.0321;0.0069;0.0114;0.4905;"Full";18
"B-SGD";33.658;0.0318;0.0069;0.0116;0.4044;"Full";18
"glmPCA";609.344;0.0383;0.1463;0.0203;-0.0237;"Train";18
"NBWaVE";237.523;0.0312;0.1451;0.013;0.5348;"Train";18
"CMF";478.079;0.0338;0.1455;0.0101;0.0748;"Train";18
"NMF";561.534;0.0348;0.1458;0.0115;0.0426;"Train";18
"NNLM";190.031;0.0325;0.1452;0.0099;0.1576;"Train";18
"AIRWLS";219.475;0.0323;0.1452;0.0091;0.5564;"Train";18
"Newton";105.218;0.0322;0.1453;0.0092;0.5513;"Train";18
"C-SGD";58.351;0.0312;0.1451;0.0105;0.4905;"Train";18
"B-SGD";33.658;0.0302;0.1449;0.011;0.4044;"Train";18
"glmPCA";609.344;0.0385;0.4952;0.0209;-0.0237;"Test";18
"NBWaVE";237.523;0.0354;0.4948;0.0142;0.5348;"Test";18
"CMF";478.079;0.0349;0.4949;0.03;0.0748;"Test";18
"NMF";561.534;0.0355;0.4947;0.0214;0.0426;"Test";18
"NNLM";190.031;0.0334;0.4948;0.0143;0.1576;"Test";18
"AIRWLS";219.475;0.0334;0.4947;0.018;0.5564;"Test";18
"Newton";105.218;0.0334;0.4946;0.0212;0.5513;"Test";18
"C-SGD";58.351;0.0344;0.4948;0.0139;0.4905;"Test";18
"B-SGD";33.658;0.0364;0.4949;0.0132;0.4044;"Test";18
"glmPCA";108.872;0.0378;0.0076;0.0217;-0.0149;"Full";19
"NBWaVE";210.572;0.0313;0.0063;0.0138;0.5581;"Full";19
"CMF";476.842;0.0333;0.0068;0.0144;0.0568;"Full";19
"NMF";563.018;0.0338;0.0068;0.0145;0.1432;"Full";19
"NNLM";191.357;0.0317;0.0064;0.0116;0.0941;"Full";19
"AIRWLS";216.592;0.0315;0.0064;0.012;0.5811;"Full";19
"Newton";102.151;0.0315;0.0064;0.0127;0.5736;"Full";19
"C-SGD";59.295;0.0309;0.0063;0.012;0.5717;"Full";19
"B-SGD";32.944;0.0306;0.0062;0.0122;0.4899;"Full";19
"glmPCA";108.872;0.0378;0.1459;0.0216;-0.0149;"Train";19
"NBWaVE";210.572;0.0302;0.1447;0.0135;0.5581;"Train";19
"CMF";476.842;0.0331;0.1452;0.011;0.0568;"Train";19
"NMF";563.018;0.0336;0.1454;0.0121;0.1432;"Train";19
"NNLM";191.357;0.0315;0.1448;0.0106;0.0941;"Train";19
"AIRWLS";216.592;0.0312;0.1448;0.0099;0.5811;"Train";19
"Newton";102.151;0.0312;0.1449;0.0099;0.5736;"Train";19
"C-SGD";59.295;0.0301;0.1447;0.0113;0.5717;"Train";19
"B-SGD";32.944;0.0291;0.1445;0.0117;0.4899;"Train";19
"glmPCA";108.872;0.0378;0.4946;0.0221;-0.0149;"Test";19
"NBWaVE";210.572;0.0343;0.4942;0.0146;0.5581;"Test";19
"CMF";476.842;0.0339;0.4942;0.0239;0.0568;"Test";19
"NMF";563.018;0.0343;0.4941;0.0214;0.1432;"Test";19
"NNLM";191.357;0.0322;0.4942;0.0146;0.0941;"Test";19
"AIRWLS";216.592;0.0322;0.4941;0.0179;0.5811;"Test";19
"Newton";102.151;0.0323;0.4941;0.0208;0.5736;"Test";19
"C-SGD";59.295;0.0332;0.4942;0.0138;0.5717;"Test";19
"B-SGD";32.944;0.0349;0.4943;0.0136;0.4899;"Test";19
"glmPCA";608.743;0.0387;0.0085;0.0189;-0.0141;"Full";20
"NBWaVE";277.732;0.0328;0.0073;0.0125;0.5124;"Full";20
"CMF";482.995;0.0352;0.0078;0.0149;0.0424;"Full";20
"NMF";561.591;0.0358;0.0079;0.0134;0.0295;"Full";20
"NNLM";177.419;0.0334;0.0074;0.0105;0.0371;"Full";20
"AIRWLS";220.385;0.0332;0.0074;0.011;0.5278;"Full";20
"Newton";109.5;0.0332;0.0074;0.0119;0.5218;"Full";20
"C-SGD";59.96;0.0326;0.0073;0.0107;0.5048;"Full";20
"B-SGD";33.295;0.0323;0.0072;0.0111;0.3928;"Full";20
"glmPCA";608.743;0.0388;0.1468;0.0188;-0.0141;"Train";20
"NBWaVE";277.732;0.0318;0.1455;0.0123;0.5124;"Train";20
"CMF";482.995;0.035;0.146;0.0097;0.0424;"Train";20
"NMF";561.591;0.0357;0.1463;0.0109;0.0295;"Train";20
"NNLM";177.419;0.0332;0.1457;0.0094;0.0371;"Train";20
"AIRWLS";220.385;0.033;0.1457;0.0086;0.5278;"Train";20
"Newton";109.5;0.033;0.1457;0.0086;0.5218;"Train";20
"C-SGD";59.96;0.0318;0.1455;0.01;0.5048;"Train";20
"B-SGD";33.295;0.0306;0.1454;0.0106;0.3928;"Train";20
"glmPCA";608.743;0.0387;0.4951;0.0193;-0.0141;"Test";20
"NBWaVE";277.732;0.0358;0.4947;0.0132;0.5124;"Test";20
"CMF";482.995;0.0359;0.4948;0.0294;0.0424;"Test";20
"NMF";561.591;0.0362;0.4946;0.0206;0.0295;"Test";20
"NNLM";177.419;0.0339;0.4947;0.0138;0.0371;"Test";20
"AIRWLS";220.385;0.0339;0.4946;0.0178;0.5278;"Test";20
"Newton";109.5;0.034;0.4946;0.0213;0.5218;"Test";20
"C-SGD";59.96;0.0349;0.4947;0.013;0.5048;"Test";20
"B-SGD";33.295;0.0372;0.4948;0.0124;0.3928;"Test";20
"glmPCA";594.323;0.0355;0.0076;0.0197;-0.016;"Full";21
"NBWaVE";262.243;0.0299;0.0064;0.0137;0.5685;"Full";21
"CMF";472.387;0.0317;0.0069;0.0152;0.0518;"Full";21
"NMF";NA;NA;NA;NA;NA;"Full";21
"NNLM";192.47;0.0304;0.0066;0.0115;0.0944;"Full";21
"AIRWLS";220.068;0.0301;0.0065;0.0121;0.5748;"Full";21
"Newton";101.183;0.0302;0.0065;0.0131;0.5771;"Full";21
"C-SGD";59.209;0.0297;0.0064;0.0119;0.5498;"Full";21
"B-SGD";33.298;0.0296;0.0064;0.012;0.516;"Full";21
"glmPCA";594.323;0.0356;0.1459;0.0196;-0.016;"Train";21
"NBWaVE";262.243;0.029;0.1448;0.0134;0.5685;"Train";21
"CMF";472.387;0.0315;0.1452;0.0107;0.0518;"Train";21
"NMF";NA;NA;NA;NA;NA;"Train";21
"NNLM";192.47;0.0302;0.1449;0.0104;0.0944;"Train";21
"AIRWLS";220.068;0.03;0.1449;0.0097;0.5748;"Train";21
"Newton";101.183;0.0299;0.1449;0.0097;0.5771;"Train";21
"C-SGD";59.209;0.029;0.1448;0.0111;0.5498;"Train";21
"B-SGD";33.298;0.0282;0.1447;0.0115;0.516;"Train";21
"glmPCA";594.323;0.0354;0.4947;0.0201;-0.016;"Test";21
"NBWaVE";262.243;0.0325;0.4943;0.0145;0.5685;"Test";21
"CMF";472.387;0.0322;0.4944;0.0278;0.0518;"Test";21
"NMF";NA;NA;NA;NA;NA;"Test";21
"NNLM";192.47;0.0307;0.4943;0.0147;0.0944;"Test";21
"AIRWLS";220.068;0.0307;0.4942;0.019;0.5748;"Test";21
"Newton";101.183;0.0308;0.4942;0.0228;0.5771;"Test";21
"C-SGD";59.209;0.0317;0.4943;0.014;0.5498;"Test";21
"B-SGD";33.298;0.0337;0.4944;0.0136;0.516;"Test";21
"glmPCA";602.645;0.0352;0.0083;0.0192;-0.0199;"Full";22
"NBWaVE";218.599;0.0297;0.007;0.013;0.4105;"Full";22
"CMF";470.661;0.0319;0.0076;Inf;0.0543;"Full";22
"NMF";561.266;0.0323;0.0076;0.0137;0.0757;"Full";22
"NNLM";196.675;0.0303;0.0072;0.0109;0.075;"Full";22
"AIRWLS";221.307;0.0301;0.0072;0.0117;0.3902;"Full";22
"Newton";101.319;0.0302;0.0072;0.0127;0.3837;"Full";22
"C-SGD";59.855;0.0296;0.007;0.0112;0.3866;"Full";22
"B-SGD";32.856;0.0293;0.007;0.0114;0.3472;"Full";22
"glmPCA";602.645;0.0352;0.1462;0.019;-0.0199;"Train";22
"NBWaVE";218.599;0.0287;0.145;0.0127;0.4105;"Train";22
"CMF";470.661;0.0316;0.1454;0.0101;0.0543;"Train";22
"NMF";561.266;0.0321;0.1458;0.0115;0.0757;"Train";22
"NNLM";196.675;0.0301;0.1452;0.0099;0.075;"Train";22
"AIRWLS";221.307;0.0299;0.1452;0.0092;0.3902;"Train";22
"Newton";101.319;0.0298;0.1452;0.0092;0.3837;"Train";22
"C-SGD";59.855;0.0289;0.145;0.0105;0.3866;"Train";22
"B-SGD";32.856;0.0278;0.1449;0.011;0.3472;"Train";22
"glmPCA";602.645;0.0353;0.4954;0.0197;-0.0199;"Test";22
"NBWaVE";218.599;0.0327;0.4951;0.0138;0.4105;"Test";22
"CMF";470.661;0.0328;0.4953;Inf;0.0543;"Test";22
"NMF";561.266;0.0328;0.4949;0.0202;0.0757;"Test";22
"NNLM";196.675;0.0309;0.495;0.0139;0.075;"Test";22
"AIRWLS";221.307;0.031;0.495;0.0191;0.3902;"Test";22
"Newton";101.319;0.0311;0.495;0.0231;0.3837;"Test";22
"C-SGD";59.855;0.0318;0.495;0.0133;0.3866;"Test";22
"B-SGD";32.856;0.0335;0.4952;0.0127;0.3472;"Test";22
"glmPCA";577.691;0.0373;0.0078;0.0213;-0.0186;"Full";23
"NBWaVE";235.991;0.0313;0.0065;0.0142;0.5579;"Full";23
"CMF";473.285;0.0333;0.007;0.017;0.0458;"Full";23
"NMF";565.793;0.034;0.0071;0.015;0.0165;"Full";23
"NNLM";196.349;0.0319;0.0067;0.012;0.0524;"Full";23
"AIRWLS";221.339;0.0317;0.0066;0.0125;0.6022;"Full";23
"Newton";103.767;0.0317;0.0066;0.0134;0.5977;"Full";23
"C-SGD";59.491;0.0313;0.0066;0.0122;0.5571;"Full";23
"B-SGD";33.212;0.0311;0.0065;0.0124;0.4964;"Full";23
"glmPCA";577.691;0.0372;0.146;0.021;-0.0186;"Train";23
"NBWaVE";235.991;0.0303;0.1448;0.0139;0.5579;"Train";23
"CMF";473.285;0.0329;0.1453;0.0111;0.0458;"Train";23
"NMF";565.793;0.0338;0.1456;0.0128;0.0165;"Train";23
"NNLM";196.349;0.0316;0.145;0.0109;0.0524;"Train";23
"AIRWLS";221.339;0.0314;0.145;0.0101;0.6022;"Train";23
"Newton";103.767;0.0314;0.145;0.0101;0.5977;"Train";23
"C-SGD";59.491;0.0305;0.1449;0.0114;0.5571;"Train";23
"B-SGD";33.212;0.0294;0.1448;0.0118;0.4964;"Train";23
"glmPCA";577.691;0.0374;0.4947;0.0218;-0.0186;"Test";23
"NBWaVE";235.991;0.0344;0.4944;0.0151;0.5579;"Test";23
"CMF";473.285;0.0342;0.4945;0.0339;0.0458;"Test";23
"NMF";565.793;0.0346;0.4942;0.0215;0.0165;"Test";23
"NNLM";196.349;0.0325;0.4943;0.0151;0.0524;"Test";23
"AIRWLS";221.339;0.0325;0.4943;0.0191;0.6022;"Test";23
"Newton";103.767;0.0325;0.4943;0.0227;0.5977;"Test";23
"C-SGD";59.491;0.0334;0.4943;0.0145;0.5571;"Test";23
"B-SGD";33.212;0.0357;0.4944;0.0141;0.4964;"Test";23
"glmPCA";608.038;0.037;0.0075;0.0217;-0.0204;"Full";24
"NBWaVE";218.706;0.0308;0.0063;0.0145;0.5196;"Full";24
"CMF";468.702;0.0328;0.0067;0.0158;0.0744;"Full";24
"NMF";NA;NA;NA;NA;NA;"Full";24
"NNLM";185.692;0.0314;0.0064;0.0122;0.1681;"Full";24
"AIRWLS";220.67;0.0312;0.0064;0.0128;0.5215;"Full";24
"Newton";106.017;0.0312;0.0064;0.0138;0.5222;"Full";24
"C-SGD";59.632;0.0307;0.0063;0.0125;0.5335;"Full";24
"B-SGD";33.663;0.0304;0.0062;0.0127;0.4486;"Full";24
"glmPCA";608.038;0.0369;0.1456;0.0216;-0.0204;"Train";24
"NBWaVE";218.706;0.0297;0.1444;0.0142;0.5196;"Train";24
"CMF";468.702;0.0325;0.1448;0.0113;0.0744;"Train";24
"NMF";NA;NA;NA;NA;NA;"Train";24
"NNLM";185.692;0.0312;0.1446;0.011;0.1681;"Train";24
"AIRWLS";220.67;0.0309;0.1445;0.0102;0.5215;"Train";24
"Newton";106.017;0.0309;0.1446;0.0102;0.5222;"Train";24
"C-SGD";59.632;0.0299;0.1444;0.0116;0.5335;"Train";24
"B-SGD";33.663;0.0289;0.1443;0.0122;0.4486;"Train";24
"glmPCA";608.038;0.0371;0.495;0.0222;-0.0204;"Test";24
"NBWaVE";218.706;0.034;0.4947;0.0154;0.5196;"Test";24
"CMF";468.702;0.0336;0.4948;0.0287;0.0744;"Test";24
"NMF";NA;NA;NA;NA;NA;"Test";24
"NNLM";185.692;0.0321;0.4947;0.0155;0.1681;"Test";24
"AIRWLS";220.67;0.032;0.4946;0.0202;0.5215;"Test";24
"Newton";106.017;0.0321;0.4945;0.024;0.5222;"Test";24
"C-SGD";59.632;0.0329;0.4947;0.0149;0.5335;"Test";24
"B-SGD";33.663;0.0348;0.4948;0.0144;0.4486;"Test";24
"glmPCA";592.818;0.0381;0.0083;0.0247;-0.0168;"Full";25
"NBWaVE";251.4;0.0319;0.007;0.0145;0.5078;"Full";25
"CMF";467.736;0.0333;0.0073;0.0152;0.2061;"Full";25
"NMF";563.619;0.0343;0.0075;0.0153;0.1669;"Full";25
"NNLM";182.972;0.0324;0.0071;0.0118;0.0567;"Full";25
"AIRWLS";224.654;0.0322;0.0071;0.0123;0.562;"Full";25
"Newton";107.439;0.0322;0.0071;0.0128;0.5341;"Full";25
"C-SGD";60.008;0.0316;0.007;0.012;0.5438;"Full";25
"B-SGD";32.532;0.0314;0.0069;0.0123;0.5059;"Full";25
"glmPCA";592.818;0.0382;0.1463;0.0246;-0.0168;"Train";25
"NBWaVE";251.4;0.0309;0.145;0.0141;0.5078;"Train";25
"CMF";467.736;0.0331;0.1454;0.0106;0.2061;"Train";25
"NMF";563.619;0.0342;0.1458;0.0123;0.1669;"Train";25
"NNLM";182.972;0.0323;0.1452;0.0104;0.0567;"Train";25
"AIRWLS";224.654;0.032;0.1452;0.0098;0.562;"Train";25
"Newton";107.439;0.032;0.1452;0.0098;0.5341;"Train";25
"C-SGD";60.008;0.0309;0.145;0.0112;0.5438;"Train";25
"B-SGD";32.532;0.0298;0.1449;0.0117;0.5059;"Train";25
"glmPCA";592.818;0.038;0.4954;0.0252;-0.0168;"Test";25
"NBWaVE";251.4;0.0347;0.4949;0.0154;0.5078;"Test";25
"CMF";467.736;0.0338;0.495;0.0284;0.2061;"Test";25
"NMF";563.619;0.0347;0.4947;0.024;0.1669;"Test";25
"NNLM";182.972;0.0328;0.4949;0.0156;0.0567;"Test";25
"AIRWLS";224.654;0.0328;0.4948;0.0194;0.562;"Test";25
"Newton";107.439;0.0328;0.4948;0.0214;0.5341;"Test";25
"C-SGD";60.008;0.0337;0.4949;0.0145;0.5438;"Test";25
"B-SGD";32.532;0.0358;0.495;0.014;0.5059;"Test";25
