"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"CMF";474.775;0.0328;0.494;Inf;0.0463;"Test";5
"NMF";NA;NA;NA;NA;NA;"Test";5
"NNLM";194.157;0.0311;0.4939;Inf;0.0631;"Test";5
"AIRWLS";224.495;0.0312;0.4939;0.0201;0.4384;"Test";5
"Newton";107.078;0.0313;0.4938;0.0245;0.4083;"Test";5
"C-SGD";59.393;0.0322;0.4939;0.0148;0.3563;"Test";5
"B-SGD";33.292;0.0345;0.494;0.0141;0.3369;"Test";5
"glmPCA";575.012;0.0342;0.0076;0.0176;0.0971;"Full";6
"NBWaVE";264.594;0.0306;0.0068;0.0133;0.5445;"Full";6
"CMF";475.112;0.0324;0.0073;0.0155;0.0927;"Full";6
"NMF";560.366;0.0333;0.0074;0.0142;0.0236;"Full";6
"NNLM";188.161;0.0311;0.007;0.0111;0.0518;"Full";6
"AIRWLS";222.312;0.0309;0.0069;0.0116;0.558;"Full";6
"Newton";102.709;0.031;0.007;0.0125;0.5433;"Full";6
"C-SGD";59.426;0.0304;0.0068;0.0113;0.5704;"Full";6
"B-SGD";33.689;0.0302;0.0068;0.0115;0.5219;"Full";6
"glmPCA";575.012;0.0341;0.1456;0.0172;0.0971;"Train";6
"NBWaVE";264.594;0.0296;0.1447;0.013;0.5445;"Train";6
"CMF";475.112;0.0321;0.1452;0.0101;0.0927;"Train";6
"NMF";560.366;0.0331;0.1455;0.0117;0.0236;"Train";6
"NNLM";188.161;0.0309;0.1449;0.0099;0.0518;"Train";6
"AIRWLS";222.312;0.0307;0.1449;0.0092;0.558;"Train";6
"Newton";102.709;0.0307;0.1449;0.0092;0.5433;"Train";6
"C-SGD";59.426;0.0297;0.1447;0.0105;0.5704;"Train";6
"B-SGD";33.689;0.0287;0.1446;0.011;0.5219;"Train";6
"glmPCA";575.012;0.0344;0.4953;0.0189;0.0971;"Test";6
"NBWaVE";264.594;0.0335;0.4951;0.0143;0.5445;"Test";6
"CMF";475.112;0.0333;0.4953;0.0311;0.0927;"Test";6
"NMF";560.366;0.0339;0.495;0.0216;0.0236;"Test";6
"NNLM";188.161;0.0317;0.4951;0.0146;0.0518;"Test";6
"AIRWLS";222.312;0.0317;0.4951;0.0186;0.558;"Test";6
"Newton";102.709;0.0318;0.495;0.0223;0.5433;"Test";6
"C-SGD";59.426;0.0325;0.4951;0.0138;0.5704;"Test";6
"B-SGD";33.689;0.0347;0.4952;0.0133;0.5219;"Test";6
"glmPCA";599.559;0.0348;0.008;0.0199;-0.0265;"Full";7
"NBWaVE";275.412;0.0293;0.0068;0.0133;0.4692;"Full";7
"CMF";464.979;0.0311;0.0072;0.0154;0.0529;"Full";7
"NMF";NA;NA;NA;NA;NA;"Full";7
"NNLM";194.982;0.0297;0.0069;0.011;0.06;"Full";7
"AIRWLS";220.923;0.0296;0.0069;0.0116;0.5132;"Full";7
"Newton";107.556;0.0296;0.0069;0.0126;0.5082;"Full";7
"C-SGD";58.55;0.0291;0.0068;0.0113;0.4659;"Full";7
"B-SGD";33.22;0.0289;0.0067;0.0115;0.3961;"Full";7
"glmPCA";599.559;0.0348;0.1462;0.0197;-0.0265;"Train";7
"NBWaVE";275.412;0.0283;0.145;0.013;0.4692;"Train";7
"CMF";464.979;0.0308;0.1454;0.0102;0.0529;"Train";7
"NMF";NA;NA;NA;NA;NA;"Train";7
"NNLM";194.982;0.0295;0.1451;0.0098;0.06;"Train";7
"AIRWLS";220.923;0.0293;0.1451;0.0092;0.5132;"Train";7
"Newton";107.556;0.0293;0.1452;0.0091;0.5082;"Train";7
"C-SGD";58.55;0.0284;0.145;0.0105;0.4659;"Train";7
"B-SGD";33.22;0.0274;0.1449;0.011;0.3961;"Train";7
"glmPCA";599.559;0.0347;0.495;0.0203;-0.0265;"Test";7
"NBWaVE";275.412;0.032;0.4946;0.0141;0.4692;"Test";7
"CMF";464.979;0.0317;0.4947;0.0302;0.0529;"Test";7
"NMF";NA;NA;NA;NA;NA;"Test";7
"NNLM";194.982;0.0301;0.4946;0.0143;0.06;"Test";7
"AIRWLS";220.923;0.0302;0.4945;0.0185;0.5132;"Test";7
"Newton";107.556;0.0303;0.4945;0.0224;0.5082;"Test";7
"C-SGD";58.55;0.031;0.4945;0.0135;0.4659;"Test";7
"B-SGD";33.22;0.0331;0.4947;0.013;0.3961;"Test";7
"glmPCA";606.2;0.0356;0.0081;0.0193;-0.0163;"Full";8
"NBWaVE";269.839;0.0299;0.0068;0.0132;0.5649;"Full";8
"CMF";471.655;0.032;0.0073;Inf;0.0744;"Full";8
"NMF";560.104;0.0321;0.0073;0.0135;0.0966;"Full";8
"NNLM";177.668;0.0304;0.0069;0.011;0.0151;"Full";8
"AIRWLS";222.983;0.0302;0.0069;0.0115;0.5398;"Full";8
"Newton";103.77;0.0302;0.0069;0.0124;0.5625;"Full";8
"C-SGD";59.402;0.0297;0.0068;0.0113;0.537;"Full";8
"B-SGD";33.628;0.0295;0.0068;0.0116;0.456;"Full";8
"glmPCA";606.2;0.0355;0.1462;0.0191;-0.0163;"Train";8
"NBWaVE";269.839;0.0289;0.145;0.0129;0.5649;"Train";8
"CMF";471.655;0.0317;0.1455;Inf;0.0744;"Train";8
"NMF";560.104;0.0319;0.1457;0.0114;0.0966;"Train";8
"NNLM";177.668;0.0302;0.1452;0.0098;0.0151;"Train";8
"AIRWLS";222.983;0.0299;0.1452;0.0091;0.5398;"Train";8
"Newton";103.77;0.0299;0.1452;0.0091;0.5625;"Train";8
"C-SGD";59.402;0.0289;0.145;0.0105;0.537;"Train";8
"B-SGD";33.628;0.028;0.1449;0.0111;0.456;"Train";8
"glmPCA";606.2;0.0356;0.495;0.0198;-0.0163;"Test";8
"NBWaVE";269.839;0.0327;0.4945;0.0142;0.5649;"Test";8
"CMF";471.655;0.0328;0.4947;Inf;0.0744;"Test";8
"NMF";560.104;0.0327;0.4944;0.0195;0.0966;"Test";8
"NNLM";177.668;0.031;0.4945;0.0142;0.0151;"Test";8
"AIRWLS";222.983;0.0309;0.4945;0.0183;0.5398;"Test";8
"Newton";103.77;0.031;0.4944;0.022;0.5625;"Test";8
"C-SGD";59.402;0.0318;0.4945;0.0137;0.537;"Test";8
"B-SGD";33.628;0.0339;0.4947;0.013;0.456;"Test";8
"glmPCA";587.91;0.0346;0.009;0.0183;-0.019;"Full";9
"NBWaVE";268.801;0.0297;0.0077;0.0127;0.4442;"Full";9
"CMF";463.443;0.0312;0.0082;0.0149;0.0266;"Full";9
"NMF";563.617;0.0318;0.0083;0.013;-0.048;"Full";9
"NNLM";208.98;0.0302;0.0079;0.0106;0.0424;"Full";9
"AIRWLS";221.964;0.0301;0.0079;0.0111;0.4419;"Full";9
"Newton";110.672;0.0301;0.0079;0.012;0.376;"Full";9
"C-SGD";58.775;0.0296;0.0077;0.0109;0.3419;"Full";9
"B-SGD";33.319;0.0293;0.0077;0.0111;0.3434;"Full";9
"glmPCA";587.91;0.0346;0.1469;0.0182;-0.019;"Train";9
"NBWaVE";268.801;0.0287;0.1457;0.0124;0.4442;"Train";9
"CMF";463.443;0.031;0.1461;0.0095;0.0266;"Train";9
"NMF";563.617;0.0316;0.1464;0.0109;-0.048;"Train";9
"NNLM";208.98;0.03;0.1459;0.0094;0.0424;"Train";9
"AIRWLS";221.964;0.0299;0.1459;0.0087;0.4419;"Train";9
"Newton";110.672;0.0298;0.1459;0.0087;0.376;"Train";9
"C-SGD";58.775;0.0289;0.1457;0.0101;0.3419;"Train";9
"B-SGD";33.319;0.0279;0.1456;0.0106;0.3434;"Train";9
"glmPCA";587.91;0.0347;0.4956;0.0185;-0.019;"Test";9
"NBWaVE";268.801;0.0324;0.4953;0.0134;0.4442;"Test";9
"CMF";463.443;0.0321;0.4955;0.0304;0.0266;"Test";9
"NMF";563.617;0.0323;0.4951;0.0191;-0.048;"Test";9
"NNLM";208.98;0.0308;0.4952;0.0138;0.0424;"Test";9
"AIRWLS";221.964;0.0308;0.4952;0.0178;0.4419;"Test";9
"Newton";110.672;0.0309;0.4951;0.0212;0.376;"Test";9
"C-SGD";58.775;0.0316;0.4953;0.0132;0.3419;"Test";9
"B-SGD";33.319;0.0333;0.4954;0.0126;0.3434;"Test";9
"glmPCA";596.666;0.0376;0.0073;0.0225;-0.0195;"Full";10
"NBWaVE";224.659;0.0312;0.0061;0.0148;0.5537;"Full";10
"CMF";471.907;0.0329;0.0064;0.0161;0.1841;"Full";10
"NMF";560.257;0.0338;0.0066;0.0158;0.0513;"Full";10
"NNLM";206.487;0.0317;0.0062;0.0124;0.1173;"Full";10
"AIRWLS";226.611;0.0315;0.0061;0.0129;0.5786;"Full";10
"Newton";105.824;0.0315;0.0061;0.0139;0.5587;"Full";10
"C-SGD";59.108;0.031;0.0061;0.0126;0.5258;"Full";10
"B-SGD";33.181;0.031;0.0061;0.0129;0.4896;"Full";10
"glmPCA";596.666;0.0376;0.1454;0.0224;-0.0195;"Train";10
"NBWaVE";224.659;0.0302;0.1443;0.0144;0.5537;"Train";10
"CMF";471.907;0.0327;0.1446;0.0115;0.1841;"Train";10
"NMF";560.257;0.0337;0.1449;0.0133;0.0513;"Train";10
"NNLM";206.487;0.0315;0.1444;0.0112;0.1173;"Train";10
"AIRWLS";226.611;0.0312;0.1444;0.0104;0.5786;"Train";10
"Newton";105.824;0.0312;0.1444;0.0104;0.5587;"Train";10
"C-SGD";59.108;0.0303;0.1443;0.0118;0.5258;"Train";10
"B-SGD";33.181;0.0293;0.1442;0.0124;0.4896;"Train";10
"glmPCA";596.666;0.0375;0.4948;0.023;-0.0195;"Test";10
"NBWaVE";224.659;0.0342;0.4944;0.0157;0.5537;"Test";10
"CMF";471.907;0.0336;0.4945;0.0294;0.1841;"Test";10
"NMF";560.257;0.0343;0.4942;0.0228;0.0513;"Test";10
"NNLM";206.487;0.0322;0.4944;0.0159;0.1173;"Test";10
"AIRWLS";226.611;0.0322;0.4943;0.0201;0.5786;"Test";10
"Newton";105.824;0.0322;0.4943;0.0238;0.5587;"Test";10
"C-SGD";59.108;0.0332;0.4944;0.015;0.5258;"Test";10
"B-SGD";33.181;0.0357;0.4945;0.0145;0.4896;"Test";10
"glmPCA";583.574;0.0394;0.0077;0.0246;-0.0219;"Full";11
"NBWaVE";177.564;0.0327;0.0064;0.0144;0.5301;"Full";11
"CMF";472.546;0.0347;0.0069;0.0177;0.1695;"Full";11
"NMF";561.792;0.0354;0.007;0.0155;0.1329;"Full";11
"NNLM";203.763;0.0333;0.0066;0.0121;0.1576;"Full";11
"AIRWLS";215.889;0.033;0.0065;0.0125;0.5243;"Full";11
"Newton";108.501;0.0329;0.0065;0.0132;0.537;"Full";11
"C-SGD";59.452;0.0324;0.0064;0.0124;0.5048;"Full";11
"B-SGD";33.137;0.0324;0.0064;0.0126;0.3752;"Full";11
"glmPCA";583.574;0.0393;0.1458;0.0243;-0.0219;"Train";11
"NBWaVE";177.564;0.0315;0.1446;0.0139;0.5301;"Train";11
"CMF";472.546;0.0343;0.1451;0.011;0.1695;"Train";11
"NMF";561.792;0.0352;0.1453;0.0125;0.1329;"Train";11
"NNLM";203.763;0.033;0.1447;0.0107;0.1576;"Train";11
"AIRWLS";215.889;0.0327;0.1447;0.01;0.5243;"Train";11
"Newton";108.501;0.0326;0.1447;0.0099;0.537;"Train";11
"C-SGD";59.452;0.0316;0.1446;0.0115;0.5048;"Train";11
"B-SGD";33.137;0.0306;0.1445;0.0119;0.3752;"Train";11
"glmPCA";583.574;0.0396;0.4951;0.0255;-0.0219;"Test";11
"NBWaVE";177.564;0.036;0.4946;0.0159;0.5301;"Test";11
"CMF";472.546;0.0357;0.4945;0.037;0.1695;"Test";11
"NMF";561.792;0.0361;0.4945;0.0241;0.1329;"Test";11
"NNLM";203.763;0.0339;0.4946;0.016;0.1576;"Test";11
"AIRWLS";215.889;0.0339;0.4946;0.0199;0.5243;"Test";11
"Newton";108.501;0.0339;0.4945;0.0228;0.537;"Test";11
"C-SGD";59.452;0.0348;0.4946;0.015;0.5048;"Test";11
"B-SGD";33.137;0.0373;0.4948;0.0146;0.3752;"Test";11
"glmPCA";594.542;0.0364;0.0082;0.021;-0.0115;"Full";12
"NBWaVE";250.186;0.0309;0.007;0.0136;0.4654;"Full";12
"CMF";474.495;0.0324;0.0073;0.015;0.2231;"Full";12
"NMF";561.017;0.0332;0.0075;0.0142;0.0938;"Full";12
"NNLM";183.426;0.0315;0.0071;0.0113;0.0853;"Full";12
"AIRWLS";225.665;0.0312;0.0071;0.0117;0.5136;"Full";12
"Newton";103.744;0.0312;0.0071;0.0125;0.5084;"Full";12
"C-SGD";59.113;0.0307;0.0069;0.0116;0.4922;"Full";12
"B-SGD";32.961;0.0305;0.0069;0.0118;0.4021;"Full";12
"glmPCA";594.542;0.0364;0.1462;0.0208;-0.0115;"Train";12
"NBWaVE";250.186;0.0299;0.145;0.0132;0.4654;"Train";12
"CMF";474.495;0.0322;0.1454;0.0101;0.2231;"Train";12
"NMF";561.017;0.0331;0.1457;0.0117;0.0938;"Train";12
"NNLM";183.426;0.0314;0.1452;0.01;0.0853;"Train";12
"AIRWLS";225.665;0.031;0.1452;0.0093;0.5136;"Train";12
"Newton";103.744;0.031;0.1452;0.0093;0.5084;"Train";12
"C-SGD";59.113;0.03;0.145;0.0108;0.4922;"Train";12
"B-SGD";32.961;0.0291;0.1449;0.0112;0.4021;"Train";12
"glmPCA";594.542;0.0364;0.4952;0.0215;-0.0115;"Test";12
"NBWaVE";250.186;0.0337;0.4948;0.0145;0.4654;"Test";12
"CMF";474.495;0.033;0.4949;0.029;0.2231;"Test";12
"NMF";561.017;0.0337;0.4947;0.0214;0.0938;"Test";12
"NNLM";183.426;0.0319;0.4948;0.0149;0.0853;"Test";12
"AIRWLS";225.665;0.0318;0.4948;0.0183;0.5136;"Test";12
"Newton";103.744;0.0319;0.4947;0.0216;0.5084;"Test";12
"C-SGD";59.113;0.0326;0.4948;0.014;0.4922;"Test";12
"B-SGD";32.961;0.0345;0.4949;0.0134;0.4021;"Test";12
"glmPCA";60.855;0.0369;0.0077;0.0201;-0.0242;"Full";13
"NBWaVE";304.561;0.0313;0.0065;0.0131;0.4872;"Full";13
"CMF";472.541;0.0327;0.0069;0.0146;0.0325;"Full";13
"NMF";563.606;0.0335;0.007;0.0138;-0.0519;"Full";13
"NNLM";189.334;0.0317;0.0067;0.0109;0.1939;"Full";13
"AIRWLS";225.523;0.0315;0.0066;0.0113;0.5586;"Full";13
"Newton";107.252;0.0315;0.0066;0.012;0.5494;"Full";13
"C-SGD";58.912;0.031;0.0065;0.0113;0.5104;"Full";13
"B-SGD";32.752;0.0309;0.0065;0.0114;0.4541;"Full";13
"glmPCA";60.855;0.0369;0.1456;0.02;-0.0242;"Train";13
"NBWaVE";304.561;0.0302;0.1445;0.0128;0.4872;"Train";13
"CMF";472.541;0.0324;0.1449;0.01;0.0325;"Train";13
"NMF";563.606;0.0333;0.1451;0.0115;-0.0519;"Train";13
"NNLM";189.334;0.0315;0.1446;0.0098;0.1939;"Train";13
"AIRWLS";225.523;0.0312;0.1446;0.0091;0.5586;"Train";13
"Newton";107.252;0.0312;0.1446;0.0091;0.5494;"Train";13
"C-SGD";58.912;0.0302;0.1445;0.0106;0.5104;"Train";13
"B-SGD";32.752;0.0293;0.1444;0.0109;0.4541;"Train";13
"glmPCA";60.855;0.037;0.4953;0.0205;-0.0242;"Test";13
"NBWaVE";304.561;0.0343;0.4949;0.014;0.4872;"Test";13
"CMF";472.541;0.0335;0.4949;0.0277;0.0325;"Test";13
"NMF";563.606;0.0341;0.4948;0.0203;-0.0519;"Test";13
"NNLM";189.334;0.0322;0.4949;0.0141;0.1939;"Test";13
"AIRWLS";225.523;0.0322;0.4949;0.0177;0.5586;"Test";13
"Newton";107.252;0.0323;0.4949;0.0201;0.5494;"Test";13
"C-SGD";58.912;0.0335;0.495;0.0134;0.5104;"Test";13
"B-SGD";32.752;0.0355;0.4951;0.0129;0.4541;"Test";13
"glmPCA";602.95;0.0374;0.0076;0.0211;-0.0217;"Full";14
"NBWaVE";272.933;0.0314;0.0064;0.0137;0.463;"Full";14
"CMF";477.372;0.033;0.0068;0.0162;0.0354;"Full";14
"NMF";561.311;0.0338;0.0069;0.0142;0.0643;"Full";14
"NNLM";181.109;0.0319;0.0065;0.0115;0.1047;"Full";14
"AIRWLS";222.449;0.0317;0.0065;0.0118;0.4543;"Full";14
"Newton";106.103;0.0317;0.0065;0.013;0.4737;"Full";14
"C-SGD";59.758;0.0312;0.0064;0.0117;0.4553;"Full";14
"B-SGD";33.688;0.0312;0.0064;0.0119;0.3906;"Full";14
"glmPCA";602.95;0.0374;0.1459;0.0209;-0.0217;"Train";14
"NBWaVE";272.933;0.0303;0.1447;0.0134;0.463;"Train";14
"CMF";477.372;0.0327;0.1451;0.0104;0.0354;"Train";14
"NMF";561.311;0.0336;0.1454;0.0119;0.0643;"Train";14
"NNLM";181.109;0.0316;0.1449;0.0103;0.1047;"Train";14
"AIRWLS";222.449;0.0314;0.1449;0.0096;0.4543;"Train";14
"Newton";106.103;0.0314;0.1449;0.0096;0.4737;"Train";14
"C-SGD";59.758;0.0304;0.1447;0.0109;0.4553;"Train";14
"B-SGD";33.688;0.0295;0.1447;0.0113;0.3906;"Train";14
"glmPCA";602.95;0.0376;0.4946;0.0217;-0.0217;"Test";14
"NBWaVE";272.933;0.0346;0.4943;0.0146;0.463;"Test";14
"CMF";477.372;0.0339;0.4944;0.0329;0.0354;"Test";14
"NMF";561.311;0.0344;0.4941;0.0208;0.0643;"Test";14
"NNLM";181.109;0.0326;0.4943;0.015;0.1047;"Test";14
"AIRWLS";222.449;0.0325;0.4942;0.0181;0.4543;"Test";14
"Newton";106.103;0.0326;0.4942;0.0226;0.4737;"Test";14
"C-SGD";59.758;0.0336;0.4943;0.0142;0.4553;"Test";14
"B-SGD";33.688;0.0359;0.4944;0.0137;0.3906;"Test";14
"glmPCA";583.992;0.0412;0.0076;0.021;-0.0431;"Full";15
"NBWaVE";221.376;0.0346;0.0064;0.0139;0.4851;"Full";15
"CMF";476.354;0.0368;0.0068;0.0169;0.0944;"Full";15
"NMF";562.648;0.0373;0.0069;0.0145;0.0345;"Full";15
"NNLM";177.854;0.0352;0.0065;0.0116;0.0919;"Full";15
"AIRWLS";219.413;0.035;0.0065;0.012;0.4937;"Full";15
"Newton";103.96;0.035;0.0065;0.0127;0.4572;"Full";15
"C-SGD";60.217;0.0344;0.0064;0.0121;0.4754;"Full";15
"B-SGD";33.621;0.0342;0.0063;0.0122;0.4223;"Full";15
