"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"glmPCA";11.882;0.0205;0.1421;0.0099;-0.0303;"Train";2
"NBWaVE";10.227;0.0146;0.1415;0.0061;0.3272;"Train";2
"CMF";9.971;0.0184;0.1419;0.0054;-0.059;"Train";2
"NMF";4.79;0.0181;0.1419;0.0054;-0.0335;"Train";2
"NNLM";3.551;0.016;0.1414;0.0044;0.1114;"Train";2
"AIRWLS";3.562;0.0153;0.1414;0.0031;0.2009;"Train";2
"Newton";1.816;0.0153;0.1414;0.0031;0.2059;"Train";2
"C-SGD";3.332;0.0146;0.1414;0.0041;0.2838;"Train";2
"B-SGD";1.917;0.0145;0.1414;0.0044;0.1197;"Train";2
"glmPCA";11.882;0.0199;0.4917;0.0114;-0.0303;"Test";2
"NBWaVE";10.227;0.0171;0.4912;0.0075;0.3272;"Test";2
"CMF";9.971;0.0192;0.4916;0.0279;-0.059;"Test";2
"NMF";4.79;0.0184;0.4913;0.0137;-0.0335;"Test";2
"NNLM";3.551;0.0163;0.4917;0.008;0.1114;"Test";2
"AIRWLS";3.562;0.0158;0.4915;0.0097;0.2009;"Test";2
"Newton";1.816;0.0159;0.4915;0.0115;0.2059;"Test";2
"C-SGD";3.332;0.0169;0.4915;0.0068;0.2838;"Test";2
"B-SGD";1.917;0.0195;0.4916;0.0072;0.1197;"Test";2
"glmPCA";11.749;0.0195;0.0017;0.0166;0.1863;"Full";3
"NBWaVE";13.226;0.014;0.0012;0.0118;0.3401;"Full";3
"CMF";9.713;0.0174;0.0015;0.013;0.0163;"Full";3
"NMF";4.809;0.0181;0.0016;0.0137;0.0139;"Full";3
"NNLM";3.589;0.0158;0.0014;0.0106;0.1473;"Full";3
"AIRWLS";3.544;0.0143;0.0013;0.0084;0.4409;"Full";3
"Newton";1.809;0.0143;0.0013;0.0084;0.4247;"Full";3
"C-SGD";3.346;0.0144;0.0013;0.0084;0.3406;"Full";3
"B-SGD";1.927;0.0144;0.0013;0.0098;0.181;"Full";3
"glmPCA";11.749;0.0194;0.1409;0.0146;0.1863;"Train";3
"NBWaVE";13.226;0.0129;0.1405;0.0113;0.3401;"Train";3
"CMF";9.713;0.0171;0.1409;0.0094;0.0163;"Train";3
"NMF";4.809;0.0178;0.1408;0.0107;0.0139;"Train";3
"NNLM";3.589;0.0155;0.1404;0.0083;0.1473;"Train";3
"AIRWLS";3.544;0.014;0.1404;0.0061;0.4409;"Train";3
"Newton";1.809;0.014;0.1404;0.0061;0.4247;"Train";3
"C-SGD";3.346;0.0137;0.1404;0.007;0.3406;"Train";3
"B-SGD";1.927;0.0124;0.1404;0.0088;0.181;"Train";3
"glmPCA";11.749;0.0198;0.4916;0.0221;0.1863;"Test";3
"NBWaVE";13.226;0.0171;0.4913;0.0132;0.3401;"Test";3
"CMF";9.713;0.0183;0.4912;0.0233;0.0163;"Test";3
"NMF";4.809;0.0188;0.4914;0.0219;0.0139;"Test";3
"NNLM";3.589;0.0168;0.4917;0.0169;0.1473;"Test";3
"AIRWLS";3.544;0.0154;0.4915;0.015;0.4409;"Test";3
"Newton";1.809;0.0153;0.4915;0.0149;0.4247;"Test";3
"C-SGD";3.346;0.0165;0.4915;0.0122;0.3406;"Test";3
"B-SGD";1.927;0.0201;0.4916;0.0127;0.181;"Test";3
"glmPCA";11.291;0.021;0.0025;0.0174;-0.0657;"Full";4
"NBWaVE";12.15;0.0147;0.0018;0.0091;0.301;"Full";4
"CMF";9.707;0.017;0.0021;0.0103;0.0672;"Full";4
"NMF";4.814;0.0177;0.0021;0.0104;0.0721;"Full";4
"NNLM";3.579;0.0159;0.0019;0.0074;0.0661;"Full";4
"AIRWLS";3.561;0.0148;0.0018;0.0061;0.4037;"Full";4
"Newton";1.815;0.0148;0.0018;0.0062;0.4268;"Full";4
"C-SGD";3.348;0.0149;0.0018;0.0069;0.2456;"Full";4
"B-SGD";1.935;0.0154;0.0019;0.0073;0.1744;"Full";4
"glmPCA";11.291;0.0209;0.1414;0.0167;-0.0657;"Train";4
"NBWaVE";12.15;0.0139;0.1407;0.0086;0.301;"Train";4
"CMF";9.707;0.0168;0.1411;0.0058;0.0672;"Train";4
"NMF";4.814;0.0174;0.1412;0.0071;0.0721;"Train";4
"NNLM";3.579;0.0157;0.1407;0.0056;0.0661;"Train";4
"AIRWLS";3.561;0.0146;0.1407;0.004;0.4037;"Train";4
"Newton";1.815;0.0146;0.1407;0.004;0.4268;"Train";4
"C-SGD";3.348;0.014;0.1407;0.0056;0.2456;"Train";4
"B-SGD";1.935;0.0133;0.1407;0.0062;0.1744;"Train";4
"glmPCA";11.291;0.0211;0.4923;0.0195;-0.0657;"Test";4
"NBWaVE";12.15;0.0172;0.492;0.0108;0.301;"Test";4
"CMF";9.707;0.0177;0.4919;0.0233;0.0672;"Test";4
"NMF";4.814;0.0182;0.492;0.0198;0.0721;"Test";4
"NNLM";3.579;0.0163;0.4924;0.0125;0.0661;"Test";4
"AIRWLS";3.561;0.0154;0.4921;0.0122;0.4037;"Test";4
"Newton";1.815;0.0154;0.4921;0.0128;0.4268;"Test";4
"C-SGD";3.348;0.0177;0.4922;0.0109;0.2456;"Test";4
"B-SGD";1.935;0.0216;0.4922;0.0104;0.1744;"Test";4
"glmPCA";22.224;0.0175;0.0033;0.0121;-0.0321;"Full";5
"NBWaVE";12.142;0.0132;0.0025;0.0076;0.3408;"Full";5
"CMF";9.192;0.016;0.0031;0.0087;-0.035;"Full";5
"NMF";NA;NA;NA;NA;NA;"Full";5
"NNLM";3.573;0.0148;0.0028;0.0056;0.065;"Full";5
"AIRWLS";3.56;0.014;0.0027;0.0055;0.2172;"Full";5
"Newton";1.816;0.014;0.0027;0.0063;0.1996;"Full";5
"C-SGD";3.35;0.0137;0.0026;0.0056;0.1581;"Full";5
"B-SGD";1.933;0.0145;0.0028;0.006;0.0465;"Full";5
"glmPCA";22.224;0.0175;0.1421;0.0114;-0.0321;"Train";5
"NBWaVE";12.142;0.0125;0.1414;0.0072;0.3408;"Train";5
"CMF";9.192;0.0158;0.1417;0.0048;-0.035;"Train";5
"NMF";NA;NA;NA;NA;NA;"Train";5
"NNLM";3.573;0.0146;0.1416;0.0046;0.065;"Train";5
"AIRWLS";3.56;0.0137;0.1415;0.0034;0.2172;"Train";5
"Newton";1.816;0.0137;0.1414;0.0034;0.1996;"Train";5
"C-SGD";3.35;0.0133;0.1414;0.0045;0.1581;"Train";5
"B-SGD";1.933;0.0133;0.1415;0.0051;0.0465;"Train";5
"glmPCA";22.224;0.0175;0.4926;0.014;-0.0321;"Test";5
"NBWaVE";12.142;0.0152;0.4922;0.0086;0.3408;"Test";5
"CMF";9.192;0.0166;0.4928;0.02;-0.035;"Test";5
"NMF";NA;NA;NA;NA;NA;"Test";5
"NNLM";3.573;0.0151;0.4926;0.0086;0.065;"Test";5
"AIRWLS";3.56;0.0147;0.4924;0.0116;0.2172;"Test";5
"Newton";1.816;0.0147;0.4925;0.0148;0.1996;"Test";5
"C-SGD";3.35;0.015;0.4925;0.0086;0.1581;"Test";5
"B-SGD";1.933;0.018;0.4926;0.0086;0.0465;"Test";5
"glmPCA";4.963;0.0211;0.003;0.023;-0.0409;"Full";6
"NBWaVE";12.201;0.0151;0.0022;0.0091;0.4984;"Full";6
"CMF";9.091;0.0167;0.0024;0.0084;0.2323;"Full";6
"NMF";4.799;0.0181;0.0026;0.0116;0.1605;"Full";6
"NNLM";3.614;0.0157;0.0023;0.0072;0.2053;"Full";6
"AIRWLS";3.563;0.015;0.0022;0.0058;0.461;"Full";6
"Newton";1.813;0.0149;0.0021;0.0054;0.4599;"Full";6
"C-SGD";3.344;0.0154;0.0022;0.0065;0.2827;"Full";6
"B-SGD";1.927;0.0159;0.0023;0.0067;0.2787;"Full";6
"glmPCA";4.963;0.021;0.1421;0.0217;-0.0409;"Train";6
"NBWaVE";12.201;0.0143;0.1415;0.0081;0.4984;"Train";6
"CMF";9.091;0.0165;0.1416;0.0053;0.2323;"Train";6
"NMF";4.799;0.0179;0.1419;0.007;0.1605;"Train";6
"NNLM";3.614;0.0155;0.1412;0.0052;0.2053;"Train";6
"AIRWLS";3.563;0.0147;0.1413;0.0038;0.461;"Train";6
"Newton";1.813;0.0146;0.1414;0.0038;0.4599;"Train";6
"C-SGD";3.344;0.0138;0.1414;0.0051;0.2827;"Train";6
"B-SGD";1.927;0.0136;0.1414;0.0053;0.2787;"Train";6
"glmPCA";4.963;0.0215;0.4921;0.027;-0.0409;"Test";6
"NBWaVE";12.201;0.0174;0.4915;0.0119;0.4984;"Test";6
"CMF";9.091;0.0173;0.4917;0.0178;0.2323;"Test";6
"NMF";4.799;0.0189;0.4916;0.0252;0.1605;"Test";6
"NNLM";3.614;0.0162;0.4921;0.0134;0.2053;"Test";6
"AIRWLS";3.563;0.0157;0.4917;0.0118;0.461;"Test";6
"Newton";1.813;0.0157;0.4916;0.0103;0.4599;"Test";6
"C-SGD";3.344;0.0201;0.4918;0.0106;0.2827;"Test";6
"B-SGD";1.927;0.0226;0.4918;0.011;0.2787;"Test";6
"glmPCA";12.855;0.0196;0.0033;0.0104;-0.0326;"Full";7
"NBWaVE";12.436;0.0147;0.0025;0.0066;0.5083;"Full";7
"CMF";9.419;0.0178;0.0031;0.0092;-0.0105;"Full";7
"NMF";1.633;0.0184;0.0031;0.0084;-0.0653;"Full";7
"NNLM";3.577;0.0162;0.0028;0.0053;0.0519;"Full";7
"AIRWLS";3.549;0.0159;0.0027;0.005;0.1922;"Full";7
"Newton";1.821;0.0154;0.0026;0.0057;0.2286;"Full";7
"C-SGD";3.357;0.0151;0.0026;0.0049;0.3145;"Full";7
"B-SGD";1.925;0.016;0.0027;0.0052;0.1288;"Full";7
"glmPCA";12.855;0.0196;0.1437;0.01;-0.0326;"Train";7
"NBWaVE";12.436;0.0141;0.1431;0.0063;0.5083;"Train";7
"CMF";9.419;0.0176;0.1435;0.0043;-0.0105;"Train";7
"NMF";1.633;0.0184;0.1436;0.006;-0.0653;"Train";7
"NNLM";3.577;0.0161;0.1431;0.0041;0.0519;"Train";7
"AIRWLS";3.549;0.0156;0.1431;0.003;0.1922;"Train";7
"Newton";1.821;0.0152;0.1431;0.003;0.2286;"Train";7
"C-SGD";3.357;0.0146;0.143;0.0039;0.3145;"Train";7
"B-SGD";1.925;0.0142;0.1431;0.0044;0.1288;"Train";7
"glmPCA";12.855;0.0194;0.4899;0.0115;-0.0326;"Test";7
"NBWaVE";12.436;0.0166;0.4893;0.0074;0.5083;"Test";7
"CMF";9.419;0.0183;0.4898;0.0227;-0.0105;"Test";7
"NMF";1.633;0.0186;0.4898;0.015;-0.0653;"Test";7
"NNLM";3.577;0.0164;0.49;0.0085;0.0519;"Test";7
"AIRWLS";3.549;0.0168;0.4898;0.0104;0.1922;"Test";7
"Newton";1.821;0.0161;0.4897;0.0131;0.2286;"Test";7
"C-SGD";3.357;0.0168;0.4897;0.0076;0.3145;"Test";7
"B-SGD";1.925;0.021;0.4898;0.0073;0.1288;"Test";7
"glmPCA";10.973;0.0187;0.0021;0.0093;0.176;"Full";8
"NBWaVE";13.061;0.0152;0.0017;0.007;0.5277;"Full";8
"CMF";9.661;0.0186;0.0021;0.0078;0.0245;"Full";8
"NMF";4.797;0.0195;0.0022;0.0089;-0.0374;"Full";8
"NNLM";3.569;0.0165;0.0019;0.0059;0.0619;"Full";8
"AIRWLS";3.548;0.0153;0.0018;0.0051;0.435;"Full";8
"Newton";1.812;0.0154;0.0018;0.0056;0.3851;"Full";8
"C-SGD";3.359;0.0154;0.0018;0.0052;0.2755;"Full";8
"B-SGD";1.923;0.0151;0.0017;0.0055;0.2956;"Full";8
"glmPCA";10.973;0.0184;0.141;0.0078;0.176;"Train";8
"NBWaVE";13.061;0.0143;0.1407;0.0067;0.5277;"Train";8
"CMF";9.661;0.0183;0.1412;0.0052;0.0245;"Train";8
"NMF";4.797;0.0192;0.1412;0.0061;-0.0374;"Train";8
"NNLM";3.569;0.0162;0.1406;0.005;0.0619;"Train";8
"AIRWLS";3.548;0.0149;0.1405;0.0035;0.435;"Train";8
"Newton";1.812;0.015;0.1405;0.0035;0.3851;"Train";8
"C-SGD";3.359;0.0148;0.1406;0.0042;0.2755;"Train";8
"B-SGD";1.923;0.0138;0.1405;0.005;0.2956;"Train";8
"glmPCA";10.973;0.0193;0.4921;0.0135;0.176;"Test";8
"NBWaVE";13.061;0.0176;0.4919;0.0079;0.5277;"Test";8
"CMF";9.661;0.0193;0.4918;0.0149;0.0245;"Test";8
"NMF";4.797;0.0203;0.4921;0.0165;-0.0374;"Test";8
"NNLM";3.569;0.0175;0.4923;0.0087;0.0619;"Test";8
"AIRWLS";3.548;0.0165;0.4923;0.0096;0.435;"Test";8
"Newton";1.812;0.0165;0.4923;0.0115;0.3851;"Test";8
"C-SGD";3.359;0.0172;0.4922;0.0077;0.2755;"Test";8
"B-SGD";1.923;0.0187;0.4923;0.007;0.2956;"Test";8
"glmPCA";12.204;0.019;0.0026;0.012;0.2138;"Full";9
"NBWaVE";16.981;0.0155;0.0021;0.0074;0.4879;"Full";9
"CMF";9.826;0.0179;0.0025;0.0085;-0.0322;"Full";9
"NMF";4.826;0.0183;0.0025;0.0088;-0.0219;"Full";9
"NNLM";3.571;0.0166;0.0023;0.0066;0.0282;"Full";9
"AIRWLS";3.555;0.0156;0.0022;0.0055;0.4389;"Full";9
"Newton";1.815;0.0156;0.0022;0.0061;0.4594;"Full";9
"C-SGD";3.335;0.0156;0.0022;0.0058;0.4489;"Full";9
"B-SGD";1.913;0.0159;0.0022;0.0062;0.1867;"Full";9
"glmPCA";12.204;0.0188;0.1412;0.0103;0.2138;"Train";9
"NBWaVE";16.981;0.0147;0.1408;0.0068;0.4879;"Train";9
"CMF";9.826;0.0176;0.1412;0.0055;-0.0322;"Train";9
"NMF";4.826;0.0179;0.1412;0.0062;-0.0219;"Train";9
"NNLM";3.571;0.0162;0.1408;0.0051;0.0282;"Train";9
"AIRWLS";3.555;0.0152;0.1408;0.0036;0.4389;"Train";9
"Newton";1.815;0.0151;0.1408;0.0036;0.4594;"Train";9
"C-SGD";3.335;0.0148;0.1407;0.0045;0.4489;"Train";9
"B-SGD";1.913;0.0141;0.1407;0.0053;0.1867;"Train";9
"glmPCA";12.204;0.0196;0.4929;0.0169;0.2138;"Test";9
"NBWaVE";16.981;0.0178;0.4925;0.009;0.4879;"Test";9
"CMF";9.826;0.019;0.4926;0.0172;-0.0322;"Test";9
"NMF";4.826;0.0193;0.4927;0.016;-0.0219;"Test";9
"NNLM";3.571;0.0176;0.4929;0.011;0.0282;"Test";9
"AIRWLS";3.555;0.0167;0.4926;0.011;0.4389;"Test";9
"Newton";1.815;0.0168;0.4926;0.0135;0.4594;"Test";9
"C-SGD";3.335;0.018;0.4927;0.0094;0.4489;"Test";9
"B-SGD";1.913;0.0212;0.4928;0.0089;0.1867;"Test";9
"glmPCA";12.15;0.0243;0.002;0.0247;-0.028;"Full";10
"NBWaVE";13.992;0.0174;0.0014;0.0139;0.5663;"Full";10
"CMF";9.147;0.0206;0.0017;0.0147;0.0297;"Full";10
"NMF";4.818;0.0217;0.0018;0.0169;-0.0021;"Full";10
"NNLM";3.577;0.0188;0.0016;0.0128;0.0632;"Full";10
"AIRWLS";3.565;0.0173;0.0014;0.0103;0.6222;"Full";10
"Newton";1.821;0.0173;0.0014;0.0108;0.5954;"Full";10
"C-SGD";3.346;0.0172;0.0014;0.0107;0.445;"Full";10
"B-SGD";1.926;0.0179;0.0015;0.0112;0.3514;"Full";10
"glmPCA";12.15;0.0242;0.1407;0.024;-0.028;"Train";10
"NBWaVE";13.992;0.0163;0.1403;0.013;0.5663;"Train";10
"CMF";9.147;0.0202;0.1404;0.0115;0.0297;"Train";10
"NMF";4.818;0.0214;0.1406;0.014;-0.0021;"Train";10
"NNLM";3.577;0.0184;0.1402;0.0112;0.0632;"Train";10
"AIRWLS";3.565;0.0169;0.1402;0.0077;0.6222;"Train";10
"Newton";1.821;0.0169;0.1402;0.0077;0.5954;"Train";10
"C-SGD";3.346;0.0165;0.1401;0.009;0.445;"Train";10
"B-SGD";1.926;0.0159;0.1402;0.0098;0.3514;"Train";10
"glmPCA";12.15;0.0247;0.4924;0.0268;-0.028;"Test";10
"NBWaVE";13.992;0.0204;0.4921;0.0165;0.5663;"Test";10
"CMF";9.147;0.0217;0.4923;0.0241;0.0297;"Test";10
"NMF";4.818;0.0226;0.4922;0.0252;-0.0021;"Test";10
"NNLM";3.577;0.0197;0.4923;0.0175;0.0632;"Test";10
"AIRWLS";3.565;0.0184;0.4923;0.0179;0.6222;"Test";10
"Newton";1.821;0.0185;0.4923;0.0197;0.5954;"Test";10
"C-SGD";3.346;0.0193;0.4923;0.0158;0.445;"Test";10
"B-SGD";1.926;0.0239;0.4923;0.0152;0.3514;"Test";10
"glmPCA";13.605;0.0196;0.0025;0.02;-0.0746;"Full";11
"NBWaVE";12.319;0.0147;0.0019;0.0091;0.3745;"Full";11
"CMF";8.911;0.0174;0.0022;0.0133;0.0626;"Full";11
"NMF";2.195;0.0179;0.0022;0.012;0.1135;"Full";11
"NNLM";3.591;0.0158;0.002;0.0078;0.1727;"Full";11
"AIRWLS";3.554;0.015;0.0019;0.0062;0.3731;"Full";11
"Newton";1.821;0.015;0.0019;0.0066;0.3814;"Full";11
"C-SGD";3.354;0.0148;0.0019;0.0067;0.312;"Full";11
"B-SGD";1.921;0.015;0.0019;0.0069;0.2703;"Full";11
"glmPCA";13.605;0.0195;0.1419;0.0194;-0.0746;"Train";11
"NBWaVE";12.319;0.0139;0.1414;0.0081;0.3745;"Train";11
"CMF";8.911;0.0169;0.1419;0.0061;0.0626;"Train";11
"NMF";2.195;0.0176;0.1418;0.0084;0.1135;"Train";11
"NNLM";3.591;0.0155;0.1413;0.0059;0.1727;"Train";11
"AIRWLS";3.554;0.0147;0.1414;0.0041;0.3731;"Train";11
"Newton";1.821;0.0146;0.1414;0.0041;0.3814;"Train";11
"C-SGD";3.354;0.0141;0.1414;0.0055;0.312;"Train";11
"B-SGD";1.921;0.0135;0.1413;0.0056;0.2703;"Train";11
"glmPCA";13.605;0.0199;0.4913;0.0217;-0.0746;"Test";11
"NBWaVE";12.319;0.0172;0.4909;0.0119;0.3745;"Test";11
"CMF";8.911;0.019;0.4908;0.0335;0.0626;"Test";11
"NMF";2.195;0.0187;0.4911;0.0222;0.1135;"Test";11
"NNLM";3.591;0.0167;0.4914;0.013;0.1727;"Test";11
"AIRWLS";3.554;0.016;0.4911;0.0121;0.3731;"Test";11
"Newton";1.821;0.016;0.4911;0.0135;0.3814;"Test";11
"C-SGD";3.354;0.0166;0.491;0.0101;0.312;"Test";11
"B-SGD";1.921;0.0191;0.4912;0.0105;0.2703;"Test";11
"glmPCA";12.557;0.0207;0.0029;0.0097;-0.0465;"Full";12
"NBWaVE";15.121;0.0153;0.0022;0.0063;0.1249;"Full";12
"CMF";9.409;0.0177;0.0025;0.0066;0.0298;"Full";12
"NMF";4.801;0.0185;0.0026;0.007;-0.0068;"Full";12
"NNLM";3.568;0.0167;0.0024;0.0066;0.0053;"Full";12
"AIRWLS";3.553;0.016;0.0023;0.0041;0.0675;"Full";12
"Newton";1.816;0.016;0.0023;0.0046;0.0631;"Full";12
"C-SGD";3.368;0.0156;0.0022;0.0045;0.0534;"Full";12
"B-SGD";1.926;0.0159;0.0023;0.0046;0.0529;"Full";12
"glmPCA";12.557;0.0206;0.1411;0.0089;-0.0465;"Train";12
"NBWaVE";15.121;0.0142;0.1404;0.0061;0.1249;"Train";12
"CMF";9.409;0.0174;0.141;0.0034;0.0298;"Train";12
"NMF";4.801;0.0183;0.1409;0.004;-0.0068;"Train";12
"NNLM";3.568;0.0165;0.1403;0.0035;0.0053;"Train";12
"AIRWLS";3.553;0.0157;0.1405;0.0026;0.0675;"Train";12
"Newton";1.816;0.0157;0.1405;0.0026;0.0631;"Train";12
"C-SGD";3.368;0.0145;0.1404;0.0037;0.0534;"Train";12
"B-SGD";1.926;0.0138;0.1404;0.0038;0.0529;"Train";12
"glmPCA";12.557;0.0211;0.4936;0.0121;-0.0465;"Test";12
"NBWaVE";15.121;0.0184;0.4933;0.0071;0.1249;"Test";12
"CMF";9.409;0.0184;0.4929;0.0161;0.0298;"Test";12
"NMF";4.801;0.0191;0.4934;0.0157;-0.0068;"Test";12
"NNLM";3.568;0.0174;0.4939;0.0159;0.0053;"Test";12
"AIRWLS";3.553;0.0169;0.4934;0.0087;0.0675;"Test";12
"Newton";1.816;0.017;0.4934;0.0102;0.0631;"Test";12
"C-SGD";3.368;0.0188;0.4934;0.0068;0.0534;"Test";12
"B-SGD";1.926;0.0221;0.4935;0.0067;0.0529;"Test";12
"glmPCA";11.386;0.0165;0.0024;0.0138;0.1723;"Full";13
"NBWaVE";10.189;0.013;0.0019;0.0079;0.1845;"Full";13
"CMF";8.486;0.0154;0.0023;0.0117;0.0584;"Full";13
"NMF";4.804;0.0155;0.0023;0.0086;0.0507;"Full";13
"NNLM";3.139;0.0139;0.0021;0.0058;0.1778;"Full";13
"AIRWLS";3.554;0.0135;0.002;0.0053;0.2204;"Full";13
"Newton";1.817;0.0135;0.002;0.0053;0.2074;"Full";13
"C-SGD";3.365;0.0135;0.002;0.0055;0.2045;"Full";13
"B-SGD";1.928;0.0136;0.002;0.0055;0.2058;"Full";13
"glmPCA";11.386;0.0163;0.1412;0.0126;0.1723;"Train";13
"NBWaVE";10.189;0.012;0.1408;0.0074;0.1845;"Train";13
"CMF";8.486;0.015;0.1412;0.0046;0.0584;"Train";13
"NMF";4.804;0.0152;0.1412;0.0055;0.0507;"Train";13
"NNLM";3.139;0.0137;0.1407;0.0043;0.1778;"Train";13
"AIRWLS";3.554;0.0132;0.1407;0.0032;0.2204;"Train";13
"Newton";1.817;0.0131;0.1407;0.0032;0.2074;"Train";13
"C-SGD";3.365;0.0126;0.1407;0.0044;0.2045;"Train";13
"B-SGD";1.928;0.0122;0.1407;0.0044;0.2058;"Train";13
"glmPCA";11.386;0.0171;0.4924;0.0176;0.1723;"Test";13
"NBWaVE";10.189;0.016;0.4922;0.0094;0.1845;"Test";13
"CMF";8.486;0.0167;0.4922;0.0327;0.0584;"Test";13
"NMF";4.804;0.0164;0.4922;0.0177;0.0507;"Test";13
"NNLM";3.139;0.0146;0.4926;0.0102;0.1778;"Test";13
"AIRWLS";3.554;0.0144;0.4924;0.0115;0.2204;"Test";13
"Newton";1.817;0.0144;0.4924;0.0115;0.2074;"Test";13
"C-SGD";3.365;0.0161;0.4924;0.0088;0.2045;"Test";13
"B-SGD";1.928;0.0176;0.4924;0.0085;0.2058;"Test";13
"glmPCA";10.902;0.0143;0.0014;0.0131;0.168;"Full";14
"NBWaVE";13.026;0.0123;0.0012;0.0111;0.3848;"Full";14
"CMF";9.475;0.0143;0.0014;0.0122;0.1318;"Full";14
"NMF";4.619;0.0151;0.0015;0.0131;-0.0028;"Full";14
"NNLM";3.543;0.0132;0.0013;0.0095;0.0924;"Full";14
"AIRWLS";3.558;0.0124;0.0012;0.0078;0.4176;"Full";14
"Newton";1.808;0.0124;0.0012;0.0082;0.4528;"Full";14
"C-SGD";3.326;0.0124;0.0012;0.0083;0.3622;"Full";14
"B-SGD";1.915;0.0125;0.0012;0.0087;0.227;"Full";14
"glmPCA";10.902;0.0141;0.14;0.0096;0.168;"Train";14
"NBWaVE";13.026;0.0113;0.1398;0.0102;0.3848;"Train";14
"CMF";9.475;0.0139;0.14;0.0081;0.1318;"Train";14
"NMF";4.619;0.0148;0.1401;0.0099;-0.0028;"Train";14
"NNLM";3.543;0.0129;0.1397;0.0077;0.0924;"Train";14
"AIRWLS";3.558;0.012;0.1397;0.0056;0.4176;"Train";14
"Newton";1.808;0.012;0.1398;0.0056;0.4528;"Train";14
"C-SGD";3.326;0.0117;0.1397;0.0067;0.3622;"Train";14
"B-SGD";1.915;0.0112;0.1397;0.0074;0.227;"Train";14
"glmPCA";10.902;0.0152;0.4925;0.0237;0.168;"Test";14
"NBWaVE";13.026;0.015;0.4924;0.0137;0.3848;"Test";14
"CMF";9.475;0.0154;0.4924;0.0246;0.1318;"Test";14
"NMF";4.619;0.016;0.4924;0.0228;-0.0028;"Test";14
"NNLM";3.543;0.014;0.4927;0.0148;0.0924;"Test";14
"AIRWLS";3.558;0.0133;0.4925;0.0142;0.4176;"Test";14
"Newton";1.808;0.0134;0.4925;0.0159;0.4528;"Test";14
"C-SGD";3.326;0.0145;0.4926;0.0132;0.3622;"Test";14
"B-SGD";1.915;0.016;0.4926;0.0129;0.227;"Test";14
"glmPCA";10.808;0.0162;0.0017;0.012;0.2378;"Full";15
"NBWaVE";10.989;0.0147;0.0015;0.0111;0.2784;"Full";15
"CMF";9.675;0.0172;0.0018;0.0132;0.017;"Full";15
"NMF";4.811;0.0178;0.0019;0.0131;0.009;"Full";15
"NNLM";3.572;0.0155;0.0016;0.0095;0.0574;"Full";15
"AIRWLS";3.552;0.0147;0.0015;0.0084;0.3669;"Full";15
"Newton";1.816;0.0147;0.0015;0.0087;0.3614;"Full";15
