"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"B-SGD";1.918;0.0157;0.0018;0.0081;0.2556;"Full";3
"glmPCA";12.117;0.0182;0.1415;0.0115;0.0969;"Train";3
"NBWaVE";14.23;0.0138;0.1411;0.0095;0.2881;"Train";3
"CMF";9.57;0.0166;0.1413;0.0066;0.1294;"Train";3
"NMF";4.802;0.0175;0.1415;0.0082;0.0124;"Train";3
"NNLM";3.57;0.0156;0.141;0.0064;0.0456;"Train";3
"AIRWLS";3.579;0.0149;0.1411;0.0049;0.3654;"Train";3
"Newton";1.81;0.0148;0.1411;0.0049;0.3872;"Train";3
"C-SGD";3.34;0.0145;0.1411;0.006;0.3052;"Train";3
"B-SGD";1.918;0.0139;0.1411;0.0068;0.2556;"Train";3
"glmPCA";12.117;0.0189;0.4913;0.0188;0.0969;"Test";3
"NBWaVE";14.23;0.0178;0.4912;0.0128;0.2881;"Test";3
"CMF";9.57;0.0178;0.4914;0.0184;0.1294;"Test";3
"NMF";4.802;0.0187;0.4911;0.0203;0.0124;"Test";3
"NNLM";3.57;0.0168;0.4916;0.0128;0.0456;"Test";3
"AIRWLS";3.579;0.0163;0.4913;0.0138;0.3654;"Test";3
"Newton";1.81;0.0163;0.4913;0.0161;0.3872;"Test";3
"C-SGD";3.34;0.0178;0.4914;0.0129;0.3052;"Test";3
"B-SGD";1.918;0.0207;0.4915;0.0118;0.2556;"Test";3
"glmPCA";13.478;0.0165;0.0022;0.0123;0.0735;"Full";4
"NBWaVE";15.886;0.0127;0.0017;0.0083;0.3522;"Full";4
"CMF";9.279;0.0149;0.002;0.0091;0.0045;"Full";4
"NMF";4.8;0.0155;0.0021;0.0099;-0.0044;"Full";4
"NNLM";3.568;0.0136;0.0018;0.0068;0.0931;"Full";4
"AIRWLS";3.547;0.0129;0.0017;0.006;0.3268;"Full";4
"Newton";1.807;0.0129;0.0017;0.0061;0.3122;"Full";4
"C-SGD";3.33;0.0127;0.0017;0.0064;0.2993;"Full";4
"B-SGD";1.913;0.0131;0.0018;0.0067;0.1542;"Full";4
"glmPCA";13.478;0.0164;0.141;0.0112;0.0735;"Train";4
"NBWaVE";15.886;0.0119;0.1407;0.0077;0.3522;"Train";4
"CMF";9.279;0.0147;0.1408;0.0056;0.0045;"Train";4
"NMF";4.8;0.0153;0.141;0.0072;-0.0044;"Train";4
"NNLM";3.568;0.0134;0.1406;0.0054;0.0931;"Train";4
"AIRWLS";3.547;0.0125;0.1406;0.004;0.3268;"Train";4
"Newton";1.807;0.0125;0.1407;0.0039;0.3122;"Train";4
"C-SGD";3.33;0.0119;0.1406;0.0052;0.2993;"Train";4
"B-SGD";1.913;0.0117;0.1406;0.0057;0.1542;"Train";4
"glmPCA";13.478;0.0168;0.4923;0.0155;0.0735;"Test";4
"NBWaVE";15.886;0.015;0.4919;0.01;0.3522;"Test";4
"CMF";9.279;0.0157;0.4923;0.0192;0.0045;"Test";4
"NMF";4.8;0.0162;0.492;0.0176;-0.0044;"Test";4
"NNLM";3.568;0.0143;0.4923;0.0106;0.0931;"Test";4
"AIRWLS";3.547;0.0139;0.4921;0.0119;0.3268;"Test";4
"Newton";1.807;0.0139;0.492;0.0124;0.3122;"Test";4
"C-SGD";3.33;0.015;0.4921;0.0098;0.2993;"Test";4
"B-SGD";1.913;0.0171;0.4921;0.0096;0.1542;"Test";4
"glmPCA";10.722;0.0187;0.0019;0.0197;0.221;"Full";5
"NBWaVE";9.5;0.0145;0.0015;0.0108;0.3049;"Full";5
"CMF";8.714;0.0176;0.0018;0.0116;0.1813;"Full";5
"NMF";1.62;0.0193;0.0019;0.014;0.0791;"Full";5
"NNLM";3.584;0.0159;0.0016;0.0079;0.2096;"Full";5
"AIRWLS";3.539;0.0153;0.0015;0.0078;0.2618;"Full";5
"Newton";1.812;0.0152;0.0015;0.0084;0.2726;"Full";5
"C-SGD";3.328;0.0148;0.0015;0.0075;0.3105;"Full";5
"B-SGD";1.91;0.0147;0.0015;0.0081;0.234;"Full";5
"glmPCA";10.722;0.0184;0.1413;0.0179;0.221;"Train";5
"NBWaVE";9.5;0.0134;0.141;0.0099;0.3049;"Train";5
"CMF";8.714;0.0172;0.1412;0.0068;0.1813;"Train";5
"NMF";1.62;0.0189;0.1416;0.0103;0.0791;"Train";5
"NNLM";3.584;0.0156;0.141;0.0064;0.2096;"Train";5
"AIRWLS";3.539;0.0149;0.141;0.0049;0.2618;"Train";5
"Newton";1.812;0.0148;0.141;0.0049;0.2726;"Train";5
"C-SGD";3.328;0.014;0.141;0.0063;0.3105;"Train";5
"B-SGD";1.91;0.0131;0.1409;0.0067;0.234;"Train";5
"glmPCA";10.722;0.0193;0.4911;0.0249;0.221;"Test";5
"NBWaVE";9.5;0.0176;0.4909;0.0134;0.3049;"Test";5
"CMF";8.714;0.0188;0.4912;0.0254;0.1813;"Test";5
"NMF";1.62;0.0202;0.4908;0.0247;0.0791;"Test";5
"NNLM";3.584;0.0166;0.4912;0.0124;0.2096;"Test";5
"AIRWLS";3.539;0.0163;0.4911;0.0159;0.2618;"Test";5
"Newton";1.812;0.0164;0.491;0.0185;0.2726;"Test";5
"C-SGD";3.328;0.0172;0.491;0.011;0.3105;"Test";5
"B-SGD";1.91;0.0195;0.491;0.012;0.234;"Test";5
"glmPCA";13.1;0.0184;0.0024;0.0113;-0.0391;"Full";6
"NBWaVE";18.793;0.0133;0.0017;0.0076;0.3883;"Full";6
"CMF";9.858;0.016;0.0021;0.0081;-0.0359;"Full";6
"NMF";4.802;0.0168;0.0022;0.0095;-0.0424;"Full";6
"NNLM";2.984;0.0142;0.0019;0.0064;-0.0209;"Full";6
"AIRWLS";3.551;0.0132;0.0017;0.0054;0.3178;"Full";6
"Newton";1.808;0.0132;0.0017;0.0062;0.3075;"Full";6
"C-SGD";3.334;0.0134;0.0017;0.0054;0.3084;"Full";6
"B-SGD";1.908;0.0135;0.0018;0.0057;0.1898;"Full";6
"glmPCA";13.1;0.0184;0.1413;0.0106;-0.0391;"Train";6
"NBWaVE";18.793;0.0125;0.1409;0.0071;0.3883;"Train";6
"CMF";9.858;0.0159;0.1413;0.0052;-0.0359;"Train";6
"NMF";4.802;0.0167;0.1413;0.006;-0.0424;"Train";6
"NNLM";2.984;0.014;0.1408;0.0049;-0.0209;"Train";6
"AIRWLS";3.551;0.0129;0.1408;0.0035;0.3178;"Train";6
"Newton";1.808;0.0129;0.1408;0.0035;0.3075;"Train";6
"C-SGD";3.334;0.0126;0.1408;0.0044;0.3084;"Train";6
"B-SGD";1.908;0.0121;0.1408;0.005;0.1898;"Train";6
"glmPCA";13.1;0.0184;0.4921;0.013;-0.0391;"Test";6
"NBWaVE";18.793;0.0153;0.4916;0.0088;0.3883;"Test";6
"CMF";9.858;0.0165;0.4915;0.0159;-0.0359;"Test";6
"NMF";4.802;0.0173;0.4918;0.0191;-0.0424;"Test";6
"NNLM";2.984;0.0149;0.492;0.0107;-0.0209;"Test";6
"AIRWLS";3.551;0.014;0.4917;0.0105;0.3178;"Test";6
"Newton";1.808;0.0142;0.4917;0.0137;0.3075;"Test";6
"C-SGD";3.334;0.0156;0.4918;0.0084;0.3084;"Test";6
"B-SGD";1.908;0.0175;0.4918;0.0075;0.1898;"Test";6
"glmPCA";11.224;0.0187;0.0012;0.0144;0.134;"Full";7
"NBWaVE";13.804;0.0158;0.001;0.013;0.2851;"Full";7
"CMF";9.767;0.018;0.0012;0.0118;0.0886;"Full";7
"NMF";4.794;0.0195;0.0013;0.0145;0.014;"Full";7
"NNLM";3.552;0.0169;0.0011;0.0106;0.0886;"Full";7
"AIRWLS";3.577;0.0159;0.001;0.0091;0.3209;"Full";7
"Newton";1.81;0.0159;0.001;0.0098;0.3187;"Full";7
"C-SGD";3.322;0.0158;0.001;0.01;0.2207;"Full";7
"B-SGD";1.918;0.0153;0.001;0.0107;0.0997;"Full";7
"glmPCA";11.224;0.0184;0.1403;0.0101;0.134;"Train";7
"NBWaVE";13.804;0.0146;0.1401;0.0118;0.2851;"Train";7
"CMF";9.767;0.0177;0.1401;0.0086;0.0886;"Train";7
"NMF";4.794;0.0191;0.1403;0.0105;0.014;"Train";7
"NNLM";3.552;0.0167;0.14;0.0084;0.0886;"Train";7
"AIRWLS";3.577;0.0156;0.1401;0.0067;0.3209;"Train";7
"Newton";1.81;0.0155;0.1401;0.0067;0.3187;"Train";7
"C-SGD";3.322;0.0149;0.14;0.008;0.2207;"Train";7
"B-SGD";1.918;0.013;0.14;0.0091;0.0997;"Train";7
"glmPCA";11.224;0.0197;0.4916;0.0267;0.134;"Test";7
"NBWaVE";13.804;0.0191;0.4915;0.0164;0.2851;"Test";7
"CMF";9.767;0.0189;0.4918;0.021;0.0886;"Test";7
"NMF";4.794;0.0205;0.4916;0.0257;0.014;"Test";7
"NNLM";3.552;0.0177;0.4918;0.0168;0.0886;"Test";7
"AIRWLS";3.577;0.0169;0.4916;0.0159;0.3209;"Test";7
"Newton";1.81;0.017;0.4916;0.0189;0.3187;"Test";7
"C-SGD";3.322;0.0183;0.4916;0.0155;0.2207;"Test";7
"B-SGD";1.918;0.0219;0.4917;0.0154;0.0997;"Test";7
"glmPCA";10.798;0.0201;0.0022;0.0127;0.0371;"Full";8
"NBWaVE";9.206;0.0153;0.0017;0.0092;0.3792;"Full";8
"CMF";9.489;0.0184;0.002;0.0089;0.0476;"Full";8
"NMF";3.917;0.0197;0.0022;0.0114;0.0462;"Full";8
"NNLM";3.547;0.0168;0.0019;0.0072;0.089;"Full";8
"AIRWLS";3.551;0.0158;0.0017;0.0067;0.2619;"Full";8
"Newton";1.811;0.0158;0.0017;0.007;0.2588;"Full";8
"C-SGD";3.326;0.0153;0.0017;0.0067;0.3;"Full";8
"B-SGD";1.916;0.0151;0.0017;0.0068;0.245;"Full";8
"glmPCA";10.798;0.0199;0.1413;0.0107;0.0371;"Train";8
"NBWaVE";9.206;0.0143;0.1408;0.0088;0.3792;"Train";8
"CMF";9.489;0.0182;0.141;0.0065;0.0476;"Train";8
"NMF";3.917;0.0195;0.1413;0.0085;0.0462;"Train";8
"NNLM";3.547;0.0166;0.1408;0.0061;0.089;"Train";8
"AIRWLS";3.551;0.0155;0.1408;0.0046;0.2619;"Train";8
"Newton";1.811;0.0155;0.1408;0.0046;0.2588;"Train";8
"C-SGD";3.326;0.0142;0.1407;0.0059;0.3;"Train";8
"B-SGD";1.916;0.0133;0.1407;0.0061;0.245;"Train";8
"glmPCA";10.798;0.0206;0.4919;0.0184;0.0371;"Test";8
"NBWaVE";9.206;0.0183;0.4916;0.0104;0.3792;"Test";8
"CMF";9.489;0.019;0.492;0.016;0.0476;"Test";8
"NMF";3.917;0.0205;0.4918;0.0195;0.0462;"Test";8
"NNLM";3.547;0.0173;0.492;0.0102;0.089;"Test";8
"AIRWLS";3.551;0.0167;0.4919;0.0127;0.2619;"Test";8
"Newton";1.811;0.0167;0.4918;0.0138;0.2588;"Test";8
"C-SGD";3.326;0.0185;0.4918;0.0091;0.3;"Test";8
"B-SGD";1.916;0.0202;0.4918;0.0087;0.245;"Test";8
"glmPCA";12.616;0.0195;0.0024;0.0167;-0.0629;"Full";9
"NBWaVE";10.153;0.0141;0.0018;0.0087;0.3057;"Full";9
"CMF";9.243;0.0163;0.0021;0.0086;0.1093;"Full";9
"NMF";2.565;0.0173;0.0022;0.0105;-0.0154;"Full";9
"NNLM";3.573;0.0149;0.0019;0.0066;0.189;"Full";9
"AIRWLS";3.549;0.0143;0.0018;0.0059;0.3055;"Full";9
"Newton";1.81;0.0143;0.0018;0.0061;0.3376;"Full";9
"C-SGD";3.329;0.0139;0.0018;0.0066;0.2724;"Full";9
"B-SGD";1.916;0.0138;0.0017;0.0064;0.2604;"Full";9
"glmPCA";12.616;0.0195;0.1428;0.0161;-0.0629;"Train";9
"NBWaVE";10.153;0.0132;0.1423;0.008;0.3057;"Train";9
"CMF";9.243;0.0162;0.1424;0.0054;0.1093;"Train";9
"NMF";2.565;0.0172;0.1426;0.0073;-0.0154;"Train";9
"NNLM";3.573;0.0149;0.1421;0.0052;0.189;"Train";9
"AIRWLS";3.549;0.0141;0.1422;0.0038;0.3055;"Train";9
"Newton";1.81;0.0141;0.1422;0.0038;0.3376;"Train";9
"C-SGD";3.329;0.0134;0.1421;0.005;0.2724;"Train";9
"B-SGD";1.916;0.0124;0.1421;0.0054;0.2604;"Train";9
"glmPCA";12.616;0.0193;0.4898;0.0184;-0.0629;"Test";9
"NBWaVE";10.153;0.0164;0.4893;0.0106;0.3057;"Test";9
"CMF";9.243;0.0166;0.4897;0.0174;0.1093;"Test";9
"NMF";2.565;0.0176;0.4895;0.0193;-0.0154;"Test";9
"NNLM";3.573;0.0151;0.4898;0.0105;0.189;"Test";9
"AIRWLS";3.549;0.0147;0.4895;0.0118;0.3055;"Test";9
"Newton";1.81;0.0147;0.4895;0.0125;0.3376;"Test";9
"C-SGD";3.329;0.0156;0.4896;0.0111;0.2724;"Test";9
"B-SGD";1.916;0.0175;0.4896;0.0094;0.2604;"Test";9
"glmPCA";12.957;0.0221;0.0023;0.0317;-0.0453;"Full";10
"NBWaVE";13.141;0.0152;0.0016;0.0122;0.4322;"Full";10
"CMF";9.817;0.016;0.0017;0.0098;0.1785;"Full";10
"NMF";5.505;0.0176;0.0019;0.0153;0.1633;"Full";10
"NNLM";3.583;0.0157;0.0017;0.0104;0.179;"Full";10
"AIRWLS";3.548;0.0148;0.0016;0.0076;0.5103;"Full";10
"Newton";1.815;0.0147;0.0016;0.0075;0.4906;"Full";10
"C-SGD";3.337;0.0152;0.0016;0.0083;0.4648;"Full";10
"B-SGD";1.911;0.0161;0.0017;0.0093;0.3135;"Full";10
"glmPCA";12.957;0.0218;0.1414;0.0301;-0.0453;"Train";10
"NBWaVE";13.141;0.0142;0.1409;0.0104;0.4322;"Train";10
"CMF";9.817;0.0156;0.1409;0.0074;0.1785;"Train";10
"NMF";5.505;0.0171;0.1412;0.0099;0.1633;"Train";10
"NNLM";3.583;0.0153;0.1407;0.0077;0.179;"Train";10
"AIRWLS";3.548;0.0144;0.1407;0.0057;0.5103;"Train";10
"Newton";1.815;0.0143;0.1407;0.0057;0.4906;"Train";10
"C-SGD";3.337;0.0143;0.1407;0.0065;0.4648;"Train";10
"B-SGD";1.911;0.0137;0.1408;0.0076;0.3135;"Train";10
"glmPCA";12.957;0.023;0.4919;0.0368;-0.0453;"Test";10
"NBWaVE";13.141;0.018;0.4914;0.0177;0.4322;"Test";10
"CMF";9.817;0.0171;0.4916;0.0168;0.1785;"Test";10
"NMF";5.505;0.019;0.4914;0.0316;0.1633;"Test";10
"NNLM";3.583;0.0168;0.4918;0.0188;0.179;"Test";10
"AIRWLS";3.548;0.0159;0.4916;0.0135;0.5103;"Test";10
"Newton";1.815;0.016;0.4916;0.013;0.4906;"Test";10
"C-SGD";3.337;0.0179;0.4916;0.0137;0.4648;"Test";10
"B-SGD";1.911;0.0231;0.4917;0.0144;0.3135;"Test";10
"glmPCA";13.848;0.0158;0.0021;0.0146;-0.0321;"Full";11
"NBWaVE";8.237;0.0115;0.0015;0.0086;0.3367;"Full";11
"CMF";9.224;0.0136;0.0018;0.0112;0.0412;"Full";11
"NMF";4.802;0.014;0.0019;0.0096;0.0276;"Full";11
"NNLM";2.854;0.0124;0.0017;0.0067;0.0832;"Full";11
"AIRWLS";3.573;0.0117;0.0016;0.0061;0.2745;"Full";11
"Newton";1.816;0.0117;0.0016;0.0065;0.2868;"Full";11
"C-SGD";3.318;0.0116;0.0016;0.0067;0.1539;"Full";11
"B-SGD";1.908;0.0117;0.0016;0.0068;0.1163;"Full";11
"glmPCA";13.848;0.0158;0.1411;0.0139;-0.0321;"Train";11
"NBWaVE";8.237;0.0108;0.1406;0.0079;0.3367;"Train";11
"CMF";9.224;0.0133;0.1409;0.0056;0.0412;"Train";11
"NMF";4.802;0.0138;0.1409;0.0068;0.0276;"Train";11
"NNLM";2.854;0.0122;0.1406;0.0054;0.0832;"Train";11
"AIRWLS";3.573;0.0114;0.1406;0.004;0.2745;"Train";11
"Newton";1.816;0.0114;0.1406;0.004;0.2868;"Train";11
"C-SGD";3.318;0.0111;0.1406;0.0052;0.1539;"Train";11
"B-SGD";1.908;0.0105;0.1406;0.0057;0.1163;"Train";11
"glmPCA";13.848;0.0159;0.492;0.0165;-0.0321;"Test";11
"NBWaVE";8.237;0.0135;0.4917;0.0104;0.3367;"Test";11
"CMF";9.224;0.0145;0.4919;0.0272;0.0412;"Test";11
"NMF";4.802;0.0145;0.4918;0.0176;0.0276;"Test";11
"NNLM";2.854;0.0128;0.492;0.0106;0.0832;"Test";11
"AIRWLS";3.573;0.0124;0.4918;0.0119;0.2745;"Test";11
"Newton";1.816;0.0125;0.4918;0.0136;0.2868;"Test";11
"C-SGD";3.318;0.0133;0.4918;0.0111;0.1539;"Test";11
"B-SGD";1.908;0.0149;0.4919;0.01;0.1163;"Test";11
"glmPCA";10.784;0.0184;0.0015;0.0151;0.061;"Full";12
"NBWaVE";17.364;0.0167;0.0013;0.0136;0.3838;"Full";12
"CMF";9.382;0.0183;0.0015;0.0147;0.0464;"Full";12
"NMF";4.81;0.019;0.0015;0.0153;0.0169;"Full";12
"NNLM";3.552;0.0171;0.0014;0.0117;0.0486;"Full";12
"AIRWLS";3.563;0.0163;0.0013;0.0103;0.3749;"Full";12
"Newton";1.806;0.0163;0.0013;0.0107;0.4147;"Full";12
"C-SGD";3.335;0.0162;0.0013;0.0115;0.1925;"Full";12
"B-SGD";1.914;0.0163;0.0013;0.0122;0.082;"Full";12
"glmPCA";10.784;0.0182;0.1406;0.0115;0.061;"Train";12
"NBWaVE";17.364;0.016;0.1405;0.0123;0.3838;"Train";12
"CMF";9.382;0.018;0.1405;0.0101;0.0464;"Train";12
"NMF";4.81;0.0188;0.1407;0.0122;0.0169;"Train";12
"NNLM";3.552;0.017;0.1404;0.0097;0.0486;"Train";12
"AIRWLS";3.563;0.016;0.1404;0.0076;0.3749;"Train";12
"Newton";1.806;0.016;0.1404;0.0076;0.4147;"Train";12
"C-SGD";3.335;0.015;0.1404;0.0096;0.1925;"Train";12
"B-SGD";1.914;0.014;0.1404;0.0106;0.082;"Train";12
"glmPCA";10.784;0.0191;0.4916;0.0253;0.061;"Test";12
"NBWaVE";17.364;0.0186;0.4915;0.0172;0.3838;"Test";12
"CMF";9.382;0.0189;0.4918;0.0279;0.0464;"Test";12
"NMF";4.81;0.0195;0.4915;0.0243;0.0169;"Test";12
"NNLM";3.552;0.0175;0.4918;0.0172;0.0486;"Test";12
"AIRWLS";3.563;0.0169;0.4916;0.0179;0.3749;"Test";12
"Newton";1.806;0.017;0.4916;0.0194;0.4147;"Test";12
"C-SGD";3.335;0.0197;0.4917;0.0171;0.1925;"Test";12
"B-SGD";1.914;0.0227;0.4917;0.0169;0.082;"Test";12
"glmPCA";11.357;0.0199;0.0022;0.0147;0.0336;"Full";13
"NBWaVE";12.422;0.0154;0.0017;0.0081;0.2791;"Full";13
"CMF";9.785;0.0184;0.0021;0.0093;-0.0115;"Full";13
"NMF";1.605;0.0196;0.0022;0.0112;-0.057;"Full";13
"NNLM";3.555;0.0164;0.0019;0.0064;0.1249;"Full";13
"AIRWLS";3.568;0.0155;0.0018;0.0055;0.3882;"Full";13
"Newton";1.816;0.0156;0.0018;0.0058;0.3853;"Full";13
"C-SGD";3.324;0.0157;0.0018;0.0059;0.3613;"Full";13
"B-SGD";1.914;0.0163;0.0019;0.0062;0.2181;"Full";13
"glmPCA";11.357;0.0197;0.1415;0.0133;0.0336;"Train";13
"NBWaVE";12.422;0.0144;0.1411;0.0074;0.2791;"Train";13
"CMF";9.785;0.018;0.1413;0.0058;-0.0115;"Train";13
"NMF";1.605;0.0192;0.1415;0.0083;-0.057;"Train";13
"NNLM";3.555;0.0161;0.141;0.0052;0.1249;"Train";13
"AIRWLS";3.568;0.0153;0.141;0.0037;0.3882;"Train";13
"Newton";1.816;0.0153;0.141;0.0037;0.3853;"Train";13
"C-SGD";3.324;0.015;0.141;0.0046;0.3613;"Train";13
"B-SGD";1.914;0.0147;0.141;0.005;0.2181;"Train";13
"glmPCA";11.357;0.0204;0.4916;0.0184;0.0336;"Test";13
"NBWaVE";12.422;0.0183;0.4913;0.0102;0.2791;"Test";13
"CMF";9.785;0.0196;0.4916;0.0195;-0.0115;"Test";13
"NMF";1.605;0.0206;0.4916;0.0197;-0.057;"Test";13
"NNLM";3.555;0.0172;0.4916;0.0099;0.1249;"Test";13
"AIRWLS";3.568;0.0164;0.4916;0.0108;0.3882;"Test";13
"Newton";1.816;0.0164;0.4915;0.012;0.3853;"Test";13
"C-SGD";3.324;0.0179;0.4916;0.0097;0.3613;"Test";13
"B-SGD";1.914;0.021;0.4916;0.0098;0.2181;"Test";13
"glmPCA";11.722;0.0197;0.0026;0.0182;-0.0539;"Full";14
"NBWaVE";9.349;0.0146;0.0019;0.0102;0.3275;"Full";14
"CMF";9.661;0.016;0.0021;0.0088;0.0252;"Full";14
"NMF";4.798;0.0174;0.0023;0.0119;-0.0127;"Full";14
"NNLM";3.572;0.0156;0.0021;0.008;0.0519;"Full";14
"AIRWLS";3.564;0.0149;0.002;0.007;0.3204;"Full";14
"Newton";1.808;0.0149;0.002;0.0076;0.351;"Full";14
"C-SGD";3.352;0.0147;0.0019;0.0073;0.3058;"Full";14
"B-SGD";1.924;0.0149;0.002;0.0081;0.0921;"Full";14
"glmPCA";11.722;0.0198;0.1418;0.0176;-0.0539;"Train";14
"NBWaVE";9.349;0.0138;0.1414;0.0097;0.3275;"Train";14
"CMF";9.661;0.0158;0.1415;0.006;0.0252;"Train";14
"NMF";4.798;0.0173;0.1417;0.0079;-0.0127;"Train";14
"NNLM";3.572;0.0154;0.1412;0.0063;0.0519;"Train";14
"AIRWLS";3.564;0.0146;0.1413;0.0047;0.3204;"Train";14
"Newton";1.808;0.0146;0.1413;0.0047;0.351;"Train";14
"C-SGD";3.352;0.0139;0.1413;0.006;0.3058;"Train";14
"B-SGD";1.924;0.0129;0.1412;0.0072;0.0921;"Train";14
"glmPCA";11.722;0.0196;0.4917;0.0201;-0.0539;"Test";14
"NBWaVE";9.349;0.017;0.4912;0.0117;0.3275;"Test";14
"CMF";9.661;0.0164;0.4914;0.0167;0.0252;"Test";14
"NMF";4.798;0.0178;0.4913;0.0231;-0.0127;"Test";14
"NNLM";3.572;0.016;0.4917;0.0129;0.0519;"Test";14
"AIRWLS";3.564;0.0156;0.4913;0.0135;0.3204;"Test";14
"Newton";1.808;0.0157;0.4913;0.0159;0.351;"Test";14
"C-SGD";3.352;0.0169;0.4913;0.0109;0.3058;"Test";14
"B-SGD";1.924;0.0205;0.4915;0.0104;0.0921;"Test";14
"glmPCA";13.308;0.0175;0.0032;0.0118;-0.0272;"Full";15
"NBWaVE";9.312;0.0135;0.0024;0.0073;0.326;"Full";15
"CMF";8.981;0.0159;0.0029;0.0099;-0.0076;"Full";15
"NMF";1.656;0.0165;0.003;0.0092;-0.1011;"Full";15
"NNLM";3.579;0.0145;0.0026;0.0058;0.0435;"Full";15
"AIRWLS";3.57;0.014;0.0025;0.0057;0.1553;"Full";15
"Newton";1.811;0.0141;0.0026;0.0069;0.0853;"Full";15
