"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"NMF";51.769;0.0309;0.0087;0.0132;0.1659;"Full";2
"NNLM";67.225;0.0291;0.0082;0.0103;0.022;"Full";2
"AIRWLS";84.243;0.0286;0.0081;0.0097;0.3439;"Full";2
"Newton";51.96;0.0286;0.0081;0.0101;0.3653;"Full";2
"C-SGD";25.826;0.0282;0.008;0.0099;0.4425;"Full";2
"B-SGD";15.269;0.0281;0.0079;0.01;0.3579;"Full";2
"glmPCA";277.01;0.0328;0.1469;0.017;-0.0426;"Train";2
"NBWaVE";56.33;0.0288;0.146;0.0113;0.4242;"Train";2
"CMF";100.603;0.0297;0.1462;0.0102;0.2097;"Train";2
"NMF";51.769;0.0309;0.1465;0.0125;0.1659;"Train";2
"NNLM";67.225;0.029;0.1461;0.0099;0.022;"Train";2
"AIRWLS";84.243;0.0285;0.1459;0.009;0.3439;"Train";2
"Newton";51.96;0.0285;0.1459;0.009;0.3653;"Train";2
"C-SGD";25.826;0.028;0.1458;0.0096;0.4425;"Train";2
"B-SGD";15.269;0.0278;0.1458;0.0098;0.3579;"Train";2
"glmPCA";277.01;0.033;0.4961;0.0176;-0.0426;"Test";2
"NBWaVE";56.33;0.0299;0.4956;0.0118;0.4242;"Test";2
"CMF";100.603;0.03;0.4957;0.0131;0.2097;"Test";2
"NMF";51.769;0.0312;0.4958;0.0151;0.1659;"Test";2
"NNLM";67.225;0.0294;0.4956;0.0113;0.022;"Test";2
"AIRWLS";84.243;0.0289;0.4955;0.0119;0.3439;"Test";2
"Newton";51.96;0.0289;0.4955;0.0132;0.3653;"Test";2
"C-SGD";25.826;0.0289;0.4955;0.0106;0.4425;"Test";2
"B-SGD";15.269;0.029;0.4956;0.0107;0.3579;"Test";2
"glmPCA";288.433;0.034;0.0085;0.0157;-0.0165;"Full";3
"NBWaVE";54.78;0.03;0.0076;0.0112;0.3956;"Full";3
"CMF";102.701;0.0317;0.008;0.0162;-0.0305;"Full";3
"NMF";113.424;0.0323;0.0081;0.0125;0.0142;"Full";3
"NNLM";67.365;0.0303;0.0077;0.0103;0.02;"Full";3
"AIRWLS";84.429;0.0296;0.0075;0.0096;0.3915;"Full";3
"Newton";52.245;0.0296;0.0075;0.0099;0.3727;"Full";3
"C-SGD";26.098;0.0291;0.0074;0.0099;0.3986;"Full";3
"B-SGD";14.928;0.029;0.0074;0.01;0.2953;"Full";3
"glmPCA";288.433;0.0339;0.1466;0.0155;-0.0165;"Train";3
"NBWaVE";54.78;0.0297;0.1457;0.011;0.3956;"Train";3
"CMF";102.701;0.0315;0.1461;0.0105;-0.0305;"Train";3
"NMF";113.424;0.0322;0.1462;0.0113;0.0142;"Train";3
"NNLM";67.365;0.0302;0.1458;0.0097;0.02;"Train";3
"AIRWLS";84.429;0.0294;0.1456;0.0086;0.3915;"Train";3
"Newton";52.245;0.0294;0.1456;0.0086;0.3727;"Train";3
"C-SGD";26.098;0.0289;0.1455;0.0096;0.3986;"Train";3
"B-SGD";14.928;0.0286;0.1455;0.0097;0.2953;"Train";3
"glmPCA";288.433;0.0342;0.4954;0.0164;-0.0165;"Test";3
"NBWaVE";54.78;0.0309;0.4949;0.0115;0.3956;"Test";3
"CMF";102.701;0.0322;0.4952;0.0324;-0.0305;"Test";3
"NMF";113.424;0.0325;0.4951;0.0158;0.0142;"Test";3
"NNLM";67.365;0.0307;0.495;0.0122;0.02;"Test";3
"AIRWLS";84.429;0.0299;0.4949;0.0124;0.3915;"Test";3
"Newton";52.245;0.03;0.4949;0.0137;0.3727;"Test";3
"C-SGD";26.098;0.0299;0.4949;0.0108;0.3986;"Test";3
"B-SGD";14.928;0.0302;0.4949;0.0109;0.2953;"Test";3
"glmPCA";303.075;0.0372;0.008;0.0256;-0.0617;"Full";4
"NBWaVE";89.437;0.0322;0.007;0.0138;0.5173;"Full";4
"CMF";99.618;0.0335;0.0073;0.0174;0.1932;"Full";4
"NMF";113.105;0.0345;0.0075;0.0167;0.1524;"Full";4
"NNLM";67.075;0.0323;0.007;0.0132;0.011;"Full";4
"AIRWLS";84.25;0.0313;0.0068;0.0114;0.5113;"Full";4
"Newton";48.826;0.0313;0.0068;0.0114;0.4807;"Full";4
"C-SGD";26.17;0.0311;0.0068;0.0123;0.4426;"Full";4
"B-SGD";15.079;0.031;0.0068;0.0125;0.4274;"Full";4
"glmPCA";303.075;0.0372;0.1462;0.0252;-0.0617;"Train";4
"NBWaVE";89.437;0.032;0.1453;0.0135;0.5173;"Train";4
"CMF";99.618;0.0333;0.1455;0.013;0.1932;"Train";4
"NMF";113.105;0.0344;0.1458;0.0147;0.1524;"Train";4
"NNLM";67.075;0.0322;0.1454;0.0122;0.011;"Train";4
"AIRWLS";84.25;0.0313;0.1452;0.0105;0.5113;"Train";4
"Newton";48.826;0.0313;0.1452;0.0105;0.4807;"Train";4
"C-SGD";26.17;0.0309;0.1451;0.0119;0.4426;"Train";4
"B-SGD";15.079;0.0306;0.1451;0.0121;0.4274;"Train";4
"glmPCA";303.075;0.0372;0.495;0.0267;-0.0617;"Test";4
"NBWaVE";89.437;0.0328;0.4944;0.0147;0.5173;"Test";4
"CMF";99.618;0.0339;0.4947;0.0299;0.1932;"Test";4
"NMF";113.105;0.0347;0.4946;0.0225;0.1524;"Test";4
"NNLM";67.075;0.0324;0.4945;0.0159;0.011;"Test";4
"AIRWLS";84.25;0.0316;0.4944;0.0139;0.5113;"Test";4
"Newton";48.826;0.0316;0.4944;0.0138;0.4807;"Test";4
"C-SGD";26.17;0.0317;0.4944;0.0135;0.4426;"Test";4
"B-SGD";15.079;0.032;0.4944;0.0136;0.4274;"Test";4
"glmPCA";293.486;0.0414;0.0075;0.0235;-0.0345;"Full";5
"NBWaVE";58.77;0.0358;0.0065;0.015;0.3418;"Full";5
"CMF";101.199;0.0372;0.0068;0.0158;0.1354;"Full";5
"NMF";114.028;0.0382;0.0069;0.0171;0.0896;"Full";5
"NNLM";67.088;0.0361;0.0066;0.0143;0.0163;"Full";5
"AIRWLS";83.586;0.0347;0.0063;0.0125;0.5189;"Full";5
"Newton";50.03;0.0347;0.0063;0.0125;0.489;"Full";5
"C-SGD";25.824;0.0345;0.0063;0.013;0.515;"Full";5
"B-SGD";14.951;0.0343;0.0063;0.0132;0.4686;"Full";5
"glmPCA";293.486;0.0413;0.1455;0.0233;-0.0345;"Train";5
"NBWaVE";58.77;0.0355;0.1446;0.0147;0.3418;"Train";5
"CMF";101.199;0.0371;0.1448;0.0144;0.1354;"Train";5
"NMF";114.028;0.0381;0.145;0.0161;0.0896;"Train";5
"NNLM";67.088;0.0359;0.1447;0.0136;0.0163;"Train";5
"AIRWLS";83.586;0.0346;0.1445;0.0116;0.5189;"Train";5
"Newton";50.03;0.0346;0.1445;0.0116;0.489;"Train";5
"C-SGD";25.824;0.0342;0.1444;0.0126;0.515;"Train";5
"B-SGD";14.951;0.0338;0.1444;0.0128;0.4686;"Train";5
"glmPCA";293.486;0.0417;0.4952;0.0241;-0.0345;"Test";5
"NBWaVE";58.77;0.0369;0.4947;0.0156;0.3418;"Test";5
"CMF";101.199;0.0376;0.4948;0.0197;0.1354;"Test";5
"NMF";114.028;0.0387;0.4948;0.0201;0.0896;"Test";5
"NNLM";67.088;0.0365;0.4947;0.0162;0.0163;"Test";5
"AIRWLS";83.586;0.0352;0.4946;0.015;0.5189;"Test";5
"Newton";50.03;0.0352;0.4946;0.0151;0.489;"Test";5
"C-SGD";25.824;0.0352;0.4946;0.0143;0.515;"Test";5
"B-SGD";14.951;0.0356;0.4946;0.0144;0.4686;"Test";5
"glmPCA";277.661;0.0375;0.0074;0.0231;-0.0432;"Full";6
"NBWaVE";89.329;0.0326;0.0065;0.0135;0.4793;"Full";6
"CMF";98.092;0.0335;0.0067;Inf;0.1645;"Full";6
"NMF";NA;NA;NA;NA;NA;"Full";6
"NNLM";67.385;0.0326;0.0065;Inf;0.0017;"Full";6
"AIRWLS";80.075;0.0318;0.0063;0.0114;0.4728;"Full";6
"Newton";51.875;0.0319;0.0064;0.0116;0.3671;"Full";6
"C-SGD";25.63;0.0315;0.0063;0.0119;0.4579;"Full";6
"B-SGD";14.99;0.0314;0.0063;0.012;0.3389;"Full";6
"glmPCA";277.661;0.0374;0.1456;0.0228;-0.0432;"Train";6
"NBWaVE";89.329;0.0324;0.1448;0.0133;0.4793;"Train";6
"CMF";98.092;0.0334;0.1449;0.0122;0.1645;"Train";6
"NMF";NA;NA;NA;NA;NA;"Train";6
"NNLM";67.385;0.0325;0.1448;0.0116;0.0017;"Train";6
"AIRWLS";80.075;0.0317;0.1447;0.0106;0.4728;"Train";6
"Newton";51.875;0.0318;0.1447;0.0105;0.3671;"Train";6
"C-SGD";25.63;0.0313;0.1446;0.0116;0.4579;"Train";6
"B-SGD";14.99;0.031;0.1446;0.0117;0.3389;"Train";6
"glmPCA";277.661;0.0377;0.4948;0.0238;-0.0432;"Test";6
"NBWaVE";89.329;0.0334;0.4943;0.0142;0.4793;"Test";6
"CMF";98.092;0.0338;0.4945;Inf;0.1645;"Test";6
"NMF";NA;NA;NA;NA;NA;"Test";6
"NNLM";67.385;0.0329;0.4944;Inf;0.0017;"Test";6
"AIRWLS";80.075;0.0322;0.4943;0.0139;0.4728;"Test";6
"Newton";51.875;0.0323;0.4943;0.0145;0.3671;"Test";6
"C-SGD";25.63;0.0323;0.4943;0.013;0.4579;"Test";6
"B-SGD";14.99;0.0326;0.4943;0.013;0.3389;"Test";6
"glmPCA";335.399;0.0384;0.0078;0.0219;-0.0394;"Full";7
"NBWaVE";55.354;0.0333;0.0068;0.0139;0.4959;"Full";7
"CMF";102.642;0.0342;0.007;0.0141;0.1373;"Full";7
"NMF";NA;NA;NA;NA;NA;"Full";7
"NNLM";67.313;0.0332;0.0068;0.0127;0.0624;"Full";7
"AIRWLS";83.889;0.0324;0.0066;0.0119;0.3908;"Full";7
"Newton";52.269;0.0324;0.0066;0.012;0.4006;"Full";7
"C-SGD";26.152;0.0321;0.0066;0.0121;0.4305;"Full";7
"B-SGD";15.02;0.0319;0.0065;0.0124;0.4021;"Full";7
"glmPCA";335.399;0.0384;0.1461;0.0217;-0.0394;"Train";7
"NBWaVE";55.354;0.0331;0.1452;0.0137;0.4959;"Train";7
"CMF";102.642;0.0342;0.1454;0.0131;0.1373;"Train";7
"NMF";NA;NA;NA;NA;NA;"Train";7
"NNLM";67.313;0.0332;0.1452;0.0123;0.0624;"Train";7
"AIRWLS";83.889;0.0323;0.1451;0.0111;0.3908;"Train";7
"Newton";52.269;0.0323;0.1451;0.0111;0.4006;"Train";7
"C-SGD";26.152;0.0319;0.145;0.0119;0.4305;"Train";7
"B-SGD";15.02;0.0315;0.145;0.0121;0.4021;"Train";7
"glmPCA";335.399;0.0382;0.4947;0.0223;-0.0394;"Test";7
"NBWaVE";55.354;0.0338;0.4941;0.0144;0.4959;"Test";7
"CMF";102.642;0.0342;0.4943;0.0169;0.1373;"Test";7
"NMF";NA;NA;NA;NA;NA;"Test";7
"NNLM";67.313;0.0333;0.4942;0.0139;0.0624;"Test";7
"AIRWLS";83.889;0.0325;0.4941;0.0141;0.3908;"Test";7
"Newton";52.269;0.0325;0.4941;0.0145;0.4006;"Test";7
"C-SGD";26.152;0.0325;0.4941;0.0129;0.4305;"Test";7
"B-SGD";15.02;0.0328;0.4941;0.0131;0.4021;"Test";7
"glmPCA";287.889;0.0386;0.0079;0.0191;-0.0248;"Full";8
"NBWaVE";56.626;0.0336;0.0069;0.0125;0.4845;"Full";8
"CMF";106.315;0.0349;0.0072;0.0129;0.0903;"Full";8
"NMF";113.682;0.0357;0.0074;0.014;0.0514;"Full";8
"NNLM";67.466;0.0338;0.007;0.0116;-0.0012;"Full";8
"AIRWLS";68.118;0.0327;0.0068;0.0108;0.4751;"Full";8
"Newton";50.185;0.0327;0.0068;0.0108;0.5063;"Full";8
"C-SGD";25.924;0.0324;0.0067;0.0111;0.4798;"Full";8
"B-SGD";14.935;0.0323;0.0067;0.0112;0.4231;"Full";8
"glmPCA";287.889;0.0386;0.1459;0.0189;-0.0248;"Train";8
"NBWaVE";56.626;0.0334;0.1451;0.0123;0.4845;"Train";8
"CMF";106.315;0.0348;0.1453;0.0119;0.0903;"Train";8
"NMF";113.682;0.0357;0.1455;0.0132;0.0514;"Train";8
"NNLM";67.466;0.0337;0.1451;0.0112;-0.0012;"Train";8
"AIRWLS";68.118;0.0327;0.1449;0.0102;0.4751;"Train";8
"Newton";50.185;0.0327;0.1449;0.0101;0.5063;"Train";8
"C-SGD";25.924;0.0322;0.1449;0.0108;0.4798;"Train";8
"B-SGD";14.935;0.032;0.1448;0.011;0.4231;"Train";8
"glmPCA";287.889;0.0385;0.4952;0.0195;-0.0248;"Test";8
"NBWaVE";56.626;0.0342;0.4947;0.0129;0.4845;"Test";8
"CMF";106.315;0.0349;0.4949;0.0158;0.0903;"Test";8
"NMF";113.682;0.0358;0.4949;0.0166;0.0514;"Test";8
"NNLM";67.466;0.0339;0.4948;0.0128;-0.0012;"Test";8
"AIRWLS";68.118;0.033;0.4947;0.0128;0.4751;"Test";8
"Newton";50.185;0.0329;0.4947;0.0129;0.5063;"Test";8
"C-SGD";25.924;0.0329;0.4947;0.0118;0.4798;"Test";8
"B-SGD";14.935;0.0332;0.4947;0.0119;0.4231;"Test";8
"glmPCA";314.311;0.0377;0.0081;0.0185;-0.0325;"Full";9
"NBWaVE";93.034;0.0325;0.007;0.0124;0.5216;"Full";9
"CMF";109.082;0.0343;0.0074;0.0141;0.0269;"Full";9
"NMF";113.417;0.0347;0.0075;0.0141;0.0363;"Full";9
"NNLM";67.206;0.0328;0.0071;0.0117;-0.0189;"Full";9
"AIRWLS";77.284;0.0316;0.0068;0.0109;0.3593;"Full";9
"Newton";51.114;0.0316;0.0068;0.0113;0.3377;"Full";9
"C-SGD";25.863;0.0313;0.0068;0.0111;0.4562;"Full";9
"B-SGD";14.941;0.031;0.0067;0.0112;0.4229;"Full";9
"glmPCA";314.311;0.0377;0.1463;0.0184;-0.0325;"Train";9
"NBWaVE";93.034;0.0323;0.1454;0.0123;0.5216;"Train";9
"CMF";109.082;0.0343;0.1457;0.0124;0.0269;"Train";9
"NMF";113.417;0.0347;0.1458;0.0132;0.0363;"Train";9
"NNLM";67.206;0.0328;0.1454;0.0113;-0.0189;"Train";9
"AIRWLS";77.284;0.0315;0.1452;0.01;0.3593;"Train";9
"Newton";51.114;0.0315;0.1452;0.0101;0.3377;"Train";9
"C-SGD";25.863;0.0312;0.1451;0.0109;0.4562;"Train";9
"B-SGD";14.941;0.0307;0.1451;0.011;0.4229;"Train";9
"glmPCA";314.311;0.0376;0.4949;0.019;-0.0325;"Test";9
"NBWaVE";93.034;0.0331;0.4944;0.0128;0.5216;"Test";9
"CMF";109.082;0.0343;0.4947;0.0188;0.0269;"Test";9
"NMF";113.417;0.0348;0.4946;0.0167;0.0363;"Test";9
"NNLM";67.206;0.0329;0.4945;0.0128;-0.0189;"Test";9
"AIRWLS";77.284;0.0317;0.4944;0.0132;0.3593;"Test";9
"Newton";51.114;0.0318;0.4944;0.0147;0.3377;"Test";9
"C-SGD";25.863;0.0317;0.4944;0.0119;0.4562;"Test";9
"B-SGD";14.941;0.0319;0.4944;0.0118;0.4229;"Test";9
"glmPCA";283.224;0.0382;0.0077;0.0245;-0.0292;"Full";10
"NBWaVE";56.471;0.0329;0.0066;0.0151;0.4433;"Full";10
"CMF";98.057;0.0342;0.0069;Inf;0.039;"Full";10
"NMF";113.752;0.035;0.007;0.018;0.0555;"Full";10
"NNLM";67.43;0.0331;0.0067;0.0153;0.1135;"Full";10
"AIRWLS";68.912;0.0319;0.0065;0.0127;0.4762;"Full";10
"Newton";35.426;0.0318;0.0064;0.0127;0.4922;"Full";10
"C-SGD";26.376;0.0316;0.0064;0.0134;0.5212;"Full";10
"B-SGD";15.102;0.0315;0.0064;0.0141;0.4801;"Full";10
"glmPCA";283.224;0.0381;0.1459;0.0243;-0.0292;"Train";10
"NBWaVE";56.471;0.0327;0.145;0.0148;0.4433;"Train";10
"CMF";98.057;0.0341;0.1452;0.0156;0.039;"Train";10
"NMF";113.752;0.0349;0.1454;0.0172;0.0555;"Train";10
"NNLM";67.43;0.033;0.145;0.0147;0.1135;"Train";10
"AIRWLS";68.912;0.0318;0.1448;0.0121;0.4762;"Train";10
"Newton";35.426;0.0317;0.1448;0.0121;0.4922;"Train";10
"C-SGD";26.376;0.0314;0.1448;0.013;0.5212;"Train";10
"B-SGD";15.102;0.0312;0.1447;0.0137;0.4801;"Train";10
"glmPCA";283.224;0.0383;0.4948;0.0251;-0.0292;"Test";10
"NBWaVE";56.471;0.0336;0.4943;0.0161;0.4433;"Test";10
"CMF";98.057;0.0345;0.4945;Inf;0.039;"Test";10
"NMF";113.752;0.0352;0.4944;0.0205;0.0555;"Test";10
"NNLM";67.43;0.0334;0.4944;0.0171;0.1135;"Test";10
"AIRWLS";68.912;0.0322;0.4942;0.0146;0.4762;"Test";10
"Newton";35.426;0.0321;0.4942;0.0146;0.4922;"Test";10
"C-SGD";26.376;0.0321;0.4942;0.0146;0.5212;"Test";10
"B-SGD";15.102;0.0326;0.4943;0.0152;0.4801;"Test";10
"glmPCA";292.03;0.0408;0.0078;0.0208;-0.041;"Full";11
"NBWaVE";56.011;0.0358;0.0069;0.014;0.4836;"Full";11
"CMF";104.647;0.0368;0.0071;0.0142;0.1127;"Full";11
"NMF";114.417;0.0376;0.0072;0.015;0.1193;"Full";11
"NNLM";67.203;0.0357;0.0069;0.0129;0.0078;"Full";11
"AIRWLS";77.281;0.035;0.0068;0.0124;0.3889;"Full";11
"Newton";51.933;0.0351;0.0068;0.0125;0.3613;"Full";11
"C-SGD";26.518;0.0346;0.0067;0.0125;0.4104;"Full";11
"B-SGD";15.201;0.0346;0.0067;0.0128;0.2946;"Full";11
"glmPCA";292.03;0.0408;0.1458;0.0207;-0.041;"Train";11
"NBWaVE";56.011;0.0355;0.145;0.0139;0.4836;"Train";11
"CMF";104.647;0.0367;0.1452;0.0133;0.1127;"Train";11
"NMF";114.417;0.0374;0.1453;0.0144;0.1193;"Train";11
"NNLM";67.203;0.0355;0.145;0.0125;0.0078;"Train";11
"AIRWLS";77.281;0.0349;0.1449;0.0115;0.3889;"Train";11
"Newton";51.933;0.0349;0.1449;0.0115;0.3613;"Train";11
"C-SGD";26.518;0.0343;0.1448;0.0122;0.4104;"Train";11
"B-SGD";15.201;0.0341;0.1448;0.0125;0.2946;"Train";11
"glmPCA";292.03;0.0411;0.4953;0.0213;-0.041;"Test";11
"NBWaVE";56.011;0.0368;0.4948;0.0145;0.4836;"Test";11
"CMF";104.647;0.0372;0.4949;0.017;0.1127;"Test";11
"NMF";114.417;0.038;0.4949;0.0168;0.1193;"Test";11
"NNLM";67.203;0.0361;0.4948;0.0141;0.0078;"Test";11
"AIRWLS";77.281;0.0355;0.4948;0.015;0.3889;"Test";11
"Newton";51.933;0.0356;0.4948;0.0156;0.3613;"Test";11
"C-SGD";26.518;0.0355;0.4948;0.0134;0.4104;"Test";11
"B-SGD";15.201;0.0361;0.4948;0.0136;0.2946;"Test";11
"glmPCA";337.957;0.0378;0.0083;0.0192;-0.0395;"Full";12
"NBWaVE";56.053;0.0334;0.0073;0.0133;0.5105;"Full";12
"CMF";100.771;0.0345;0.0076;0.0137;0.0404;"Full";12
"NMF";30.215;0.0361;0.0079;0.0162;-0.0095;"Full";12
"NNLM";60.631;0.0334;0.0074;0.0121;0.0056;"Full";12
"AIRWLS";60.876;0.0326;0.0072;0.0114;0.4659;"Full";12
"Newton";39.117;0.0326;0.0072;0.0116;0.461;"Full";12
"C-SGD";26.63;0.0324;0.0072;0.0119;0.4221;"Full";12
"B-SGD";15.16;0.0322;0.0071;0.012;0.382;"Full";12
"glmPCA";337.957;0.0378;0.1465;0.0191;-0.0395;"Train";12
"NBWaVE";56.053;0.0331;0.1457;0.0131;0.5105;"Train";12
"CMF";100.771;0.0344;0.1459;0.0125;0.0404;"Train";12
"NMF";30.215;0.036;0.1462;0.0153;-0.0095;"Train";12
"NNLM";60.631;0.0333;0.1457;0.0117;0.0056;"Train";12
"AIRWLS";60.876;0.0325;0.1455;0.0108;0.4659;"Train";12
"Newton";39.117;0.0325;0.1456;0.0108;0.461;"Train";12
"C-SGD";26.63;0.0321;0.1455;0.0116;0.4221;"Train";12
"B-SGD";15.16;0.0318;0.1454;0.0118;0.382;"Train";12
"glmPCA";337.957;0.038;0.495;0.0197;-0.0395;"Test";12
"NBWaVE";56.053;0.0342;0.4945;0.0137;0.5105;"Test";12
"CMF";100.771;0.0348;0.4947;0.0171;0.0404;"Test";12
"NMF";30.215;0.0364;0.4948;0.0187;-0.0095;"Test";12
"NNLM";60.631;0.0337;0.4945;0.0133;0.0056;"Test";12
"AIRWLS";60.876;0.033;0.4945;0.0133;0.4659;"Test";12
"Newton";39.117;0.033;0.4945;0.0138;0.461;"Test";12
"C-SGD";26.63;0.0331;0.4945;0.0128;0.4221;"Test";12
"B-SGD";15.16;0.0333;0.4945;0.0128;0.382;"Test";12
"glmPCA";357.252;0.0357;0.0081;0.0189;-0.0097;"Full";13
"NBWaVE";91.384;0.0313;0.0071;0.0136;0.4756;"Full";13
"CMF";106.219;0.0327;0.0075;0.0143;0.0239;"Full";13
"NMF";114.625;0.0335;0.0076;0.0153;0.0208;"Full";13
"NNLM";67.377;0.0313;0.0072;0.0125;0.0113;"Full";13
"AIRWLS";79.799;0.0306;0.007;0.012;0.367;"Full";13
"Newton";51.539;0.0306;0.007;0.0124;0.3261;"Full";13
"C-SGD";26.015;0.0303;0.007;0.0121;0.323;"Full";13
"B-SGD";15.158;0.0301;0.0069;0.0121;0.322;"Full";13
"glmPCA";357.252;0.0357;0.1465;0.0189;-0.0097;"Train";13
"NBWaVE";91.384;0.0311;0.1457;0.0135;0.4756;"Train";13
"CMF";106.219;0.0326;0.1459;0.0133;0.0239;"Train";13
"NMF";114.625;0.0335;0.1462;0.0146;0.0208;"Train";13
"NNLM";67.377;0.0313;0.1457;0.0122;0.0113;"Train";13
"AIRWLS";79.799;0.0305;0.1455;0.0112;0.367;"Train";13
"Newton";51.539;0.0304;0.1455;0.0112;0.3261;"Train";13
"C-SGD";26.015;0.0301;0.1455;0.0119;0.323;"Train";13
"B-SGD";15.158;0.0298;0.1454;0.012;0.322;"Train";13
"glmPCA";357.252;0.0357;0.4946;0.0192;-0.0097;"Test";13
"NBWaVE";91.384;0.0321;0.4941;0.0139;0.4756;"Test";13
"CMF";106.219;0.0328;0.4943;0.0173;0.0239;"Test";13
"NMF";114.625;0.0336;0.4943;0.0173;0.0208;"Test";13
"NNLM";67.377;0.0316;0.4941;0.0134;0.0113;"Test";13
"AIRWLS";79.799;0.0308;0.4941;0.0143;0.367;"Test";13
"Newton";51.539;0.0309;0.4941;0.0157;0.3261;"Test";13
"C-SGD";26.015;0.0308;0.4941;0.0128;0.323;"Test";13
"B-SGD";15.158;0.0311;0.4941;0.0127;0.322;"Test";13
"glmPCA";281.466;0.0364;0.008;0.0213;-0.0234;"Full";14
"NBWaVE";72.236;0.0321;0.0071;0.0134;0.5098;"Full";14
"CMF";103.042;0.033;0.0073;0.014;0.0331;"Full";14
"NMF";113.605;0.0338;0.0075;0.0152;0.0457;"Full";14
"NNLM";67.217;0.0321;0.0071;0.0129;0.0088;"Full";14
"AIRWLS";84.788;0.0313;0.007;0.0115;0.5042;"Full";14
"Newton";49.804;0.0313;0.007;0.0115;0.5332;"Full";14
"C-SGD";25.944;0.0311;0.0069;0.012;0.4655;"Full";14
"B-SGD";15.918;0.0309;0.0069;0.0124;0.3692;"Full";14
"glmPCA";281.466;0.0363;0.1463;0.0211;-0.0234;"Train";14
"NBWaVE";72.236;0.0318;0.1455;0.0132;0.5098;"Train";14
"CMF";103.042;0.0329;0.1456;0.0129;0.0331;"Train";14
"NMF";113.605;0.0337;0.1458;0.0143;0.0457;"Train";14
"NNLM";67.217;0.032;0.1455;0.0122;0.0088;"Train";14
"AIRWLS";84.788;0.0312;0.1453;0.0108;0.5042;"Train";14
"Newton";49.804;0.0312;0.1453;0.0108;0.5332;"Train";14
"C-SGD";25.944;0.0308;0.1453;0.0116;0.4655;"Train";14
"B-SGD";15.918;0.0305;0.1452;0.0121;0.3692;"Train";14
"glmPCA";281.466;0.0366;0.4949;0.0219;-0.0234;"Test";14
"NBWaVE";72.236;0.0329;0.4944;0.0141;0.5098;"Test";14
"CMF";103.042;0.0333;0.4946;0.0173;0.0331;"Test";14
"NMF";113.605;0.0341;0.4945;0.0176;0.0457;"Test";14
"NNLM";67.217;0.0325;0.4945;0.0148;0.0088;"Test";14
"AIRWLS";84.788;0.0317;0.4944;0.0135;0.5042;"Test";14
"Newton";49.804;0.0317;0.4944;0.0137;0.5332;"Test";14
"C-SGD";25.944;0.0318;0.4944;0.0129;0.4655;"Test";14
"B-SGD";15.918;0.0321;0.4944;0.0133;0.3692;"Test";14
"glmPCA";285.817;0.0397;0.0072;0.0334;0.0054;"Full";15
"NBWaVE";59.049;0.0336;0.0061;0.0158;0.5152;"Full";15
"CMF";93.52;0.0345;0.0063;0.0153;0.16;"Full";15
"NMF";NA;NA;NA;NA;NA;"Full";15
"NNLM";67.07;0.0333;0.0061;0.0138;0.0283;"Full";15
"AIRWLS";83.261;0.0326;0.0059;0.0129;0.3898;"Full";15
"Newton";51.736;0.0325;0.0059;0.0129;0.443;"Full";15
"C-SGD";25.923;0.0323;0.0059;0.0133;0.4258;"Full";15
