"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"Newton";127.91;0.0306;0.1451;0.0082;0.5519;"Train";2
"C-SGD";76.686;0.0291;0.1448;0.0098;0.4985;"Train";2
"B-SGD";46.464;0.0278;0.1448;0.0104;0.4458;"Train";2
"glmPCA";75.095;0.0374;0.4948;0.0231;-0.0118;"Test";2
"NBWaVE";393.948;0.0349;0.4945;0.0146;0.4824;"Test";2
"CMF";1065.867;0.0338;0.494;0.0376;0.0514;"Test";2
"NMF";NA;NA;NA;NA;NA;"Test";2
"NNLM";291.578;0.0325;0.4945;0.0156;0.117;"Test";2
"AIRWLS";364.614;0.0327;0.4944;0.0188;0.5597;"Test";2
"Newton";127.91;0.0329;0.4943;0.024;0.5519;"Test";2
"C-SGD";76.686;0.0355;0.4945;0.0147;0.4985;"Test";2
"B-SGD";46.464;0.0398;0.4947;0.0139;0.4458;"Test";2
"glmPCA";765.183;0.0388;0.008;0.0237;-0.018;"Full";3
"NBWaVE";353.486;0.031;0.0064;0.0137;0.4569;"Full";3
"CMF";1062.42;0.0335;0.007;0.0149;0.0561;"Full";3
"NMF";854.617;0.0347;0.0072;0.0147;0.0317;"Full";3
"NNLM";302.467;0.0325;0.0068;0.0109;0.2577;"Full";3
"AIRWLS";379.788;0.0323;0.0067;0.0114;0.5191;"Full";3
"Newton";130.89;0.0321;0.0067;0.0125;0.5289;"Full";3
"C-SGD";76.716;0.0317;0.0066;0.0114;0.4961;"Full";3
"B-SGD";45.263;0.0319;0.0067;0.012;0.4039;"Full";3
"glmPCA";765.183;0.0388;0.1461;0.0234;-0.018;"Train";3
"NBWaVE";353.486;0.0292;0.1445;0.0132;0.4569;"Train";3
"CMF";1062.42;0.0331;0.1454;0.0092;0.0561;"Train";3
"NMF";854.617;0.0344;0.1455;0.0107;0.0317;"Train";3
"NNLM";302.467;0.0322;0.1448;0.0093;0.2577;"Train";3
"AIRWLS";379.788;0.0317;0.1448;0.0087;0.5191;"Train";3
"Newton";130.89;0.0315;0.1448;0.0087;0.5289;"Train";3
"C-SGD";76.716;0.0302;0.1446;0.0101;0.4961;"Train";3
"B-SGD";45.263;0.0285;0.1446;0.0111;0.4039;"Train";3
"glmPCA";765.183;0.0388;0.4952;0.0246;-0.018;"Test";3
"NBWaVE";353.486;0.036;0.4948;0.0151;0.4569;"Test";3
"CMF";1062.42;0.0345;0.4943;0.0309;0.0561;"Test";3
"NMF";854.617;0.0355;0.4945;0.0262;0.0317;"Test";3
"NNLM";302.467;0.0334;0.4949;0.0157;0.2577;"Test";3
"AIRWLS";379.788;0.034;0.4948;0.0191;0.5191;"Test";3
"Newton";130.89;0.0338;0.4947;0.0236;0.5289;"Test";3
"C-SGD";76.716;0.0362;0.4949;0.0149;0.4961;"Test";3
"B-SGD";45.263;0.0416;0.4951;0.0145;0.4039;"Test";3
"glmPCA";700.161;0.0341;0.008;0.0177;0.1265;"Full";4
"NBWaVE";329.774;0.0291;0.0069;0.0126;0.4703;"Full";4
"CMF";1074.21;0.0315;0.0075;0.0142;0.0457;"Full";4
"NMF";854.808;0.0324;0.0076;0.013;0.0337;"Full";4
"NNLM";296.857;0.0306;0.0072;0.0101;0.1194;"Full";4
"AIRWLS";372.731;0.0304;0.0072;0.0107;0.5269;"Full";4
"Newton";131.309;0.0303;0.0072;0.0119;0.5205;"Full";4
"C-SGD";76.286;0.03;0.0071;0.0106;0.5031;"Full";4
"B-SGD";46.004;0.0303;0.0072;0.011;0.4732;"Full";4
"glmPCA";700.161;0.034;0.146;0.0172;0.1265;"Train";4
"NBWaVE";329.774;0.0275;0.1448;0.0122;0.4703;"Train";4
"CMF";1074.21;0.0311;0.1456;0.0083;0.0457;"Train";4
"NMF";854.808;0.0321;0.1459;0.0096;0.0337;"Train";4
"NNLM";296.857;0.0302;0.1452;0.0085;0.1194;"Train";4
"AIRWLS";372.731;0.0299;0.1452;0.0078;0.5269;"Train";4
"Newton";131.309;0.0298;0.1452;0.0078;0.5205;"Train";4
"C-SGD";76.286;0.0285;0.145;0.0093;0.5031;"Train";4
"B-SGD";46.004;0.0271;0.145;0.0101;0.4732;"Train";4
"glmPCA";700.161;0.0342;0.4953;0.0193;0.1265;"Test";4
"NBWaVE";329.774;0.0338;0.4951;0.0139;0.4703;"Test";4
"CMF";1074.21;0.0326;0.4949;0.0312;0.0457;"Test";4
"NMF";854.808;0.0332;0.4948;0.0227;0.0337;"Test";4
"NNLM";296.857;0.0315;0.4952;0.0148;0.1194;"Test";4
"AIRWLS";372.731;0.0319;0.4951;0.019;0.5269;"Test";4
"Newton";131.309;0.0319;0.495;0.0237;0.5205;"Test";4
"C-SGD";76.286;0.0343;0.4952;0.0144;0.5031;"Test";4
"B-SGD";46.004;0.0394;0.4954;0.0138;0.4732;"Test";4
"glmPCA";773.941;0.0373;0.0083;0.0191;-0.0124;"Full";5
"NBWaVE";348.443;0.0304;0.0068;0.0122;0.3826;"Full";5
"CMF";1062.279;0.0331;0.0075;0.0131;0.0322;"Full";5
"NMF";859.264;0.0341;0.0076;0.0128;0.0334;"Full";5
"NNLM";294.653;0.0319;0.0072;0.0098;0.1318;"Full";5
"AIRWLS";372.076;0.0318;0.0072;0.0103;0.4628;"Full";5
"Newton";125.092;0.0317;0.0071;0.0116;0.4493;"Full";5
"C-SGD";77.058;0.0314;0.0071;0.0102;0.4253;"Full";5
"B-SGD";46.575;0.0319;0.0072;0.0108;0.3863;"Full";5
"glmPCA";773.941;0.0373;0.1464;0.0189;-0.0124;"Train";5
"NBWaVE";348.443;0.0287;0.1448;0.0118;0.3826;"Train";5
"CMF";1062.279;0.0328;0.1459;0.0083;0.0322;"Train";5
"NMF";859.264;0.0338;0.146;0.0095;0.0334;"Train";5
"NNLM";294.653;0.0316;0.1452;0.0083;0.1318;"Train";5
"AIRWLS";372.076;0.0312;0.1453;0.0077;0.4628;"Train";5
"Newton";125.092;0.0311;0.1453;0.0077;0.4493;"Train";5
"C-SGD";77.058;0.0299;0.1451;0.009;0.4253;"Train";5
"B-SGD";46.575;0.0284;0.1451;0.0099;0.3863;"Train";5
"glmPCA";773.941;0.0372;0.4952;0.0195;-0.0124;"Test";5
"NBWaVE";348.443;0.0353;0.4949;0.0132;0.3826;"Test";5
"CMF";1062.279;0.0341;0.4943;0.0269;0.0322;"Test";5
"NMF";859.264;0.0348;0.4946;0.0221;0.0334;"Test";5
"NNLM";294.653;0.0328;0.495;0.0143;0.1318;"Test";5
"AIRWLS";372.076;0.0335;0.4949;0.0177;0.4628;"Test";5
"Newton";125.092;0.0333;0.4948;0.0229;0.4493;"Test";5
"C-SGD";77.058;0.0356;0.495;0.0139;0.4253;"Test";5
"B-SGD";46.575;0.0417;0.4952;0.0134;0.3863;"Test";5
"glmPCA";73.646;0.0339;0.0087;0.0209;-0.0121;"Full";6
"NBWaVE";330.077;0.0276;0.0071;0.0129;0.3824;"Full";6
"CMF";1081.304;0.0302;0.0078;Inf;0.0195;"Full";6
"NMF";NA;NA;NA;NA;NA;"Full";6
"NNLM";301.998;0.0289;0.0075;Inf;0.0602;"Full";6
"AIRWLS";369.615;0.0288;0.0075;0.0113;0.4166;"Full";6
"Newton";124.11;0.0288;0.0075;0.0126;0.4072;"Full";6
"C-SGD";76.864;0.0283;0.0074;0.0108;0.3996;"Full";6
"B-SGD";46.477;0.0285;0.0074;0.0112;0.3533;"Full";6
"glmPCA";73.646;0.0339;0.1469;0.0207;-0.0121;"Train";6
"NBWaVE";330.077;0.026;0.1452;0.0125;0.3824;"Train";6
"CMF";1081.304;0.0299;0.1461;0.0089;0.0195;"Train";6
"NMF";NA;NA;NA;NA;NA;"Train";6
"NNLM";301.998;0.0287;0.1457;0.0088;0.0602;"Train";6
"AIRWLS";369.615;0.0284;0.1457;0.0081;0.4166;"Train";6
"Newton";124.11;0.0284;0.1457;0.008;0.4072;"Train";6
"C-SGD";76.864;0.0269;0.1455;0.0097;0.3996;"Train";6
"B-SGD";46.477;0.0257;0.1454;0.0103;0.3533;"Train";6
"glmPCA";73.646;0.0339;0.4951;0.0214;-0.0121;"Test";6
"NBWaVE";330.077;0.0319;0.4948;0.0141;0.3824;"Test";6
"CMF";1081.304;0.0312;0.4947;Inf;0.0195;"Test";6
"NMF";NA;NA;NA;NA;NA;"Test";6
"NNLM";301.998;0.0297;0.4948;Inf;0.0602;"Test";6
"AIRWLS";369.615;0.0299;0.4947;0.0204;0.4166;"Test";6
"Newton";124.11;0.0301;0.4947;0.0254;0.4072;"Test";6
"C-SGD";76.864;0.0323;0.4949;0.0141;0.3996;"Test";6
"B-SGD";46.477;0.0365;0.495;0.0136;0.3533;"Test";6
"glmPCA";726.632;0.0346;0.0083;0.0179;0.018;"Full";7
"NBWaVE";341.149;0.0298;0.0072;0.0132;0.4749;"Full";7
"CMF";1080.109;0.0322;0.0078;Inf;0.2645;"Full";7
"NMF";863.112;0.0329;0.0079;0.0138;0.1945;"Full";7
"NNLM";347.692;0.0312;0.0075;0.0107;0.1888;"Full";7
"AIRWLS";378.923;0.031;0.0075;0.0112;0.5265;"Full";7
"Newton";124.714;0.031;0.0075;0.0125;0.5275;"Full";7
"C-SGD";76.623;0.0306;0.0074;0.0111;0.4853;"Full";7
"B-SGD";45.818;0.0307;0.0074;0.0114;0.4303;"Full";7
"glmPCA";726.632;0.0345;0.1462;0.0166;0.018;"Train";7
"NBWaVE";341.149;0.0281;0.1449;0.0127;0.4749;"Train";7
"CMF";1080.109;0.0318;0.1458;0.0089;0.2645;"Train";7
"NMF";863.112;0.0326;0.146;0.0101;0.1945;"Train";7
"NNLM";347.692;0.0309;0.1453;0.0089;0.1888;"Train";7
"AIRWLS";378.923;0.0305;0.1454;0.0082;0.5265;"Train";7
"Newton";124.714;0.0304;0.1454;0.0082;0.5275;"Train";7
"C-SGD";76.623;0.0291;0.1452;0.0098;0.4853;"Train";7
"B-SGD";45.818;0.0278;0.1451;0.0104;0.4303;"Train";7
"glmPCA";726.632;0.0349;0.4956;0.0214;0.018;"Test";7
"NBWaVE";341.149;0.0345;0.4954;0.0147;0.4749;"Test";7
"CMF";1080.109;0.0333;0.4953;Inf;0.2645;"Test";7
"NMF";863.112;0.0338;0.4951;0.0245;0.1945;"Test";7
"NNLM";347.692;0.0321;0.4955;0.0158;0.1888;"Test";7
"AIRWLS";378.923;0.0324;0.4954;0.0198;0.5265;"Test";7
"Newton";124.714;0.0325;0.4953;0.0247;0.5275;"Test";7
"C-SGD";76.623;0.0347;0.4955;0.0148;0.4853;"Test";7
"B-SGD";45.818;0.0392;0.4957;0.0142;0.4303;"Test";7
"glmPCA";95.181;0.0374;0.0078;0.0213;-0.0225;"Full";8
"NBWaVE";341.621;0.0299;0.0063;0.0135;0.4283;"Full";8
"CMF";1069.373;0.0321;0.0067;0.0168;0.047;"Full";8
"NMF";858.896;0.0334;0.007;0.014;0.0385;"Full";8
"NNLM";299.969;0.0314;0.0066;0.0108;0.26;"Full";8
"AIRWLS";375.411;0.0311;0.0066;0.0112;0.5158;"Full";8
"Newton";129.241;0.031;0.0065;0.0124;0.5249;"Full";8
"C-SGD";76.964;0.0307;0.0065;0.0113;0.4851;"Full";8
"B-SGD";46.142;0.0309;0.0065;0.0117;0.4528;"Full";8
"glmPCA";95.181;0.0374;0.146;0.0212;-0.0225;"Train";8
"NBWaVE";341.621;0.0282;0.1444;0.013;0.4283;"Train";8
"CMF";1069.373;0.0317;0.1455;0.0089;0.047;"Train";8
"NMF";858.896;0.0331;0.1454;0.0104;0.0385;"Train";8
"NNLM";299.969;0.0311;0.1448;0.0091;0.26;"Train";8
"AIRWLS";375.411;0.0306;0.1448;0.0085;0.5158;"Train";8
"Newton";129.241;0.0304;0.1448;0.0085;0.5249;"Train";8
"C-SGD";76.964;0.0292;0.1446;0.01;0.4851;"Train";8
"B-SGD";46.142;0.0275;0.1445;0.0108;0.4528;"Train";8
"glmPCA";95.181;0.0373;0.495;0.0217;-0.0225;"Test";8
"NBWaVE";341.621;0.0349;0.4946;0.0148;0.4283;"Test";8
"CMF";1069.373;0.0333;0.4936;0.0394;0.047;"Test";8
"NMF";858.896;0.0342;0.4942;0.0243;0.0385;"Test";8
"NNLM";299.969;0.0323;0.4946;0.0157;0.26;"Test";8
"AIRWLS";375.411;0.0327;0.4945;0.0189;0.5158;"Test";8
"Newton";129.241;0.0329;0.4944;0.0236;0.5249;"Test";8
"C-SGD";76.964;0.0351;0.4947;0.015;0.4851;"Test";8
"B-SGD";46.142;0.0405;0.4948;0.0141;0.4528;"Test";8
"glmPCA";757.689;0.0379;0.0085;0.0205;-0.0126;"Full";9
"NBWaVE";302.536;0.0311;0.007;0.0129;0.4295;"Full";9
"CMF";1068.308;0.0335;0.0076;0.015;0.1263;"Full";9
"NMF";863.703;0.0348;0.0078;0.0135;0.048;"Full";9
"NNLM";290.631;0.0327;0.0074;0.0104;0.2057;"Full";9
"AIRWLS";370.93;0.0324;0.0074;0.0108;0.4982;"Full";9
"Newton";130.806;0.0324;0.0073;0.0122;0.3914;"Full";9
"C-SGD";76.382;0.032;0.0073;0.0108;0.4405;"Full";9
"B-SGD";46.059;0.0325;0.0074;0.0112;0.4389;"Full";9
"glmPCA";757.689;0.0378;0.1463;0.0203;-0.0126;"Train";9
"NBWaVE";302.536;0.0294;0.1448;0.0124;0.4295;"Train";9
"CMF";1068.308;0.033;0.1459;0.0085;0.1263;"Train";9
"NMF";863.703;0.0344;0.1459;0.0097;0.048;"Train";9
"NNLM";290.631;0.0323;0.1451;0.0086;0.2057;"Train";9
"AIRWLS";370.93;0.0318;0.1451;0.008;0.4982;"Train";9
"Newton";130.806;0.0317;0.1452;0.008;0.3914;"Train";9
"C-SGD";76.382;0.0305;0.145;0.0095;0.4405;"Train";9
"B-SGD";46.059;0.0292;0.145;0.0102;0.4389;"Train";9
"glmPCA";757.689;0.038;0.4958;0.0212;-0.0126;"Test";9
"NBWaVE";302.536;0.0361;0.4954;0.0143;0.4295;"Test";9
"CMF";1068.308;0.0347;0.4947;0.0337;0.1263;"Test";9
"NMF";863.703;0.0357;0.4952;0.0244;0.048;"Test";9
"NNLM";290.631;0.0336;0.4956;0.0155;0.2057;"Test";9
"AIRWLS";370.93;0.0342;0.4955;0.0187;0.4982;"Test";9
"Newton";130.806;0.0342;0.4953;0.0245;0.3914;"Test";9
"C-SGD";76.382;0.0365;0.4956;0.0147;0.4405;"Test";9
"B-SGD";46.059;0.0419;0.4958;0.0139;0.4389;"Test";9
"glmPCA";758.501;0.0343;0.0079;0.0221;-0.0128;"Full";10
"NBWaVE";372.159;0.0277;0.0064;0.0126;0.4403;"Full";10
"CMF";1051.684;0.0296;0.0069;0.0141;0.2958;"Full";10
"NMF";857.205;0.0307;0.0071;0.0134;0.239;"Full";10
"NNLM";288.231;0.029;0.0068;0.0101;0.329;"Full";10
"AIRWLS";373.346;0.0288;0.0067;0.0104;0.5374;"Full";10
"Newton";123.006;0.0287;0.0067;0.0114;0.4945;"Full";10
"C-SGD";76.631;0.0284;0.0066;0.0104;0.5048;"Full";10
"B-SGD";45.774;0.0287;0.0067;0.0107;0.3999;"Full";10
"glmPCA";758.501;0.0343;0.1462;0.0219;-0.0128;"Train";10
"NBWaVE";372.159;0.0262;0.1446;0.012;0.4403;"Train";10
"CMF";1051.684;0.0293;0.1456;0.0082;0.2958;"Train";10
"NMF";857.205;0.0304;0.1456;0.0093;0.239;"Train";10
"NNLM";288.231;0.0287;0.1449;0.0083;0.329;"Train";10
"AIRWLS";373.346;0.0282;0.145;0.0077;0.5374;"Train";10
"Newton";123.006;0.0281;0.145;0.0077;0.4945;"Train";10
"C-SGD";76.631;0.0269;0.1448;0.0092;0.5048;"Train";10
"B-SGD";45.774;0.0258;0.1448;0.0097;0.3999;"Train";10
"glmPCA";758.501;0.0343;0.4948;0.0226;-0.0128;"Test";10
"NBWaVE";372.159;0.0322;0.4945;0.0144;0.4403;"Test";10
"CMF";1051.684;0.0307;0.4938;0.031;0.2958;"Test";10
"NMF";857.205;0.0315;0.4941;0.0252;0.239;"Test";10
"NNLM";288.231;0.0299;0.4946;0.0152;0.329;"Test";10
"AIRWLS";373.346;0.0303;0.4945;0.0179;0.5374;"Test";10
"Newton";123.006;0.0304;0.4944;0.0217;0.4945;"Test";10
"C-SGD";76.631;0.0327;0.4946;0.014;0.5048;"Test";10
"B-SGD";45.774;0.0371;0.4947;0.0136;0.3999;"Test";10
"glmPCA";774.21;0.0375;0.0072;0.0249;-0.0253;"Full";11
"NBWaVE";344.136;0.0299;0.0058;0.0158;0.4374;"Full";11
"CMF";1073.767;0.0323;0.0063;0.0163;0.1347;"Full";11
"NMF";855.678;0.0334;0.0065;0.0164;0.1827;"Full";11
"NNLM";294.783;0.0315;0.0061;0.0131;0.1018;"Full";11
"AIRWLS";369;0.0313;0.0061;0.0137;0.5173;"Full";11
"Newton";125.515;0.0313;0.0061;0.015;0.5104;"Full";11
"C-SGD";76.203;0.0309;0.006;0.0134;0.4771;"Full";11
"B-SGD";46.459;0.0311;0.0061;0.014;0.4301;"Full";11
"glmPCA";774.21;0.0375;0.1455;0.0246;-0.0253;"Train";11
"NBWaVE";344.136;0.0282;0.144;0.0152;0.4374;"Train";11
"CMF";1073.767;0.0319;0.1446;0.011;0.1347;"Train";11
"NMF";855.678;0.0331;0.1449;0.0128;0.1827;"Train";11
"NNLM";294.783;0.0312;0.1444;0.0112;0.1018;"Train";11
"AIRWLS";369;0.0308;0.1444;0.0104;0.5173;"Train";11
"Newton";125.515;0.0307;0.1444;0.0103;0.5104;"Train";11
"C-SGD";76.203;0.0293;0.1442;0.012;0.4771;"Train";11
"B-SGD";46.459;0.0275;0.1442;0.013;0.4301;"Train";11
"glmPCA";774.21;0.0375;0.4946;0.0255;-0.0253;"Test";11
"NBWaVE";344.136;0.0348;0.4943;0.0175;0.4374;"Test";11
"CMF";1073.767;0.0334;0.4943;0.0316;0.1347;"Test";11
"NMF";855.678;0.0342;0.494;0.0268;0.1827;"Test";11
"NNLM";294.783;0.0324;0.4944;0.0185;0.1018;"Test";11
"AIRWLS";369;0.0328;0.4942;0.0231;0.5173;"Test";11
"Newton";125.515;0.0329;0.4942;0.0284;0.5104;"Test";11
"C-SGD";76.203;0.0354;0.4944;0.0174;0.4771;"Test";11
"B-SGD";46.459;0.0415;0.4945;0.017;0.4301;"Test";11
"glmPCA";77.309;0.0369;0.0085;0.0213;-0.017;"Full";12
"NBWaVE";327.535;0.0296;0.0068;0.0123;0.401;"Full";12
"CMF";1040.867;0.0317;0.0073;0.0131;0.1512;"Full";12
"NMF";853.849;0.0328;0.0075;0.013;0.1443;"Full";12
"NNLM";284.975;0.031;0.0072;0.0099;0.2241;"Full";12
"AIRWLS";369;0.0308;0.0071;0.0098;0.5172;"Full";12
"Newton";127.145;0.0307;0.0071;0.0108;0.5114;"Full";12
"C-SGD";76.337;0.0303;0.007;0.01;0.4886;"Full";12
"B-SGD";45.991;0.0304;0.007;0.0103;0.4292;"Full";12
"glmPCA";77.309;0.0369;0.1466;0.021;-0.017;"Train";12
"NBWaVE";327.535;0.028;0.145;0.0118;0.401;"Train";12
"CMF";1040.867;0.0314;0.1459;0.0079;0.1512;"Train";12
"NMF";853.849;0.0325;0.146;0.0088;0.1443;"Train";12
"NNLM";284.975;0.0307;0.1453;0.0078;0.2241;"Train";12
"AIRWLS";369;0.0303;0.1453;0.0073;0.5172;"Train";12
"Newton";127.145;0.0301;0.1453;0.0073;0.5114;"Train";12
"C-SGD";76.337;0.0288;0.1451;0.0088;0.4886;"Train";12
"B-SGD";45.991;0.0274;0.1451;0.0094;0.4292;"Train";12
"glmPCA";77.309;0.0368;0.4951;0.022;-0.017;"Test";12
"NBWaVE";327.535;0.0343;0.4947;0.0136;0.401;"Test";12
"CMF";1040.867;0.0326;0.4942;0.028;0.1512;"Test";12
"NMF";853.849;0.0337;0.4943;0.0247;0.1443;"Test";12
"NNLM";284.975;0.0319;0.4949;0.0157;0.2241;"Test";12
"AIRWLS";369;0.0322;0.4947;0.0168;0.5172;"Test";12
"Newton";127.145;0.0324;0.4946;0.0208;0.5114;"Test";12
"C-SGD";76.337;0.0346;0.4948;0.0136;0.4886;"Test";12
"B-SGD";45.991;0.039;0.495;0.0128;0.4292;"Test";12
"glmPCA";748.843;0.0357;0.009;0.0215;-0.0128;"Full";13
"NBWaVE";335.329;0.029;0.0073;0.0122;0.4174;"Full";13
"CMF";1067.214;0.0318;0.0081;0.0174;0.0656;"Full";13
"NMF";854.04;0.0325;0.0082;0.0131;0.163;"Full";13
"NNLM";286.584;0.0305;0.0078;0.0097;0.2142;"Full";13
"AIRWLS";364.106;0.0302;0.0077;0.0101;0.5452;"Full";13
"Newton";130.592;0.0302;0.0077;0.0113;0.4942;"Full";13
"C-SGD";76.398;0.0298;0.0076;0.01;0.5216;"Full";13
"B-SGD";46.146;0.03;0.0076;0.0102;0.4785;"Full";13
"glmPCA";748.843;0.0356;0.147;0.0212;-0.0128;"Train";13
"NBWaVE";335.329;0.0273;0.1453;0.0115;0.4174;"Train";13
"CMF";1067.214;0.0313;0.1466;0.0078;0.0656;"Train";13
"NMF";854.04;0.0321;0.1465;0.0089;0.163;"Train";13
"NNLM";286.584;0.0301;0.1457;0.0079;0.2142;"Train";13
"AIRWLS";364.106;0.0297;0.1457;0.0072;0.5452;"Train";13
"Newton";130.592;0.0296;0.1458;0.0072;0.4942;"Train";13
"C-SGD";76.398;0.0283;0.1455;0.0087;0.5216;"Train";13
"B-SGD";46.146;0.0272;0.1455;0.0092;0.4785;"Train";13
"glmPCA";748.843;0.036;0.4955;0.0224;-0.0128;"Test";13
"NBWaVE";335.329;0.0339;0.4951;0.0142;0.4174;"Test";13
"CMF";1067.214;0.0335;0.4943;0.0453;0.0656;"Test";13
"NMF";854.04;0.0335;0.4948;0.0252;0.163;"Test";13
"NNLM";286.584;0.0317;0.4952;0.015;0.2142;"Test";13
"AIRWLS";364.106;0.0318;0.4951;0.0183;0.5452;"Test";13
"Newton";130.592;0.032;0.495;0.0229;0.4942;"Test";13
"C-SGD";76.398;0.0341;0.4952;0.014;0.5216;"Test";13
"B-SGD";46.146;0.0379;0.4954;0.0131;0.4785;"Test";13
"glmPCA";695.272;0.0372;0.0064;0.025;0.3183;"Full";14
"NBWaVE";395.081;0.0312;0.0054;0.0162;0.5033;"Full";14
"CMF";1070.955;0.0335;0.0058;0.0172;0.2712;"Full";14
"NMF";856.422;0.0348;0.006;0.0172;0.2033;"Full";14
"NNLM";295.525;0.0327;0.0057;0.0131;0.3631;"Full";14
"AIRWLS";373.54;0.0325;0.0056;0.0136;0.5811;"Full";14
"Newton";129.945;0.0324;0.0056;0.0146;0.5567;"Full";14
"C-SGD";78.095;0.0322;0.0056;0.0136;0.5583;"Full";14
"B-SGD";45.875;0.0326;0.0056;0.0141;0.5387;"Full";14
"glmPCA";695.272;0.0371;0.1448;0.024;0.3183;"Train";14
"NBWaVE";395.081;0.0293;0.1437;0.0155;0.5033;"Train";14
"CMF";1070.955;0.0331;0.1444;0.011;0.2712;"Train";14
"NMF";856.422;0.0344;0.1446;0.0127;0.2033;"Train";14
"NNLM";295.525;0.0323;0.144;0.0111;0.3631;"Train";14
"AIRWLS";373.54;0.0319;0.144;0.0105;0.5811;"Train";14
"Newton";129.945;0.0317;0.1441;0.0105;0.5567;"Train";14
"C-SGD";78.095;0.0304;0.1439;0.0122;0.5583;"Train";14
"B-SGD";45.875;0.0286;0.1439;0.0129;0.5387;"Train";14
"glmPCA";695.272;0.0374;0.4941;0.0278;0.3183;"Test";14
"NBWaVE";395.081;0.0367;0.4939;0.0182;0.5033;"Test";14
"CMF";1070.955;0.0348;0.4937;0.0347;0.2712;"Test";14
"NMF";856.422;0.0358;0.4937;0.03;0.2033;"Test";14
"NNLM";295.525;0.0339;0.4941;0.0188;0.3631;"Test";14
"AIRWLS";373.54;0.0343;0.4939;0.0227;0.5811;"Test";14
"Newton";129.945;0.0345;0.4938;0.0264;0.5567;"Test";14
"C-SGD";78.095;0.0374;0.4941;0.0176;0.5583;"Test";14
"B-SGD";45.875;0.0439;0.4942;0.0174;0.5387;"Test";14
"glmPCA";717.763;0.0338;0.0081;0.0208;-0.0178;"Full";15
"NBWaVE";396.83;0.0274;0.0066;0.0135;0.4481;"Full";15
"CMF";1075.164;0.0299;0.0072;0.0153;0.1142;"Full";15
"NMF";853.378;0.0306;0.0074;0.0141;0.1778;"Full";15
"NNLM";288.915;0.0287;0.007;0.0108;0.2612;"Full";15
"AIRWLS";377.153;0.0285;0.0069;0.0116;0.4224;"Full";15
"Newton";122.488;0.0285;0.0069;0.0127;0.4726;"Full";15
"C-SGD";76.358;0.0281;0.0068;0.0112;0.4884;"Full";15
