"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"NNLM";253.954;0.0307;0.0072;Inf;0.2687;"Full";2
"AIRWLS";293.031;0.0305;0.0071;0.013;0.5381;"Full";2
"Newton";112.931;0.0305;0.0071;0.0142;0.5021;"Full";2
"C-SGD";68.286;0.03;0.007;0.0125;0.4848;"Full";2
"B-SGD";40.313;0.0298;0.0069;0.0127;0.48;"Full";2
"glmPCA";446.262;0.036;0.1465;0.0242;-0.0279;"Train";2
"NBWaVE";199.453;0.0284;0.1451;0.0143;0.4824;"Train";2
"CMF";752.997;0.0313;0.1456;0.0106;0.2186;"Train";2
"NMF";NA;NA;NA;NA;NA;"Train";2
"NNLM";253.954;0.0305;0.1454;0.0107;0.2687;"Train";2
"AIRWLS";293.031;0.0302;0.1454;0.0098;0.5381;"Train";2
"Newton";112.931;0.0301;0.1454;0.0098;0.5021;"Train";2
"C-SGD";68.286;0.029;0.1452;0.0114;0.4848;"Train";2
"B-SGD";40.313;0.0277;0.145;0.012;0.48;"Train";2
"glmPCA";446.262;0.0362;0.4951;0.0247;-0.0279;"Test";2
"NBWaVE";199.453;0.0336;0.4947;0.016;0.4824;"Test";2
"CMF";752.997;0.0326;0.4948;Inf;0.2186;"Test";2
"NMF";NA;NA;NA;NA;NA;"Test";2
"NNLM";253.954;0.0314;0.4947;Inf;0.2687;"Test";2
"AIRWLS";293.031;0.0315;0.4946;0.0219;0.5381;"Test";2
"Newton";112.931;0.0317;0.4945;0.0267;0.5021;"Test";2
"C-SGD";68.286;0.0329;0.4947;0.0156;0.4848;"Test";2
"B-SGD";40.313;0.0358;0.4948;0.0148;0.48;"Test";2
"glmPCA";674.18;0.0354;0.0081;0.0205;-0.0204;"Full";3
"NBWaVE";260.35;0.029;0.0067;0.0133;0.4218;"Full";3
"CMF";777.079;0.0314;0.0072;0.0163;0.057;"Full";3
"NMF";697.118;0.0321;0.0074;0.0139;0.0683;"Full";3
"NNLM";242.621;0.0301;0.0069;0.0108;0.0789;"Full";3
"AIRWLS";291.064;0.0299;0.0069;0.0115;0.4497;"Full";3
"Newton";110.647;0.0299;0.0069;0.0128;0.4671;"Full";3
"C-SGD";67.27;0.0294;0.0068;0.0113;0.461;"Full";3
"B-SGD";39.873;0.0293;0.0068;0.0116;0.3168;"Full";3
"glmPCA";674.18;0.0354;0.1463;0.0204;-0.0204;"Train";3
"NBWaVE";260.35;0.0277;0.1448;0.0129;0.4218;"Train";3
"CMF";777.079;0.0311;0.1455;0.0096;0.057;"Train";3
"NMF";697.118;0.0319;0.1458;0.0111;0.0683;"Train";3
"NNLM";242.621;0.0298;0.1452;0.0095;0.0789;"Train";3
"AIRWLS";291.064;0.0295;0.1452;0.0088;0.4497;"Train";3
"Newton";110.647;0.0295;0.1452;0.0088;0.4671;"Train";3
"C-SGD";67.27;0.0283;0.145;0.0103;0.461;"Train";3
"B-SGD";39.873;0.027;0.1449;0.0109;0.3168;"Train";3
"glmPCA";674.18;0.0354;0.495;0.0208;-0.0204;"Test";3
"NBWaVE";260.35;0.0329;0.4946;0.0142;0.4218;"Test";3
"CMF";777.079;0.0323;0.4945;0.0354;0.057;"Test";3
"NMF";697.118;0.0326;0.4944;0.0221;0.0683;"Test";3
"NNLM";242.621;0.0307;0.4946;0.0146;0.0789;"Test";3
"AIRWLS";291.064;0.0308;0.4945;0.0191;0.4497;"Test";3
"Newton";110.647;0.0309;0.4945;0.0242;0.4671;"Test";3
"C-SGD";67.27;0.0325;0.4946;0.014;0.461;"Test";3
"B-SGD";39.873;0.0361;0.4948;0.0135;0.3168;"Test";3
"glmPCA";657.686;0.037;0.007;0.0253;-0.0229;"Full";4
"NBWaVE";322.121;0.0304;0.0057;0.0155;0.4797;"Full";4
"CMF";784.755;0.0321;0.0061;0.0166;0.2494;"Full";4
"NMF";697.371;0.0333;0.0063;0.0163;0.0839;"Full";4
"NNLM";236.735;0.0312;0.0059;0.0127;0.0892;"Full";4
"AIRWLS";291.435;0.031;0.0059;0.0134;0.5683;"Full";4
"Newton";117.787;0.031;0.0059;0.0144;0.5693;"Full";4
"C-SGD";70.451;0.0306;0.0058;0.0131;0.52;"Full";4
"B-SGD";39.631;0.0308;0.0059;0.0135;0.3773;"Full";4
"glmPCA";657.686;0.037;0.1452;0.0251;-0.0229;"Train";4
"NBWaVE";322.121;0.029;0.1439;0.015;0.4797;"Train";4
"CMF";784.755;0.0317;0.1444;0.0112;0.2494;"Train";4
"NMF";697.371;0.033;0.1447;0.013;0.0839;"Train";4
"NNLM";236.735;0.0309;0.1441;0.0113;0.0892;"Train";4
"AIRWLS";291.435;0.0306;0.1441;0.0104;0.5683;"Train";4
"Newton";117.787;0.0306;0.1442;0.0104;0.5693;"Train";4
"C-SGD";70.451;0.0294;0.144;0.012;0.52;"Train";4
"B-SGD";39.631;0.0282;0.144;0.0127;0.3773;"Train";4
"glmPCA";657.686;0.0372;0.4947;0.0257;-0.0229;"Test";4
"NBWaVE";322.121;0.0345;0.4943;0.0169;0.4797;"Test";4
"CMF";784.755;0.0331;0.4943;0.0322;0.2494;"Test";4
"NMF";697.371;0.034;0.4941;0.026;0.0839;"Test";4
"NNLM";236.735;0.032;0.4944;0.0169;0.0892;"Test";4
"AIRWLS";291.435;0.0321;0.4943;0.0217;0.5683;"Test";4
"Newton";117.787;0.0323;0.4942;0.0256;0.5693;"Test";4
"C-SGD";70.451;0.0339;0.4944;0.0165;0.52;"Test";4
"B-SGD";39.631;0.0384;0.4945;0.0158;0.3773;"Test";4
"glmPCA";665.709;0.0379;0.0083;0.0212;-0.0277;"Full";5
"NBWaVE";301.005;0.0313;0.0069;0.013;0.4978;"Full";5
"CMF";787.382;0.0335;0.0074;0.0142;0.2415;"Full";5
"NMF";698.34;0.0345;0.0076;0.0138;0.1048;"Full";5
"NNLM";240.602;0.0324;0.0072;0.0105;0.1966;"Full";5
"AIRWLS";291.524;0.0322;0.0071;0.011;0.5937;"Full";5
"Newton";114.134;0.0322;0.0071;0.012;0.5814;"Full";5
"C-SGD";67.318;0.0316;0.007;0.0108;0.585;"Full";5
"B-SGD";40.056;0.0316;0.007;0.0111;0.5443;"Full";5
"glmPCA";665.709;0.0379;0.1466;0.0211;-0.0277;"Train";5
"NBWaVE";301.005;0.0299;0.1451;0.0126;0.4978;"Train";5
"CMF";787.382;0.0332;0.1458;0.009;0.2415;"Train";5
"NMF";698.34;0.0343;0.1461;0.0105;0.1048;"Train";5
"NNLM";240.602;0.0322;0.1454;0.009;0.1966;"Train";5
"AIRWLS";291.524;0.0319;0.1454;0.0084;0.5937;"Train";5
"Newton";114.134;0.0318;0.1455;0.0084;0.5814;"Train";5
"C-SGD";67.318;0.0305;0.1452;0.0099;0.585;"Train";5
"B-SGD";40.056;0.0292;0.1451;0.0104;0.5443;"Train";5
"glmPCA";665.709;0.038;0.4949;0.0218;-0.0277;"Test";5
"NBWaVE";301.005;0.0353;0.4945;0.0141;0.4978;"Test";5
"CMF";787.382;0.0344;0.4944;0.0287;0.2415;"Test";5
"NMF";698.34;0.0351;0.4943;0.0232;0.1048;"Test";5
"NNLM";240.602;0.0331;0.4946;0.0145;0.1966;"Test";5
"AIRWLS";291.524;0.0332;0.4945;0.0185;0.5937;"Test";5
"Newton";114.134;0.0333;0.4944;0.0222;0.5814;"Test";5
"C-SGD";67.318;0.0349;0.4946;0.0136;0.585;"Test";5
"B-SGD";40.056;0.0383;0.4947;0.0131;0.5443;"Test";5
"glmPCA";657.806;0.0356;0.0082;0.0186;-0.0237;"Full";6
"NBWaVE";334.607;0.0296;0.0068;0.0129;0.4798;"Full";6
"CMF";781.722;0.0317;0.0074;0.0152;0.1626;"Full";6
"NMF";716.051;0.0323;0.0075;0.0132;0.0583;"Full";6
"NNLM";234.454;0.0304;0.0071;0.0107;0.1443;"Full";6
"AIRWLS";292.289;0.0302;0.007;0.0114;0.4411;"Full";6
"Newton";113.098;0.0302;0.007;0.0126;0.4769;"Full";6
"C-SGD";67.157;0.0297;0.0069;0.011;0.4549;"Full";6
"B-SGD";40.074;0.0299;0.007;0.0113;0.3315;"Full";6
"glmPCA";657.806;0.0356;0.1463;0.0185;-0.0237;"Train";6
"NBWaVE";334.607;0.0283;0.145;0.0126;0.4798;"Train";6
"CMF";781.722;0.0314;0.1455;0.0093;0.1626;"Train";6
"NMF";716.051;0.0321;0.1458;0.0106;0.0583;"Train";6
"NNLM";234.454;0.0301;0.1452;0.0093;0.1443;"Train";6
"AIRWLS";292.289;0.0299;0.1452;0.0085;0.4411;"Train";6
"Newton";113.098;0.0299;0.1453;0.0085;0.4769;"Train";6
"C-SGD";67.157;0.0286;0.145;0.01;0.4549;"Train";6
"B-SGD";40.074;0.0277;0.145;0.0106;0.3315;"Train";6
"glmPCA";657.806;0.0357;0.4951;0.019;-0.0237;"Test";6
"NBWaVE";334.607;0.0333;0.4947;0.014;0.4798;"Test";6
"CMF";781.722;0.0327;0.4948;0.0322;0.1626;"Test";6
"NMF";716.051;0.0329;0.4945;0.0206;0.0583;"Test";6
"NNLM";234.454;0.0311;0.4948;0.0149;0.1443;"Test";6
"AIRWLS";292.289;0.0312;0.4947;0.0196;0.4411;"Test";6
"Newton";113.098;0.0313;0.4946;0.0243;0.4769;"Test";6
"C-SGD";67.157;0.0329;0.4948;0.014;0.4549;"Test";6
"B-SGD";40.074;0.0362;0.4949;0.0133;0.3315;"Test";6
"glmPCA";679.956;0.0366;0.0066;0.0274;-0.0124;"Full";7
"NBWaVE";272.148;0.0292;0.0053;0.0157;0.5;"Full";7
"CMF";723.714;0.0309;0.0056;0.0175;0.2312;"Full";7
"NMF";699.513;0.0323;0.0058;0.017;0.2295;"Full";7
"NNLM";242.889;0.03;0.0055;0.013;0.1694;"Full";7
"AIRWLS";291.798;0.0298;0.0054;0.0134;0.5884;"Full";7
"Newton";110.827;0.0298;0.0054;0.0145;0.5903;"Full";7
"C-SGD";72.575;0.0294;0.0053;0.0133;0.556;"Full";7
"B-SGD";47.884;0.0296;0.0054;0.0137;0.4798;"Full";7
"glmPCA";679.956;0.0366;0.145;0.0271;-0.0124;"Train";7
"NBWaVE";272.148;0.0278;0.1438;0.0152;0.5;"Train";7
"CMF";723.714;0.0305;0.1442;0.0115;0.2312;"Train";7
"NMF";699.513;0.032;0.1445;0.0135;0.2295;"Train";7
"NNLM";242.889;0.0297;0.1439;0.0115;0.1694;"Train";7
"AIRWLS";291.798;0.0294;0.1439;0.0108;0.5884;"Train";7
"Newton";110.827;0.0294;0.1439;0.0108;0.5903;"Train";7
"C-SGD";72.575;0.0282;0.1438;0.0122;0.556;"Train";7
"B-SGD";47.884;0.0269;0.1438;0.0129;0.4798;"Train";7
"glmPCA";679.956;0.0366;0.4942;0.0281;-0.0124;"Test";7
"NBWaVE";272.148;0.0332;0.4937;0.0173;0.5;"Test";7
"CMF";723.714;0.0318;0.4936;0.0348;0.2312;"Test";7
"NMF";699.513;0.033;0.4936;0.0273;0.2295;"Test";7
"NNLM";242.889;0.0308;0.4938;0.0173;0.1694;"Test";7
"AIRWLS";291.798;0.0309;0.4937;0.0211;0.5884;"Test";7
"Newton";110.827;0.031;0.4937;0.0254;0.5903;"Test";7
"C-SGD";72.575;0.0328;0.4938;0.0163;0.556;"Test";7
"B-SGD";47.884;0.0376;0.4939;0.016;0.4798;"Test";7
"glmPCA";723.567;0.0359;0.0081;0.0196;-0.0189;"Full";8
"NBWaVE";361.594;0.0297;0.0067;0.013;0.422;"Full";8
"CMF";828.767;0.0319;0.0073;0.0147;0.0662;"Full";8
"NMF";758.774;0.0327;0.0074;0.0135;0.0451;"Full";8
"NNLM";277.36;0.0306;0.007;0.0107;0.0777;"Full";8
"AIRWLS";309.659;0.0305;0.007;0.0113;0.4115;"Full";8
"Newton";117.314;0.0305;0.007;0.0124;0.3711;"Full";8
"C-SGD";67.423;0.0299;0.0068;0.011;0.4158;"Full";8
"B-SGD";39.589;0.0299;0.0068;0.0113;0.3947;"Full";8
"glmPCA";723.567;0.0358;0.1461;0.0194;-0.0189;"Train";8
"NBWaVE";361.594;0.0283;0.1447;0.0126;0.422;"Train";8
"CMF";828.767;0.0315;0.1453;0.0093;0.0662;"Train";8
"NMF";758.774;0.0324;0.1456;0.0107;0.0451;"Train";8
"NNLM";277.36;0.0303;0.145;0.0093;0.0777;"Train";8
"AIRWLS";309.659;0.0301;0.145;0.0085;0.4115;"Train";8
"Newton";117.314;0.0301;0.145;0.0085;0.3711;"Train";8
"C-SGD";67.423;0.0288;0.1448;0.01;0.4158;"Train";8
"B-SGD";39.589;0.0277;0.1447;0.0106;0.3947;"Train";8
"glmPCA";723.567;0.036;0.4953;0.0201;-0.0189;"Test";8
"NBWaVE";361.594;0.0336;0.495;0.0142;0.422;"Test";8
"CMF";828.767;0.0328;0.495;0.0303;0.0662;"Test";8
"NMF";758.774;0.0333;0.4948;0.0215;0.0451;"Test";8
"NNLM";277.36;0.0314;0.495;0.0151;0.0777;"Test";8
"AIRWLS";309.659;0.0315;0.4949;0.0194;0.4115;"Test";8
"Newton";117.314;0.0316;0.4948;0.0238;0.3711;"Test";8
"C-SGD";67.423;0.0329;0.495;0.0141;0.4158;"Test";8
"B-SGD";39.589;0.0363;0.4951;0.0133;0.3947;"Test";8
"glmPCA";693.878;0.0389;0.0075;0.0253;-0.0211;"Full";9
"NBWaVE";269.508;0.0318;0.0061;0.0149;0.512;"Full";9
"CMF";775.375;0.0334;0.0065;0.0161;0.3053;"Full";9
"NMF";696.226;0.0346;0.0067;0.0155;0.0667;"Full";9
"NNLM";237.398;0.0327;0.0064;0.0122;0.0092;"Full";9
"AIRWLS";289.025;0.0325;0.0063;0.0128;0.5612;"Full";9
"Newton";114.842;0.0325;0.0063;0.0139;0.5565;"Full";9
"C-SGD";68.012;0.032;0.0062;0.0126;0.5075;"Full";9
"B-SGD";38.932;0.032;0.0062;0.013;0.3963;"Full";9
"glmPCA";693.878;0.0388;0.1458;0.0251;-0.0211;"Train";9
"NBWaVE";269.508;0.0303;0.1445;0.0144;0.512;"Train";9
"CMF";775.375;0.0331;0.145;0.0107;0.3053;"Train";9
"NMF";696.226;0.0343;0.1453;0.0125;0.0667;"Train";9
"NNLM";237.398;0.0325;0.1447;0.0108;0.0092;"Train";9
"AIRWLS";289.025;0.0321;0.1447;0.0101;0.5612;"Train";9
"Newton";114.842;0.0321;0.1448;0.01;0.5565;"Train";9
"C-SGD";68.012;0.0308;0.1446;0.0116;0.5075;"Train";9
"B-SGD";38.932;0.0294;0.1445;0.0123;0.3963;"Train";9
"glmPCA";693.878;0.0389;0.4946;0.0258;-0.0211;"Test";9
"NBWaVE";269.508;0.0359;0.4942;0.0162;0.512;"Test";9
"CMF";775.375;0.0343;0.494;0.0316;0.3053;"Test";9
"NMF";696.226;0.0353;0.4939;0.0242;0.0667;"Test";9
"NNLM";237.398;0.0334;0.4942;0.0163;0.0092;"Test";9
"AIRWLS";289.025;0.0336;0.4941;0.0208;0.5612;"Test";9
"Newton";114.842;0.0337;0.4941;0.0248;0.5565;"Test";9
"C-SGD";68.012;0.0352;0.4942;0.0155;0.5075;"Test";9
"B-SGD";38.932;0.0394;0.4943;0.015;0.3963;"Test";9
"glmPCA";52.222;0.0374;0.0085;0.0238;-0.0259;"Full";10
"NBWaVE";313.706;0.0306;0.007;0.0122;0.4473;"Full";10
"CMF";772.569;0.0325;0.0074;Inf;0.1661;"Full";10
"NMF";696.99;0.0335;0.0076;0.0134;0.2155;"Full";10
"NNLM";241.69;0.0315;0.0072;0.0098;0.221;"Full";10
"AIRWLS";289.317;0.0312;0.0072;0.01;0.5312;"Full";10
"Newton";118.132;0.0311;0.0071;0.0107;0.5201;"Full";10
"C-SGD";67.797;0.0308;0.0071;0.01;0.4437;"Full";10
"B-SGD";39.743;0.0309;0.0071;0.0102;0.3818;"Full";10
"glmPCA";52.222;0.0375;0.1467;0.0233;-0.0259;"Train";10
"NBWaVE";313.706;0.0293;0.1451;0.0117;0.4473;"Train";10
"CMF";772.569;0.0321;0.146;Inf;0.1661;"Train";10
"NMF";696.99;0.0333;0.1461;0.0093;0.2155;"Train";10
"NNLM";241.69;0.0313;0.1454;0.008;0.221;"Train";10
"AIRWLS";289.317;0.0309;0.1454;0.0076;0.5312;"Train";10
"Newton";118.132;0.0307;0.1454;0.0076;0.5201;"Train";10
"C-SGD";67.797;0.0297;0.1453;0.009;0.4437;"Train";10
"B-SGD";39.743;0.0286;0.1452;0.0093;0.3818;"Train";10
"glmPCA";52.222;0.0374;0.4952;0.0252;-0.0259;"Test";10
"NBWaVE";313.706;0.0344;0.4947;0.0136;0.4473;"Test";10
"CMF";772.569;0.0334;0.4941;0.0443;0.1661;"Test";10
"NMF";696.99;0.034;0.4945;0.0251;0.2155;"Test";10
"NNLM";241.69;0.0321;0.4948;0.0148;0.221;"Test";10
"AIRWLS";289.317;0.0322;0.4946;0.0171;0.5312;"Test";10
"Newton";118.132;0.0324;0.4946;0.0195;0.5201;"Test";10
"C-SGD";67.797;0.034;0.4947;0.0129;0.4437;"Test";10
"B-SGD";39.743;0.0375;0.4949;0.0127;0.3818;"Test";10
"glmPCA";671.523;0.0378;0.0075;0.0208;-0.0123;"Full";11
"NBWaVE";334.432;0.0306;0.0061;0.0133;0.4615;"Full";11
"CMF";770.112;0.0325;0.0065;0.0167;0.1483;"Full";11
"NMF";NA;NA;NA;NA;NA;"Full";11
"NNLM";245.592;0.0315;0.0063;0.011;0.1048;"Full";11
"AIRWLS";288.856;0.0313;0.0063;0.0114;0.5586;"Full";11
"Newton";118.909;0.0313;0.0063;0.0127;0.4874;"Full";11
"C-SGD";67.146;0.031;0.0062;0.0114;0.4809;"Full";11
"B-SGD";39.557;0.0313;0.0063;0.0117;0.3597;"Full";11
"glmPCA";671.523;0.0377;0.1456;0.0206;-0.0123;"Train";11
"NBWaVE";334.432;0.0292;0.1442;0.0129;0.4615;"Train";11
"CMF";770.112;0.0321;0.145;0.0096;0.1483;"Train";11
"NMF";NA;NA;NA;NA;NA;"Train";11
"NNLM";245.592;0.0311;0.1445;0.0096;0.1048;"Train";11
"AIRWLS";288.856;0.0308;0.1445;0.009;0.5586;"Train";11
"Newton";118.909;0.0308;0.1445;0.0089;0.4874;"Train";11
"C-SGD";67.146;0.0296;0.1443;0.0104;0.4809;"Train";11
"B-SGD";39.557;0.0285;0.1443;0.0109;0.3597;"Train";11
"glmPCA";671.523;0.038;0.4949;0.0215;-0.0123;"Test";11
"NBWaVE";334.432;0.0348;0.4945;0.0145;0.4615;"Test";11
"CMF";770.112;0.0337;0.4939;0.0375;0.1483;"Test";11
"NMF";NA;NA;NA;NA;NA;"Test";11
"NNLM";245.592;0.0325;0.4945;0.0151;0.1048;"Test";11
"AIRWLS";288.856;0.0328;0.4944;0.0185;0.5586;"Test";11
"Newton";118.909;0.0328;0.4944;0.0234;0.4874;"Test";11
"C-SGD";67.146;0.0349;0.4946;0.0144;0.4809;"Test";11
"B-SGD";39.557;0.0392;0.4947;0.014;0.3597;"Test";11
"glmPCA";670.904;0.039;0.0076;0.0199;-0.0169;"Full";12
"NBWaVE";307.095;0.032;0.0063;0.0141;0.4772;"Full";12
"CMF";785.213;0.0346;0.0068;0.0167;0.1425;"Full";12
"NMF";695.741;0.0352;0.0069;0.0143;0.0706;"Full";12
"NNLM";238.974;0.033;0.0065;0.0117;0.0369;"Full";12
"AIRWLS";292.086;0.0327;0.0065;0.0122;0.4931;"Full";12
"Newton";123.549;0.0328;0.0065;0.0139;0.5114;"Full";12
"C-SGD";67.606;0.0323;0.0064;0.0121;0.4445;"Full";12
"B-SGD";39.859;0.0328;0.0065;0.0124;0.4194;"Full";12
"glmPCA";670.904;0.039;0.1459;0.0198;-0.0169;"Train";12
"NBWaVE";307.095;0.0305;0.1446;0.0137;0.4772;"Train";12
"CMF";785.213;0.0341;0.1452;0.0102;0.1425;"Train";12
"NMF";695.741;0.0349;0.1454;0.0118;0.0706;"Train";12
"NNLM";238.974;0.0327;0.1448;0.0102;0.0369;"Train";12
"AIRWLS";292.086;0.0323;0.1448;0.0094;0.4931;"Train";12
"Newton";123.549;0.0323;0.1449;0.0094;0.5114;"Train";12
"C-SGD";67.606;0.0312;0.1447;0.0109;0.4445;"Train";12
"B-SGD";39.859;0.0302;0.1447;0.0116;0.4194;"Train";12
"glmPCA";670.904;0.0391;0.4947;0.0202;-0.0169;"Test";12
"NBWaVE";307.095;0.0362;0.4943;0.0152;0.4772;"Test";12
"CMF";785.213;0.0357;0.4943;0.0352;0.1425;"Test";12
"NMF";695.741;0.0359;0.4942;0.0215;0.0706;"Test";12
"NNLM";238.974;0.0339;0.4943;0.0161;0.0369;"Test";12
"AIRWLS";292.086;0.0339;0.4943;0.0203;0.4931;"Test";12
"Newton";123.549;0.0341;0.4942;0.0267;0.5114;"Test";12
"C-SGD";67.606;0.0356;0.4943;0.0155;0.4445;"Test";12
"B-SGD";39.859;0.0402;0.4945;0.0147;0.4194;"Test";12
"glmPCA";69.061;0.037;0.0078;0.0233;-0.0161;"Full";13
"NBWaVE";313.453;0.0306;0.0064;0.0141;0.4838;"Full";13
"CMF";779.467;0.0324;0.0069;Inf;0.2993;"Full";13
"NMF";NA;NA;NA;NA;NA;"Full";13
"NNLM";231.1;0.0316;0.0067;Inf;0.2759;"Full";13
"AIRWLS";294.646;0.0314;0.0066;0.0119;0.537;"Full";13
"Newton";116.137;0.0314;0.0066;0.0127;0.5298;"Full";13
"C-SGD";47.286;0.031;0.0066;0.0119;0.5017;"Full";13
"B-SGD";39.314;0.0308;0.0065;0.0121;0.4706;"Full";13
"glmPCA";69.061;0.037;0.146;0.0231;-0.0161;"Train";13
"NBWaVE";313.453;0.0292;0.1447;0.0136;0.4838;"Train";13
"CMF";779.467;0.0321;0.1452;0.0098;0.2993;"Train";13
"NMF";NA;NA;NA;NA;NA;"Train";13
"NNLM";231.1;0.0314;0.1449;0.0099;0.2759;"Train";13
"AIRWLS";294.646;0.031;0.145;0.0092;0.537;"Train";13
"Newton";116.137;0.0309;0.145;0.0092;0.5298;"Train";13
"C-SGD";47.286;0.0297;0.1448;0.0108;0.5017;"Train";13
"B-SGD";39.314;0.0285;0.1447;0.0113;0.4706;"Train";13
"glmPCA";69.061;0.037;0.4947;0.024;-0.0161;"Test";13
"NBWaVE";313.453;0.0346;0.4944;0.0155;0.4838;"Test";13
"CMF";779.467;0.0333;0.4943;Inf;0.2993;"Test";13
"NMF";NA;NA;NA;NA;NA;"Test";13
"NNLM";231.1;0.0324;0.4945;Inf;0.2759;"Test";13
"AIRWLS";294.646;0.0325;0.4943;0.0193;0.537;"Test";13
"Newton";116.137;0.0326;0.4943;0.0225;0.5298;"Test";13
"C-SGD";47.286;0.0344;0.4945;0.0149;0.5017;"Test";13
"B-SGD";39.314;0.0374;0.4946;0.0144;0.4706;"Test";13
"glmPCA";682.953;0.0351;0.0082;0.0209;-0.0191;"Full";14
"NBWaVE";312.581;0.0293;0.0069;0.0134;0.4767;"Full";14
"CMF";772.565;0.0311;0.0073;0.0156;0.166;"Full";14
"NMF";NA;NA;NA;NA;NA;"Full";14
"NNLM";239.722;0.0302;0.0071;0.011;0.0538;"Full";14
"AIRWLS";285.529;0.03;0.0071;0.0117;0.4951;"Full";14
"Newton";119.835;0.03;0.0071;0.0128;0.4957;"Full";14
"C-SGD";67.214;0.0295;0.007;0.0113;0.4547;"Full";14
"B-SGD";39.5;0.0294;0.0069;0.0117;0.3739;"Full";14
"glmPCA";682.953;0.0351;0.1464;0.0207;-0.0191;"Train";14
"NBWaVE";312.581;0.028;0.1451;0.013;0.4767;"Train";14
"CMF";772.565;0.0307;0.1456;0.0095;0.166;"Train";14
"NMF";NA;NA;NA;NA;NA;"Train";14
"NNLM";239.722;0.0299;0.1453;0.0096;0.0538;"Train";14
"AIRWLS";285.529;0.0296;0.1453;0.0089;0.4951;"Train";14
"Newton";119.835;0.0296;0.1454;0.0089;0.4957;"Train";14
"C-SGD";67.214;0.0285;0.1452;0.0102;0.4547;"Train";14
"B-SGD";39.5;0.0272;0.145;0.011;0.3739;"Train";14
"glmPCA";682.953;0.0352;0.495;0.0215;-0.0191;"Test";14
"NBWaVE";312.581;0.0331;0.4947;0.0146;0.4767;"Test";14
"CMF";772.565;0.0321;0.4946;0.0331;0.166;"Test";14
"NMF";NA;NA;NA;NA;NA;"Test";14
"NNLM";239.722;0.0309;0.4947;0.0151;0.0538;"Test";14
"AIRWLS";285.529;0.031;0.4946;0.0197;0.4951;"Test";14
"Newton";119.835;0.0311;0.4946;0.0241;0.4957;"Test";14
"C-SGD";67.214;0.0324;0.4947;0.0144;0.4547;"Test";14
"B-SGD";39.5;0.0357;0.4948;0.0137;0.3739;"Test";14
"glmPCA";657.49;0.037;0.008;0.0206;-0.0175;"Full";15
"NBWaVE";275.105;0.0304;0.0066;0.0136;0.4817;"Full";15
"CMF";783.583;0.0324;0.0071;0.0146;0.2098;"Full";15
"NMF";699.001;0.0334;0.0073;0.0142;0.079;"Full";15
"NNLM";248.217;0.0313;0.0069;0.0112;0.0805;"Full";15
"AIRWLS";295.197;0.0311;0.0068;0.0118;0.5388;"Full";15
"Newton";119.793;0.0311;0.0068;0.013;0.5029;"Full";15
"C-SGD";67.884;0.0307;0.0067;0.0116;0.5135;"Full";15
"B-SGD";40.92;0.0306;0.0067;0.0118;0.4469;"Full";15
"glmPCA";657.49;0.0369;0.1463;0.0205;-0.0175;"Train";15
"NBWaVE";275.105;0.029;0.1448;0.0132;0.4817;"Train";15
