"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"C-SGD";9.955;0.0264;0.003;0.0101;0.3657;"Full";11
"B-SGD";5.681;0.0267;0.003;0.0103;0.2287;"Full";11
"glmPCA";68.236;0.0337;0.1423;0.0187;-0.0463;"Train";11
"NBWaVE";19.553;0.0264;0.1417;0.0116;0.4286;"Train";11
"CMF";35.277;0.0292;0.1419;0.011;0.0159;"Train";11
"NMF";26.39;0.0299;0.142;0.012;0.0309;"Train";11
"NNLM";17.222;0.0272;0.1417;0.0097;0.0354;"Train";11
"AIRWLS";20.912;0.0263;0.1416;0.0084;0.4394;"Train";11
"Newton";11.112;0.0263;0.1416;0.0085;0.4767;"Train";11
"C-SGD";9.955;0.0257;0.1416;0.0097;0.3657;"Train";11
"B-SGD";5.681;0.0256;0.1416;0.0099;0.2287;"Train";11
"glmPCA";68.236;0.0338;0.4932;0.02;-0.0463;"Test";11
"NBWaVE";19.553;0.0287;0.4929;0.0126;0.4286;"Test";11
"CMF";35.277;0.0297;0.493;0.0195;0.0159;"Test";11
"NMF";26.39;0.0304;0.4929;0.0182;0.0309;"Test";11
"NNLM";17.222;0.0278;0.4929;0.0123;0.0354;"Test";11
"AIRWLS";20.912;0.027;0.4929;0.0134;0.4394;"Test";11
"Newton";11.112;0.027;0.4928;0.0131;0.4767;"Test";11
"C-SGD";9.955;0.0281;0.4929;0.0112;0.3657;"Test";11
"B-SGD";5.681;0.0299;0.4929;0.0115;0.2287;"Test";11
"glmPCA";65.116;0.0327;0.0045;0.0186;-0.0235;"Full";12
"NBWaVE";15.988;0.0266;0.0037;0.0107;0.4067;"Full";12
"CMF";32.415;0.029;0.0041;0.012;0.0443;"Full";12
"NMF";26.369;0.0295;0.0041;0.0123;0.0288;"Full";12
"NNLM";17.334;0.0272;0.0038;0.0093;0.0463;"Full";12
"AIRWLS";20.932;0.0262;0.0037;0.0085;0.4839;"Full";12
"Newton";11.136;0.0262;0.0037;0.0085;0.4402;"Full";12
"C-SGD";10.044;0.0258;0.0036;0.0089;0.4309;"Full";12
"B-SGD";5.679;0.0261;0.0037;0.0094;0.2963;"Full";12
"glmPCA";65.116;0.0326;0.1429;0.0183;-0.0235;"Train";12
"NBWaVE";15.988;0.026;0.1421;0.0104;0.4067;"Train";12
"CMF";32.415;0.0288;0.1424;0.0094;0.0443;"Train";12
"NMF";26.369;0.0293;0.1425;0.0105;0.0288;"Train";12
"NNLM";17.334;0.027;0.1422;0.0085;0.0463;"Train";12
"AIRWLS";20.932;0.026;0.1421;0.0072;0.4839;"Train";12
"Newton";11.136;0.0259;0.1421;0.0072;0.4402;"Train";12
"C-SGD";10.044;0.0252;0.142;0.0084;0.4309;"Train";12
"B-SGD";5.679;0.0249;0.142;0.009;0.2963;"Train";12
"glmPCA";65.116;0.033;0.4938;0.0198;-0.0235;"Test";12
"NBWaVE";15.988;0.0283;0.4934;0.0115;0.4067;"Test";12
"CMF";32.415;0.0296;0.4936;0.0194;0.0443;"Test";12
"NMF";26.369;0.03;0.4934;0.0175;0.0288;"Test";12
"NNLM";17.334;0.0278;0.4934;0.0115;0.0463;"Test";12
"AIRWLS";20.932;0.0268;0.4934;0.0121;0.4839;"Test";12
"Newton";11.136;0.0269;0.4934;0.0124;0.4402;"Test";12
"C-SGD";10.044;0.0275;0.4934;0.0103;0.4309;"Test";12
"B-SGD";5.679;0.0295;0.4934;0.0107;0.2963;"Test";12
"glmPCA";78.502;0.0258;0.0057;0.0177;-0.031;"Full";13
"NBWaVE";27.63;0.0213;0.0047;0.0094;0.5189;"Full";13
"CMF";32.246;0.0233;0.0052;0.0127;0.1826;"Full";13
"NMF";NA;NA;NA;NA;NA;"Full";13
"NNLM";17.339;0.022;0.0049;0.0093;-0.0273;"Full";13
"AIRWLS";20.88;0.021;0.0046;0.0073;0.4948;"Full";13
"Newton";11.898;0.0209;0.0046;0.0073;0.4804;"Full";13
"C-SGD";10.052;0.0207;0.0046;0.0079;0.4635;"Full";13
"B-SGD";5.678;0.021;0.0047;0.0088;0.2819;"Full";13
"glmPCA";78.502;0.0257;0.1442;0.0172;-0.031;"Train";13
"NBWaVE";27.63;0.021;0.1434;0.0089;0.5189;"Train";13
"CMF";32.246;0.0232;0.1437;0.0083;0.1826;"Train";13
"NMF";NA;NA;NA;NA;NA;"Train";13
"NNLM";17.339;0.0218;0.1435;0.0078;-0.0273;"Train";13
"AIRWLS";20.88;0.0208;0.1433;0.006;0.4948;"Train";13
"Newton";11.898;0.0208;0.1433;0.0061;0.4804;"Train";13
"C-SGD";10.052;0.0202;0.1432;0.0073;0.4635;"Train";13
"B-SGD";5.678;0.0202;0.1433;0.008;0.2819;"Train";13
"glmPCA";78.502;0.0259;0.4937;0.0191;-0.031;"Test";13
"NBWaVE";27.63;0.0224;0.4931;0.0108;0.5189;"Test";13
"CMF";32.246;0.0239;0.4935;0.0251;0.1826;"Test";13
"NMF";NA;NA;NA;NA;NA;"Test";13
"NNLM";17.339;0.0223;0.4934;0.0137;-0.0273;"Test";13
"AIRWLS";20.88;0.0214;0.4932;0.011;0.4948;"Test";13
"Newton";11.898;0.0214;0.4932;0.011;0.4804;"Test";13
"C-SGD";10.052;0.0219;0.4933;0.0096;0.4635;"Test";13
"B-SGD";5.678;0.0234;0.4933;0.0108;0.2819;"Test";13
"glmPCA";62.849;0.0256;0.0047;0.0153;0.0951;"Full";14
"NBWaVE";32.577;0.0227;0.0042;0.0107;0.5803;"Full";14
"CMF";34.921;0.024;0.0045;0.0111;0.0363;"Full";14
"NMF";26.375;0.0251;0.0046;0.0132;0.0356;"Full";14
"NNLM";17.266;0.0232;0.0043;0.0099;0.0514;"Full";14
"AIRWLS";20.829;0.0221;0.0041;0.0087;0.5676;"Full";14
"Newton";11.084;0.0221;0.0041;0.0087;0.5786;"Full";14
"C-SGD";10.015;0.022;0.0041;0.0093;0.3567;"Full";14
"B-SGD";5.653;0.0222;0.0041;0.0097;0.3229;"Full";14
"glmPCA";62.849;0.0256;0.1435;0.0144;0.0951;"Train";14
"NBWaVE";32.577;0.0224;0.1431;0.0105;0.5803;"Train";14
"CMF";34.921;0.024;0.1432;0.0098;0.0363;"Train";14
"NMF";26.375;0.025;0.1435;0.0117;0.0356;"Train";14
"NNLM";17.266;0.0232;0.1431;0.0093;0.0514;"Train";14
"AIRWLS";20.829;0.022;0.1429;0.0077;0.5676;"Train";14
"Newton";11.084;0.022;0.1429;0.0077;0.5786;"Train";14
"C-SGD";10.015;0.0216;0.1429;0.0088;0.3567;"Train";14
"B-SGD";5.653;0.0216;0.1429;0.0093;0.3229;"Train";14
"glmPCA";62.849;0.0256;0.4931;0.0176;0.0951;"Test";14
"NBWaVE";32.577;0.0236;0.4928;0.0115;0.5803;"Test";14
"CMF";34.921;0.0241;0.493;0.0147;0.0363;"Test";14
"NMF";26.375;0.0252;0.493;0.0173;0.0356;"Test";14
"NNLM";17.266;0.0234;0.4929;0.0116;0.0514;"Test";14
"AIRWLS";20.829;0.0223;0.4928;0.0113;0.5676;"Test";14
"Newton";11.084;0.0223;0.4928;0.0114;0.5786;"Test";14
"C-SGD";10.015;0.0229;0.4928;0.0106;0.3567;"Test";14
"B-SGD";5.653;0.024;0.4929;0.0108;0.3229;"Test";14
"glmPCA";62.845;0.0269;0.0044;0.0154;0.1941;"Full";15
"NBWaVE";20.282;0.0232;0.0038;0.0096;0.4763;"Full";15
"CMF";32.273;0.0256;0.0043;0.0112;0.1743;"Full";15
"NMF";26.379;0.0264;0.0044;0.012;0.1011;"Full";15
"NNLM";17.197;0.0235;0.0039;0.0083;0.1834;"Full";15
"AIRWLS";20.823;0.0228;0.0038;0.0077;0.3584;"Full";15
"Newton";11.015;0.0228;0.0038;0.0079;0.3659;"Full";15
"C-SGD";10.012;0.0225;0.0037;0.0079;0.4044;"Full";15
