"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"C-SGD";68.179;0.028;0.007;0.0108;0.4622;"Full";7
"B-SGD";40.27;0.0281;0.007;0.0112;0.3576;"Full";7
"glmPCA";654.845;0.0335;0.1463;0.0182;-0.0294;"Train";7
"NBWaVE";321.781;0.0266;0.1449;0.0122;0.4862;"Train";7
"CMF";733.361;0.0296;0.1456;0.0091;0.0434;"Train";7
"NMF";694.539;0.0303;0.1458;0.0105;0.0397;"Train";7
"NNLM";240.207;0.0283;0.1452;0.0091;0.1146;"Train";7
"AIRWLS";290.018;0.0281;0.1452;0.0084;0.5071;"Train";7
"Newton";112.779;0.0281;0.1452;0.0083;0.5209;"Train";7
"C-SGD";68.179;0.0271;0.145;0.0098;0.4622;"Train";7
"B-SGD";40.27;0.0259;0.1449;0.0105;0.3576;"Train";7
"glmPCA";654.845;0.0337;0.4953;0.0188;-0.0294;"Test";7
"NBWaVE";321.781;0.0314;0.4949;0.0136;0.4862;"Test";7
"CMF";733.361;0.031;0.4949;0.0347;0.0434;"Test";7
"NMF";694.539;0.0312;0.4947;0.02;0.0397;"Test";7
"NNLM";240.207;0.0294;0.4949;0.0142;0.1146;"Test";7
"AIRWLS";290.018;0.0295;0.4949;0.0193;0.5071;"Test";7
"Newton";112.779;0.0295;0.4948;0.0232;0.5209;"Test";7
"C-SGD";68.179;0.0308;0.495;0.0135;0.4622;"Test";7
"B-SGD";40.27;0.0347;0.4951;0.0131;0.3576;"Test";7
"glmPCA";721.193;0.0391;0.0072;0.0241;-0.0104;"Full";8
"NBWaVE";295.043;0.0315;0.0058;0.0146;0.492;"Full";8
"CMF";773.959;0.0333;0.0062;0.0161;0.1725;"Full";8
"NMF";697.47;0.0346;0.0064;0.0154;0.047;"Full";8
"NNLM";236.503;0.0323;0.006;0.012;0.1806;"Full";8
"AIRWLS";289.95;0.032;0.0059;0.0124;0.5966;"Full";8
"Newton";108.426;0.032;0.0059;0.0135;0.5915;"Full";8
"C-SGD";66.98;0.0316;0.0059;0.0124;0.5729;"Full";8
"B-SGD";39.619;0.0317;0.0059;0.0126;0.4532;"Full";8
"glmPCA";721.193;0.0391;0.1456;0.024;-0.0104;"Train";8
"NBWaVE";295.043;0.0301;0.1443;0.0142;0.492;"Train";8
"CMF";773.959;0.033;0.145;0.0105;0.1725;"Train";8
"NMF";697.47;0.0344;0.145;0.0121;0.047;"Train";8
"NNLM";236.503;0.0321;0.1444;0.0105;0.1806;"Train";8
"AIRWLS";289.95;0.0316;0.1444;0.0098;0.5966;"Train";8
"Newton";108.426;0.0316;0.1445;0.0098;0.5915;"Train";8
"C-SGD";66.98;0.0305;0.1443;0.0114;0.5729;"Train";8
"B-SGD";39.619;0.0293;0.1443;0.0119;0.4532;"Train";8
"glmPCA";721.193;0.0389;0.4943;0.0246;-0.0104;"Test";8
"NBWaVE";295.043;0.0354;0.4939;0.0157;0.492;"Test";8
"CMF";773.959;0.0342;0.4933;0.0318;0.1725;"Test";8
"NMF";697.47;0.0352;0.4937;0.0249;0.047;"Test";8
"NNLM";236.503;0.0329;0.4939;0.0163;0.1806;"Test";8
"AIRWLS";289.95;0.033;0.4938;0.0199;0.5966;"Test";8
"Newton";108.426;0.0332;0.4938;0.0241;0.5915;"Test";8
"C-SGD";66.98;0.0347;0.4939;0.0152;0.5729;"Test";8
"B-SGD";39.619;0.0384;0.494;0.0147;0.4532;"Test";8
"glmPCA";651.085;0.0366;0.0073;0.022;-0.0292;"Full";9
"NBWaVE";317.014;0.0301;0.006;0.014;0.4348;"Full";9
"CMF";723.418;0.0321;0.0065;0.015;0.1393;"Full";9
"NMF";NA;NA;NA;NA;NA;"Full";9
"NNLM";236.395;0.0311;0.0063;0.0114;0.0676;"Full";9
"AIRWLS";288.054;0.0309;0.0062;0.0119;0.5129;"Full";9
"Newton";110.035;0.0309;0.0062;0.013;0.4605;"Full";9
"C-SGD";67.664;0.0304;0.0061;0.0119;0.4676;"Full";9
"B-SGD";39.577;0.0306;0.0062;0.0122;0.3947;"Full";9
"glmPCA";651.085;0.0365;0.1455;0.0218;-0.0292;"Train";9
"NBWaVE";317.014;0.0286;0.1442;0.0136;0.4348;"Train";9
"CMF";723.418;0.0317;0.1448;0.0099;0.1393;"Train";9
"NMF";NA;NA;NA;NA;NA;"Train";9
"NNLM";236.395;0.0308;0.1445;0.0099;0.0676;"Train";9
"AIRWLS";288.054;0.0305;0.1445;0.0092;0.5129;"Train";9
"Newton";110.035;0.0304;0.1445;0.0092;0.4605;"Train";9
"C-SGD";67.664;0.0291;0.1443;0.0109;0.4676;"Train";9
"B-SGD";39.577;0.0279;0.1443;0.0115;0.3947;"Train";9
"glmPCA";651.085;0.0368;0.4947;0.0225;-0.0292;"Test";9
"NBWaVE";317.014;0.0343;0.4944;0.0153;0.4348;"Test";9
"CMF";723.418;0.0332;0.4943;0.0294;0.1393;"Test";9
"NMF";NA;NA;NA;NA;NA;"Test";9
"NNLM";236.395;0.032;0.4944;0.0157;0.0676;"Test";9
"AIRWLS";288.054;0.0321;0.4943;0.0197;0.5129;"Test";9
"Newton";110.035;0.0322;0.4943;0.0238;0.4605;"Test";9
"C-SGD";67.664;0.034;0.4944;0.015;0.4676;"Test";9
"B-SGD";39.577;0.0384;0.4946;0.0145;0.3947;"Test";9
"glmPCA";687.183;0.0382;0.0075;0.0272;-0.0323;"Full";10
"NBWaVE";304.075;0.031;0.0061;0.0152;0.513;"Full";10
"CMF";723.426;0.0328;0.0065;0.0153;0.2567;"Full";10
"NMF";694.505;0.034;0.0067;0.0166;0.1962;"Full";10
"NNLM";232.769;0.0319;0.0063;0.0124;0.1205;"Full";10
"AIRWLS";287.973;0.0317;0.0063;0.0128;0.607;"Full";10
"Newton";109.576;0.0317;0.0063;0.0136;0.5938;"Full";10
"C-SGD";67.444;0.0312;0.0062;0.0125;0.5676;"Full";10
"B-SGD";39.403;0.0314;0.0062;0.013;0.4991;"Full";10
"glmPCA";687.183;0.0382;0.1458;0.027;-0.0323;"Train";10
"NBWaVE";304.075;0.0297;0.1444;0.0146;0.513;"Train";10
"CMF";723.426;0.0325;0.1449;0.0105;0.2567;"Train";10
"NMF";694.505;0.0338;0.1453;0.0125;0.1962;"Train";10
"NNLM";232.769;0.0317;0.1446;0.0105;0.1205;"Train";10
"AIRWLS";287.973;0.0314;0.1447;0.0098;0.607;"Train";10
"Newton";109.576;0.0313;0.1447;0.0098;0.5938;"Train";10
"C-SGD";67.444;0.0301;0.1445;0.0113;0.5676;"Train";10
"B-SGD";39.403;0.0288;0.1444;0.0122;0.4991;"Train";10
"glmPCA";687.183;0.0382;0.4947;0.028;-0.0323;"Test";10
"NBWaVE";304.075;0.035;0.4942;0.017;0.513;"Test";10
"CMF";723.426;0.0337;0.4942;0.0289;0.2567;"Test";10
"NMF";694.505;0.0347;0.494;0.0285;0.1962;"Test";10
"NNLM";232.769;0.0326;0.4943;0.0175;0.1205;"Test";10
"AIRWLS";287.973;0.0327;0.4942;0.0213;0.607;"Test";10
"Newton";109.576;0.0328;0.4941;0.0247;0.5938;"Test";10
"C-SGD";67.444;0.0344;0.4943;0.0159;0.5676;"Test";10
"B-SGD";39.403;0.0388;0.4944;0.0154;0.4991;"Test";10
"glmPCA";662.446;0.0353;0.0084;0.0205;-0.0179;"Full";11
"NBWaVE";341.13;0.0295;0.007;0.0132;0.5135;"Full";11
"CMF";782.917;0.0314;0.0075;0.0144;0.0882;"Full";11
"NMF";NA;NA;NA;NA;NA;"Full";11
"NNLM";231.621;0.0305;0.0073;0.0107;0.1931;"Full";11
"AIRWLS";283.886;0.0303;0.0073;0.0114;0.5724;"Full";11
"Newton";113.36;0.0303;0.0072;0.0125;0.5441;"Full";11
"C-SGD";67.999;0.0297;0.0071;0.0112;0.524;"Full";11
"B-SGD";39.644;0.0297;0.0071;0.0114;0.4955;"Full";11
"glmPCA";662.446;0.0353;0.1463;0.0203;-0.0179;"Train";11
"NBWaVE";341.13;0.0281;0.1449;0.0127;0.5135;"Train";11
"CMF";782.917;0.0311;0.1455;0.0092;0.0882;"Train";11
"NMF";NA;NA;NA;NA;NA;"Train";11
"NNLM";231.621;0.0303;0.1452;0.0092;0.1931;"Train";11
"AIRWLS";283.886;0.0299;0.1452;0.0085;0.5724;"Train";11
"Newton";113.36;0.0299;0.1453;0.0085;0.5441;"Train";11
"C-SGD";67.999;0.0286;0.145;0.0101;0.524;"Train";11
"B-SGD";39.644;0.0277;0.1449;0.0106;0.4955;"Train";11
"glmPCA";662.446;0.0354;0.4955;0.021;-0.0179;"Test";11
"NBWaVE";341.13;0.0332;0.4952;0.0145;0.5135;"Test";11
"CMF";782.917;0.0324;0.4952;0.0295;0.0882;"Test";11
"NMF";NA;NA;NA;NA;NA;"Test";11
"NNLM";231.621;0.0312;0.4952;0.015;0.1931;"Test";11
"AIRWLS";283.886;0.0313;0.4951;0.0197;0.5724;"Test";11
"Newton";113.36;0.0314;0.4951;0.0241;0.5441;"Test";11
"C-SGD";67.999;0.0328;0.4952;0.0142;0.524;"Test";11
"B-SGD";39.644;0.0354;0.4954;0.0136;0.4955;"Test";11
"glmPCA";644.695;0.0371;0.0082;0.0206;-0.0281;"Full";12
"NBWaVE";319.738;0.0308;0.0068;0.0135;0.4311;"Full";12
"CMF";732.602;0.0328;0.0073;0.015;0.1862;"Full";12
"NMF";695.049;0.0336;0.0074;0.0139;0.0476;"Full";12
"NNLM";245.161;0.0318;0.0071;0.011;0.2373;"Full";12
"AIRWLS";281.762;0.0315;0.007;0.0116;0.4944;"Full";12
"Newton";113.608;0.0315;0.007;0.0129;0.5171;"Full";12
"C-SGD";67.349;0.0311;0.0069;0.0114;0.4709;"Full";12
"B-SGD";40.048;0.0311;0.0069;0.0116;0.4656;"Full";12
"glmPCA";644.695;0.0371;0.1463;0.0205;-0.0281;"Train";12
"NBWaVE";319.738;0.0295;0.1449;0.0129;0.4311;"Train";12
"CMF";732.602;0.0325;0.1455;0.0096;0.1862;"Train";12
"NMF";695.049;0.0333;0.1458;0.0111;0.0476;"Train";12
"NNLM";245.161;0.0315;0.1452;0.0096;0.2373;"Train";12
"AIRWLS";281.762;0.0312;0.1452;0.0089;0.4944;"Train";12
"Newton";113.608;0.0312;0.1452;0.0089;0.5171;"Train";12
"C-SGD";67.349;0.0301;0.145;0.0103;0.4709;"Train";12
"B-SGD";40.048;0.0289;0.1449;0.0108;0.4656;"Train";12
"glmPCA";644.695;0.0371;0.4952;0.0209;-0.0281;"Test";12
"NBWaVE";319.738;0.0348;0.4948;0.0151;0.4311;"Test";12
"CMF";732.602;0.0338;0.4947;0.0304;0.1862;"Test";12
"NMF";695.049;0.0343;0.4946;0.0217;0.0476;"Test";12
"NNLM";245.161;0.0325;0.4949;0.0149;0.2373;"Test";12
"AIRWLS";281.762;0.0325;0.4948;0.0195;0.4944;"Test";12
"Newton";113.608;0.0326;0.4947;0.0243;0.5171;"Test";12
"C-SGD";67.349;0.034;0.4949;0.0145;0.4709;"Test";12
"B-SGD";40.048;0.0375;0.495;0.0137;0.4656;"Test";12
"glmPCA";47.287;0.0392;0.0082;0.0227;-0.0206;"Full";13
"NBWaVE";285.894;0.0323;0.0068;0.0141;0.4964;"Full";13
"CMF";733.393;0.0344;0.0072;0.0162;0.1549;"Full";13
"NMF";695.54;0.0353;0.0074;0.0149;0.1532;"Full";13
"NNLM";242.381;0.0333;0.007;0.0116;0.1797;"Full";13
"AIRWLS";287.224;0.0331;0.007;0.0122;0.5786;"Full";13
"Newton";115.963;0.033;0.007;0.0129;0.555;"Full";13
"C-SGD";67.538;0.0325;0.0068;0.0119;0.4854;"Full";13
"B-SGD";39.571;0.0325;0.0069;0.0124;0.4784;"Full";13
"glmPCA";47.287;0.0392;0.1463;0.0225;-0.0206;"Train";13
"NBWaVE";285.894;0.0309;0.1448;0.0137;0.4964;"Train";13
"CMF";733.393;0.0341;0.1453;0.0102;0.1549;"Train";13
"NMF";695.54;0.0351;0.1457;0.0119;0.1532;"Train";13
"NNLM";242.381;0.033;0.1451;0.0102;0.1797;"Train";13
"AIRWLS";287.224;0.0327;0.1451;0.0094;0.5786;"Train";13
"Newton";115.963;0.0327;0.1451;0.0095;0.555;"Train";13
"C-SGD";67.538;0.0313;0.1449;0.0109;0.4854;"Train";13
"B-SGD";39.571;0.0299;0.1448;0.0117;0.4784;"Train";13
"glmPCA";47.287;0.0392;0.4952;0.0231;-0.0206;"Test";13
"NBWaVE";285.894;0.0363;0.4948;0.0153;0.4964;"Test";13
"CMF";733.393;0.0354;0.4949;0.0333;0.1549;"Test";13
"NMF";695.54;0.036;0.4946;0.0235;0.1532;"Test";13
"NNLM";242.381;0.0339;0.4948;0.0157;0.1797;"Test";13
"AIRWLS";287.224;0.034;0.4947;0.0201;0.5786;"Test";13
"Newton";115.963;0.0341;0.4947;0.0228;0.555;"Test";13
"C-SGD";67.538;0.0357;0.4949;0.0148;0.4854;"Test";13
"B-SGD";39.571;0.0399;0.495;0.0143;0.4784;"Test";13
"glmPCA";674.243;0.0372;0.0083;0.0195;-0.0169;"Full";14
"NBWaVE";287.295;0.0303;0.0068;0.0125;0.4204;"Full";14
"CMF";728.725;0.0328;0.0074;0.0146;0.0468;"Full";14
"NMF";694.886;0.0334;0.0075;0.013;0.0463;"Full";14
"NNLM";251.212;0.0312;0.007;0.0103;0.086;"Full";14
"AIRWLS";293.606;0.031;0.007;0.0108;0.6041;"Full";14
"Newton";114.047;0.031;0.007;0.0121;0.6031;"Full";14
"C-SGD";66.704;0.0304;0.0068;0.0107;0.5487;"Full";14
"B-SGD";39.643;0.0305;0.0069;0.0108;0.4953;"Full";14
"glmPCA";674.243;0.0372;0.1465;0.0194;-0.0169;"Train";14
"NBWaVE";287.295;0.0289;0.145;0.0122;0.4204;"Train";14
"CMF";728.725;0.0324;0.1457;0.009;0.0468;"Train";14
"NMF";694.886;0.0332;0.1459;0.0102;0.0463;"Train";14
"NNLM";251.212;0.0309;0.1453;0.009;0.086;"Train";14
"AIRWLS";293.606;0.0306;0.1453;0.0082;0.6041;"Train";14
"Newton";114.047;0.0306;0.1454;0.0082;0.6031;"Train";14
"C-SGD";66.704;0.0293;0.1451;0.0097;0.5487;"Train";14
"B-SGD";39.643;0.0283;0.145;0.0102;0.4953;"Train";14
"glmPCA";674.243;0.0372;0.4949;0.0199;-0.0169;"Test";14
"NBWaVE";287.295;0.0344;0.4945;0.0135;0.4204;"Test";14
"CMF";728.725;0.0337;0.4946;0.0304;0.0468;"Test";14
"NMF";694.886;0.0339;0.4943;0.0209;0.0463;"Test";14
"NNLM";251.212;0.0319;0.4945;0.0142;0.086;"Test";14
"AIRWLS";293.606;0.0319;0.4944;0.0184;0.6041;"Test";14
"Newton";114.047;0.0321;0.4943;0.0234;0.6031;"Test";14
"C-SGD";66.704;0.0337;0.4945;0.0134;0.5487;"Test";14
"B-SGD";39.643;0.0367;0.4947;0.0127;0.4953;"Test";14
"glmPCA";643.484;0.0393;0.0074;0.0243;-0.0262;"Full";15
"NBWaVE";268.928;0.0322;0.006;0.0151;0.5153;"Full";15
"CMF";775.291;0.0341;0.0064;0.0179;0.1477;"Full";15
"NMF";NA;NA;NA;NA;NA;"Full";15
"NNLM";239.669;0.0332;0.0063;0.0123;0.2106;"Full";15
"AIRWLS";289.757;0.0329;0.0062;0.0128;0.6122;"Full";15
"Newton";112.225;0.0329;0.0062;0.0139;0.6161;"Full";15
"C-SGD";68.386;0.0324;0.0061;0.0127;0.6122;"Full";15
"B-SGD";39.463;0.0324;0.0061;0.013;0.5584;"Full";15
