"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"glmPCA";73.877;0.036;0.146;0.0234;-0.0147;"Train";15
"NBWaVE";306.097;0.0273;0.1444;0.0132;0.4502;"Train";15
"CMF";1058.207;0.031;0.1451;0.0092;0.3057;"Train";15
"NMF";NA;NA;NA;NA;NA;"Train";15
"NNLM";295.191;0.0302;0.1447;0.0092;0.3596;"Train";15
"AIRWLS";374.422;0.0298;0.1448;0.0086;0.529;"Train";15
"Newton";129.787;0.0297;0.1448;0.0086;0.5232;"Train";15
"C-SGD";76.252;0.0282;0.1445;0.0101;0.4874;"Train";15
"B-SGD";45.589;0.0266;0.1445;0.0108;0.4561;"Train";15
"glmPCA";73.877;0.0361;0.4952;0.0247;-0.0147;"Test";15
"NBWaVE";306.097;0.0338;0.4949;0.0153;0.4502;"Test";15
"CMF";1058.207;0.0323;0.4947;0.0293;0.3057;"Test";15
"NMF";NA;NA;NA;NA;NA;"Test";15
"NNLM";295.191;0.0314;0.495;0.0181;0.3596;"Test";15
"AIRWLS";374.422;0.0317;0.4949;0.0203;0.529;"Test";15
"Newton";129.787;0.0319;0.4948;0.0237;0.5232;"Test";15
"C-SGD";76.252;0.0343;0.495;0.0151;0.4874;"Test";15
"B-SGD";45.589;0.0386;0.4951;0.0143;0.4561;"Test";15
"glmPCA";743.863;0.0409;0.0074;0.0218;-0.0168;"Full";16
"NBWaVE";358.126;0.0323;0.0058;0.0135;0.472;"Full";16
"CMF";1043.028;0.0346;0.0063;0.0146;0.0183;"Full";16
"NMF";854.035;0.0358;0.0065;0.0141;0.1321;"Full";16
"NNLM";291.275;0.0337;0.0061;0.0111;0.1072;"Full";16
"AIRWLS";364.929;0.0334;0.0061;0.0114;0.5594;"Full";16
"Newton";135.923;0.0334;0.0061;0.0127;0.547;"Full";16
"C-SGD";76.211;0.0329;0.006;0.0115;0.5009;"Full";16
"B-SGD";46.102;0.0332;0.006;0.0118;0.4741;"Full";16
"glmPCA";743.863;0.0409;0.1455;0.0216;-0.0168;"Train";16
"NBWaVE";358.126;0.0304;0.144;0.0131;0.472;"Train";16
"CMF";1043.028;0.0341;0.1448;0.0094;0.0183;"Train";16
"NMF";854.035;0.0354;0.1449;0.0107;0.1321;"Train";16
"NNLM";291.275;0.0333;0.1443;0.0095;0.1072;"Train";16
"AIRWLS";364.929;0.0328;0.1443;0.0089;0.5594;"Train";16
"Newton";135.923;0.0327;0.1443;0.0089;0.547;"Train";16
"C-SGD";76.211;0.0312;0.1441;0.0104;0.5009;"Train";16
"B-SGD";46.102;0.0296;0.1441;0.0109;0.4741;"Train";16
"glmPCA";743.863;0.041;0.4948;0.0224;-0.0168;"Test";16
"NBWaVE";358.126;0.0377;0.4944;0.0148;0.472;"Test";16
"CMF";1043.028;0.0359;0.4939;0.0293;0.0183;"Test";16
"NMF";854.035;0.0368;0.4941;0.0237;0.1321;"Test";16
"NNLM";291.275;0.0348;0.4945;0.0157;0.1072;"Test";16
"AIRWLS";364.929;0.0351;0.4944;0.0185;0.5594;"Test";16
"Newton";135.923;0.0354;0.4943;0.0234;0.547;"Test";16
"C-SGD";76.211;0.0379;0.4945;0.0147;0.5009;"Test";16
"B-SGD";46.102;0.0437;0.4946;0.0142;0.4741;"Test";16
"glmPCA";746.945;0.036;0.0087;0.0204;-0.0198;"Full";17
"NBWaVE";381.07;0.0291;0.0071;0.0129;0.3992;"Full";17
"CMF";1074.592;0.0319;0.0077;0.0172;0.0872;"Full";17
"NMF";854.311;0.0324;0.0078;0.0133;0.096;"Full";17
"NNLM";291.636;0.0305;0.0074;0.0105;0.0735;"Full";17
"AIRWLS";372.79;0.0302;0.0074;0.0111;0.4193;"Full";17
"Newton";122.254;0.0303;0.0074;0.0128;0.3994;"Full";17
"C-SGD";76.349;0.0299;0.0073;0.0109;0.388;"Full";17
"B-SGD";46.115;0.03;0.0073;0.0111;0.3971;"Full";17
"glmPCA";746.945;0.036;0.1468;0.0203;-0.0198;"Train";17
"NBWaVE";381.07;0.0275;0.1451;0.0125;0.3992;"Train";17
"CMF";1074.592;0.0314;0.1464;0.0088;0.0872;"Train";17
"NMF";854.311;0.0322;0.1462;0.0101;0.096;"Train";17
"NNLM";291.636;0.0302;0.1455;0.0088;0.0735;"Train";17
"AIRWLS";372.79;0.0298;0.1455;0.0081;0.4193;"Train";17
"Newton";122.254;0.0297;0.1455;0.0081;0.3994;"Train";17
"C-SGD";76.349;0.0286;0.1453;0.0096;0.388;"Train";17
"B-SGD";46.115;0.0272;0.1453;0.0102;0.3971;"Train";17
"glmPCA";746.945;0.0361;0.4953;0.0206;-0.0198;"Test";17
"NBWaVE";381.07;0.0337;0.495;0.0141;0.3992;"Test";17
"CMF";1074.592;0.0332;0.4941;0.0412;0.0872;"Test";17
"NMF";854.311;0.0331;0.4947;0.0226;0.096;"Test";17
"NNLM";291.636;0.0314;0.495;0.0154;0.0735;"Test";17
"AIRWLS";372.79;0.0316;0.4949;0.0198;0.4193;"Test";17
"Newton";122.254;0.0317;0.4948;0.0263;0.3994;"Test";17
"C-SGD";76.349;0.0336;0.495;0.0147;0.388;"Test";17
"B-SGD";46.115;0.0381;0.4952;0.0136;0.3971;"Test";17
"glmPCA";754.036;0.0379;0.0073;0.0262;-0.0246;"Full";18
"NBWaVE";398.18;0.0305;0.0059;0.0151;0.4897;"Full";18
"CMF";1064.73;0.0326;0.0063;0.0196;0.1001;"Full";18
"NMF";856.051;0.0338;0.0065;0.016;0.2306;"Full";18
"NNLM";291.792;0.032;0.0062;0.0127;0.1984;"Full";18
"AIRWLS";369.607;0.0318;0.0061;0.0128;0.5344;"Full";18
"Newton";132.123;0.0316;0.0061;0.014;0.5405;"Full";18
"C-SGD";76.21;0.0314;0.0061;0.0128;0.4806;"Full";18
"B-SGD";46.619;0.0315;0.0061;0.0133;0.4085;"Full";18
"glmPCA";754.036;0.0379;0.1454;0.026;-0.0246;"Train";18
"NBWaVE";398.18;0.0287;0.144;0.0146;0.4897;"Train";18
"CMF";1064.73;0.0321;0.1448;0.0104;0.1001;"Train";18
"NMF";856.051;0.0334;0.1449;0.012;0.2306;"Train";18
"NNLM";291.792;0.0316;0.1443;0.0106;0.1984;"Train";18
"AIRWLS";369.607;0.0311;0.1443;0.0099;0.5344;"Train";18
"Newton";132.123;0.0309;0.1443;0.0099;0.5405;"Train";18
"C-SGD";76.21;0.0296;0.1441;0.0115;0.4806;"Train";18
"B-SGD";46.619;0.0279;0.1441;0.0123;0.4085;"Train";18
"glmPCA";754.036;0.038;0.4948;0.0267;-0.0246;"Test";18
"NBWaVE";398.18;0.0356;0.4945;0.0167;0.4897;"Test";18
"CMF";1064.73;0.0339;0.4939;0.0459;0.1001;"Test";18
"NMF";856.051;0.0347;0.4942;0.0271;0.2306;"Test";18
"NNLM";291.792;0.033;0.4946;0.0189;0.1984;"Test";18
"AIRWLS";369.607;0.0337;0.4945;0.021;0.5344;"Test";18
"Newton";132.123;0.0336;0.4945;0.0258;0.5405;"Test";18
"C-SGD";76.21;0.0363;0.4947;0.0163;0.4806;"Test";18
"B-SGD";46.619;0.0419;0.4948;0.0162;0.4085;"Test";18
"glmPCA";761.809;0.038;0.0078;0.0193;-0.0176;"Full";19
"NBWaVE";353.797;0.0304;0.0063;0.0124;0.3396;"Full";19
"CMF";1055.456;0.0331;0.0068;0.0144;0.0345;"Full";19
"NMF";854.376;0.0339;0.007;0.0129;0.0523;"Full";19
"NNLM";288.664;0.0317;0.0066;0.0101;0.0341;"Full";19
"AIRWLS";372.48;0.0316;0.0066;0.0104;0.4612;"Full";19
"Newton";127.495;0.0316;0.0065;0.0117;0.4226;"Full";19
"C-SGD";76.217;0.0312;0.0065;0.0105;0.3685;"Full";19
"B-SGD";45.597;0.0315;0.0065;0.011;0.2917;"Full";19
"glmPCA";761.809;0.038;0.146;0.0191;-0.0176;"Train";19
"NBWaVE";353.797;0.0286;0.1444;0.012;0.3396;"Train";19
"CMF";1055.456;0.0326;0.1456;0.0086;0.0345;"Train";19
"NMF";854.376;0.0337;0.1454;0.0096;0.0523;"Train";19
"NNLM";288.664;0.0314;0.1447;0.0085;0.0341;"Train";19
"AIRWLS";372.48;0.031;0.1448;0.008;0.4612;"Train";19
"Newton";127.495;0.031;0.1448;0.0079;0.4226;"Train";19
"C-SGD";76.217;0.0296;0.1446;0.0093;0.3685;"Train";19
"B-SGD";45.597;0.0279;0.1445;0.0101;0.2917;"Train";19
"glmPCA";761.809;0.038;0.495;0.0198;-0.0176;"Test";19
"NBWaVE";353.797;0.0354;0.4946;0.0135;0.3396;"Test";19
"CMF";1055.456;0.0343;0.4937;0.0311;0.0345;"Test";19
"NMF";854.376;0.0347;0.4943;0.0223;0.0523;"Test";19
"NNLM";288.664;0.0327;0.4947;0.0146;0.0341;"Test";19
"AIRWLS";372.48;0.0332;0.4945;0.0175;0.4612;"Test";19
"Newton";127.495;0.0332;0.4944;0.0226;0.4226;"Test";19
"C-SGD";76.217;0.0357;0.4947;0.0137;0.3685;"Test";19
"B-SGD";45.597;0.042;0.4949;0.0134;0.2917;"Test";19
"glmPCA";75.282;0.0351;0.0091;0.0209;-0.0215;"Full";20
"NBWaVE";338.525;0.0285;0.0074;0.0118;0.4154;"Full";20
"CMF";1073.577;0.0309;0.0081;0.0139;0.1791;"Full";20
"NMF";859.145;0.0319;0.0083;0.0128;0.163;"Full";20
"NNLM";294.142;0.0299;0.0078;0.0093;0.1882;"Full";20
"AIRWLS";364.045;0.0296;0.0077;0.0098;0.5063;"Full";20
"Newton";123.695;0.0296;0.0077;0.0111;0.4933;"Full";20
"C-SGD";77.817;0.029;0.0076;0.0097;0.4849;"Full";20
"B-SGD";45.899;0.0291;0.0076;0.0099;0.4584;"Full";20
"glmPCA";75.282;0.0351;0.1474;0.0207;-0.0215;"Train";20
"NBWaVE";338.525;0.0269;0.1457;0.0113;0.4154;"Train";20
"CMF";1073.577;0.0306;0.1467;0.0076;0.1791;"Train";20
"NMF";859.145;0.0316;0.1469;0.0088;0.163;"Train";20
"NNLM";294.142;0.0296;0.1461;0.0076;0.1882;"Train";20
"AIRWLS";364.045;0.0291;0.1461;0.0071;0.5063;"Train";20
"Newton";123.695;0.029;0.1462;0.0071;0.4933;"Train";20
"C-SGD";77.817;0.0277;0.1459;0.0085;0.4849;"Train";20
"B-SGD";45.899;0.0265;0.1458;0.009;0.4584;"Train";20
"glmPCA";75.282;0.0351;0.495;0.0215;-0.0215;"Test";20
"NBWaVE";338.525;0.0331;0.4945;0.0131;0.4154;"Test";20
"CMF";1073.577;0.032;0.4942;0.0319;0.1791;"Test";20
"NMF";859.145;0.0326;0.4943;0.0243;0.163;"Test";20
"NNLM";294.142;0.0307;0.4947;0.0141;0.1882;"Test";20
"AIRWLS";364.045;0.0309;0.4945;0.0177;0.5063;"Test";20
"Newton";123.695;0.0311;0.4944;0.0225;0.4933;"Test";20
"C-SGD";77.817;0.0328;0.4946;0.013;0.4849;"Test";20
"B-SGD";45.899;0.0365;0.4948;0.0122;0.4584;"Test";20
"glmPCA";719.052;0.0363;0.0082;0.0207;-0.0333;"Full";21
"NBWaVE";352.442;0.0292;0.0066;0.0131;0.4234;"Full";21
"CMF";1062.911;0.0315;0.0072;0.0147;0.095;"Full";21
"NMF";855.985;0.0326;0.0074;0.0134;0.1303;"Full";21
"NNLM";295.234;0.0306;0.007;0.0105;0.112;"Full";21
"AIRWLS";373.31;0.0304;0.007;0.0109;0.5145;"Full";21
"Newton";126.139;0.0304;0.0069;0.0122;0.4955;"Full";21
"C-SGD";76.927;0.0302;0.0069;0.0109;0.471;"Full";21
"B-SGD";45.955;0.0305;0.007;0.0113;0.3159;"Full";21
"glmPCA";719.052;0.0363;0.1465;0.0205;-0.0333;"Train";21
"NBWaVE";352.442;0.0275;0.1449;0.0126;0.4234;"Train";21
"CMF";1062.911;0.0311;0.1459;0.0086;0.095;"Train";21
"NMF";855.985;0.0323;0.146;0.0099;0.1303;"Train";21
"NNLM";295.234;0.0303;0.1453;0.0086;0.112;"Train";21
"AIRWLS";373.31;0.0299;0.1453;0.008;0.5145;"Train";21
"Newton";126.139;0.0298;0.1454;0.008;0.4955;"Train";21
"C-SGD";76.927;0.0287;0.1452;0.0095;0.471;"Train";21
"B-SGD";45.955;0.027;0.1452;0.0103;0.3159;"Train";21
"glmPCA";719.052;0.0364;0.4949;0.0213;-0.0333;"Test";21
"NBWaVE";352.442;0.0339;0.4944;0.0143;0.4234;"Test";21
"CMF";1062.911;0.0326;0.4938;0.0323;0.095;"Test";21
"NMF";855.985;0.0334;0.4942;0.0235;0.1303;"Test";21
"NNLM";295.234;0.0316;0.4946;0.016;0.112;"Test";21
"AIRWLS";373.31;0.032;0.4944;0.0191;0.5145;"Test";21
"Newton";126.139;0.032;0.4943;0.0241;0.4955;"Test";21
"C-SGD";76.927;0.0344;0.4945;0.0148;0.471;"Test";21
"B-SGD";45.955;0.0403;0.4947;0.0141;0.3159;"Test";21
"glmPCA";721.809;0.0353;0.0082;0.0211;-0.0175;"Full";22
"NBWaVE";382.635;0.0285;0.0067;0.0136;0.444;"Full";22
"CMF";1071.474;0.0305;0.0072;0.0144;0.1741;"Full";22
"NMF";853.795;0.0317;0.0074;0.0141;0.0135;"Full";22
"NNLM";290.996;0.0298;0.007;0.0109;0.048;"Full";22
"AIRWLS";372.189;0.0296;0.007;0.0116;0.5152;"Full";22
"Newton";133.09;0.0295;0.007;0.0128;0.4872;"Full";22
"C-SGD";76.894;0.0292;0.0069;0.0113;0.4873;"Full";22
"B-SGD";45.779;0.0296;0.007;0.0116;0.45;"Full";22
"glmPCA";721.809;0.0352;0.1463;0.021;-0.0175;"Train";22
"NBWaVE";382.635;0.0269;0.1448;0.013;0.444;"Train";22
"CMF";1071.474;0.0301;0.1455;0.009;0.1741;"Train";22
"NMF";853.795;0.0313;0.1458;0.0107;0.0135;"Train";22
"NNLM";290.996;0.0295;0.1451;0.0092;0.048;"Train";22
"AIRWLS";372.189;0.0291;0.1451;0.0085;0.5152;"Train";22
"Newton";133.09;0.029;0.1452;0.0085;0.4872;"Train";22
"C-SGD";76.894;0.0279;0.145;0.01;0.4873;"Train";22
"B-SGD";45.779;0.0267;0.145;0.0107;0.45;"Train";22
"glmPCA";721.809;0.0354;0.4952;0.0215;-0.0175;"Test";22
"NBWaVE";382.635;0.0332;0.4948;0.0152;0.444;"Test";22
"CMF";1071.474;0.0317;0.4946;0.0298;0.1741;"Test";22
"NMF";853.795;0.0326;0.4944;0.024;0.0135;"Test";22
"NNLM";290.996;0.0308;0.4948;0.0157;0.048;"Test";22
"AIRWLS";372.189;0.031;0.4947;0.0205;0.5152;"Test";22
"Newton";133.09;0.0313;0.4947;0.0251;0.4872;"Test";22
"C-SGD";76.894;0.0331;0.4949;0.015;0.4873;"Test";22
"B-SGD";45.779;0.038;0.495;0.0143;0.45;"Test";22
"glmPCA";772.785;0.0383;0.0089;0.0195;-0.012;"Full";23
"NBWaVE";322.119;0.0316;0.0073;0.0124;0.4458;"Full";23
"CMF";1072.196;0.0343;0.008;0.0189;0.0036;"Full";23
"NMF";855.07;0.0351;0.0082;0.013;0.042;"Full";23
"NNLM";291.853;0.0331;0.0077;0.0101;0.0691;"Full";23
"AIRWLS";370.765;0.0329;0.0077;0.0107;0.4875;"Full";23
"Newton";123.863;0.0328;0.0077;0.0122;0.4929;"Full";23
"C-SGD";76.653;0.0324;0.0076;0.0105;0.4444;"Full";23
"B-SGD";45.791;0.0326;0.0076;0.0109;0.3473;"Full";23
"glmPCA";772.785;0.0383;0.147;0.0193;-0.012;"Train";23
"NBWaVE";322.119;0.0299;0.1454;0.012;0.4458;"Train";23
"CMF";1072.196;0.0338;0.1469;0.0085;0.0036;"Train";23
"NMF";855.07;0.0348;0.1465;0.0097;0.042;"Train";23
"NNLM";291.853;0.0328;0.1458;0.0086;0.0691;"Train";23
"AIRWLS";370.765;0.0324;0.1458;0.0079;0.4875;"Train";23
"Newton";123.863;0.0323;0.1459;0.0079;0.4929;"Train";23
"C-SGD";76.653;0.0309;0.1456;0.0093;0.4444;"Train";23
"B-SGD";45.791;0.0294;0.1456;0.0101;0.3473;"Train";23
"glmPCA";772.785;0.0384;0.4953;0.02;-0.012;"Test";23
"NBWaVE";322.119;0.0365;0.495;0.0136;0.4458;"Test";23
"CMF";1072.196;0.0359;0.4938;0.0488;0.0036;"Test";23
"NMF";855.07;0.0358;0.4947;0.0225;0.042;"Test";23
"NNLM";291.853;0.034;0.495;0.0145;0.0691;"Test";23
"AIRWLS";370.765;0.0343;0.4949;0.0187;0.4875;"Test";23
"Newton";123.863;0.0345;0.4949;0.0244;0.4929;"Test";23
"C-SGD";76.653;0.0367;0.4951;0.0139;0.4444;"Test";23
"B-SGD";45.791;0.0418;0.4953;0.0132;0.3473;"Test";23
"glmPCA";746.89;0.0372;0.0085;0.0217;-0.0154;"Full";24
"NBWaVE";366.674;0.0302;0.0069;0.0128;0.4601;"Full";24
"CMF";1067.919;0.0326;0.0075;0.0139;0.0611;"Full";24
"NMF";853.029;0.0335;0.0077;0.0135;0.1885;"Full";24
"NNLM";301.719;0.0316;0.0073;0.0105;0.2812;"Full";24
"AIRWLS";377.394;0.0313;0.0072;0.0106;0.4914;"Full";24
"Newton";130.258;0.0313;0.0072;0.0119;0.5148;"Full";24
"C-SGD";76.389;0.031;0.0072;0.0106;0.5053;"Full";24
"B-SGD";45.777;0.0313;0.0072;0.011;0.4478;"Full";24
"glmPCA";746.89;0.0372;0.1465;0.0215;-0.0154;"Train";24
"NBWaVE";366.674;0.0285;0.1449;0.0123;0.4601;"Train";24
"CMF";1067.919;0.0322;0.1458;0.0085;0.0611;"Train";24
"NMF";853.029;0.0332;0.146;0.0097;0.1885;"Train";24
"NNLM";301.719;0.0312;0.1452;0.0085;0.2812;"Train";24
"AIRWLS";377.394;0.0308;0.1453;0.0079;0.4914;"Train";24
"Newton";130.258;0.0307;0.1453;0.0079;0.5148;"Train";24
"C-SGD";76.389;0.0294;0.1451;0.0094;0.5053;"Train";24
"B-SGD";45.777;0.028;0.1451;0.01;0.4478;"Train";24
"glmPCA";746.89;0.0372;0.4954;0.0224;-0.0154;"Test";24
"NBWaVE";366.674;0.035;0.495;0.0143;0.4601;"Test";24
"CMF";1067.919;0.0336;0.4946;0.0296;0.0611;"Test";24
"NMF";853.029;0.0344;0.4947;0.0244;0.1885;"Test";24
"NNLM";301.719;0.0326;0.4952;0.0161;0.2812;"Test";24
"AIRWLS";377.394;0.0328;0.495;0.0184;0.4914;"Test";24
"Newton";130.258;0.0329;0.4949;0.0235;0.5148;"Test";24
"C-SGD";76.389;0.0355;0.4952;0.0142;0.5053;"Test";24
"B-SGD";45.777;0.0406;0.4953;0.0137;0.4478;"Test";24
"glmPCA";757.2;0.0369;0.0084;0.0204;-0.0176;"Full";25
"NBWaVE";346.661;0.0301;0.0069;0.0129;0.4902;"Full";25
"CMF";1072.629;0.033;0.0075;0.016;0.0234;"Full";25
"NMF";855.72;0.0338;0.0077;0.0136;0.0366;"Full";25
"NNLM";295.363;0.0317;0.0073;0.0105;0.0486;"Full";25
"AIRWLS";367.289;0.0315;0.0072;0.011;0.5082;"Full";25
"Newton";125.16;0.0315;0.0072;0.0125;0.5115;"Full";25
"C-SGD";76.835;0.0311;0.0071;0.0108;0.4711;"Full";25
"B-SGD";46.204;0.0313;0.0072;0.0111;0.4271;"Full";25
"glmPCA";757.2;0.0368;0.1463;0.0202;-0.0176;"Train";25
"NBWaVE";346.661;0.0284;0.1448;0.0125;0.4902;"Train";25
"CMF";1072.629;0.0325;0.1458;0.0087;0.0234;"Train";25
"NMF";855.72;0.0334;0.1459;0.0101;0.0366;"Train";25
"NNLM";295.363;0.0313;0.1452;0.0087;0.0486;"Train";25
"AIRWLS";367.289;0.0309;0.1452;0.008;0.5082;"Train";25
"Newton";125.16;0.0309;0.1452;0.008;0.5115;"Train";25
"C-SGD";76.835;0.0295;0.145;0.0095;0.4711;"Train";25
"B-SGD";46.204;0.0281;0.145;0.0102;0.4271;"Train";25
"glmPCA";757.2;0.0371;0.4955;0.0209;-0.0176;"Test";25
"NBWaVE";346.661;0.0351;0.4951;0.0141;0.4902;"Test";25
"CMF";1072.629;0.0345;0.4947;0.0368;0.0234;"Test";25
"NMF";855.72;0.0347;0.4948;0.0235;0.0366;"Test";25
"NNLM";295.363;0.0328;0.4952;0.0155;0.0486;"Test";25
"AIRWLS";367.289;0.033;0.4951;0.0197;0.5082;"Test";25
"Newton";125.16;0.0332;0.495;0.0255;0.5115;"Test";25
"C-SGD";76.835;0.0357;0.4953;0.0148;0.4711;"Test";25
"B-SGD";46.204;0.0406;0.4954;0.0137;0.4271;"Test";25
