"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"Newton";125.003;0.0314;0.494;0.026;0.4945;"Test";5
"C-SGD";77.063;0.0339;0.4941;0.016;0.4642;"Test";5
"B-SGD";45.355;0.0397;0.4943;0.0153;0.3415;"Test";5
"glmPCA";772.488;0.0367;0.0083;0.0206;-0.0263;"Full";6
"NBWaVE";413.215;0.0297;0.0067;0.0126;0.4218;"Full";6
"CMF";1072.418;0.0324;0.0074;0.018;0.0486;"Full";6
"NMF";854.911;0.033;0.0075;0.0131;0.1401;"Full";6
"NNLM";297.799;0.0312;0.0071;0.0103;0.2224;"Full";6
"AIRWLS";371.401;0.031;0.007;0.0105;0.5073;"Full";6
"Newton";123.535;0.0309;0.007;0.0115;0.4923;"Full";6
"C-SGD";76.22;0.0307;0.007;0.0106;0.5101;"Full";6
"B-SGD";45.859;0.0311;0.0071;0.011;0.3996;"Full";6
"glmPCA";772.488;0.0366;0.1464;0.0204;-0.0263;"Train";6
"NBWaVE";413.215;0.0279;0.1448;0.0121;0.4218;"Train";6
"CMF";1072.418;0.0318;0.146;0.0083;0.0486;"Train";6
"NMF";854.911;0.0327;0.1459;0.0096;0.1401;"Train";6
"NNLM";297.799;0.0308;0.1452;0.0084;0.2224;"Train";6
"AIRWLS";371.401;0.0304;0.1452;0.0078;0.5073;"Train";6
"Newton";123.535;0.0303;0.1453;0.0077;0.4923;"Train";6
"C-SGD";76.22;0.029;0.1451;0.0091;0.5101;"Train";6
"B-SGD";45.859;0.0277;0.1451;0.0099;0.3996;"Train";6
"glmPCA";772.488;0.0369;0.4951;0.0214;-0.0263;"Test";6
"NBWaVE";413.215;0.0347;0.4948;0.0141;0.4218;"Test";6
"CMF";1072.418;0.034;0.4939;0.0458;0.0486;"Test";6
"NMF";854.911;0.034;0.4944;0.0233;0.1401;"Test";6
"NNLM";297.799;0.0323;0.4949;0.016;0.2224;"Test";6
"AIRWLS";371.401;0.0327;0.4947;0.0184;0.5073;"Test";6
"Newton";123.535;0.0328;0.4946;0.0225;0.4923;"Test";6
"C-SGD";76.22;0.0353;0.4948;0.0148;0.5101;"Test";6
"B-SGD";45.859;0.0408;0.495;0.0141;0.3996;"Test";6
"glmPCA";730.561;0.0383;0.0077;0.0251;-0.0246;"Full";7
"NBWaVE";391.735;0.0303;0.0061;0.014;0.434;"Full";7
"CMF";1063.065;0.0324;0.0066;0.0175;0.287;"Full";7
"NMF";856.891;0.0337;0.0068;0.015;0.2758;"Full";7
"NNLM";288.913;0.0317;0.0065;0.0114;0.2934;"Full";7
"AIRWLS";371.638;0.0314;0.0064;0.0114;0.5183;"Full";7
"Newton";130.446;0.0313;0.0064;0.0125;0.5064;"Full";7
"C-SGD";76.203;0.0312;0.0064;0.0115;0.5;"Full";7
"B-SGD";45.896;0.0316;0.0064;0.0117;0.4593;"Full";7
"glmPCA";730.561;0.0383;0.1459;0.0248;-0.0246;"Train";7
"NBWaVE";391.735;0.0285;0.1443;0.0133;0.434;"Train";7
"CMF";1063.065;0.032;0.1453;0.009;0.287;"Train";7
"NMF";856.891;0.0333;0.1453;0.0103;0.2758;"Train";7
"NNLM";288.913;0.0313;0.1446;0.0091;0.2934;"Train";7
"AIRWLS";371.638;0.0307;0.1446;0.0085;0.5183;"Train";7
"Newton";130.446;0.0306;0.1446;0.0085;0.5064;"Train";7
"C-SGD";76.203;0.0295;0.1445;0.01;0.5;"Train";7
"B-SGD";45.896;0.0282;0.1445;0.0105;0.4593;"Train";7
"glmPCA";730.561;0.0383;0.4949;0.0261;-0.0246;"Test";7
"NBWaVE";391.735;0.0354;0.4944;0.0161;0.434;"Test";7
"CMF";1063.065;0.0337;0.4937;0.0419;0.287;"Test";7
"NMF";856.891;0.0347;0.4941;0.0287;0.2758;"Test";7
"NNLM";288.913;0.0328;0.4947;0.0182;0.2934;"Test";7
"AIRWLS";371.638;0.0332;0.4945;0.0196;0.5183;"Test";7
"Newton";130.446;0.0332;0.4944;0.024;0.5064;"Test";7
"C-SGD";76.203;0.0361;0.4946;0.0156;0.5;"Test";7
"B-SGD";45.896;0.0411;0.4948;0.0151;0.4593;"Test";7
"glmPCA";697.057;0.0353;0.0063;0.0205;-0.0132;"Full";8
"NBWaVE";400.928;0.0295;0.0053;0.016;0.483;"Full";8
"CMF";1070.568;0.0321;0.0058;0.02;0.012;"Full";8
"NMF";854.194;0.0329;0.0059;0.0164;0.0456;"Full";8
"NNLM";295.909;0.0309;0.0056;0.0134;0.0997;"Full";8
"AIRWLS";377.75;0.0308;0.0055;0.014;0.5354;"Full";8
"Newton";132.934;0.0307;0.0055;0.0154;0.5475;"Full";8
"C-SGD";76.643;0.0305;0.0055;0.0138;0.5137;"Full";8
"B-SGD";46.358;0.0308;0.0055;0.0143;0.5162;"Full";8
"glmPCA";697.057;0.0353;0.1446;0.0195;-0.0132;"Train";8
"NBWaVE";400.928;0.0278;0.1435;0.0155;0.483;"Train";8
"CMF";1070.568;0.0316;0.1445;0.0116;0.012;"Train";8
"NMF";854.194;0.0326;0.1443;0.0134;0.0456;"Train";8
"NNLM";295.909;0.0305;0.1438;0.0117;0.0997;"Train";8
"AIRWLS";377.75;0.0302;0.1438;0.0108;0.5354;"Train";8
"Newton";132.934;0.0301;0.1438;0.0108;0.5475;"Train";8
"C-SGD";76.643;0.0288;0.1437;0.0125;0.5137;"Train";8
"B-SGD";46.358;0.027;0.1437;0.0132;0.5162;"Train";8
"glmPCA";697.057;0.0355;0.4944;0.0236;-0.0132;"Test";8
"NBWaVE";400.928;0.0346;0.4942;0.0175;0.483;"Test";8
"CMF";1070.568;0.0336;0.4934;0.0442;0.012;"Test";8
"NMF";854.194;0.0338;0.494;0.0248;0.0456;"Test";8
"NNLM";295.909;0.032;0.4942;0.0183;0.0997;"Test";8
"AIRWLS";377.75;0.0326;0.4942;0.0229;0.5354;"Test";8
"Newton";132.934;0.0324;0.4941;0.0288;0.5475;"Test";8
"C-SGD";76.643;0.0355;0.4943;0.0174;0.5137;"Test";8
"B-SGD";46.358;0.0419;0.4944;0.0173;0.5162;"Test";8
"glmPCA";759.151;0.0375;0.0092;0.0293;-0.0181;"Full";9
"NBWaVE";337.863;0.03;0.0074;0.0126;0.5044;"Full";9
"CMF";1053.254;0.0327;0.0081;0.0191;0.2197;"Full";9
"NMF";NA;NA;NA;NA;NA;"Full";9
"NNLM";295.828;0.0313;0.0078;0.0109;0.1995;"Full";9
"AIRWLS";368.285;0.0309;0.0077;0.0106;0.5218;"Full";9
"Newton";126.727;0.0348;0.0086;0.0349;0.4492;"Full";9
"C-SGD";76.913;0.0306;0.0076;0.0099;0.5453;"Full";9
"B-SGD";46.328;0.0309;0.0077;0.0104;0.5115;"Full";9
"glmPCA";759.151;0.0374;0.1472;0.0288;-0.0181;"Train";9
"NBWaVE";337.863;0.0283;0.1454;0.0108;0.5044;"Train";9
"CMF";1053.254;0.0323;0.1467;0.0073;0.2197;"Train";9
"NMF";NA;NA;NA;NA;NA;"Train";9
"NNLM";295.828;0.0309;0.1457;0.0071;0.1995;"Train";9
"AIRWLS";368.285;0.0304;0.1458;0.0067;0.5218;"Train";9
"Newton";126.727;0.032;0.1459;0.0103;0.4492;"Train";9
"C-SGD";76.913;0.0291;0.1456;0.0081;0.5453;"Train";9
"B-SGD";46.328;0.028;0.1456;0.0087;0.5115;"Train";9
"glmPCA";759.151;0.0377;0.4955;0.0306;-0.0181;"Test";9
"NBWaVE";337.863;0.0349;0.495;0.0176;0.5044;"Test";9
"CMF";1053.254;0.034;0.4943;0.0528;0.2197;"Test";9
"NMF";NA;NA;NA;NA;NA;"Test";9
"NNLM";295.828;0.0324;0.4954;0.0219;0.1995;"Test";9
"AIRWLS";368.285;0.0325;0.495;0.0219;0.5218;"Test";9
"Newton";126.727;0.0428;0.4966;0.1055;0.4492;"Test";9
"C-SGD";76.913;0.0349;0.4952;0.0152;0.5453;"Test";9
"B-SGD";46.328;0.0394;0.4953;0.0153;0.5115;"Test";9
"glmPCA";768.298;0.0389;0.0092;0.0202;-0.021;"Full";10
"NBWaVE";339.189;0.0316;0.0075;0.0125;0.4352;"Full";10
"CMF";1074.021;0.0343;0.0082;0.0138;0.0607;"Full";10
"NMF";853.848;0.0353;0.0084;0.0131;0.1489;"Full";10
"NNLM";300.87;0.0332;0.008;0.01;0.2037;"Full";10
"AIRWLS";373.244;0.0329;0.0079;0.0105;0.5122;"Full";10
"Newton";121.925;0.0329;0.0079;0.012;0.4764;"Full";10
"C-SGD";76.345;0.0324;0.0078;0.0104;0.4859;"Full";10
"B-SGD";45.434;0.0324;0.0078;0.0107;0.4029;"Full";10
"glmPCA";768.298;0.0389;0.1473;0.02;-0.021;"Train";10
"NBWaVE";339.189;0.0298;0.1455;0.0121;0.4352;"Train";10
"CMF";1074.021;0.034;0.1467;0.0083;0.0607;"Train";10
"NMF";853.848;0.035;0.1467;0.0095;0.1489;"Train";10
"NNLM";300.87;0.0329;0.146;0.0083;0.2037;"Train";10
"AIRWLS";373.244;0.0324;0.146;0.0077;0.5122;"Train";10
"Newton";121.925;0.0323;0.146;0.0077;0.4764;"Train";10
"C-SGD";76.345;0.0309;0.1458;0.0091;0.4859;"Train";10
"B-SGD";45.434;0.0295;0.1456;0.0098;0.4029;"Train";10
"glmPCA";768.298;0.0389;0.4955;0.0207;-0.021;"Test";10
"NBWaVE";339.189;0.0365;0.4952;0.0137;0.4352;"Test";10
"CMF";1074.021;0.0353;0.4946;0.0294;0.0607;"Test";10
"NMF";853.848;0.036;0.4948;0.0234;0.1489;"Test";10
"NNLM";300.87;0.0341;0.4952;0.0148;0.2037;"Test";10
"AIRWLS";373.244;0.0343;0.495;0.0184;0.5122;"Test";10
"Newton";121.925;0.0345;0.495;0.0244;0.4764;"Test";10
"C-SGD";76.345;0.0366;0.4952;0.0142;0.4859;"Test";10
"B-SGD";45.434;0.0405;0.4954;0.0131;0.4029;"Test";10
"glmPCA";128.656;0.034;0.0087;0.0202;-0.0174;"Full";11
"NBWaVE";338.064;0.0279;0.0071;0.0126;0.4849;"Full";11
"CMF";1069.493;0.0302;0.0077;0.0139;0.0311;"Full";11
"NMF";NA;NA;NA;NA;NA;"Full";11
"NNLM";301.727;0.0292;0.0075;0.0103;0.0887;"Full";11
"AIRWLS";369.291;0.029;0.0075;0.011;0.5764;"Full";11
"Newton";129.233;0.029;0.0075;0.0123;0.558;"Full";11
"C-SGD";75.788;0.0286;0.0073;0.0106;0.5354;"Full";11
"B-SGD";45.843;0.0284;0.0073;0.0109;0.5249;"Full";11
"glmPCA";128.656;0.034;0.1466;0.02;-0.0174;"Train";11
"NBWaVE";338.064;0.0263;0.145;0.0122;0.4849;"Train";11
"CMF";1069.493;0.0298;0.1458;0.0086;0.0311;"Train";11
"NMF";NA;NA;NA;NA;NA;"Train";11
"NNLM";301.727;0.0288;0.1454;0.0088;0.0887;"Train";11
"AIRWLS";369.291;0.0286;0.1454;0.008;0.5764;"Train";11
"Newton";129.233;0.0285;0.1455;0.008;0.558;"Train";11
"C-SGD";75.788;0.0273;0.1452;0.0093;0.5354;"Train";11
"B-SGD";45.843;0.0257;0.145;0.0101;0.5249;"Train";11
"glmPCA";128.656;0.0341;0.4956;0.0208;-0.0174;"Test";11
"NBWaVE";338.064;0.0323;0.4952;0.0139;0.4849;"Test";11
"CMF";1069.493;0.0312;0.4951;0.029;0.0311;"Test";11
"NMF";NA;NA;NA;NA;NA;"Test";11
"NNLM";301.727;0.0302;0.4952;0.0144;0.0887;"Test";11
"AIRWLS";369.291;0.0303;0.4952;0.0198;0.5764;"Test";11
"Newton";129.233;0.0304;0.4951;0.0247;0.558;"Test";11
"C-SGD";75.788;0.032;0.4953;0.014;0.5354;"Test";11
"B-SGD";45.843;0.0359;0.4955;0.0131;0.5249;"Test";11
"glmPCA";732.515;0.0359;0.0075;0.0239;-0.0246;"Full";12
"NBWaVE";394.976;0.029;0.0061;0.0134;0.4808;"Full";12
"CMF";1046.472;0.0309;0.0065;0.0156;0.0968;"Full";12
"NMF";856.513;0.0321;0.0067;0.0145;0.2173;"Full";12
"NNLM";286.153;0.0303;0.0064;0.0109;0.2717;"Full";12
"AIRWLS";373.665;0.03;0.0064;0.011;0.5206;"Full";12
"Newton";129.309;0.0299;0.0063;0.0121;0.5118;"Full";12
"C-SGD";76.503;0.0297;0.0063;0.0111;0.509;"Full";12
"B-SGD";46.121;0.0299;0.0063;0.0115;0.4768;"Full";12
"glmPCA";732.515;0.0358;0.1457;0.0236;-0.0246;"Train";12
"NBWaVE";394.976;0.0273;0.1443;0.0129;0.4808;"Train";12
"CMF";1046.472;0.0305;0.1452;0.0089;0.0968;"Train";12
"NMF";856.513;0.0317;0.1452;0.0103;0.2173;"Train";12
"NNLM";286.153;0.03;0.1445;0.009;0.2717;"Train";12
"AIRWLS";373.665;0.0295;0.1446;0.0084;0.5206;"Train";12
"Newton";129.309;0.0293;0.1446;0.0084;0.5118;"Train";12
"C-SGD";76.503;0.0282;0.1444;0.0099;0.509;"Train";12
"B-SGD";46.121;0.0265;0.1444;0.0106;0.4768;"Train";12
"glmPCA";732.515;0.036;0.4948;0.0245;-0.0246;"Test";12
"NBWaVE";394.976;0.0337;0.4944;0.015;0.4808;"Test";12
"CMF";1046.472;0.0321;0.4938;0.0345;0.0968;"Test";12
"NMF";856.513;0.033;0.4942;0.0267;0.2173;"Test";12
"NNLM";286.153;0.0312;0.4946;0.0161;0.2717;"Test";12
"AIRWLS";373.665;0.0315;0.4945;0.0185;0.5206;"Test";12
"Newton";129.309;0.0318;0.4944;0.0228;0.5118;"Test";12
"C-SGD";76.503;0.0342;0.4946;0.0146;0.509;"Test";12
"B-SGD";46.121;0.0396;0.4947;0.0141;0.4768;"Test";12
"glmPCA";745.883;0.0364;0.0084;0.0219;-0.0158;"Full";13
"NBWaVE";341.06;0.0294;0.0068;0.0133;0.442;"Full";13
"CMF";1068.441;0.0317;0.0073;0.0145;0.0163;"Full";13
"NMF";856.977;0.0326;0.0075;0.0137;0.1814;"Full";13
"NNLM";288.56;0.0307;0.0071;0.0107;0.185;"Full";13
"AIRWLS";373.118;0.0305;0.0071;0.0113;0.5254;"Full";13
"Newton";129.222;0.0305;0.0071;0.0127;0.513;"Full";13
"C-SGD";76.977;0.03;0.0069;0.011;0.5009;"Full";13
"B-SGD";46.397;0.03;0.007;0.0112;0.4578;"Full";13
"glmPCA";745.883;0.0364;0.1465;0.0216;-0.0158;"Train";13
"NBWaVE";341.06;0.0277;0.1449;0.0127;0.442;"Train";13
"CMF";1068.441;0.0313;0.1456;0.0088;0.0163;"Train";13
"NMF";856.977;0.0323;0.1459;0.0102;0.1814;"Train";13
"NNLM";288.56;0.0304;0.1452;0.0089;0.185;"Train";13
"AIRWLS";373.118;0.03;0.1452;0.0082;0.5254;"Train";13
"Newton";129.222;0.03;0.1453;0.0081;0.513;"Train";13
"C-SGD";76.977;0.0286;0.145;0.0097;0.5009;"Train";13
"B-SGD";46.397;0.0273;0.1449;0.0103;0.4578;"Train";13
"glmPCA";745.883;0.0365;0.4952;0.0227;-0.0158;"Test";13
"NBWaVE";341.06;0.0342;0.4948;0.0148;0.442;"Test";13
"CMF";1068.441;0.0328;0.4946;0.031;0.0163;"Test";13
"NMF";856.977;0.0334;0.4945;0.0239;0.1814;"Test";13
"NNLM";288.56;0.0317;0.4948;0.016;0.185;"Test";13
"AIRWLS";373.118;0.0318;0.4947;0.0201;0.5254;"Test";13
"Newton";129.222;0.032;0.4946;0.026;0.513;"Test";13
"C-SGD";76.977;0.0337;0.4949;0.0148;0.5009;"Test";13
"B-SGD";46.397;0.0376;0.495;0.014;0.4578;"Test";13
"glmPCA";754.961;0.0361;0.0084;0.021;-0.0178;"Full";14
"NBWaVE";342.167;0.0291;0.0068;0.0131;0.4283;"Full";14
"CMF";1069.377;0.0315;0.0074;0.0162;0.0404;"Full";14
"NMF";853.964;0.0325;0.0076;0.0135;0.084;"Full";14
"NNLM";300.077;0.0305;0.0072;0.0105;0.0947;"Full";14
"AIRWLS";370.278;0.0304;0.0071;0.011;0.4947;"Full";14
"Newton";124.171;0.0303;0.0071;0.0126;0.5079;"Full";14
"C-SGD";76.542;0.0299;0.007;0.011;0.4813;"Full";14
"B-SGD";46.342;0.0302;0.0071;0.0113;0.4478;"Full";14
"glmPCA";754.961;0.0361;0.1466;0.0209;-0.0178;"Train";14
"NBWaVE";342.167;0.0274;0.1449;0.0127;0.4283;"Train";14
"CMF";1069.377;0.0311;0.1461;0.0086;0.0404;"Train";14
"NMF";853.964;0.0322;0.146;0.0101;0.084;"Train";14
"NNLM";300.077;0.0302;0.1453;0.0088;0.0947;"Train";14
"AIRWLS";370.278;0.0298;0.1454;0.0081;0.4947;"Train";14
"Newton";124.171;0.0298;0.1454;0.008;0.5079;"Train";14
"C-SGD";76.542;0.0284;0.1451;0.0097;0.4813;"Train";14
"B-SGD";46.342;0.0273;0.1451;0.0103;0.4478;"Train";14
"glmPCA";754.961;0.0361;0.4951;0.0214;-0.0178;"Test";14
"NBWaVE";342.167;0.0338;0.4947;0.0143;0.4283;"Test";14
"CMF";1069.377;0.0328;0.4939;0.0378;0.0404;"Test";14
"NMF";853.964;0.0332;0.4944;0.0234;0.084;"Test";14
"NNLM";300.077;0.0314;0.4948;0.0155;0.0947;"Test";14
"AIRWLS";370.278;0.0319;0.4947;0.0193;0.4947;"Test";14
"Newton";124.171;0.0317;0.4946;0.0255;0.5079;"Test";14
"C-SGD";76.542;0.0342;0.4949;0.0146;0.4813;"Test";14
"B-SGD";46.342;0.0387;0.495;0.0142;0.4478;"Test";14
"glmPCA";73.877;0.036;0.0079;0.0237;-0.0147;"Full";15
"NBWaVE";306.097;0.029;0.0064;0.0137;0.4502;"Full";15
"CMF";1058.207;0.0313;0.0069;0.0144;0.3057;"Full";15
"NMF";NA;NA;NA;NA;NA;"Full";15
"NNLM";295.191;0.0305;0.0068;0.0115;0.3596;"Full";15
"AIRWLS";374.422;0.0303;0.0067;0.0116;0.529;"Full";15
"Newton";129.787;0.0302;0.0067;0.0125;0.5232;"Full";15
"C-SGD";76.252;0.0298;0.0066;0.0114;0.4874;"Full";15
"B-SGD";45.589;0.0297;0.0066;0.0117;0.4561;"Full";15
