"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"CMF";471.298;0.0345;0.0065;0.014;0.1501;"Full";2
"NMF";563.855;0.0357;0.0067;0.0157;0.1098;"Full";2
"NNLM";211.841;0.0336;0.0063;0.0124;0.0668;"Full";2
"AIRWLS";228.693;0.0333;0.0062;0.012;0.605;"Full";2
"Newton";104.039;0.0333;0.0062;0.0125;0.6163;"Full";2
"C-SGD";58.914;0.0329;0.0062;0.0121;0.5596;"Full";2
"B-SGD";34.185;0.0327;0.0061;0.0124;0.4892;"Full";2
"glmPCA";610.32;0.0401;0.1455;0.0258;-0.0225;"Train";2
"NBWaVE";239.393;0.0319;0.1442;0.014;0.5709;"Train";2
"CMF";471.298;0.0342;0.1447;0.0106;0.1501;"Train";2
"NMF";563.855;0.0354;0.1449;0.0122;0.1098;"Train";2
"NNLM";211.841;0.0332;0.1443;0.0105;0.0668;"Train";2
"AIRWLS";228.693;0.0329;0.1444;0.0099;0.605;"Train";2
"Newton";104.039;0.0329;0.1444;0.0099;0.6163;"Train";2
"C-SGD";58.914;0.032;0.1443;0.0111;0.5596;"Train";2
"B-SGD";34.185;0.0307;0.1441;0.0118;0.4892;"Train";2
"glmPCA";610.32;0.0407;0.4951;0.0274;-0.0225;"Test";2
"NBWaVE";239.393;0.0366;0.4946;0.0158;0.5709;"Test";2
"CMF";471.298;0.0355;0.4945;0.024;0.1501;"Test";2
"NMF";563.855;0.0367;0.4945;0.0259;0.1098;"Test";2
"NNLM";211.841;0.0345;0.4947;0.018;0.0668;"Test";2
"AIRWLS";228.693;0.0345;0.4946;0.0182;0.605;"Test";2
"Newton";104.039;0.0345;0.4945;0.0203;0.6163;"Test";2
"C-SGD";58.914;0.0354;0.4946;0.0149;0.5596;"Test";2
"B-SGD";34.185;0.0382;0.4947;0.0144;0.4892;"Test";2
"glmPCA";60.721;0.0376;0.0077;0.0262;-0.0171;"Full";3
"NBWaVE";273.129;0.0312;0.0064;0.0142;0.5416;"Full";3
"CMF";477.069;0.0326;0.0067;Inf;0.2941;"Full";3
"NMF";566.352;0.0336;0.0069;0.0157;0.2094;"Full";3
"NNLM";192.813;0.0316;0.0065;0.0117;0.1759;"Full";3
"AIRWLS";227.136;0.0314;0.0064;0.0121;0.6097;"Full";3
"Newton";107.273;0.0313;0.0064;0.0124;0.6208;"Full";3
"C-SGD";59.642;0.031;0.0064;0.0121;0.5214;"Full";3
"B-SGD";34.124;0.0307;0.0063;0.0122;0.5394;"Full";3
"glmPCA";60.721;0.0376;0.1459;0.0259;-0.0171;"Train";3
"NBWaVE";273.129;0.0301;0.1447;0.0137;0.5416;"Train";3
"CMF";477.069;0.0324;0.145;Inf;0.2941;"Train";3
"NMF";566.352;0.0334;0.1453;0.0122;0.2094;"Train";3
"NNLM";192.813;0.0313;0.1448;0.0104;0.1759;"Train";3
"AIRWLS";227.136;0.0311;0.1448;0.0096;0.6097;"Train";3
"Newton";107.273;0.031;0.1448;0.0096;0.6208;"Train";3
"C-SGD";59.642;0.0302;0.1447;0.0112;0.5214;"Train";3
"B-SGD";34.124;0.0291;0.1445;0.0116;0.5394;"Train";3
"glmPCA";60.721;0.0377;0.4948;0.027;-0.0171;"Test";3
"NBWaVE";273.129;0.0342;0.4943;0.0156;0.5416;"Test";3
"CMF";477.069;0.0333;0.4944;Inf;0.2941;"Test";3
"NMF";566.352;0.0342;0.4942;0.0257;0.2094;"Test";3
"NNLM";192.813;0.0321;0.4943;0.0154;0.1759;"Test";3
"AIRWLS";227.136;0.0321;0.4942;0.0191;0.6097;"Test";3
"Newton";107.273;0.0322;0.4942;0.0204;0.6208;"Test";3
"C-SGD";59.642;0.0331;0.4943;0.0147;0.5214;"Test";3
"B-SGD";34.124;0.0355;0.4944;0.0139;0.5394;"Test";3
"glmPCA";608.733;0.0372;0.0086;0.0204;-0.0183;"Full";4
"NBWaVE";222.38;0.0311;0.0072;0.0124;0.6005;"Full";4
"CMF";472.467;0.033;0.0077;0.0146;0.1363;"Full";4
"NMF";566.532;0.0339;0.0078;0.0134;0.082;"Full";4
"NNLM";196.54;0.0316;0.0074;0.0102;0.1501;"Full";4
"AIRWLS";224.006;0.0314;0.0073;0.0106;0.6276;"Full";4
"Newton";108.715;0.0314;0.0073;0.0114;0.6116;"Full";4
"C-SGD";59.264;0.0309;0.0072;0.0105;0.5947;"Full";4
"B-SGD";32.816;0.0307;0.0072;0.0107;0.5294;"Full";4
"glmPCA";608.733;0.0371;0.1467;0.0202;-0.0183;"Train";4
"NBWaVE";222.38;0.0301;0.1453;0.0121;0.6005;"Train";4
"CMF";472.467;0.0328;0.1458;0.0094;0.1363;"Train";4
"NMF";566.532;0.0337;0.1461;0.0108;0.082;"Train";4
"NNLM";196.54;0.0314;0.1455;0.0092;0.1501;"Train";4
"AIRWLS";224.006;0.0311;0.1455;0.0084;0.6276;"Train";4
"Newton";108.715;0.0311;0.1455;0.0084;0.6116;"Train";4
"C-SGD";59.264;0.03;0.1453;0.0098;0.5947;"Train";4
"B-SGD";32.816;0.0291;0.1452;0.0102;0.5294;"Train";4
"glmPCA";608.733;0.0373;0.4953;0.0209;-0.0183;"Test";4
"NBWaVE";222.38;0.0341;0.4949;0.0132;0.6005;"Test";4
"CMF";472.467;0.0338;0.495;0.0294;0.1363;"Test";4
"NMF";566.532;0.0344;0.4948;0.0207;0.082;"Test";4
"NNLM";196.54;0.0322;0.4948;0.0132;0.1501;"Test";4
"AIRWLS";224.006;0.0321;0.4948;0.017;0.6276;"Test";4
"Newton";108.715;0.0322;0.4948;0.02;0.6116;"Test";4
"C-SGD";59.264;0.0332;0.4949;0.0124;0.5947;"Test";4
"B-SGD";32.816;0.0351;0.495;0.0121;0.5294;"Test";4
"glmPCA";587.024;0.0336;0.0088;0.0207;-0.0252;"Full";5
"NBWaVE";290.083;0.0288;0.0076;0.0127;0.4794;"Full";5
"CMF";468.126;0.0302;0.008;0.0142;0.1565;"Full";5
"NMF";561.919;0.0309;0.0082;0.0136;0.1173;"Full";5
"NNLM";197.65;0.0293;0.0078;0.0104;0.0493;"Full";5
"AIRWLS";222.84;0.0291;0.0077;0.0108;0.4997;"Full";5
"Newton";107.52;0.0291;0.0077;0.0118;0.4906;"Full";5
"C-SGD";59.38;0.0286;0.0076;0.0107;0.4817;"Full";5
"B-SGD";33.365;0.0284;0.0075;0.0109;0.3554;"Full";5
"glmPCA";587.024;0.0336;0.147;0.0205;-0.0252;"Train";5
"NBWaVE";290.083;0.0278;0.1457;0.0124;0.4794;"Train";5
"CMF";468.126;0.03;0.1461;0.0093;0.1565;"Train";5
"NMF";561.919;0.0308;0.1465;0.0108;0.1173;"Train";5
"NNLM";197.65;0.0291;0.1459;0.0091;0.0493;"Train";5
"AIRWLS";222.84;0.0289;0.1459;0.0085;0.4997;"Train";5
"Newton";107.52;0.0289;0.1459;0.0085;0.4906;"Train";5
"C-SGD";59.38;0.0278;0.1457;0.0099;0.4817;"Train";5
"B-SGD";33.365;0.027;0.1456;0.0103;0.3554;"Train";5
"glmPCA";587.024;0.0337;0.4953;0.0213;-0.0252;"Test";5
"NBWaVE";290.083;0.0314;0.4949;0.0137;0.4794;"Test";5
"CMF";468.126;0.0309;0.495;0.0281;0.1565;"Test";5
"NMF";561.919;0.0314;0.4947;0.0217;0.1173;"Test";5
"NNLM";197.65;0.0298;0.4949;0.014;0.0493;"Test";5
"AIRWLS";222.84;0.0297;0.4948;0.0174;0.4997;"Test";5
"Newton";107.52;0.0298;0.4948;0.0211;0.4906;"Test";5
"C-SGD";59.38;0.0307;0.4949;0.013;0.4817;"Test";5
"B-SGD";33.365;0.0322;0.495;0.0126;0.3554;"Test";5
"glmPCA";605.155;0.0366;0.0077;0.0224;-0.0229;"Full";6
"NBWaVE";263.909;0.0306;0.0065;0.0145;0.5026;"Full";6
"CMF";470.401;0.0324;0.0069;Inf;0.1546;"Full";6
"NMF";NA;NA;NA;NA;NA;"Full";6
"NNLM";188.61;0.0311;0.0066;Inf;0.0737;"Full";6
"AIRWLS";223.026;0.031;0.0066;0.0127;0.5528;"Full";6
"Newton";105.962;0.031;0.0066;0.0136;0.5511;"Full";6
"C-SGD";59.924;0.0305;0.0065;0.0124;0.5076;"Full";6
"B-SGD";33.983;0.0303;0.0064;0.0128;0.3834;"Full";6
"glmPCA";605.155;0.0365;0.146;0.0222;-0.0229;"Train";6
"NBWaVE";263.909;0.0295;0.1448;0.0141;0.5026;"Train";6
"CMF";470.401;0.0321;0.1452;0.0111;0.1546;"Train";6
"NMF";NA;NA;NA;NA;NA;"Train";6
"NNLM";188.61;0.0309;0.1449;0.0108;0.0737;"Train";6
"AIRWLS";223.026;0.0307;0.1449;0.01;0.5528;"Train";6
"Newton";105.962;0.0307;0.145;0.01;0.5511;"Train";6
"C-SGD";59.924;0.0298;0.1448;0.0114;0.5076;"Train";6
"B-SGD";33.983;0.0286;0.1447;0.0122;0.3834;"Train";6
"glmPCA";605.155;0.0368;0.4947;0.0228;-0.0229;"Test";6
"NBWaVE";263.909;0.0337;0.4943;0.0157;0.5026;"Test";6
"CMF";470.401;0.0333;0.4944;Inf;0.1546;"Test";6
"NMF";NA;NA;NA;NA;NA;"Test";6
"NNLM";188.61;0.0318;0.4943;Inf;0.0737;"Test";6
"AIRWLS";223.026;0.0318;0.4943;0.0205;0.5528;"Test";6
"Newton";105.962;0.0319;0.4942;0.0239;0.5511;"Test";6
"C-SGD";59.924;0.0327;0.4943;0.015;0.5076;"Test";6
"B-SGD";33.983;0.0352;0.4945;0.0144;0.3834;"Test";6
"glmPCA";600.725;0.0379;0.0077;0.0221;-0.0129;"Full";7
"NBWaVE";238.772;0.0319;0.0065;0.0143;0.5487;"Full";7
"CMF";478.807;0.0335;0.0068;0.0158;0.1897;"Full";7
"NMF";NA;NA;NA;NA;NA;"Full";7
"NNLM";181.838;0.0325;0.0066;0.0119;0.1275;"Full";7
"AIRWLS";224.393;0.0323;0.0066;0.0124;0.5618;"Full";7
"Newton";99.1;0.0323;0.0066;0.0131;0.5558;"Full";7
"C-SGD";59.898;0.0317;0.0065;0.0122;0.5649;"Full";7
"B-SGD";33.153;0.0316;0.0065;0.0125;0.4868;"Full";7
"glmPCA";600.725;0.0379;0.1458;0.0219;-0.0129;"Train";7
"NBWaVE";238.772;0.0308;0.1446;0.0139;0.5487;"Train";7
"CMF";478.807;0.0332;0.1449;0.0109;0.1897;"Train";7
"NMF";NA;NA;NA;NA;NA;"Train";7
"NNLM";181.838;0.0322;0.1448;0.0107;0.1275;"Train";7
"AIRWLS";224.393;0.032;0.1448;0.01;0.5618;"Train";7
"Newton";99.1;0.0319;0.1448;0.01;0.5558;"Train";7
"C-SGD";59.898;0.0308;0.1446;0.0114;0.5649;"Train";7
"B-SGD";33.153;0.0298;0.1445;0.0119;0.4868;"Train";7
"glmPCA";600.725;0.0381;0.495;0.0226;-0.0129;"Test";7
"NBWaVE";238.772;0.0351;0.4947;0.0153;0.5487;"Test";7
"CMF";478.807;0.0344;0.4948;0.0299;0.1897;"Test";7
"NMF";NA;NA;NA;NA;NA;"Test";7
"NNLM";181.838;0.0331;0.4947;0.0153;0.1275;"Test";7
"AIRWLS";224.393;0.0331;0.4946;0.0193;0.5618;"Test";7
"Newton";99.1;0.0332;0.4946;0.0218;0.5558;"Test";7
"C-SGD";59.898;0.0342;0.4947;0.0146;0.5649;"Test";7
"B-SGD";33.153;0.0368;0.4948;0.0142;0.4868;"Test";7
"glmPCA";583.656;0.0393;0.0078;0.0215;-0.0432;"Full";8
"NBWaVE";231.353;0.0333;0.0066;0.0135;0.5001;"Full";8
"CMF";478.719;0.0349;0.0069;0.0138;0.1713;"Full";8
"NMF";567.516;0.0358;0.0071;0.0143;0.0405;"Full";8
"NNLM";196.553;0.0339;0.0067;0.0113;0.1238;"Full";8
"AIRWLS";226.234;0.0337;0.0067;0.0116;0.529;"Full";8
"Newton";102.887;0.0337;0.0067;0.0122;0.5117;"Full";8
"C-SGD";59.47;0.0331;0.0066;0.0116;0.4854;"Full";8
"B-SGD";34.154;0.033;0.0066;0.0118;0.3833;"Full";8
"glmPCA";583.656;0.0393;0.1462;0.0214;-0.0432;"Train";8
"NBWaVE";231.353;0.0322;0.145;0.0132;0.5001;"Train";8
"CMF";478.719;0.0347;0.1454;0.0102;0.1713;"Train";8
"NMF";567.516;0.0357;0.1457;0.0116;0.0405;"Train";8
"NNLM";196.553;0.0337;0.1452;0.0101;0.1238;"Train";8
"AIRWLS";226.234;0.0335;0.1452;0.0094;0.529;"Train";8
"Newton";102.887;0.0334;0.1452;0.0094;0.5117;"Train";8
"C-SGD";59.47;0.0323;0.145;0.0108;0.4854;"Train";8
"B-SGD";34.154;0.0313;0.1449;0.0112;0.3833;"Train";8
"glmPCA";583.656;0.0392;0.4945;0.0219;-0.0432;"Test";8
"NBWaVE";231.353;0.0363;0.4942;0.0143;0.5001;"Test";8
"CMF";478.719;0.0354;0.4942;0.0239;0.1713;"Test";8
"NMF";567.516;0.0362;0.494;0.022;0.0405;"Test";8
"NNLM";196.553;0.0343;0.4941;0.0146;0.1238;"Test";8
"AIRWLS";226.234;0.0343;0.4941;0.0179;0.529;"Test";8
"Newton";102.887;0.0344;0.494;0.0201;0.5117;"Test";8
"C-SGD";59.47;0.0356;0.4942;0.0136;0.4854;"Test";8
"B-SGD";34.154;0.0381;0.4943;0.0134;0.3833;"Test";8
"glmPCA";586.822;0.0362;0.0076;0.0206;-0.0256;"Full";9
"NBWaVE";268.447;0.0306;0.0065;0.0133;0.5216;"Full";9
"CMF";475.201;0.0324;0.0069;0.0145;0.1624;"Full";9
"NMF";NA;NA;NA;NA;NA;"Full";9
"NNLM";198.048;0.0312;0.0066;0.0111;0.2091;"Full";9
"AIRWLS";225.937;0.031;0.0066;0.0116;0.5338;"Full";9
"Newton";110.476;0.031;0.0066;0.0123;0.5339;"Full";9
"C-SGD";59.749;0.0305;0.0065;0.0115;0.5254;"Full";9
"B-SGD";32.962;0.0306;0.0065;0.0117;0.4397;"Full";9
"glmPCA";586.822;0.0362;0.146;0.0205;-0.0256;"Train";9
"NBWaVE";268.447;0.0296;0.1449;0.013;0.5216;"Train";9
"CMF";475.201;0.0322;0.1453;0.0102;0.1624;"Train";9
"NMF";NA;NA;NA;NA;NA;"Train";9
"NNLM";198.048;0.031;0.1451;0.0099;0.2091;"Train";9
"AIRWLS";225.937;0.0308;0.145;0.0092;0.5338;"Train";9
"Newton";110.476;0.0308;0.1451;0.0092;0.5339;"Train";9
"C-SGD";59.749;0.0297;0.1449;0.0108;0.5254;"Train";9
"B-SGD";32.962;0.029;0.1448;0.0111;0.4397;"Train";9
"glmPCA";586.822;0.0362;0.4945;0.0211;-0.0256;"Test";9
"NBWaVE";268.447;0.0335;0.4942;0.0142;0.5216;"Test";9
"CMF";475.201;0.033;0.4943;0.0269;0.1624;"Test";9
"NMF";NA;NA;NA;NA;NA;"Test";9
"NNLM";198.048;0.0317;0.4942;0.0144;0.2091;"Test";9
"AIRWLS";225.937;0.0317;0.4941;0.0184;0.5338;"Test";9
"Newton";110.476;0.0317;0.4941;0.0209;0.5339;"Test";9
"C-SGD";59.749;0.0328;0.4942;0.0136;0.5254;"Test";9
"B-SGD";32.962;0.0352;0.4943;0.0133;0.4397;"Test";9
"glmPCA";609.94;0.0383;0.0082;0.021;-0.0208;"Full";10
"NBWaVE";210.081;0.0325;0.007;0.0129;0.5222;"Full";10
"CMF";477.786;0.0343;0.0074;0.0142;0.1671;"Full";10
"NMF";564.399;0.0352;0.0075;0.0139;0.0722;"Full";10
"NNLM";204.565;0.0331;0.0071;0.0108;0.1367;"Full";10
"AIRWLS";223.193;0.0329;0.0071;0.0112;0.5698;"Full";10
"Newton";107.231;0.0329;0.0071;0.012;0.5539;"Full";10
"C-SGD";60.211;0.0324;0.007;0.0111;0.4806;"Full";10
"B-SGD";33.752;0.0322;0.0069;0.0113;0.4779;"Full";10
"glmPCA";609.94;0.0382;0.1461;0.0207;-0.0208;"Train";10
"NBWaVE";210.081;0.0314;0.1449;0.0126;0.5222;"Train";10
"CMF";477.786;0.0341;0.1453;0.0098;0.1671;"Train";10
"NMF";564.399;0.035;0.1456;0.0113;0.0722;"Train";10
"NNLM";204.565;0.0328;0.145;0.0096;0.1367;"Train";10
"AIRWLS";223.193;0.0326;0.145;0.0089;0.5698;"Train";10
"Newton";107.231;0.0326;0.145;0.0089;0.5539;"Train";10
"C-SGD";60.211;0.0316;0.1449;0.0103;0.4806;"Train";10
"B-SGD";33.752;0.0307;0.1448;0.0107;0.4779;"Train";10
"glmPCA";609.94;0.0384;0.4955;0.0216;-0.0208;"Test";10
"NBWaVE";210.081;0.0356;0.4951;0.0138;0.5222;"Test";10
"CMF";477.786;0.0351;0.4952;0.0266;0.1671;"Test";10
"NMF";564.399;0.0358;0.495;0.0214;0.0722;"Test";10
"NNLM";204.565;0.0337;0.4952;0.0141;0.1367;"Test";10
"AIRWLS";223.193;0.0337;0.4951;0.0177;0.5698;"Test";10
"Newton";107.231;0.0338;0.4951;0.0207;0.5539;"Test";10
"C-SGD";60.211;0.0346;0.4951;0.0133;0.4806;"Test";10
"B-SGD";33.752;0.0364;0.4953;0.0128;0.4779;"Test";10
"glmPCA";597.032;0.0377;0.008;0.0205;-0.027;"Full";11
"NBWaVE";225.761;0.0317;0.0067;0.0131;0.5456;"Full";11
"CMF";474.008;0.0333;0.0071;0.0142;0.1963;"Full";11
"NMF";NA;NA;NA;NA;NA;"Full";11
"NNLM";185.353;0.0322;0.0069;0.0109;0.1509;"Full";11
"AIRWLS";224.01;0.032;0.0068;0.0114;0.5705;"Full";11
"Newton";104.355;0.032;0.0068;0.0119;0.57;"Full";11
"C-SGD";59.944;0.0315;0.0067;0.0112;0.5492;"Full";11
"B-SGD";33.236;0.0313;0.0067;0.0114;0.4831;"Full";11
"glmPCA";597.032;0.0377;0.1463;0.0204;-0.027;"Train";11
"NBWaVE";225.761;0.0306;0.1451;0.0128;0.5456;"Train";11
"CMF";474.008;0.0331;0.1455;0.01;0.1963;"Train";11
"NMF";NA;NA;NA;NA;NA;"Train";11
"NNLM";185.353;0.032;0.1452;0.0099;0.1509;"Train";11
"AIRWLS";224.01;0.0318;0.1452;0.0092;0.5705;"Train";11
"Newton";104.355;0.0317;0.1453;0.0092;0.57;"Train";11
"C-SGD";59.944;0.0308;0.1451;0.0105;0.5492;"Train";11
"B-SGD";33.236;0.0297;0.145;0.0108;0.4831;"Train";11
"glmPCA";597.032;0.0376;0.4947;0.0209;-0.027;"Test";11
"NBWaVE";225.761;0.0347;0.4943;0.014;0.5456;"Test";11
"CMF";474.008;0.034;0.4944;0.0262;0.1963;"Test";11
"NMF";NA;NA;NA;NA;NA;"Test";11
"NNLM";185.353;0.0327;0.4943;0.0138;0.1509;"Test";11
"AIRWLS";224.01;0.0327;0.4943;0.0175;0.5705;"Test";11
"Newton";104.355;0.0328;0.4942;0.0196;0.57;"Test";11
"C-SGD";59.944;0.0337;0.4943;0.0132;0.5492;"Test";11
"B-SGD";33.236;0.0358;0.4944;0.0128;0.4831;"Test";11
"glmPCA";596.708;0.0362;0.009;0.0199;-0.0156;"Full";12
"NBWaVE";226.117;0.0308;0.0077;0.0126;0.5352;"Full";12
"CMF";467.842;0.0325;0.0081;0.0144;0.1945;"Full";12
"NMF";NA;NA;NA;NA;NA;"Full";12
"NNLM";192.616;0.0314;0.0078;0.0105;0.1072;"Full";12
"AIRWLS";226.853;0.0312;0.0078;0.011;0.5664;"Full";12
"Newton";106.436;0.0312;0.0078;0.0118;0.5786;"Full";12
"C-SGD";58.663;0.0306;0.0076;0.0108;0.5489;"Full";12
"B-SGD";33.5;0.0304;0.0076;0.0109;0.4673;"Full";12
"glmPCA";596.708;0.0362;0.1472;0.0198;-0.0156;"Train";12
"NBWaVE";226.117;0.0299;0.146;0.0123;0.5352;"Train";12
"CMF";467.842;0.0323;0.1464;0.0094;0.1945;"Train";12
"NMF";NA;NA;NA;NA;NA;"Train";12
"NNLM";192.616;0.0313;0.1462;0.0093;0.1072;"Train";12
"AIRWLS";226.853;0.031;0.1462;0.0086;0.5664;"Train";12
"Newton";106.436;0.031;0.1462;0.0086;0.5786;"Train";12
"C-SGD";58.663;0.0299;0.1459;0.0101;0.5489;"Train";12
"B-SGD";33.5;0.0292;0.1458;0.0104;0.4673;"Train";12
"glmPCA";596.708;0.0361;0.4951;0.0202;-0.0156;"Test";12
"NBWaVE";226.117;0.0335;0.4947;0.0136;0.5352;"Test";12
"CMF";467.842;0.033;0.4947;0.0286;0.1945;"Test";12
"NMF";NA;NA;NA;NA;NA;"Test";12
"NNLM";192.616;0.0318;0.4947;0.0138;0.1072;"Test";12
"AIRWLS";226.853;0.0317;0.4946;0.0177;0.5664;"Test";12
"Newton";106.436;0.0318;0.4946;0.0209;0.5786;"Test";12
"C-SGD";58.663;0.0325;0.4947;0.0127;0.5489;"Test";12
"B-SGD";33.5;0.0339;0.4948;0.0124;0.4673;"Test";12
"glmPCA";600.8;0.0387;0.0075;0.0234;-0.022;"Full";13
"NBWaVE";225.908;0.0323;0.0062;0.0145;0.5223;"Full";13
"CMF";471.333;0.0337;0.0065;0.0146;0.2734;"Full";13
"NMF";NA;NA;NA;NA;NA;"Full";13
"NNLM";181.754;0.0327;0.0064;0.012;0.098;"Full";13
"AIRWLS";224.615;0.0325;0.0063;0.0125;0.5846;"Full";13
"Newton";102.714;0.0325;0.0063;0.0132;0.5758;"Full";13
"C-SGD";59.589;0.032;0.0062;0.0124;0.5567;"Full";13
"B-SGD";32.99;0.0319;0.0062;0.0127;0.5043;"Full";13
"glmPCA";600.8;0.0387;0.1455;0.0232;-0.022;"Train";13
"NBWaVE";225.908;0.0311;0.1443;0.0141;0.5223;"Train";13
"CMF";471.333;0.0335;0.1447;0.0109;0.2734;"Train";13
"NMF";NA;NA;NA;NA;NA;"Train";13
"NNLM";181.754;0.0325;0.1445;0.0108;0.098;"Train";13
"AIRWLS";224.615;0.0322;0.1445;0.0101;0.5846;"Train";13
"Newton";102.714;0.0322;0.1445;0.0101;0.5758;"Train";13
"C-SGD";59.589;0.0311;0.1443;0.0116;0.5567;"Train";13
"B-SGD";32.99;0.0302;0.1443;0.012;0.5043;"Train";13
"glmPCA";600.8;0.0388;0.4951;0.024;-0.022;"Test";13
"NBWaVE";225.908;0.0354;0.4946;0.0158;0.5223;"Test";13
"CMF";471.333;0.0344;0.4946;0.0255;0.2734;"Test";13
"NMF";NA;NA;NA;NA;NA;"Test";13
"NNLM";181.754;0.0333;0.4946;0.0154;0.098;"Test";13
"AIRWLS";224.615;0.0333;0.4945;0.0195;0.5846;"Test";13
"Newton";102.714;0.0334;0.4945;0.0221;0.5758;"Test";13
"C-SGD";59.589;0.0345;0.4946;0.0147;0.5567;"Test";13
"B-SGD";32.99;0.0368;0.4947;0.0145;0.5043;"Test";13
"glmPCA";588.319;0.0366;0.0075;0.0209;-0.009;"Full";14
"NBWaVE";236.817;0.0308;0.0064;0.0136;0.5028;"Full";14
"CMF";478.139;0.0329;0.0068;0.0162;0.0307;"Full";14
"NMF";NA;NA;NA;NA;NA;"Full";14
"NNLM";179.801;0.0314;0.0065;0.0115;0.075;"Full";14
"AIRWLS";217.507;0.0312;0.0065;0.012;0.5395;"Full";14
"Newton";102.969;0.0312;0.0065;0.0129;0.5425;"Full";14
"C-SGD";58.934;0.0307;0.0064;0.0118;0.5108;"Full";14
"B-SGD";32.437;0.0307;0.0064;0.012;0.3874;"Full";14
"glmPCA";588.319;0.0366;0.1459;0.0208;-0.009;"Train";14
"NBWaVE";236.817;0.0298;0.1447;0.0134;0.5028;"Train";14
"CMF";478.139;0.0326;0.1451;0.0108;0.0307;"Train";14
"NMF";NA;NA;NA;NA;NA;"Train";14
"NNLM";179.801;0.0312;0.1449;0.0104;0.075;"Train";14
"AIRWLS";217.507;0.0309;0.1449;0.0097;0.5395;"Train";14
"Newton";102.969;0.0309;0.1449;0.0097;0.5425;"Train";14
"C-SGD";58.934;0.03;0.1447;0.011;0.5108;"Train";14
"B-SGD";32.437;0.0291;0.1447;0.0115;0.3874;"Train";14
"glmPCA";588.319;0.0368;0.4946;0.0213;-0.009;"Test";14
"NBWaVE";236.817;0.034;0.4942;0.0145;0.5028;"Test";14
"CMF";478.139;0.0339;0.4945;0.0313;0.0307;"Test";14
"NMF";NA;NA;NA;NA;NA;"Test";14
"NNLM";179.801;0.0321;0.4942;0.0146;0.075;"Test";14
"AIRWLS";217.507;0.032;0.4941;0.0187;0.5395;"Test";14
"Newton";102.969;0.0321;0.4941;0.0222;0.5425;"Test";14
"C-SGD";58.934;0.033;0.4942;0.0139;0.5108;"Test";14
"B-SGD";32.437;0.0354;0.4943;0.0135;0.3874;"Test";14
"glmPCA";599.8;0.0348;0.0081;0.0216;-0.0231;"Full";15
"NBWaVE";280.173;0.0293;0.0069;0.0135;0.5247;"Full";15
"CMF";467.97;0.0308;0.0073;0.0147;0.2136;"Full";15
"NMF";563.523;0.0316;0.0074;0.0142;0.1735;"Full";15
"NNLM";215.187;0.0298;0.007;0.0112;0.1614;"Full";15
"AIRWLS";222.266;0.0296;0.007;0.0118;0.4993;"Full";15
"Newton";95.865;0.0296;0.007;0.0124;0.5115;"Full";15
"C-SGD";58.83;0.0291;0.0069;0.0116;0.5192;"Full";15
"B-SGD";33.714;0.0288;0.0068;0.0118;0.462;"Full";15
"glmPCA";599.8;0.0347;0.146;0.0215;-0.0231;"Train";15
"NBWaVE";280.173;0.0283;0.1448;0.0132;0.5247;"Train";15
