"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"CMF";359.122;0.0452;0.1504;0.0183;0.0342;"Train";2
"NMF";482.306;0.0463;0.1507;0.0196;0.0284;"Train";2
"NNLM";273.222;0.0445;0.1502;0.0177;0.0749;"Train";2
"AIRWLS";273.156;0.0437;0.1501;0.0167;0.4358;"Train";2
"Newton";148.294;0.0436;0.15;0.0167;0.46;"Train";2
"C-SGD";66.71;0.0435;0.15;0.0173;0.3705;"Train";2
"B-SGD";43.196;0.0428;0.1499;0.0173;0.4082;"Train";2
"glmPCA";1156.597;0.0494;0.4979;0.0251;-0.0222;"Test";2
"NBWaVE";212.431;0.0452;0.4973;0.019;0.4599;"Test";2
"CMF";359.122;0.0453;0.4974;0.0202;0.0342;"Test";2
"NMF";482.306;0.0464;0.4974;0.0209;0.0284;"Test";2
"NNLM";273.222;0.0447;0.4973;0.0187;0.0749;"Test";2
"AIRWLS";273.156;0.0439;0.4971;0.0182;0.4358;"Test";2
"Newton";148.294;0.0439;0.4971;0.0183;0.46;"Test";2
"C-SGD";66.71;0.044;0.4972;0.018;0.3705;"Test";2
"B-SGD";43.196;0.0435;0.4971;0.0179;0.4082;"Test";2
"glmPCA";1283.423;0.0481;0.0142;0.0254;-0.0171;"Full";3
"NBWaVE";244.193;0.044;0.013;0.0195;0.4395;"Full";3
"CMF";429.165;0.044;0.0131;0.0192;-0.0117;"Full";3
"NMF";643.848;0.0452;0.0134;0.0208;0.0043;"Full";3
"NNLM";319.515;0.0436;0.0129;0.0187;0.044;"Full";3
"AIRWLS";233.331;0.0429;0.0127;0.0178;0.4634;"Full";3
"Newton";196.4;0.0428;0.0127;0.0179;0.4785;"Full";3
"C-SGD";89.474;0.0428;0.0127;0.0183;0.4383;"Full";3
"B-SGD";51.551;0.0423;0.0126;0.0183;0.3836;"Full";3
"glmPCA";1283.423;0.0481;0.1514;0.0254;-0.0171;"Train";3
"NBWaVE";244.193;0.0438;0.1504;0.0194;0.4395;"Train";3
"CMF";429.165;0.044;0.1504;0.0188;-0.0117;"Train";3
"NMF";643.848;0.0452;0.1507;0.0205;0.0043;"Train";3
"NNLM";319.515;0.0435;0.1503;0.0185;0.044;"Train";3
"AIRWLS";233.331;0.0428;0.1502;0.0175;0.4634;"Train";3
"Newton";196.4;0.0427;0.1501;0.0175;0.4785;"Train";3
"C-SGD";89.474;0.0427;0.1501;0.0181;0.4383;"Train";3
"B-SGD";51.551;0.0421;0.15;0.0182;0.3836;"Train";3
"glmPCA";1283.423;0.0482;0.4983;0.0257;-0.0171;"Test";3
"NBWaVE";244.193;0.0444;0.4977;0.0198;0.4395;"Test";3
"CMF";429.165;0.0442;0.4977;0.0203;-0.0117;"Test";3
"NMF";643.848;0.0454;0.4978;0.0215;0.0043;"Test";3
"NNLM";319.515;0.0438;0.4977;0.0193;0.044;"Test";3
"AIRWLS";233.331;0.0431;0.4976;0.0187;0.4634;"Test";3
"Newton";196.4;0.043;0.4976;0.0188;0.4785;"Test";3
"C-SGD";89.474;0.0433;0.4976;0.0188;0.4383;"Test";3
"B-SGD";51.551;0.0429;0.4976;0.0187;0.3836;"Test";3
"glmPCA";1414.206;0.0525;0.0151;0.0255;-0.0314;"Full";4
"NBWaVE";283.731;0.0474;0.0136;0.0182;0.4393;"Full";4
"CMF";417.146;0.0477;0.0138;0.0184;0.048;"Full";4
"NMF";642.224;0.049;0.0141;0.0197;-0.0565;"Full";4
"NNLM";316.56;0.047;0.0136;0.0176;-0.01;"Full";4
"AIRWLS";257.588;0.0461;0.0133;0.0164;0.4843;"Full";4
"Newton";194.928;0.0461;0.0133;0.0164;0.4356;"Full";4
"C-SGD";85.472;0.046;0.0133;0.017;0.4116;"Full";4
"B-SGD";49.972;0.0454;0.0132;0.017;0.423;"Full";4
"glmPCA";1414.206;0.0524;0.1523;0.0254;-0.0314;"Train";4
"NBWaVE";283.731;0.0472;0.151;0.0181;0.4393;"Train";4
"CMF";417.146;0.0476;0.1512;0.0178;0.048;"Train";4
"NMF";642.224;0.0489;0.1515;0.0192;-0.0565;"Train";4
"NNLM";316.56;0.0469;0.151;0.0173;-0.01;"Train";4
"AIRWLS";257.588;0.046;0.1508;0.0161;0.4843;"Train";4
"Newton";194.928;0.046;0.1508;0.016;0.4356;"Train";4
"C-SGD";85.472;0.0459;0.1507;0.0168;0.4116;"Train";4
"B-SGD";49.972;0.0452;0.1506;0.0168;0.423;"Train";4
"glmPCA";1414.206;0.0526;0.4985;0.0258;-0.0314;"Test";4
"NBWaVE";283.731;0.0479;0.4978;0.0186;0.4393;"Test";4
"CMF";417.146;0.0478;0.4979;0.02;0.048;"Test";4
"NMF";642.224;0.0492;0.498;0.0209;-0.0565;"Test";4
"NNLM";316.56;0.0472;0.4978;0.0185;-0.01;"Test";4
"AIRWLS";257.588;0.0464;0.4977;0.0175;0.4843;"Test";4
"Newton";194.928;0.0463;0.4977;0.0176;0.4356;"Test";4
"C-SGD";85.472;0.0465;0.4977;0.0175;0.4116;"Test";4
"B-SGD";49.972;0.046;0.4977;0.0175;0.423;"Test";4
"glmPCA";1380.586;0.0498;0.0137;0.0291;-0.0138;"Full";5
"NBWaVE";260.862;0.0453;0.0125;0.02;0.4737;"Full";5
"CMF";390.802;0.0452;0.0125;0.0192;0.0187;"Full";5
"NMF";646.893;0.0465;0.0128;0.021;0.0456;"Full";5
"NNLM";318.415;0.0448;0.0124;0.0187;0.1051;"Full";5
"AIRWLS";293.886;0.0441;0.0122;0.0179;0.3929;"Full";5
"Newton";229.89;0.0441;0.0122;0.018;0.4534;"Full";5
"C-SGD";81.089;0.0439;0.0122;0.0184;0.3823;"Full";5
"B-SGD";55.048;0.0434;0.012;0.0184;0.2701;"Full";5
"glmPCA";1380.586;0.0498;0.1511;0.029;-0.0138;"Train";5
"NBWaVE";260.862;0.0451;0.15;0.0198;0.4737;"Train";5
"CMF";390.802;0.0452;0.1501;0.0187;0.0187;"Train";5
"NMF";646.893;0.0465;0.1504;0.0205;0.0456;"Train";5
"NNLM";318.415;0.0448;0.15;0.0185;0.1051;"Train";5
"AIRWLS";293.886;0.0441;0.1498;0.0175;0.3929;"Train";5
"Newton";229.89;0.044;0.1498;0.0175;0.4534;"Train";5
"C-SGD";81.089;0.0438;0.1497;0.0182;0.3823;"Train";5
"B-SGD";55.048;0.0432;0.1496;0.0183;0.2701;"Train";5
"glmPCA";1380.586;0.0498;0.4978;0.0295;-0.0138;"Test";5
"NBWaVE";260.862;0.0457;0.4972;0.0204;0.4737;"Test";5
"CMF";390.802;0.0452;0.4972;0.0206;0.0187;"Test";5
"NMF";646.893;0.0466;0.4973;0.0225;0.0456;"Test";5
"NNLM";318.415;0.0449;0.4972;0.0196;0.1051;"Test";5
"AIRWLS";293.886;0.0443;0.4971;0.0191;0.3929;"Test";5
"Newton";229.89;0.0442;0.4971;0.0194;0.4534;"Test";5
"C-SGD";81.089;0.0443;0.4971;0.019;0.3823;"Test";5
"B-SGD";55.048;0.0439;0.4971;0.0189;0.2701;"Test";5
"glmPCA";1426.787;0.0516;0.0138;0.0293;-0.0204;"Full";6
"NBWaVE";263.653;0.0467;0.0125;0.0199;0.4591;"Full";6
"CMF";419.869;0.047;0.0126;Inf;0.1714;"Full";6
"NMF";NA;NA;NA;NA;NA;"Full";6
"NNLM";318.484;0.0463;0.0125;Inf;-0.0374;"Full";6
"AIRWLS";218.657;0.0454;0.0122;0.0179;0.5079;"Full";6
"Newton";239.977;0.0453;0.0122;0.0179;0.3787;"Full";6
"C-SGD";82.706;0.0453;0.0122;0.0185;0.4611;"Full";6
"B-SGD";57.667;0.0446;0.0121;0.0186;0.454;"Full";6
"glmPCA";1426.787;0.0517;0.1513;0.0292;-0.0204;"Train";6
"NBWaVE";263.653;0.0465;0.1501;0.0197;0.4591;"Train";6
"CMF";419.869;0.0469;0.1502;0.0197;0.1714;"Train";6
"NMF";NA;NA;NA;NA;NA;"Train";6
"NNLM";318.484;0.0463;0.1501;0.0194;-0.0374;"Train";6
"AIRWLS";218.657;0.0453;0.1499;0.0175;0.5079;"Train";6
"Newton";239.977;0.0453;0.1499;0.0175;0.3787;"Train";6
"C-SGD";82.706;0.0452;0.1498;0.0183;0.4611;"Train";6
"B-SGD";57.667;0.0445;0.1497;0.0184;0.454;"Train";6
"glmPCA";1426.787;0.0516;0.4978;0.0295;-0.0204;"Test";6
"NBWaVE";263.653;0.047;0.4971;0.0203;0.4591;"Test";6
"CMF";419.869;0.0471;0.4973;Inf;0.1714;"Test";6
"NMF";NA;NA;NA;NA;NA;"Test";6
"NNLM";318.484;0.0464;0.4971;Inf;-0.0374;"Test";6
"AIRWLS";218.657;0.0455;0.497;0.0189;0.5079;"Test";6
"Newton";239.977;0.0454;0.497;0.0188;0.3787;"Test";6
"C-SGD";82.706;0.0456;0.497;0.019;0.4611;"Test";6
"B-SGD";57.667;0.0451;0.497;0.019;0.454;"Test";6
"glmPCA";1446.46;0.0514;0.0144;0.0278;-0.0101;"Full";7
"NBWaVE";258.135;0.0465;0.0131;0.0193;0.4897;"Full";7
"CMF";428.836;0.0465;0.0132;0.019;0.0531;"Full";7
"NMF";644.59;0.0479;0.0135;0.0204;0.0045;"Full";7
"NNLM";319.977;0.0461;0.013;0.0184;-0.0085;"Full";7
"AIRWLS";371.209;0.0454;0.0129;0.0176;0.3661;"Full";7
"Newton";253.877;0.0454;0.0128;0.0177;0.3765;"Full";7
"C-SGD";87.787;0.0453;0.0128;0.018;0.3594;"Full";7
"B-SGD";49.894;0.0447;0.0127;0.0179;0.3714;"Full";7
"glmPCA";1446.46;0.0514;0.1517;0.0277;-0.0101;"Train";7
"NBWaVE";258.135;0.0463;0.1506;0.0192;0.4897;"Train";7
"CMF";428.836;0.0465;0.1506;0.0186;0.0531;"Train";7
"NMF";644.59;0.0478;0.151;0.02;0.0045;"Train";7
"NNLM";319.977;0.046;0.1505;0.0181;-0.0085;"Train";7
"AIRWLS";371.209;0.0453;0.1504;0.0171;0.3661;"Train";7
"Newton";253.877;0.0453;0.1504;0.0171;0.3765;"Train";7
"C-SGD";87.787;0.0451;0.1503;0.0178;0.3594;"Train";7
"B-SGD";49.894;0.0445;0.1502;0.0178;0.3714;"Train";7
"glmPCA";1446.46;0.0514;0.4982;0.0281;-0.0101;"Test";7
"NBWaVE";258.135;0.0469;0.4976;0.0196;0.4897;"Test";7
"CMF";428.836;0.0467;0.4976;0.0204;0.0531;"Test";7
"NMF";644.59;0.048;0.4977;0.0215;0.0045;"Test";7
"NNLM";319.977;0.0462;0.4975;0.0191;-0.0085;"Test";7
"AIRWLS";371.209;0.0456;0.4974;0.0189;0.3661;"Test";7
"Newton";253.877;0.0456;0.4974;0.0195;0.3765;"Test";7
"C-SGD";87.787;0.0457;0.4975;0.0185;0.3594;"Test";7
"B-SGD";49.894;0.0453;0.4974;0.0184;0.3714;"Test";7
"glmPCA";1430.217;0.049;0.014;0.0263;-0.0158;"Full";8
"NBWaVE";273.044;0.0442;0.0127;0.019;0.4414;"Full";8
"CMF";428.205;0.0446;0.0129;0.0191;-0.0061;"Full";8
"NMF";NA;NA;NA;NA;NA;"Full";8
"NNLM";317.101;0.044;0.0127;0.0183;0.0587;"Full";8
"AIRWLS";241.513;0.043;0.0124;0.0172;0.5061;"Full";8
"Newton";186.176;0.0429;0.0124;0.0173;0.4628;"Full";8
"C-SGD";79.167;0.0429;0.0124;0.0176;0.4935;"Full";8
"B-SGD";51.909;0.0422;0.0122;0.0176;0.4916;"Full";8
"glmPCA";1430.217;0.0489;0.1515;0.0263;-0.0158;"Train";8
"NBWaVE";273.044;0.044;0.1503;0.0189;0.4414;"Train";8
"CMF";428.205;0.0445;0.1504;0.0185;-0.0061;"Train";8
"NMF";NA;NA;NA;NA;NA;"Train";8
"NNLM";317.101;0.0439;0.1503;0.018;0.0587;"Train";8
"AIRWLS";241.513;0.0429;0.15;0.0169;0.5061;"Train";8
"Newton";186.176;0.0428;0.15;0.0169;0.4628;"Train";8
"C-SGD";79.167;0.0427;0.15;0.0174;0.4935;"Train";8
"B-SGD";51.909;0.042;0.1499;0.0174;0.4916;"Train";8
"glmPCA";1430.217;0.0491;0.4979;0.0266;-0.0158;"Test";8
"NBWaVE";273.044;0.0447;0.4972;0.0194;0.4414;"Test";8
"CMF";428.205;0.0448;0.4973;0.0208;-0.0061;"Test";8
"NMF";NA;NA;NA;NA;NA;"Test";8
"NNLM";317.101;0.0443;0.4972;0.0191;0.0587;"Test";8
"AIRWLS";241.513;0.0433;0.4971;0.0183;0.5061;"Test";8
"Newton";186.176;0.0432;0.4971;0.0186;0.4628;"Test";8
"C-SGD";79.167;0.0434;0.4971;0.0181;0.4935;"Test";8
"B-SGD";51.909;0.0428;0.4971;0.018;0.4916;"Test";8
"glmPCA";1373.629;0.0492;0.0138;0.0268;-0.0336;"Full";9
"NBWaVE";262.833;0.045;0.0126;0.0195;0.4591;"Full";9
"CMF";407.182;0.0452;0.0127;0.0198;0.0213;"Full";9
"NMF";644.79;0.0464;0.013;0.0211;-0.0147;"Full";9
"NNLM";315.26;0.0448;0.0126;0.0191;0.0028;"Full";9
"AIRWLS";236.935;0.0439;0.0124;0.0176;0.4119;"Full";9
"Newton";203.789;0.0439;0.0124;0.0177;0.4568;"Full";9
"C-SGD";82.164;0.0438;0.0124;0.0181;0.4402;"Full";9
"B-SGD";49.532;0.0432;0.0122;0.0182;0.4216;"Full";9
"glmPCA";1373.629;0.0492;0.1511;0.0267;-0.0336;"Train";9
"NBWaVE";262.833;0.0449;0.1501;0.0194;0.4591;"Train";9
"CMF";407.182;0.0452;0.1502;0.019;0.0213;"Train";9
"NMF";644.79;0.0464;0.1505;0.0205;-0.0147;"Train";9
"NNLM";315.26;0.0447;0.1501;0.0187;0.0028;"Train";9
"AIRWLS";236.935;0.0439;0.1499;0.0172;0.4119;"Train";9
"Newton";203.789;0.0438;0.1499;0.0172;0.4568;"Train";9
"C-SGD";82.164;0.0437;0.1499;0.0179;0.4402;"Train";9
"B-SGD";49.532;0.043;0.1497;0.018;0.4216;"Train";9
"glmPCA";1373.629;0.0492;0.4979;0.0271;-0.0336;"Test";9
"NBWaVE";262.833;0.0454;0.4973;0.0199;0.4591;"Test";9
"CMF";407.182;0.0453;0.4974;0.022;0.0213;"Test";9
"NMF";644.79;0.0465;0.4975;0.0228;-0.0147;"Test";9
"NNLM";315.26;0.0449;0.4974;0.0203;0.0028;"Test";9
"AIRWLS";236.935;0.0441;0.4972;0.0187;0.4119;"Test";9
"Newton";203.789;0.044;0.4972;0.019;0.4568;"Test";9
"C-SGD";82.164;0.0442;0.4972;0.0186;0.4402;"Test";9
"B-SGD";49.532;0.0437;0.4972;0.0187;0.4216;"Test";9
"glmPCA";1424.633;0.049;0.015;0.0246;-0.0274;"Full";10
"NBWaVE";260.78;0.0449;0.0138;0.019;0.4438;"Full";10
"CMF";419.729;0.0453;0.014;0.0195;-0.0059;"Full";10
"NMF";NA;NA;NA;NA;NA;"Full";10
"NNLM";318.558;0.0445;0.0138;0.0182;0.0175;"Full";10
"AIRWLS";208.818;0.0438;0.0135;0.0173;0.5117;"Full";10
"Newton";176.373;0.0438;0.0135;0.0174;0.4318;"Full";10
"C-SGD";89.553;0.0437;0.0135;0.0178;0.4359;"Full";10
"B-SGD";50.147;0.0431;0.0134;0.0178;0.3974;"Full";10
"glmPCA";1424.633;0.0489;0.1523;0.0246;-0.0274;"Train";10
"NBWaVE";260.78;0.0447;0.1512;0.0189;0.4438;"Train";10
"CMF";419.729;0.0453;0.1514;0.0187;-0.0059;"Train";10
"NMF";NA;NA;NA;NA;NA;"Train";10
"NNLM";318.558;0.0445;0.1512;0.0179;0.0175;"Train";10
"AIRWLS";208.818;0.0438;0.151;0.0169;0.5117;"Train";10
"Newton";176.373;0.0437;0.151;0.0169;0.4318;"Train";10
"C-SGD";89.553;0.0436;0.1509;0.0176;0.4359;"Train";10
"B-SGD";50.147;0.0429;0.1508;0.0177;0.3974;"Train";10
"glmPCA";1424.633;0.049;0.4985;0.0248;-0.0274;"Test";10
"NBWaVE";260.78;0.0453;0.4979;0.0193;0.4438;"Test";10
"CMF";419.729;0.0454;0.498;0.0217;-0.0059;"Test";10
"NMF";NA;NA;NA;NA;NA;"Test";10
"NNLM";318.558;0.0447;0.4979;0.0189;0.0175;"Test";10
"AIRWLS";208.818;0.044;0.4978;0.0186;0.5117;"Test";10
"Newton";176.373;0.044;0.4978;0.0187;0.4318;"Test";10
"C-SGD";89.553;0.0441;0.4978;0.0182;0.4359;"Test";10
"B-SGD";50.147;0.0437;0.4978;0.0182;0.3974;"Test";10
"glmPCA";1438.703;0.0516;0.013;0.0287;-0.0194;"Full";11
"NBWaVE";268.149;0.0469;0.0118;0.0205;0.4534;"Full";11
"CMF";416.23;0.0472;0.012;0.0205;0.1632;"Full";11
"NMF";NA;NA;NA;NA;NA;"Full";11
"NNLM";318.917;0.0465;0.0118;0.0197;0.0746;"Full";11
"AIRWLS";234.873;0.0456;0.0116;0.0187;0.4297;"Full";11
"Newton";219.611;0.0455;0.0116;0.0187;0.4489;"Full";11
"C-SGD";88.355;0.0454;0.0115;0.0191;0.4738;"Full";11
"B-SGD";50.488;0.0448;0.0114;0.0191;0.4598;"Full";11
"glmPCA";1438.703;0.0516;0.1504;0.0286;-0.0194;"Train";11
"NBWaVE";268.149;0.0467;0.1494;0.0204;0.4534;"Train";11
"CMF";416.23;0.0471;0.1495;0.02;0.1632;"Train";11
"NMF";NA;NA;NA;NA;NA;"Train";11
"NNLM";318.917;0.0464;0.1494;0.0195;0.0746;"Train";11
"AIRWLS";234.873;0.0455;0.1492;0.0183;0.4297;"Train";11
"Newton";219.611;0.0455;0.1491;0.0183;0.4489;"Train";11
"C-SGD";88.355;0.0452;0.1491;0.0189;0.4738;"Train";11
"B-SGD";50.488;0.0446;0.149;0.0189;0.4598;"Train";11
"glmPCA";1438.703;0.0515;0.4976;0.0289;-0.0194;"Test";11
"NBWaVE";268.149;0.0472;0.4971;0.0209;0.4534;"Test";11
"CMF";416.23;0.0472;0.4971;0.0219;0.1632;"Test";11
"NMF";NA;NA;NA;NA;NA;"Test";11
"NNLM";318.917;0.0466;0.497;0.0204;0.0746;"Test";11
"AIRWLS";234.873;0.0457;0.4969;0.0197;0.4297;"Test";11
"Newton";219.611;0.0457;0.4969;0.0198;0.4489;"Test";11
"C-SGD";88.355;0.0458;0.4969;0.0195;0.4738;"Test";11
"B-SGD";50.488;0.0453;0.4969;0.0195;0.4598;"Test";11
"glmPCA";1402.124;0.0509;0.0139;0.0269;-0.012;"Full";12
"NBWaVE";249.776;0.0461;0.0126;0.0199;0.4795;"Full";12
"CMF";423.357;0.0463;0.0128;Inf;0.047;"Full";12
"NMF";NA;NA;NA;NA;NA;"Full";12
"NNLM";317.151;0.0458;0.0126;0.0192;0.0295;"Full";12
"AIRWLS";233.945;0.0449;0.0124;0.0181;0.4521;"Full";12
"Newton";197.055;0.0448;0.0124;0.0182;0.4779;"Full";12
"C-SGD";83.852;0.0448;0.0124;0.0185;0.4174;"Full";12
"B-SGD";58.315;0.0441;0.0122;0.0185;0.4734;"Full";12
"glmPCA";1402.124;0.0509;0.1515;0.0268;-0.012;"Train";12
"NBWaVE";249.776;0.0459;0.1504;0.0198;0.4795;"Train";12
"CMF";423.357;0.0463;0.1505;Inf;0.047;"Train";12
"NMF";NA;NA;NA;NA;NA;"Train";12
"NNLM";317.151;0.0458;0.1503;0.0189;0.0295;"Train";12
"AIRWLS";233.945;0.0448;0.1501;0.0178;0.4521;"Train";12
"Newton";197.055;0.0447;0.1501;0.0178;0.4779;"Train";12
"C-SGD";83.852;0.0447;0.1501;0.0184;0.4174;"Train";12
"B-SGD";58.315;0.0439;0.1499;0.0184;0.4734;"Train";12
"glmPCA";1402.124;0.0509;0.4977;0.027;-0.012;"Test";12
"NBWaVE";249.776;0.0465;0.497;0.0202;0.4795;"Test";12
"CMF";423.357;0.0464;0.4971;Inf;0.047;"Test";12
"NMF";NA;NA;NA;NA;NA;"Test";12
"NNLM";317.151;0.0459;0.497;0.0199;0.0295;"Test";12
"AIRWLS";233.945;0.045;0.4969;0.019;0.4521;"Test";12
"Newton";197.055;0.045;0.4969;0.0191;0.4779;"Test";12
"C-SGD";83.852;0.0452;0.4969;0.019;0.4174;"Test";12
"B-SGD";58.315;0.0446;0.4969;0.0189;0.4734;"Test";12
"glmPCA";1379.581;0.0519;0.0142;0.0257;-0.0231;"Full";13
"NBWaVE";276.493;0.0471;0.0129;0.019;0.4919;"Full";13
"CMF";431.018;0.0475;0.0131;0.0192;0.0321;"Full";13
"NMF";646.791;0.0488;0.0134;0.0205;0.013;"Full";13
"NNLM";316.928;0.0467;0.0129;0.0183;0.1158;"Full";13
"AIRWLS";340.347;0.0459;0.0126;0.0173;0.4655;"Full";13
"Newton";193.714;0.0458;0.0126;0.0173;0.4576;"Full";13
"C-SGD";83.878;0.0457;0.0126;0.0177;0.4385;"Full";13
"B-SGD";56.152;0.045;0.0124;0.0177;0.3801;"Full";13
"glmPCA";1379.581;0.0519;0.1515;0.0255;-0.0231;"Train";13
"NBWaVE";276.493;0.047;0.1504;0.0189;0.4919;"Train";13
"CMF";431.018;0.0474;0.1505;0.0186;0.0321;"Train";13
"NMF";646.791;0.0487;0.1508;0.0201;0.013;"Train";13
"NNLM";316.928;0.0466;0.1503;0.018;0.1158;"Train";13
"AIRWLS";340.347;0.0458;0.1502;0.0169;0.4655;"Train";13
"Newton";193.714;0.0457;0.1501;0.0169;0.4576;"Train";13
"C-SGD";83.878;0.0456;0.1501;0.0175;0.4385;"Train";13
"B-SGD";56.152;0.0448;0.1499;0.0175;0.3801;"Train";13
"glmPCA";1379.581;0.052;0.4981;0.026;-0.0231;"Test";13
"NBWaVE";276.493;0.0475;0.4975;0.0194;0.4919;"Test";13
"CMF";431.018;0.0475;0.4976;0.0207;0.0321;"Test";13
"NMF";646.791;0.0489;0.4977;0.0216;0.013;"Test";13
"NNLM";316.928;0.0468;0.4975;0.0191;0.1158;"Test";13
"AIRWLS";340.347;0.046;0.4974;0.0185;0.4655;"Test";13
"Newton";193.714;0.046;0.4973;0.0186;0.4576;"Test";13
"C-SGD";83.878;0.0461;0.4974;0.0182;0.4385;"Test";13
"B-SGD";56.152;0.0456;0.4973;0.0182;0.3801;"Test";13
"glmPCA";151.086;0.0469;0.0148;0.0259;-0.0099;"Full";14
"NBWaVE";249.169;0.0428;0.0136;0.0184;0.4571;"Full";14
"CMF";427.588;0.043;0.0136;0.018;0.1201;"Full";14
"NMF";NA;NA;NA;NA;NA;"Full";14
"NNLM";317.087;0.0425;0.0135;0.0174;0.0012;"Full";14
"AIRWLS";315.025;0.0419;0.0133;0.0168;0.401;"Full";14
"Newton";199.281;0.0418;0.0133;0.0169;0.4087;"Full";14
"C-SGD";83.552;0.0417;0.0133;0.0173;0.44;"Full";14
"B-SGD";57.186;0.0411;0.0131;0.0172;0.4315;"Full";14
"glmPCA";151.086;0.0469;0.1522;0.0259;-0.0099;"Train";14
"NBWaVE";249.169;0.0427;0.1511;0.0183;0.4571;"Train";14
"CMF";427.588;0.043;0.1511;0.0176;0.1201;"Train";14
"NMF";NA;NA;NA;NA;NA;"Train";14
"NNLM";317.087;0.0425;0.151;0.0172;0.0012;"Train";14
"AIRWLS";315.025;0.0419;0.1508;0.0164;0.401;"Train";14
"Newton";199.281;0.0418;0.1508;0.0164;0.4087;"Train";14
"C-SGD";83.552;0.0416;0.1508;0.0171;0.44;"Train";14
"B-SGD";57.186;0.041;0.1506;0.017;0.4315;"Train";14
"glmPCA";151.086;0.0468;0.4982;0.0261;-0.0099;"Test";14
"NBWaVE";249.169;0.0431;0.4976;0.0187;0.4571;"Test";14
"CMF";427.588;0.0429;0.4977;0.0192;0.1201;"Test";14
"NMF";NA;NA;NA;NA;NA;"Test";14
"NNLM";317.087;0.0425;0.4976;0.018;0.0012;"Test";14
"AIRWLS";315.025;0.0419;0.4975;0.018;0.401;"Test";14
"Newton";199.281;0.0419;0.4975;0.0184;0.4087;"Test";14
"C-SGD";83.552;0.042;0.4975;0.0177;0.44;"Test";14
"B-SGD";57.186;0.0415;0.4975;0.0175;0.4315;"Test";14
"glmPCA";1456.393;0.0494;0.0142;0.0246;-0.0252;"Full";15
"NBWaVE";243.495;0.0449;0.0129;0.0186;0.4735;"Full";15
"CMF";426.697;0.045;0.013;0.0182;-0.0046;"Full";15
"NMF";NA;NA;NA;NA;NA;"Full";15
"NNLM";316.372;0.0446;0.0129;0.0177;-2e-04;"Full";15
"AIRWLS";210.297;0.0437;0.0126;0.0169;0.4902;"Full";15
"Newton";196.077;0.0436;0.0126;0.0169;0.4403;"Full";15
"C-SGD";88.18;0.0436;0.0126;0.0173;0.4802;"Full";15
"B-SGD";50.382;0.0429;0.0125;0.0172;0.4732;"Full";15
"glmPCA";1456.393;0.0493;0.1514;0.0245;-0.0252;"Train";15
