"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"NBWaVE";114.723;0.0373;0.1484;0.0147;0.4909;"Train";15
"CMF";203.882;0.0381;0.1486;0.0142;0.012;"Train";15
"NMF";NA;NA;NA;NA;NA;"Train";15
"NNLM";153.026;0.0373;0.1484;0.0136;0.0012;"Train";15
"AIRWLS";112.673;0.0365;0.1483;0.0127;0.4329;"Train";15
"Newton";113.762;0.0365;0.1483;0.0127;0.4257;"Train";15
"C-SGD";43.879;0.0362;0.1482;0.0135;0.3223;"Train";15
"B-SGD";26.721;0.0357;0.1481;0.0135;0.3824;"Train";15
"glmPCA";661.739;0.0416;0.4966;0.0212;-0.0122;"Test";15
"NBWaVE";114.723;0.0381;0.4961;0.0152;0.4909;"Test";15
"CMF";203.882;0.0385;0.4963;Inf;0.012;"Test";15
"NMF";NA;NA;NA;NA;NA;"Test";15
"NNLM";153.026;0.0375;0.4961;0.0151;0.0012;"Test";15
"AIRWLS";112.673;0.0369;0.496;0.0148;0.4329;"Test";15
"Newton";113.762;0.0369;0.496;0.0154;0.4257;"Test";15
"C-SGD";43.879;0.037;0.496;0.0143;0.3223;"Test";15
"B-SGD";26.721;0.0368;0.496;0.0143;0.3824;"Test";15
"glmPCA";730.564;0.0417;0.0105;0.0241;-0.0186;"Full";16
"NBWaVE";113.699;0.0373;0.0095;0.0167;0.4603;"Full";16
"CMF";195.278;0.0378;0.0096;0.0174;0.0257;"Full";16
"NMF";276.629;0.0387;0.0098;0.0181;-0.0344;"Full";16
"NNLM";152.93;0.0372;0.0095;0.0158;0.0273;"Full";16
"AIRWLS";102.708;0.0363;0.0092;0.0146;0.4958;"Full";16
"Newton";123.556;0.0363;0.0092;0.0147;0.4819;"Full";16
"C-SGD";44.476;0.0362;0.0092;0.0153;0.4776;"Full";16
"B-SGD";27.383;0.0358;0.0091;0.0152;0.4742;"Full";16
"glmPCA";730.564;0.0417;0.1484;0.0239;-0.0186;"Train";16
"NBWaVE";113.699;0.0372;0.1475;0.0166;0.4603;"Train";16
"CMF";195.278;0.0378;0.1477;0.0158;0.0257;"Train";16
"NMF";276.629;0.0387;0.1479;0.0172;-0.0344;"Train";16
"NNLM";152.93;0.0371;0.1475;0.0154;0.0273;"Train";16
"AIRWLS";102.708;0.0362;0.1473;0.0142;0.4958;"Train";16
"Newton";123.556;0.0362;0.1473;0.0142;0.4819;"Train";16
"C-SGD";44.476;0.036;0.1473;0.0151;0.4776;"Train";16
"B-SGD";27.383;0.0355;0.1472;0.015;0.4742;"Train";16
"glmPCA";730.564;0.0419;0.4961;0.0245;-0.0186;"Test";16
"NBWaVE";113.699;0.0379;0.4956;0.0172;0.4603;"Test";16
"CMF";195.278;0.038;0.4956;0.0221;0.0257;"Test";16
"NMF";276.629;0.039;0.4957;0.0207;-0.0344;"Test";16
"NNLM";152.93;0.0374;0.4956;0.0169;0.0273;"Test";16
"AIRWLS";102.708;0.0366;0.4955;0.016;0.4958;"Test";16
"Newton";123.556;0.0366;0.4955;0.0161;0.4819;"Test";16
"C-SGD";44.476;0.0367;0.4955;0.016;0.4776;"Test";16
"B-SGD";27.383;0.0365;0.4955;0.0159;0.4742;"Test";16
"glmPCA";673.999;0.0435;0.012;0.0232;-0.0118;"Full";17
"NBWaVE";115.874;0.0394;0.0109;0.0157;0.4547;"Full";17
"CMF";211.886;0.0398;0.011;0.0153;0.1117;"Full";17
"NMF";275.042;0.0408;0.0113;0.0167;0.0323;"Full";17
"NNLM";152.42;0.0391;0.0109;0.0145;0.0094;"Full";17
"AIRWLS";130.49;0.0386;0.0107;0.014;0.4341;"Full";17
"Newton";86.225;0.0385;0.0107;0.014;0.4054;"Full";17
"C-SGD";44.142;0.0382;0.0106;0.0142;0.4661;"Full";17
"B-SGD";27.408;0.0379;0.0106;0.0143;0.4212;"Full";17
"glmPCA";673.999;0.0435;0.1495;0.023;-0.0118;"Train";17
"NBWaVE";115.874;0.0391;0.1485;0.0155;0.4547;"Train";17
"CMF";211.886;0.0397;0.1487;0.0148;0.1117;"Train";17
"NMF";275.042;0.0407;0.1489;0.0163;0.0323;"Train";17
"NNLM";152.42;0.039;0.1485;0.0142;0.0094;"Train";17
"AIRWLS";130.49;0.0385;0.1484;0.0133;0.4341;"Train";17
"Newton";86.225;0.0384;0.1484;0.0133;0.4054;"Train";17
"C-SGD";44.142;0.0381;0.1483;0.014;0.4661;"Train";17
"B-SGD";27.408;0.0376;0.1482;0.0141;0.4212;"Train";17
"glmPCA";673.999;0.0436;0.4972;0.0236;-0.0118;"Test";17
"NBWaVE";115.874;0.04;0.4967;0.016;0.4547;"Test";17
"CMF";211.886;0.04;0.4967;0.0169;0.1117;"Test";17
"NMF";275.042;0.041;0.4968;0.0181;0.0323;"Test";17
"NNLM";152.42;0.0393;0.4967;0.0154;0.0094;"Test";17
"AIRWLS";130.49;0.0388;0.4966;0.0159;0.4341;"Test";17
"Newton";86.225;0.0388;0.4966;0.016;0.4054;"Test";17
"C-SGD";44.142;0.0388;0.4966;0.0148;0.4661;"Test";17
"B-SGD";27.408;0.0387;0.4966;0.0149;0.4212;"Test";17
"glmPCA";676.908;0.046;0.0104;0.0224;-0.0159;"Full";18
"NBWaVE";121.574;0.0413;0.0094;0.0163;0.4624;"Full";18
"CMF";211.149;0.0426;0.0097;0.0175;0.0237;"Full";18
"NMF";276.554;0.0433;0.0098;0.0181;-0.0129;"Full";18
"NNLM";153.239;0.0414;0.0094;0.0159;-0.0037;"Full";18
"AIRWLS";130.583;0.0402;0.0092;0.0146;0.4709;"Full";18
"Newton";76.854;0.0402;0.0092;0.0146;0.5045;"Full";18
"C-SGD";44.643;0.04;0.0091;0.0151;0.4758;"Full";18
"B-SGD";27.276;0.0396;0.009;0.0152;0.4504;"Full";18
"glmPCA";676.908;0.046;0.1482;0.0222;-0.0159;"Train";18
"NBWaVE";121.574;0.0411;0.1473;0.0162;0.4624;"Train";18
"CMF";211.149;0.0426;0.1476;0.0163;0.0237;"Train";18
"NMF";276.554;0.0433;0.1477;0.0174;-0.0129;"Train";18
"NNLM";153.239;0.0413;0.1474;0.0155;-0.0037;"Train";18
"AIRWLS";130.583;0.0402;0.1471;0.014;0.4709;"Train";18
"Newton";76.854;0.0401;0.1471;0.014;0.5045;"Train";18
"C-SGD";44.643;0.0398;0.1471;0.0149;0.4758;"Train";18
"B-SGD";27.276;0.0393;0.147;0.015;0.4504;"Train";18
"glmPCA";676.908;0.046;0.4962;0.0227;-0.0159;"Test";18
"NBWaVE";121.574;0.0418;0.4957;0.0167;0.4624;"Test";18
"CMF";211.149;0.0427;0.4959;0.021;0.0237;"Test";18
"NMF";276.554;0.0435;0.4959;0.0199;-0.0129;"Test";18
"NNLM";153.239;0.0415;0.4958;0.017;-0.0037;"Test";18
"AIRWLS";130.583;0.0404;0.4956;0.0163;0.4709;"Test";18
"Newton";76.854;0.0404;0.4956;0.0163;0.5045;"Test";18
"C-SGD";44.643;0.0405;0.4957;0.0157;0.4758;"Test";18
"B-SGD";27.276;0.0403;0.4956;0.0157;0.4504;"Test";18
"glmPCA";661.02;0.0444;0.0122;0.0213;-0.0324;"Full";19
"NBWaVE";115.03;0.0399;0.011;0.0152;0.4666;"Full";19
"CMF";213.619;0.0407;0.0113;0.0156;0.0303;"Full";19
"NMF";276.215;0.0417;0.0115;0.0166;0.005;"Full";19
"NNLM";153.314;0.0397;0.011;0.0144;-0.0177;"Full";19
"AIRWLS";118.012;0.0388;0.0108;0.0136;0.491;"Full";19
"Newton";89.445;0.0388;0.0108;0.0136;0.5167;"Full";19
"C-SGD";44.368;0.0387;0.0107;0.0139;0.4728;"Full";19
"B-SGD";27.533;0.0383;0.0106;0.014;0.3771;"Full";19
"glmPCA";661.02;0.0444;0.1498;0.0212;-0.0324;"Train";19
"NBWaVE";115.03;0.0397;0.1488;0.0151;0.4666;"Train";19
"CMF";213.619;0.0407;0.149;0.0149;0.0303;"Train";19
"NMF";276.215;0.0416;0.1492;0.0161;0.005;"Train";19
"NNLM";153.314;0.0397;0.1488;0.0141;-0.0177;"Train";19
"AIRWLS";118.012;0.0388;0.1486;0.0132;0.491;"Train";19
"Newton";89.445;0.0388;0.1485;0.0132;0.5167;"Train";19
"C-SGD";44.368;0.0385;0.1485;0.0137;0.4728;"Train";19
"B-SGD";27.533;0.038;0.1484;0.0138;0.3771;"Train";19
"glmPCA";661.02;0.0444;0.4971;0.0216;-0.0324;"Test";19
"NBWaVE";115.03;0.0404;0.4965;0.0155;0.4666;"Test";19
"CMF";213.619;0.0408;0.4966;0.0175;0.0303;"Test";19
"NMF";276.215;0.0418;0.4967;0.018;0.005;"Test";19
"NNLM";153.314;0.0399;0.4965;0.0151;-0.0177;"Test";19
"AIRWLS";118.012;0.039;0.4964;0.0146;0.491;"Test";19
"Newton";89.445;0.039;0.4964;0.0149;0.5167;"Test";19
"C-SGD";44.368;0.0392;0.4964;0.0144;0.4728;"Test";19
"B-SGD";27.533;0.039;0.4964;0.0144;0.3771;"Test";19
"glmPCA";696.711;0.045;0.0098;0.0248;0.1999;"Full";20
"NBWaVE";119.799;0.0416;0.0091;0.018;0.4976;"Full";20
"CMF";216.75;0.0423;0.0093;0.0188;0.1786;"Full";20
"NMF";274.972;0.0434;0.0095;0.0202;0.1356;"Full";20
"NNLM";144.376;0.0414;0.0091;0.0176;-0.0281;"Full";20
"AIRWLS";125.553;0.0404;0.0089;0.0161;0.4744;"Full";20
"Newton";80.192;0.0403;0.0089;0.016;0.4909;"Full";20
"C-SGD";44.096;0.0401;0.0088;0.0164;0.4697;"Full";20
"B-SGD";27.23;0.0398;0.0088;0.0165;0.465;"Full";20
"glmPCA";696.711;0.045;0.1479;0.0244;0.1999;"Train";20
"NBWaVE";119.799;0.0414;0.1472;0.0179;0.4976;"Train";20
"CMF";216.75;0.0423;0.1474;0.0181;0.1786;"Train";20
"NMF";274.972;0.0434;0.1476;0.0197;0.1356;"Train";20
"NNLM";144.376;0.0413;0.1472;0.0173;-0.0281;"Train";20
"AIRWLS";125.553;0.0403;0.147;0.0156;0.4744;"Train";20
"Newton";80.192;0.0403;0.147;0.0156;0.4909;"Train";20
"C-SGD";44.096;0.04;0.147;0.0162;0.4697;"Train";20
"B-SGD";27.23;0.0395;0.1469;0.0163;0.465;"Train";20
"glmPCA";696.711;0.0451;0.4957;0.026;0.1999;"Test";20
"NBWaVE";119.799;0.0421;0.4953;0.0185;0.4976;"Test";20
"CMF";216.75;0.0425;0.4954;0.0206;0.1786;"Test";20
"NMF";274.972;0.0436;0.4955;0.0216;0.1356;"Test";20
"NNLM";144.376;0.0416;0.4953;0.0184;-0.0281;"Test";20
"AIRWLS";125.553;0.0406;0.4953;0.0174;0.4744;"Test";20
"Newton";80.192;0.0406;0.4953;0.0174;0.4909;"Test";20
"C-SGD";44.096;0.0406;0.4953;0.0171;0.4697;"Test";20
"B-SGD";27.23;0.0405;0.4953;0.0171;0.465;"Test";20
"glmPCA";67.463;0.047;0.0119;0.0254;-0.0108;"Full";21
"NBWaVE";115.043;0.0417;0.0106;0.0157;0.4733;"Full";21
"CMF";203.403;0.0433;0.011;0.0177;0.1897;"Full";21
"NMF";276.072;0.0441;0.0112;0.018;-0.0432;"Full";21
"NNLM";153.121;0.0416;0.0106;0.0154;0.0015;"Full";21
"AIRWLS";143.85;0.0405;0.0103;0.0137;0.4753;"Full";21
"Newton";75.94;0.0405;0.0103;0.0137;0.4943;"Full";21
"C-SGD";43.941;0.0402;0.0103;0.0142;0.461;"Full";21
"B-SGD";27.209;0.0399;0.0102;0.0142;0.47;"Full";21
"glmPCA";67.463;0.047;0.1495;0.0252;-0.0108;"Train";21
"NBWaVE";115.043;0.0415;0.1484;0.0155;0.4733;"Train";21
"CMF";203.403;0.0432;0.1487;0.0157;0.1897;"Train";21
"NMF";276.072;0.0441;0.149;0.0168;-0.0432;"Train";21
"NNLM";153.121;0.0415;0.1484;0.0146;0.0015;"Train";21
"AIRWLS";143.85;0.0404;0.1482;0.013;0.4753;"Train";21
"Newton";75.94;0.0404;0.1482;0.013;0.4943;"Train";21
"C-SGD";43.941;0.0401;0.1481;0.0139;0.461;"Train";21
"B-SGD";27.209;0.0397;0.148;0.014;0.47;"Train";21
"glmPCA";67.463;0.0471;0.497;0.0261;-0.0108;"Test";21
"NBWaVE";115.043;0.0422;0.4963;0.0162;0.4733;"Test";21
"CMF";203.403;0.0436;0.4966;0.0234;0.1897;"Test";21
"NMF";276.072;0.0443;0.4965;0.0214;-0.0432;"Test";21
"NNLM";153.121;0.0418;0.4964;0.0174;0.0015;"Test";21
"AIRWLS";143.85;0.0407;0.4962;0.0155;0.4753;"Test";21
"Newton";75.94;0.0407;0.4962;0.0157;0.4943;"Test";21
"C-SGD";43.941;0.0407;0.4962;0.015;0.461;"Test";21
"B-SGD";27.209;0.0406;0.4962;0.015;0.47;"Test";21
"glmPCA";715.198;0.0437;0.0112;0.0238;-0.0338;"Full";22
"NBWaVE";114.839;0.039;0.01;0.0166;0.4723;"Full";22
"CMF";212.272;0.0394;0.0102;0.0165;2e-04;"Full";22
"NMF";275.917;0.0407;0.0105;0.0185;0.0063;"Full";22
"NNLM";152.35;0.0387;0.01;0.0157;-0.0282;"Full";22
"AIRWLS";108.516;0.038;0.0098;0.0148;0.471;"Full";22
"Newton";89.632;0.0379;0.0098;0.0148;0.5138;"Full";22
"C-SGD";44.304;0.0378;0.0098;0.0152;0.4743;"Full";22
"B-SGD";27.039;0.0375;0.0097;0.0154;0.3706;"Full";22
"glmPCA";715.198;0.0437;0.1491;0.0237;-0.0338;"Train";22
"NBWaVE";114.839;0.0388;0.148;0.0165;0.4723;"Train";22
"CMF";212.272;0.0393;0.1481;0.0159;2e-04;"Train";22
"NMF";275.917;0.0407;0.1484;0.018;0.0063;"Train";22
"NNLM";152.35;0.0387;0.148;0.0154;-0.0282;"Train";22
"AIRWLS";108.516;0.0379;0.1479;0.0144;0.471;"Train";22
"Newton";89.632;0.0379;0.1478;0.0144;0.5138;"Train";22
"C-SGD";44.304;0.0376;0.1478;0.015;0.4743;"Train";22
"B-SGD";27.039;0.0372;0.1477;0.0152;0.3706;"Train";22
"glmPCA";715.198;0.0436;0.4964;0.0242;-0.0338;"Test";22
"NBWaVE";114.839;0.0394;0.4958;0.0171;0.4723;"Test";22
"CMF";212.272;0.0394;0.4959;0.0182;2e-04;"Test";22
"NMF";275.917;0.0408;0.496;0.0198;0.0063;"Test";22
"NNLM";152.35;0.0388;0.4958;0.0166;-0.0282;"Test";22
"AIRWLS";108.516;0.0381;0.4957;0.0161;0.471;"Test";22
"Newton";89.632;0.0381;0.4957;0.0161;0.5138;"Test";22
"C-SGD";44.304;0.0382;0.4957;0.0158;0.4743;"Test";22
"B-SGD";27.039;0.0381;0.4957;0.0159;0.3706;"Test";22
"glmPCA";1270.417;0.0434;0.0116;0.0217;-0.0161;"Full";23
"NBWaVE";116.765;0.0389;0.0104;0.0154;0.4933;"Full";23
"CMF";215.032;0.0393;0.0106;Inf;-0.0059;"Full";23
"NMF";NA;NA;NA;NA;NA;"Full";23
"NNLM";152.803;0.0388;0.0104;Inf;-0.0223;"Full";23
"AIRWLS";120.109;0.038;0.0102;0.0138;0.4206;"Full";23
"Newton";86.779;0.038;0.0102;0.0139;0.4577;"Full";23
"C-SGD";43.412;0.0378;0.0102;0.0142;0.4588;"Full";23
"B-SGD";26.57;0.0373;0.0101;0.0142;0.4228;"Full";23
"glmPCA";1270.417;0.0434;0.1493;0.0216;-0.0161;"Train";23
"NBWaVE";116.765;0.0387;0.1482;0.0153;0.4933;"Train";23
"CMF";215.032;0.0393;0.1484;0.0149;-0.0059;"Train";23
"NMF";NA;NA;NA;NA;NA;"Train";23
"NNLM";152.803;0.0387;0.1482;0.0144;-0.0223;"Train";23
"AIRWLS";120.109;0.0379;0.1481;0.0133;0.4206;"Train";23
"Newton";86.779;0.0379;0.1481;0.0133;0.4577;"Train";23
"C-SGD";43.412;0.0376;0.148;0.014;0.4588;"Train";23
"B-SGD";26.57;0.0371;0.1479;0.014;0.4228;"Train";23
"glmPCA";1270.417;0.0435;0.4968;0.0219;-0.0161;"Test";23
"NBWaVE";116.765;0.0394;0.4963;0.0158;0.4933;"Test";23
"CMF";215.032;0.0395;0.4963;Inf;-0.0059;"Test";23
"NMF";NA;NA;NA;NA;NA;"Test";23
"NNLM";152.803;0.0389;0.4963;Inf;-0.0223;"Test";23
"AIRWLS";120.109;0.0382;0.4962;0.0151;0.4206;"Test";23
"Newton";86.779;0.0382;0.4962;0.0157;0.4577;"Test";23
"C-SGD";43.412;0.0383;0.4962;0.0147;0.4588;"Test";23
"B-SGD";26.57;0.038;0.4962;0.0146;0.4228;"Test";23
"glmPCA";633.892;0.0385;0.012;0.0223;-0.0249;"Full";24
"NBWaVE";114.774;0.0347;0.0108;0.0154;0.4919;"Full";24
"CMF";200.019;0.0349;0.0109;0.0154;0.0391;"Full";24
"NMF";NA;NA;NA;NA;NA;"Full";24
"NNLM";153.57;0.0344;0.0108;0.0147;0.0173;"Full";24
"AIRWLS";173.893;0.0338;0.0106;0.0135;0.5066;"Full";24
"Newton";85.043;0.0338;0.0106;0.0136;0.4755;"Full";24
"C-SGD";44.835;0.0337;0.0106;0.0142;0.3672;"Full";24
"B-SGD";27.265;0.0334;0.0105;0.0142;0.4176;"Full";24
"glmPCA";633.892;0.0384;0.1496;0.0222;-0.0249;"Train";24
"NBWaVE";114.774;0.0345;0.1486;0.0152;0.4919;"Train";24
"CMF";200.019;0.0348;0.1487;0.0146;0.0391;"Train";24
"NMF";NA;NA;NA;NA;NA;"Train";24
"NNLM";153.57;0.0344;0.1486;0.0143;0.0173;"Train";24
"AIRWLS";173.893;0.0337;0.1484;0.0131;0.5066;"Train";24
"Newton";85.043;0.0337;0.1484;0.0131;0.4755;"Train";24
"C-SGD";44.835;0.0335;0.1484;0.0139;0.3672;"Train";24
"B-SGD";27.265;0.0332;0.1483;0.014;0.4176;"Train";24
"glmPCA";633.892;0.0386;0.497;0.0227;-0.0249;"Test";24
"NBWaVE";114.774;0.0352;0.4964;0.0158;0.4919;"Test";24
"CMF";200.019;0.0351;0.4965;0.0175;0.0391;"Test";24
"NMF";NA;NA;NA;NA;NA;"Test";24
"NNLM";153.57;0.0347;0.4964;0.0156;0.0173;"Test";24
"AIRWLS";173.893;0.034;0.4963;0.0148;0.5066;"Test";24
"Newton";85.043;0.034;0.4963;0.0149;0.4755;"Test";24
"C-SGD";44.835;0.0342;0.4964;0.0148;0.3672;"Test";24
"B-SGD";27.265;0.0341;0.4964;0.0148;0.4176;"Test";24
"glmPCA";647.399;0.0426;0.0119;0.0237;-0.0218;"Full";25
"NBWaVE";113.491;0.0382;0.0107;0.0162;0.4362;"Full";25
"CMF";209.581;0.0387;0.0109;0.0166;-0.0197;"Full";25
"NMF";274.984;0.0397;0.0111;0.018;0.0303;"Full";25
"NNLM";153.233;0.0381;0.0107;0.0158;0.0156;"Full";25
"AIRWLS";185.831;0.0372;0.0105;0.0144;0.4633;"Full";25
"Newton";84.055;0.0372;0.0104;0.0144;0.4479;"Full";25
"C-SGD";44.075;0.037;0.0104;0.0149;0.4632;"Full";25
"B-SGD";27.453;0.0367;0.0103;0.0151;0.4222;"Full";25
"glmPCA";647.399;0.0427;0.1497;0.0236;-0.0218;"Train";25
"NBWaVE";113.491;0.0381;0.1486;0.0161;0.4362;"Train";25
"CMF";209.581;0.0387;0.1488;0.0158;-0.0197;"Train";25
"NMF";274.984;0.0398;0.149;0.0175;0.0303;"Train";25
"NNLM";153.233;0.0381;0.1486;0.0155;0.0156;"Train";25
"AIRWLS";185.831;0.0372;0.1484;0.014;0.4633;"Train";25
"Newton";84.055;0.0372;0.1484;0.014;0.4479;"Train";25
"C-SGD";44.075;0.0369;0.1484;0.0147;0.4632;"Train";25
"B-SGD";27.453;0.0365;0.1483;0.0149;0.4222;"Train";25
"glmPCA";647.399;0.0424;0.4967;0.024;-0.0218;"Test";25
"NBWaVE";113.491;0.0385;0.4961;0.0166;0.4362;"Test";25
"CMF";209.581;0.0387;0.4962;0.0187;-0.0197;"Test";25
"NMF";274.984;0.0397;0.4962;0.0195;0.0303;"Test";25
"NNLM";153.233;0.0381;0.4961;0.017;0.0156;"Test";25
"AIRWLS";185.831;0.0372;0.496;0.0156;0.4633;"Test";25
"Newton";84.055;0.0372;0.496;0.0157;0.4479;"Test";25
"C-SGD";44.075;0.0373;0.496;0.0155;0.4632;"Test";25
"B-SGD";27.453;0.0372;0.496;0.0155;0.4222;"Test";25
