"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"C-SGD";3.357;0.0151;0.0015;0.0062;0.2197;"Full";3
"B-SGD";1.932;0.0155;0.0016;0.0061;0.2401;"Full";3
"glmPCA";5.153;0.0215;0.1407;0.0124;-0.0523;"Train";3
"NBWaVE";12.317;0.0142;0.1402;0.0076;0.3524;"Train";3
"CMF";9.698;0.0176;0.1405;0.0054;0.0393;"Train";3
"NMF";4.806;0.0186;0.1405;0.0065;-0.0652;"Train";3
"NNLM";3.588;0.0164;0.1401;0.0054;0.0397;"Train";3
"AIRWLS";3.552;0.0147;0.1401;0.0037;0.4229;"Train";3
"Newton";1.821;0.0147;0.1401;0.0037;0.3718;"Train";3
"C-SGD";3.357;0.014;0.1401;0.0053;0.2197;"Train";3
"B-SGD";1.932;0.0135;0.1401;0.0053;0.2401;"Train";3
"glmPCA";5.153;0.0223;0.4928;0.015;-0.0523;"Test";3
"NBWaVE";12.317;0.0185;0.4924;0.009;0.3524;"Test";3
"CMF";9.698;0.0193;0.4924;0.0178;0.0393;"Test";3
"NMF";4.806;0.0203;0.4926;0.0171;-0.0652;"Test";3
"NNLM";3.588;0.018;0.4929;0.0139;0.0397;"Test";3
"AIRWLS";3.552;0.0166;0.4926;0.0102;0.4229;"Test";3
"Newton";1.821;0.0168;0.4926;0.0165;0.3718;"Test";3
"C-SGD";3.357;0.0184;0.4926;0.0091;0.2197;"Test";3
"B-SGD";1.932;0.0214;0.4926;0.0085;0.2401;"Test";3
"glmPCA";11.561;0.0191;0.0023;0.0097;0.0854;"Full";4
"NBWaVE";10.16;0.0151;0.0018;0.0076;0.4432;"Full";4
"CMF";9.476;0.0183;0.0022;0.0081;-0.0962;"Full";4
"NMF";1.629;0.0198;0.0024;0.0108;-0.1043;"Full";4
"NNLM";3.592;0.0165;0.002;0.0061;0.0343;"Full";4
"AIRWLS";3.548;0.0153;0.0018;0.0053;0.3658;"Full";4
"Newton";1.815;0.0153;0.0019;0.0058;0.3442;"Full";4
"C-SGD";3.359;0.015;0.0018;0.0055;0.377;"Full";4
"B-SGD";1.934;0.015;0.0018;0.0058;0.2663;"Full";4
"glmPCA";11.561;0.019;0.1419;0.0084;0.0854;"Train";4
"NBWaVE";10.16;0.0143;0.1415;0.0072;0.4432;"Train";4
"CMF";9.476;0.0181;0.1418;0.0053;-0.0962;"Train";4
"NMF";1.629;0.0197;0.142;0.0081;-0.1043;"Train";4
"NNLM";3.592;0.0163;0.1415;0.005;0.0343;"Train";4
"AIRWLS";3.548;0.015;0.1414;0.0036;0.3658;"Train";4
"Newton";1.815;0.015;0.1415;0.0036;0.3442;"Train";4
"C-SGD";3.359;0.0143;0.1414;0.0046;0.377;"Train";4
"B-SGD";1.934;0.0135;0.1414;0.005;0.2663;"Train";4
"glmPCA";11.561;0.0191;0.491;0.0134;0.0854;"Test";4
"NBWaVE";10.16;0.0173;0.4906;0.0085;0.4432;"Test";4
"CMF";9.476;0.0189;0.4909;0.0164;-0.0962;"Test";4
"NMF";1.629;0.0201;0.491;0.0187;-0.1043;"Test";4
"NNLM";3.592;0.017;0.491;0.0094;0.0343;"Test";4
"AIRWLS";3.548;0.016;0.4909;0.0102;0.3658;"Test";4
"Newton";1.815;0.0161;0.4909;0.012;0.3442;"Test";4
"C-SGD";3.359;0.0168;0.4909;0.0082;0.377;"Test";4
"B-SGD";1.934;0.0194;0.491;0.0079;0.2663;"Test";4
"glmPCA";10.81;0.0185;0.0024;0.011;0.1499;"Full";5
"NBWaVE";11.157;0.0148;0.0019;0.0082;0.4572;"Full";5
"CMF";9.832;0.0185;0.0024;0.0103;0.0454;"Full";5
"NMF";2.648;0.0194;0.0025;0.0104;-0.0233;"Full";5
"NNLM";3.574;0.0164;0.0021;0.0068;0.0503;"Full";5
"AIRWLS";3.565;0.0151;0.0019;0.0059;0.3733;"Full";5
"Newton";1.816;0.0151;0.0019;0.0065;0.3784;"Full";5
"C-SGD";3.33;0.0153;0.002;0.006;0.3153;"Full";5
"B-SGD";1.919;0.016;0.0021;0.0062;0.2622;"Full";5
"glmPCA";10.81;0.0184;0.1422;0.0092;0.1499;"Train";5
"NBWaVE";11.157;0.014;0.1417;0.0077;0.4572;"Train";5
"CMF";9.832;0.0183;0.142;0.0064;0.0454;"Train";5
"NMF";2.648;0.0192;0.1423;0.0081;-0.0233;"Train";5
"NNLM";3.574;0.0161;0.1417;0.0058;0.0503;"Train";5
"AIRWLS";3.565;0.0148;0.1417;0.004;0.3733;"Train";5
"Newton";1.816;0.0148;0.1417;0.004;0.3784;"Train";5
"C-SGD";3.33;0.0146;0.1417;0.0048;0.3153;"Train";5
"B-SGD";1.919;0.0144;0.1417;0.0054;0.2622;"Train";5
"glmPCA";10.81;0.0189;0.4906;0.016;0.1499;"Test";5
"NBWaVE";11.157;0.0173;0.4905;0.0095;0.4572;"Test";5
"CMF";9.832;0.0192;0.4909;0.0214;0.0454;"Test";5
"NMF";2.648;0.0199;0.4907;0.0171;-0.0233;"Test";5
"NNLM";3.574;0.0171;0.4909;0.0097;0.0503;"Test";5
"AIRWLS";3.565;0.0158;0.4907;0.0115;0.3733;"Test";5
"Newton";1.816;0.0159;0.4907;0.0138;0.3784;"Test";5
"C-SGD";3.33;0.0171;0.4907;0.0096;0.3153;"Test";5
"B-SGD";1.919;0.0206;0.4908;0.0086;0.2622;"Test";5
"glmPCA";11.381;0.0202;0.0014;0.0135;0.2274;"Full";6
"NBWaVE";12.154;0.0164;0.0011;0.0105;0.5061;"Full";6
"CMF";10.218;0.0191;0.0013;0.0097;0.1477;"Full";6
"NMF";4.806;0.0211;0.0014;0.0126;0.1047;"Full";6
"NNLM";3.581;0.0176;0.0012;0.0089;0.1697;"Full";6
"AIRWLS";3.547;0.0162;0.0011;0.0074;0.4053;"Full";6
"Newton";1.82;0.0162;0.0011;0.008;0.394;"Full";6
"C-SGD";3.346;0.0162;0.0011;0.008;0.3586;"Full";6
"B-SGD";1.922;0.0157;0.0011;0.0082;0.2733;"Full";6
"glmPCA";11.381;0.02;0.1414;0.0115;0.2274;"Train";6
"NBWaVE";12.154;0.0154;0.1412;0.0098;0.5061;"Train";6
"CMF";10.218;0.0188;0.1413;0.0074;0.1477;"Train";6
"NMF";4.806;0.0208;0.1416;0.0095;0.1047;"Train";6
"NNLM";3.581;0.0173;0.1411;0.0073;0.1697;"Train";6
"AIRWLS";3.547;0.0158;0.1411;0.0054;0.4053;"Train";6
"Newton";1.82;0.0158;0.1411;0.0054;0.394;"Train";6
"C-SGD";3.346;0.0151;0.1411;0.0065;0.3586;"Train";6
"B-SGD";1.922;0.0143;0.1411;0.007;0.2733;"Train";6
"glmPCA";11.381;0.0209;0.49;0.0192;0.2274;"Test";6
"NBWaVE";12.154;0.0194;0.4898;0.0125;0.5061;"Test";6
"CMF";10.218;0.0199;0.49;0.0161;0.1477;"Test";6
"NMF";4.806;0.022;0.4899;0.0211;0.1047;"Test";6
"NNLM";3.581;0.0185;0.4902;0.0134;0.1697;"Test";6
"AIRWLS";3.547;0.0173;0.49;0.0132;0.4053;"Test";6
"Newton";1.82;0.0174;0.49;0.0155;0.394;"Test";6
"C-SGD";3.346;0.0192;0.49;0.0121;0.3586;"Test";6
"B-SGD";1.922;0.0198;0.49;0.0118;0.2733;"Test";6
"glmPCA";12.236;0.0204;0.0027;0.0114;-0.032;"Full";7
"NBWaVE";12.086;0.0155;0.002;0.0074;0.5191;"Full";7
"CMF";9.995;0.0183;0.0024;0.0094;-0.0544;"Full";7
"NMF";4.794;0.0188;0.0024;0.0091;-0.039;"Full";7
"NNLM";3.549;0.0169;0.0022;0.0063;-0.0568;"Full";7
"AIRWLS";3.552;0.0157;0.0021;0.0052;0.4501;"Full";7
"Newton";1.815;0.0158;0.0021;0.0057;0.4166;"Full";7
"C-SGD";3.332;0.0157;0.0021;0.0057;0.3652;"Full";7
"B-SGD";1.915;0.0162;0.0021;0.0062;0.2078;"Full";7
"glmPCA";12.236;0.0205;0.1441;0.011;-0.032;"Train";7
"NBWaVE";12.086;0.0149;0.1436;0.007;0.5191;"Train";7
"CMF";9.995;0.0181;0.1439;0.0055;-0.0544;"Train";7
"NMF";4.794;0.0187;0.144;0.0064;-0.039;"Train";7
"NNLM";3.549;0.0168;0.1435;0.0052;-0.0568;"Train";7
"AIRWLS";3.552;0.0155;0.1435;0.0037;0.4501;"Train";7
"Newton";1.815;0.0156;0.1435;0.0036;0.4166;"Train";7
"C-SGD";3.332;0.0151;0.1435;0.0049;0.3652;"Train";7
"B-SGD";1.915;0.014;0.1435;0.0057;0.2078;"Train";7
"glmPCA";12.236;0.0202;0.488;0.0124;-0.032;"Test";7
"NBWaVE";12.086;0.0174;0.4877;0.0083;0.5191;"Test";7
"CMF";9.995;0.0189;0.4878;0.0198;-0.0544;"Test";7
"NMF";4.794;0.0192;0.4878;0.0163;-0.039;"Test";7
"NNLM";3.549;0.0173;0.4881;0.0095;-0.0568;"Test";7
"AIRWLS";3.552;0.0164;0.4878;0.0093;0.4501;"Test";7
"Newton";1.815;0.0164;0.4878;0.0114;0.4166;"Test";7
"C-SGD";3.332;0.0172;0.4878;0.008;0.3652;"Test";7
"B-SGD";1.915;0.0223;0.488;0.0077;0.2078;"Test";7
"glmPCA";13.203;0.0215;0.0035;0.0317;0.0167;"Full";8
"NBWaVE";8.973;0.014;0.0023;0.0099;0.4756;"Full";8
"CMF";8.724;0.0159;0.0026;0.0123;0.2354;"Full";8
"NMF";4.788;0.0171;0.0028;0.0127;0.183;"Full";8
"NNLM";3.572;0.0148;0.0024;0.0094;0.2245;"Full";8
"AIRWLS";3.546;0.0141;0.0023;0.0079;0.3539;"Full";8
"Newton";1.828;0.0139;0.0023;0.0062;0.3804;"Full";8
"C-SGD";3.335;0.0138;0.0022;0.0067;0.4273;"Full";8
"B-SGD";1.916;0.0145;0.0024;0.0075;0.2816;"Full";8
"glmPCA";13.203;0.0215;0.142;0.0295;0.0167;"Train";8
"NBWaVE";8.973;0.0132;0.1412;0.0084;0.4756;"Train";8
"CMF";8.724;0.0157;0.1415;0.0053;0.2354;"Train";8
"NMF";4.788;0.0169;0.1417;0.0069;0.183;"Train";8
"NNLM";3.572;0.0146;0.1409;0.0053;0.2245;"Train";8
"AIRWLS";3.546;0.0138;0.141;0.0037;0.3539;"Train";8
"Newton";1.828;0.0137;0.141;0.0037;0.3804;"Train";8
"C-SGD";3.335;0.0131;0.141;0.005;0.4273;"Train";8
"B-SGD";1.916;0.0127;0.1411;0.0053;0.2816;"Train";8
"glmPCA";13.203;0.0216;0.4931;0.0378;0.0167;"Test";8
"NBWaVE";8.973;0.0163;0.4921;0.0141;0.4756;"Test";8
"CMF";8.724;0.0167;0.4923;0.0319;0.2354;"Test";8
"NMF";4.788;0.0177;0.4922;0.0288;0.183;"Test";8
"NNLM";3.572;0.0153;0.4929;0.0211;0.2245;"Test";8
"AIRWLS";3.546;0.0148;0.4925;0.0198;0.3539;"Test";8
"Newton";1.828;0.0146;0.4924;0.0132;0.3804;"Test";8
"C-SGD";3.335;0.0156;0.4924;0.0116;0.4273;"Test";8
"B-SGD";1.916;0.0194;0.4925;0.0135;0.2816;"Test";8
"glmPCA";11.11;0.02;0.0025;0.0214;-0.043;"Full";9
"NBWaVE";13.356;0.0141;0.0017;0.0104;0.3289;"Full";9
"CMF";9.163;0.0163;0.002;0.0198;0.0478;"Full";9
"NMF";4.799;0.0174;0.0021;0.0117;0.063;"Full";9
"NNLM";3.578;0.0157;0.002;0.011;0.1071;"Full";9
"AIRWLS";3.58;0.0144;0.0018;0.0071;0.4231;"Full";9
"Newton";1.82;0.0143;0.0018;0.0065;0.4934;"Full";9
"C-SGD";3.334;0.0148;0.0018;0.011;0.3399;"Full";9
"B-SGD";1.914;0.0152;0.0019;0.0095;0.3013;"Full";9
"glmPCA";11.11;0.02;0.1405;0.0199;-0.043;"Train";9
"NBWaVE";13.356;0.0133;0.14;0.0089;0.3289;"Train";9
"CMF";9.163;0.016;0.1406;0.0053;0.0478;"Train";9
"NMF";4.799;0.0172;0.1404;0.0068;0.063;"Train";9
"NNLM";3.578;0.0155;0.1397;0.0055;0.1071;"Train";9
"AIRWLS";3.58;0.0141;0.1398;0.0038;0.4231;"Train";9
"Newton";1.82;0.0141;0.1399;0.0037;0.4934;"Train";9
"C-SGD";3.334;0.0141;0.1399;0.0056;0.3399;"Train";9
"B-SGD";1.914;0.0139;0.1399;0.0054;0.3013;"Train";9
"glmPCA";11.11;0.02;0.4937;0.0256;-0.043;"Test";9
"NBWaVE";13.356;0.0166;0.4932;0.0147;0.3289;"Test";9
"CMF";9.163;0.0174;0.4926;0.0618;0.0478;"Test";9
"NMF";4.799;0.0179;0.4933;0.0259;0.063;"Test";9
"NNLM";3.578;0.0164;0.4941;0.0268;0.1071;"Test";9
"AIRWLS";3.58;0.0151;0.4935;0.0168;0.4231;"Test";9
"Newton";1.82;0.015;0.4934;0.0145;0.4934;"Test";9
"C-SGD";3.334;0.0165;0.4935;0.0264;0.3399;"Test";9
"B-SGD";1.914;0.019;0.4936;0.0212;0.3013;"Test";9
"glmPCA";11.618;0.0173;0.0023;0.012;-0.0352;"Full";10
"NBWaVE";9.86;0.0124;0.0017;0.0074;0.2101;"Full";10
"CMF";9.734;0.0145;0.0019;0.0089;0.0092;"Full";10
"NMF";4.791;0.015;0.002;0.0084;-0.0205;"Full";10
"NNLM";3.57;0.0135;0.0018;0.0062;0.0494;"Full";10
"AIRWLS";3.544;0.0127;0.0017;0.0054;0.1694;"Full";10
"Newton";1.814;0.0128;0.0017;0.007;0.1746;"Full";10
"C-SGD";3.336;0.0127;0.0017;0.0057;0.1363;"Full";10
"B-SGD";1.919;0.0126;0.0017;0.0056;0.0548;"Full";10
"glmPCA";11.618;0.0173;0.1419;0.0116;-0.0352;"Train";10
"NBWaVE";9.86;0.0116;0.1414;0.0071;0.2101;"Train";10
"CMF";9.734;0.0144;0.1418;0.0051;0.0092;"Train";10
"NMF";4.791;0.015;0.1417;0.006;-0.0205;"Train";10
"NNLM";3.57;0.0133;0.1413;0.005;0.0494;"Train";10
"AIRWLS";3.544;0.0125;0.1413;0.0037;0.1694;"Train";10
"Newton";1.814;0.0125;0.1413;0.0037;0.1746;"Train";10
"C-SGD";3.336;0.0122;0.1412;0.0045;0.1363;"Train";10
"B-SGD";1.919;0.0117;0.1412;0.0049;0.0548;"Train";10
"glmPCA";11.618;0.0172;0.491;0.0132;-0.0352;"Test";10
"NBWaVE";9.86;0.0146;0.4907;0.0082;0.2101;"Test";10
"CMF";9.734;0.0149;0.4905;0.0194;0.0092;"Test";10
"NMF";4.791;0.0153;0.4908;0.0149;-0.0205;"Test";10
"NNLM";3.57;0.0138;0.4911;0.0096;0.0494;"Test";10
"AIRWLS";3.544;0.0135;0.4909;0.0102;0.1694;"Test";10
"Newton";1.814;0.0136;0.4909;0.016;0.1746;"Test";10
"C-SGD";3.336;0.0141;0.491;0.009;0.1363;"Test";10
"B-SGD";1.919;0.0154;0.491;0.0077;0.0548;"Test";10
"glmPCA";11.499;0.0179;0.0022;0.021;-0.0387;"Full";11
"NBWaVE";12.03;0.013;0.0016;0.0099;0.2418;"Full";11
"CMF";9.33;0.0148;0.0019;0.0133;0.1082;"Full";11
"NMF";NA;NA;NA;NA;NA;"Full";11
"NNLM";3.546;0.0137;0.0017;0.0084;0.1067;"Full";11
"AIRWLS";3.542;0.0131;0.0016;0.0073;0.271;"Full";11
"Newton";1.813;0.013;0.0016;0.0075;0.3387;"Full";11
"C-SGD";3.334;0.0131;0.0016;0.0079;0.2419;"Full";11
"B-SGD";1.91;0.0133;0.0017;0.0077;0.2272;"Full";11
"glmPCA";11.499;0.0178;0.1404;0.0201;-0.0387;"Train";11
"NBWaVE";12.03;0.0121;0.1399;0.0087;0.2418;"Train";11
"CMF";9.33;0.0144;0.1405;0.0061;0.1082;"Train";11
"NMF";NA;NA;NA;NA;NA;"Train";11
"NNLM";3.546;0.0134;0.1397;0.0058;0.1067;"Train";11
"AIRWLS";3.542;0.0126;0.1398;0.0044;0.271;"Train";11
"Newton";1.813;0.0126;0.1398;0.0044;0.3387;"Train";11
"C-SGD";3.334;0.0123;0.1398;0.0057;0.2419;"Train";11
"B-SGD";1.91;0.0117;0.1398;0.0059;0.2272;"Train";11
"glmPCA";11.499;0.0185;0.4935;0.0237;-0.0387;"Test";11
"NBWaVE";12.03;0.0157;0.4931;0.0133;0.2418;"Test";11
"CMF";9.33;0.0163;0.4925;0.0345;0.1082;"Test";11
"NMF";NA;NA;NA;NA;NA;"Test";11
"NNLM";3.546;0.0146;0.4935;0.0161;0.1067;"Test";11
"AIRWLS";3.542;0.0143;0.4933;0.0158;0.271;"Test";11
"Newton";1.813;0.0144;0.4933;0.0168;0.3387;"Test";11
"C-SGD";3.334;0.0155;0.4933;0.0146;0.2419;"Test";11
"B-SGD";1.91;0.0178;0.4934;0.0131;0.2272;"Test";11
"glmPCA";10.897;0.018;0.0031;0.0116;0.0913;"Full";12
"NBWaVE";9.435;0.0147;0.0025;0.0079;0.3201;"Full";12
"CMF";9.124;0.0179;0.0031;0.0154;-0.0042;"Full";12
"NMF";4.79;0.018;0.0031;0.0095;0.0086;"Full";12
"NNLM";3.553;0.0159;0.0028;0.0071;0.089;"Full";12
"AIRWLS";3.561;0.0152;0.0026;0.0061;0.1826;"Full";12
"Newton";1.809;0.0151;0.0026;0.0059;0.2239;"Full";12
"C-SGD";3.332;0.015;0.0026;0.0059;0.2755;"Full";12
"B-SGD";1.928;0.0156;0.0027;0.0066;0.1518;"Full";12
"glmPCA";10.897;0.0179;0.142;0.0094;0.0913;"Train";12
"NBWaVE";9.435;0.014;0.1415;0.0072;0.3201;"Train";12
"CMF";9.124;0.0175;0.1424;0.0049;-0.0042;"Train";12
"NMF";4.79;0.0178;0.142;0.0057;0.0086;"Train";12
"NNLM";3.553;0.0157;0.1414;0.0045;0.089;"Train";12
"AIRWLS";3.561;0.0149;0.1415;0.0033;0.1826;"Train";12
"Newton";1.809;0.0149;0.1415;0.0033;0.2239;"Train";12
"C-SGD";3.332;0.0142;0.1414;0.0044;0.2755;"Train";12
"B-SGD";1.928;0.0136;0.1415;0.005;0.1518;"Train";12
"glmPCA";10.897;0.0182;0.4925;0.0181;0.0913;"Test";12
"NBWaVE";9.435;0.0167;0.4922;0.0101;0.3201;"Test";12
"CMF";9.124;0.019;0.4918;0.0457;-0.0042;"Test";12
"NMF";4.79;0.0186;0.4924;0.0203;0.0086;"Test";12
"NNLM";3.553;0.0165;0.4928;0.0146;0.089;"Test";12
"AIRWLS";3.561;0.0159;0.4924;0.0143;0.1826;"Test";12
"Newton";1.809;0.0159;0.4923;0.0135;0.2239;"Test";12
"C-SGD";3.332;0.0173;0.4925;0.0102;0.2755;"Test";12
"B-SGD";1.928;0.0212;0.4926;0.0114;0.1518;"Test";12
"glmPCA";11.472;0.0202;0.003;0.0192;0.1222;"Full";13
"NBWaVE";9.468;0.0164;0.0024;0.0114;0.4056;"Full";13
"CMF";9.253;0.0193;0.0029;0.0201;0.1295;"Full";13
"NMF";4.788;0.0198;0.0029;0.0144;0.1473;"Full";13
"NNLM";3.56;0.0174;0.0026;0.0139;0.2088;"Full";13
"AIRWLS";3.555;0.0162;0.0024;0.0111;0.3331;"Full";13
"Newton";1.815;0.016;0.0024;0.0068;0.3964;"Full";13
"C-SGD";3.336;0.0162;0.0024;0.0084;0.4032;"Full";13
"B-SGD";1.914;0.0169;0.0025;0.0099;0.2794;"Full";13
"glmPCA";11.472;0.0201;0.1419;0.0134;0.1222;"Train";13
"NBWaVE";9.468;0.0156;0.1415;0.0075;0.4056;"Train";13
"CMF";9.253;0.0189;0.1422;0.0052;0.1295;"Train";13
"NMF";4.788;0.0196;0.142;0.0062;0.1473;"Train";13
"NNLM";3.56;0.0171;0.141;0.0049;0.2088;"Train";13
"AIRWLS";3.555;0.0159;0.1411;0.0032;0.3331;"Train";13
"Newton";1.815;0.0158;0.1412;0.0031;0.3964;"Train";13
"C-SGD";3.336;0.0152;0.1412;0.0042;0.4032;"Train";13
"B-SGD";1.914;0.0149;0.1412;0.005;0.2794;"Train";13
"glmPCA";11.472;0.0204;0.4924;0.0354;0.1222;"Test";13
"NBWaVE";9.468;0.0187;0.4919;0.0221;0.4056;"Test";13
"CMF";9.253;0.0205;0.4917;0.0616;0.1295;"Test";13
"NMF";4.788;0.0206;0.492;0.0374;0.1473;"Test";13
"NNLM";3.56;0.0181;0.4931;0.0391;0.2088;"Test";13
"AIRWLS";3.555;0.0171;0.4925;0.0333;0.3331;"Test";13
"Newton";1.815;0.0167;0.4924;0.017;0.3964;"Test";13
"C-SGD";3.336;0.0189;0.4925;0.0204;0.4032;"Test";13
"B-SGD";1.914;0.0225;0.4926;0.0237;0.2794;"Test";13
"glmPCA";11.274;0.0184;0.0026;0.0114;0.1455;"Full";14
"NBWaVE";8.521;0.0143;0.002;0.0083;0.3299;"Full";14
"CMF";9.747;0.0167;0.0024;0.0089;-0.0242;"Full";14
"NMF";4.791;0.0176;0.0025;0.0097;-0.0542;"Full";14
"NNLM";3.426;0.0157;0.0023;0.0067;0.0631;"Full";14
"AIRWLS";3.559;0.015;0.0021;0.005;0.3529;"Full";14
"Newton";1.826;0.0147;0.0021;0.0057;0.3448;"Full";14
"C-SGD";3.335;0.0147;0.0021;0.0055;0.2568;"Full";14
"B-SGD";1.909;0.015;0.0021;0.0055;0.2705;"Full";14
"glmPCA";11.274;0.0184;0.1426;0.0095;0.1455;"Train";14
"NBWaVE";8.521;0.0134;0.142;0.0078;0.3299;"Train";14
"CMF";9.747;0.0166;0.1426;0.0047;-0.0242;"Train";14
"NMF";4.791;0.0175;0.1425;0.0057;-0.0542;"Train";14
"NNLM";3.426;0.0156;0.142;0.0047;0.0631;"Train";14
"AIRWLS";3.559;0.0146;0.142;0.0033;0.3529;"Train";14
"Newton";1.826;0.0145;0.142;0.0033;0.3448;"Train";14
"C-SGD";3.335;0.0139;0.142;0.0041;0.2568;"Train";14
"B-SGD";1.909;0.0135;0.142;0.0042;0.2705;"Train";14
"glmPCA";11.274;0.0186;0.4905;0.0168;0.1455;"Test";14
"NBWaVE";8.521;0.0166;0.4902;0.0098;0.3299;"Test";14
"CMF";9.747;0.0172;0.4901;0.0207;-0.0242;"Test";14
"NMF";4.791;0.018;0.4903;0.0207;-0.0542;"Test";14
"NNLM";3.426;0.016;0.4908;0.0124;0.0631;"Test";14
"AIRWLS";3.559;0.0161;0.4905;0.0097;0.3529;"Test";14
"Newton";1.826;0.0154;0.4904;0.0124;0.3448;"Test";14
"C-SGD";3.335;0.017;0.4905;0.0093;0.2568;"Test";14
"B-SGD";1.909;0.0192;0.4905;0.0092;0.2705;"Test";14
"glmPCA";11.462;0.0185;0.0029;0.0166;0.2384;"Full";15
"NBWaVE";7.356;0.0149;0.0024;0.0088;0.32;"Full";15
"CMF";8.903;0.0178;0.0028;0.0136;0.1238;"Full";15
"NMF";1.608;0.0184;0.0029;0.0118;0.1214;"Full";15
"NNLM";3.575;0.0161;0.0026;0.0088;0.1275;"Full";15
"AIRWLS";3.579;0.0151;0.0024;0.0064;0.4515;"Full";15
"Newton";1.827;0.0151;0.0024;0.0067;0.4661;"Full";15
