"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"C-SGD";51.336;0.0334;0.494;0.014;0.4992;"Test";3
"B-SGD";27.035;0.0345;0.494;0.0137;0.422;"Test";3
"glmPCA";979.347;0.0345;0.0082;0.0191;-0.0168;"Full";4
"NBWaVE";263.04;0.0296;0.0071;0.013;0.505;"Full";4
"CMF";264.898;0.0309;0.0074;Inf;0.0501;"Full";4
"NMF";NA;NA;NA;NA;NA;"Full";4
"NNLM";143.493;0.0296;0.0071;Inf;0.0531;"Full";4
"AIRWLS";171.818;0.0294;0.0071;0.0111;0.5729;"Full";4
"Newton";90.67;0.0294;0.0071;0.0114;0.567;"Full";4
"C-SGD";50.666;0.029;0.007;0.0112;0.5185;"Full";4
"B-SGD";26.64;0.0289;0.0069;0.0114;0.4689;"Full";4
"glmPCA";979.347;0.0345;0.1466;0.019;-0.0168;"Train";4
"NBWaVE";263.04;0.029;0.1455;0.0127;0.505;"Train";4
"CMF";264.898;0.0308;0.1458;0.0107;0.0501;"Train";4
"NMF";NA;NA;NA;NA;NA;"Train";4
"NNLM";143.493;0.0295;0.1456;0.0102;0.0531;"Train";4
"AIRWLS";171.818;0.0293;0.1456;0.0095;0.5729;"Train";4
"Newton";90.67;0.0293;0.1456;0.0095;0.567;"Train";4
"C-SGD";50.666;0.0286;0.1454;0.0107;0.5185;"Train";4
"B-SGD";26.64;0.0281;0.1453;0.011;0.4689;"Train";4
"glmPCA";979.347;0.0344;0.4947;0.0196;-0.0168;"Test";4
"NBWaVE";263.04;0.0313;0.4943;0.0136;0.505;"Test";4
"CMF";264.898;0.0312;0.4944;Inf;0.0501;"Test";4
"NMF";NA;NA;NA;NA;NA;"Test";4
"NNLM";143.493;0.0299;0.4942;Inf;0.0531;"Test";4
"AIRWLS";171.818;0.0298;0.4942;0.0156;0.5729;"Test";4
"Newton";90.67;0.0298;0.4942;0.0168;0.567;"Test";4
"C-SGD";50.666;0.0302;0.4942;0.0127;0.5185;"Test";4
"B-SGD";26.64;0.0311;0.4943;0.0125;0.4689;"Test";4
"glmPCA";526.879;0.0364;0.0079;0.02;-0.0238;"Full";5
"NBWaVE";165.522;0.0311;0.0068;0.0131;0.5428;"Full";5
"CMF";267.783;0.0325;0.0071;0.014;0.1813;"Full";5
"NMF";368.574;0.0335;0.0073;0.0143;0.0615;"Full";5
"NNLM";148.347;0.0311;0.0068;0.0111;0.0662;"Full";5
"AIRWLS";168.341;0.0308;0.0068;0.0112;0.5875;"Full";5
"Newton";93.695;0.0308;0.0068;0.0114;0.6028;"Full";5
"C-SGD";36.748;0.0305;0.0067;0.0114;0.5658;"Full";5
"B-SGD";27.477;0.0304;0.0067;0.0116;0.4968;"Full";5
"glmPCA";526.879;0.0364;0.1462;0.0198;-0.0238;"Train";5
"NBWaVE";165.522;0.0305;0.1452;0.0128;0.5428;"Train";5
"CMF";267.783;0.0324;0.1455;0.0108;0.1813;"Train";5
"NMF";368.574;0.0334;0.1458;0.0123;0.0615;"Train";5
"NNLM";148.347;0.031;0.1452;0.0104;0.0662;"Train";5
"AIRWLS";168.341;0.0307;0.1452;0.0096;0.5875;"Train";5
"Newton";93.695;0.0307;0.1452;0.0097;0.6028;"Train";5
"C-SGD";36.748;0.03;0.1451;0.0109;0.5658;"Train";5
"B-SGD";27.477;0.0295;0.145;0.0112;0.4968;"Train";5
"glmPCA";526.879;0.0363;0.4948;0.0205;-0.0238;"Test";5
"NBWaVE";165.522;0.0328;0.4943;0.0138;0.5428;"Test";5
"CMF";267.783;0.0328;0.4944;0.0232;0.1813;"Test";5
"NMF";368.574;0.0338;0.4944;0.0201;0.0615;"Test";5
"NNLM";148.347;0.0314;0.4943;0.0131;0.0662;"Test";5
"AIRWLS";168.341;0.0312;0.4942;0.0157;0.5875;"Test";5
"Newton";93.695;0.0312;0.4942;0.0165;0.6028;"Test";5
"C-SGD";36.748;0.0318;0.4943;0.0128;0.5658;"Test";5
"B-SGD";27.477;0.0328;0.4944;0.0127;0.4968;"Test";5
"glmPCA";521.077;0.0348;0.0086;0.0208;-0.0097;"Full";6
"NBWaVE";157.614;0.0297;0.0073;0.0131;0.5888;"Full";6
"CMF";264.288;0.031;0.0077;0.0137;0.1357;"Full";6
"NMF";370.215;0.0317;0.0078;0.014;0.2102;"Full";6
"NNLM";137.074;0.0297;0.0074;0.0112;0.1531;"Full";6
"AIRWLS";170.076;0.0295;0.0073;0.0115;0.5995;"Full";6
"Newton";93.528;0.0295;0.0073;0.0121;0.5961;"Full";6
"C-SGD";51.648;0.0292;0.0072;0.0114;0.5881;"Full";6
"B-SGD";27.921;0.0289;0.0072;0.0117;0.5662;"Full";6
"glmPCA";521.077;0.0348;0.1466;0.0207;-0.0097;"Train";6
"NBWaVE";157.614;0.0291;0.1455;0.0129;0.5888;"Train";6
"CMF";264.288;0.0309;0.1458;0.011;0.1357;"Train";6
"NMF";370.215;0.0316;0.1461;0.0124;0.2102;"Train";6
"NNLM";137.074;0.0296;0.1456;0.0104;0.1531;"Train";6
"AIRWLS";170.076;0.0294;0.1455;0.0097;0.5995;"Train";6
"Newton";93.528;0.0294;0.1455;0.0097;0.5961;"Train";6
"C-SGD";51.648;0.0287;0.1454;0.0109;0.5881;"Train";6
"B-SGD";27.921;0.0281;0.1453;0.0114;0.5662;"Train";6
"glmPCA";521.077;0.0348;0.4953;0.0212;-0.0097;"Test";6
"NBWaVE";157.614;0.0314;0.4948;0.0138;0.5888;"Test";6
"CMF";264.288;0.0313;0.4949;0.0212;0.1357;"Test";6
"NMF";370.215;0.032;0.4948;0.0187;0.2102;"Test";6
"NNLM";137.074;0.03;0.4947;0.0133;0.1531;"Test";6
"AIRWLS";170.076;0.0299;0.4947;0.0166;0.5995;"Test";6
"Newton";93.528;0.03;0.4947;0.0189;0.5961;"Test";6
"C-SGD";51.648;0.0304;0.4947;0.0129;0.5881;"Test";6
"B-SGD";27.921;0.0313;0.4948;0.0128;0.5662;"Test";6
"glmPCA";546.768;0.0417;0.0071;0.0231;-0.0365;"Full";7
"NBWaVE";160.064;0.0355;0.0061;0.0151;0.5619;"Full";7
"CMF";266.872;0.0372;0.0064;0.0169;0.1827;"Full";7
"NMF";369.578;0.0378;0.0065;0.0159;0.0901;"Full";7
"NNLM";140.051;0.0354;0.0061;0.0129;0.133;"Full";7
"AIRWLS";168.179;0.035;0.006;0.0131;0.5791;"Full";7
"Newton";92.86;0.035;0.006;0.0135;0.5684;"Full";7
"C-SGD";50.779;0.0346;0.006;0.0133;0.5068;"Full";7
"B-SGD";27.731;0.0346;0.006;0.0136;0.3972;"Full";7
"glmPCA";546.768;0.0417;0.1453;0.0229;-0.0365;"Train";7
"NBWaVE";160.064;0.0347;0.1443;0.0148;0.5619;"Train";7
"CMF";266.872;0.037;0.1447;0.0128;0.1827;"Train";7
"NMF";369.578;0.0376;0.1448;0.0139;0.0901;"Train";7
"NNLM";140.051;0.0353;0.1444;0.0121;0.133;"Train";7
"AIRWLS";168.179;0.0349;0.1443;0.0112;0.5791;"Train";7
"Newton";92.86;0.0348;0.1444;0.0112;0.5684;"Train";7
"C-SGD";50.779;0.0341;0.1442;0.0127;0.5068;"Train";7
"B-SGD";27.731;0.0335;0.1442;0.0131;0.3972;"Train";7
"glmPCA";546.768;0.0417;0.4947;0.0235;-0.0365;"Test";7
"NBWaVE";160.064;0.0376;0.4943;0.0158;0.5619;"Test";7
"CMF";266.872;0.0376;0.4944;0.0284;0.1827;"Test";7
"NMF";369.578;0.0381;0.4943;0.0216;0.0901;"Test";7
"NNLM";140.051;0.0358;0.4943;0.0153;0.133;"Test";7
"AIRWLS";168.179;0.0355;0.4942;0.0182;0.5791;"Test";7
"Newton";92.86;0.0356;0.4942;0.0202;0.5684;"Test";7
"C-SGD";50.779;0.0362;0.4943;0.015;0.5068;"Test";7
"B-SGD";27.731;0.038;0.4944;0.015;0.3972;"Test";7
"glmPCA";520.925;0.0368;0.0082;0.0185;-0.0124;"Full";8
"NBWaVE";155.562;0.0311;0.0069;0.0125;0.5638;"Full";8
"CMF";265.776;0.0333;0.0074;Inf;0.0442;"Full";8
"NMF";NA;NA;NA;NA;NA;"Full";8
"NNLM";146.526;0.0311;0.007;Inf;0.0361;"Full";8
"AIRWLS";163.782;0.0308;0.0069;0.0109;0.5133;"Full";8
"Newton";91.271;0.0308;0.0069;0.0117;0.4854;"Full";8
"C-SGD";51.677;0.0304;0.0068;0.0109;0.5335;"Full";8
"B-SGD";27.913;0.0301;0.0067;0.011;0.4948;"Full";8
"glmPCA";520.925;0.0368;0.1463;0.0184;-0.0124;"Train";8
"NBWaVE";155.562;0.0304;0.1451;0.0123;0.5638;"Train";8
"CMF";265.776;0.0331;0.1456;0.0106;0.0442;"Train";8
"NMF";NA;NA;NA;NA;NA;"Train";8
"NNLM";146.526;0.031;0.1452;0.0099;0.0361;"Train";8
"AIRWLS";163.782;0.0306;0.1451;0.0091;0.5133;"Train";8
"Newton";91.271;0.0306;0.1452;0.0091;0.4854;"Train";8
"C-SGD";51.677;0.03;0.145;0.0103;0.5335;"Train";8
"B-SGD";27.913;0.0293;0.1449;0.0106;0.4948;"Train";8
"glmPCA";520.925;0.0369;0.4951;0.0191;-0.0124;"Test";8
"NBWaVE";155.562;0.033;0.4946;0.0131;0.5638;"Test";8
"CMF";265.776;0.0339;0.4949;Inf;0.0442;"Test";8
"NMF";NA;NA;NA;NA;NA;"Test";8
"NNLM";146.526;0.0316;0.4946;Inf;0.0361;"Test";8
"AIRWLS";163.782;0.0314;0.4945;0.0162;0.5133;"Test";8
"Newton";91.271;0.0314;0.4945;0.0193;0.4854;"Test";8
"C-SGD";51.677;0.0317;0.4946;0.0127;0.5335;"Test";8
"B-SGD";27.913;0.0324;0.4946;0.0122;0.4948;"Test";8
"glmPCA";524.782;0.0391;0.008;0.0215;-0.0157;"Full";9
"NBWaVE";159.46;0.0336;0.0069;0.0141;0.4599;"Full";9
"CMF";266.994;0.0349;0.0072;0.0149;0.0578;"Full";9
"NMF";368.753;0.0358;0.0073;0.015;0.0475;"Full";9
"NNLM";136.988;0.0336;0.0069;0.0121;0.0202;"Full";9
"AIRWLS";172.618;0.0334;0.0069;0.0124;0.419;"Full";9
"Newton";89.636;0.0334;0.0069;0.013;0.3965;"Full";9
"C-SGD";51.633;0.0329;0.0068;0.0123;0.4647;"Full";9
"B-SGD";27.044;0.0327;0.0067;0.0125;0.3927;"Full";9
"glmPCA";524.782;0.0391;0.1462;0.0213;-0.0157;"Train";9
"NBWaVE";159.46;0.0329;0.1451;0.0139;0.4599;"Train";9
"CMF";266.994;0.0347;0.1454;0.0117;0.0578;"Train";9
"NMF";368.753;0.0356;0.1457;0.0133;0.0475;"Train";9
"NNLM";136.988;0.0335;0.1452;0.0113;0.0202;"Train";9
"AIRWLS";172.618;0.0333;0.1452;0.0105;0.419;"Train";9
"Newton";89.636;0.0333;0.1452;0.0105;0.3965;"Train";9
"C-SGD";51.633;0.0324;0.1451;0.0118;0.4647;"Train";9
"B-SGD";27.044;0.0317;0.145;0.0121;0.3927;"Train";9
"glmPCA";524.782;0.0391;0.4949;0.0219;-0.0157;"Test";9
"NBWaVE";159.46;0.0356;0.4945;0.0147;0.4599;"Test";9
"CMF";266.994;0.0353;0.4947;0.024;0.0578;"Test";9
"NMF";368.753;0.0361;0.4945;0.0199;0.0475;"Test";9
"NNLM";136.988;0.034;0.4945;0.0143;0.0202;"Test";9
"AIRWLS";172.618;0.0339;0.4944;0.0179;0.419;"Test";9
"Newton";89.636;0.0339;0.4944;0.0203;0.3965;"Test";9
"C-SGD";51.633;0.0344;0.4945;0.0137;0.4647;"Test";9
"B-SGD";27.044;0.0355;0.4945;0.0135;0.3927;"Test";9
"glmPCA";505.639;0.0385;0.0075;0.0267;-0.0321;"Full";10
"NBWaVE";149.098;0.0326;0.0063;0.0152;0.5512;"Full";10
"CMF";244.518;0.0338;0.0066;0.0154;0.1964;"Full";10
"NMF";NA;NA;NA;NA;NA;"Full";10
"NNLM";154.392;0.0327;0.0064;0.0128;0.1374;"Full";10
"AIRWLS";164.786;0.0324;0.0063;0.0129;0.579;"Full";10
"Newton";91.527;0.0323;0.0063;0.013;0.5756;"Full";10
"C-SGD";51.145;0.032;0.0062;0.013;0.5377;"Full";10
"B-SGD";27.374;0.0317;0.0062;0.0133;0.4403;"Full";10
"glmPCA";505.639;0.0385;0.1457;0.0264;-0.0321;"Train";10
"NBWaVE";149.098;0.032;0.1447;0.0148;0.5512;"Train";10
"CMF";244.518;0.0336;0.1449;0.0123;0.1964;"Train";10
"NMF";NA;NA;NA;NA;NA;"Train";10
"NNLM";154.392;0.0325;0.1447;0.0119;0.1374;"Train";10
"AIRWLS";164.786;0.0322;0.1447;0.011;0.579;"Train";10
"Newton";91.527;0.0322;0.1447;0.0111;0.5756;"Train";10
"C-SGD";51.145;0.0315;0.1446;0.0123;0.5377;"Train";10
"B-SGD";27.374;0.0307;0.1444;0.0128;0.4403;"Train";10
"glmPCA";505.639;0.0386;0.4947;0.0275;-0.0321;"Test";10
"NBWaVE";149.098;0.0346;0.4943;0.0163;0.5512;"Test";10
"CMF";244.518;0.0343;0.4944;0.0241;0.1964;"Test";10
"NMF";NA;NA;NA;NA;NA;"Test";10
"NNLM";154.392;0.0331;0.4943;0.0155;0.1374;"Test";10
"AIRWLS";164.786;0.0329;0.4942;0.0184;0.579;"Test";10
"Newton";91.527;0.0329;0.4942;0.0188;0.5756;"Test";10
"C-SGD";51.145;0.0333;0.4943;0.015;0.5377;"Test";10
"B-SGD";27.374;0.0346;0.4944;0.0146;0.4403;"Test";10
"glmPCA";519.173;0.0386;0.0081;0.0227;-0.0438;"Full";11
"NBWaVE";159.824;0.0329;0.0069;0.0132;0.5495;"Full";11
"CMF";268.53;0.0342;0.0072;0.0134;0.2329;"Full";11
"NMF";369.672;0.0352;0.0074;0.0144;0.123;"Full";11
"NNLM";140.448;0.0329;0.007;0.0109;0.1417;"Full";11
"AIRWLS";169.625;0.0326;0.0069;0.0111;0.5493;"Full";11
"Newton";91.485;0.0326;0.0069;0.0115;0.5543;"Full";11
"C-SGD";51.957;0.0322;0.0068;0.0112;0.5424;"Full";11
"B-SGD";27.351;0.032;0.0068;0.0114;0.5095;"Full";11
"glmPCA";519.173;0.0387;0.1463;0.0224;-0.0438;"Train";11
"NBWaVE";159.824;0.0323;0.1452;0.0129;0.5495;"Train";11
"CMF";268.53;0.0341;0.1455;0.0104;0.2329;"Train";11
"NMF";369.672;0.0352;0.1458;0.0118;0.123;"Train";11
"NNLM";140.448;0.0329;0.1453;0.01;0.1417;"Train";11
"AIRWLS";169.625;0.0325;0.1452;0.0094;0.5493;"Train";11
"Newton";91.485;0.0325;0.1453;0.0094;0.5543;"Train";11
"C-SGD";51.957;0.0318;0.1451;0.0106;0.5424;"Train";11
"B-SGD";27.351;0.0311;0.145;0.0109;0.5095;"Train";11
"glmPCA";519.173;0.0384;0.4949;0.0235;-0.0438;"Test";11
"NBWaVE";159.824;0.0347;0.4945;0.014;0.5495;"Test";11
"CMF";268.53;0.0344;0.4945;0.0218;0.2329;"Test";11
"NMF";369.672;0.0354;0.4944;0.022;0.123;"Test";11
"NNLM";140.448;0.0331;0.4945;0.0134;0.1417;"Test";11
"AIRWLS";169.625;0.033;0.4944;0.0158;0.5493;"Test";11
"Newton";91.485;0.033;0.4944;0.0173;0.5543;"Test";11
"C-SGD";51.957;0.0334;0.4945;0.0129;0.5424;"Test";11
"B-SGD";27.351;0.0344;0.4945;0.0126;0.5095;"Test";11
"glmPCA";506.159;0.0383;0.0077;0.0214;-0.0328;"Full";12
"NBWaVE";198.999;0.0328;0.0066;0.0142;0.5381;"Full";12
"CMF";267.341;0.0343;0.007;0.0151;0.0527;"Full";12
"NMF";370.416;0.035;0.0071;0.0152;0.0684;"Full";12
"NNLM";142.046;0.0329;0.0067;0.0122;0.031;"Full";12
"AIRWLS";163.006;0.0326;0.0066;0.0125;0.4746;"Full";12
"Newton";89.052;0.0326;0.0066;0.0129;0.4615;"Full";12
"C-SGD";51.367;0.0322;0.0066;0.0124;0.4612;"Full";12
"B-SGD";27.64;0.032;0.0065;0.0126;0.3946;"Full";12
"glmPCA";506.159;0.0382;0.1458;0.0212;-0.0328;"Train";12
"NBWaVE";198.999;0.0321;0.1448;0.014;0.5381;"Train";12
"CMF";267.341;0.0341;0.145;0.0119;0.0527;"Train";12
"NMF";370.416;0.0348;0.1453;0.0133;0.0684;"Train";12
"NNLM";142.046;0.0327;0.1448;0.0114;0.031;"Train";12
"AIRWLS";163.006;0.0324;0.1448;0.0106;0.4746;"Train";12
"Newton";89.052;0.0324;0.1448;0.0106;0.4615;"Train";12
"C-SGD";51.367;0.0317;0.1447;0.0117;0.4612;"Train";12
"B-SGD";27.64;0.0309;0.1446;0.0122;0.3946;"Train";12
"glmPCA";506.159;0.0385;0.4951;0.0218;-0.0328;"Test";12
"NBWaVE";198.999;0.0349;0.4947;0.0149;0.5381;"Test";12
"CMF";267.341;0.0348;0.4948;0.0242;0.0527;"Test";12
"NMF";370.416;0.0354;0.4946;0.0204;0.0684;"Test";12
"NNLM";142.046;0.0334;0.4947;0.0146;0.031;"Test";12
"AIRWLS";163.006;0.0332;0.4946;0.0181;0.4746;"Test";12
"Newton";89.052;0.0332;0.4946;0.0194;0.4615;"Test";12
"C-SGD";51.367;0.0337;0.4947;0.0142;0.4612;"Test";12
"B-SGD";27.64;0.0351;0.4948;0.0138;0.3946;"Test";12
"glmPCA";523.359;0.0366;0.0081;0.0216;-0.023;"Full";13
"NBWaVE";238.622;0.0312;0.0069;0.0142;0.5513;"Full";13
"CMF";262.644;0.0322;0.0072;0.0149;0.0628;"Full";13
"NMF";NA;NA;NA;NA;NA;"Full";13
"NNLM";137.78;0.0312;0.0069;0.0121;0.0442;"Full";13
"AIRWLS";168.497;0.0309;0.0069;0.0122;0.5839;"Full";13
"Newton";95.584;0.0309;0.0069;0.0129;0.5716;"Full";13
"C-SGD";51.97;0.0305;0.0068;0.0122;0.5373;"Full";13
"B-SGD";27.277;0.0302;0.0067;0.0125;0.4667;"Full";13
"glmPCA";523.359;0.0365;0.1463;0.0214;-0.023;"Train";13
"NBWaVE";238.622;0.0305;0.1452;0.0139;0.5513;"Train";13
"CMF";262.644;0.032;0.1454;0.0115;0.0628;"Train";13
"NMF";NA;NA;NA;NA;NA;"Train";13
"NNLM";137.78;0.031;0.1452;0.0111;0.0442;"Train";13
"AIRWLS";168.497;0.0307;0.1452;0.0103;0.5839;"Train";13
"Newton";95.584;0.0307;0.1452;0.0103;0.5716;"Train";13
"C-SGD";51.97;0.03;0.1451;0.0116;0.5373;"Train";13
"B-SGD";27.277;0.0293;0.145;0.0121;0.4667;"Train";13
"glmPCA";523.359;0.0369;0.495;0.0223;-0.023;"Test";13
"NBWaVE";238.622;0.0332;0.4945;0.015;0.5513;"Test";13
"CMF";262.644;0.0328;0.4946;0.0248;0.0628;"Test";13
"NMF";NA;NA;NA;NA;NA;"Test";13
"NNLM";137.78;0.0318;0.4945;0.0149;0.0442;"Test";13
"AIRWLS";168.497;0.0316;0.4944;0.0176;0.5839;"Test";13
"Newton";95.584;0.0316;0.4944;0.0203;0.5716;"Test";13
"C-SGD";51.97;0.0321;0.4945;0.0141;0.5373;"Test";13
"B-SGD";27.277;0.0329;0.4946;0.0137;0.4667;"Test";13
"glmPCA";527.231;0.0373;0.0085;0.0196;-0.0257;"Full";14
"NBWaVE";196.565;0.0323;0.0074;0.0131;0.5593;"Full";14
"CMF";261.44;0.0336;0.0077;0.0136;0.0901;"Full";14
"NMF";371.026;0.0343;0.0078;0.0138;0.0573;"Full";14
"NNLM";150.953;0.0323;0.0074;0.0113;0.0406;"Full";14
"AIRWLS";170.423;0.0321;0.0074;0.0115;0.5528;"Full";14
"Newton";86.223;0.0321;0.0074;0.0119;0.5587;"Full";14
"C-SGD";51.888;0.0317;0.0073;0.0115;0.5272;"Full";14
"B-SGD";27.744;0.0314;0.0072;0.0116;0.4417;"Full";14
"glmPCA";527.231;0.0373;0.1466;0.0195;-0.0257;"Train";14
"NBWaVE";196.565;0.0317;0.1455;0.0129;0.5593;"Train";14
"CMF";261.44;0.0334;0.1458;0.011;0.0901;"Train";14
"NMF";371.026;0.0342;0.1461;0.0125;0.0573;"Train";14
"NNLM";150.953;0.0322;0.1456;0.0106;0.0406;"Train";14
"AIRWLS";170.423;0.032;0.1456;0.0099;0.5528;"Train";14
"Newton";86.223;0.032;0.1456;0.0099;0.5587;"Train";14
"C-SGD";51.888;0.0312;0.1454;0.0109;0.5272;"Train";14
"B-SGD";27.744;0.0305;0.1453;0.0113;0.4417;"Train";14
"glmPCA";527.231;0.0374;0.4953;0.0199;-0.0257;"Test";14
"NBWaVE";196.565;0.0342;0.4949;0.0138;0.5593;"Test";14
"CMF";261.44;0.034;0.495;0.0212;0.0901;"Test";14
"NMF";371.026;0.0346;0.4948;0.0177;0.0573;"Test";14
"NNLM";150.953;0.0327;0.4948;0.0132;0.0406;"Test";14
"AIRWLS";170.423;0.0326;0.4948;0.0164;0.5528;"Test";14
"Newton";86.223;0.0326;0.4948;0.0179;0.5587;"Test";14
"C-SGD";51.888;0.033;0.4948;0.013;0.5272;"Test";14
"B-SGD";27.744;0.0339;0.4949;0.0128;0.4417;"Test";14
"glmPCA";521.166;0.0372;0.0082;0.0206;-0.0189;"Full";15
"NBWaVE";165.229;0.0316;0.0069;0.0127;0.5657;"Full";15
"CMF";262.42;0.033;0.0073;0.0136;0.0572;"Full";15
"NMF";370.706;0.0337;0.0074;0.0135;0.0734;"Full";15
"NNLM";145.435;0.0317;0.007;0.0107;0.1301;"Full";15
"AIRWLS";165.801;0.0314;0.0069;0.0109;0.5163;"Full";15
"Newton";93.453;0.0314;0.0069;0.0114;0.5062;"Full";15
"C-SGD";50.819;0.0309;0.0068;0.011;0.5139;"Full";15
"B-SGD";27.266;0.0306;0.0068;0.0111;0.4774;"Full";15
