"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"B-SGD";5.791;0.0216;0.0045;0.009;0.2024;"Full";3
"glmPCA";65.083;0.026;0.1444;0.0166;-0.0321;"Train";3
"NBWaVE";20.15;0.0217;0.1437;0.01;0.4239;"Train";3
"CMF";32.342;0.023;0.1439;0.0083;0.1969;"Train";3
"NMF";26.465;0.0238;0.1441;0.0102;0.1075;"Train";3
"NNLM";17.244;0.0223;0.1438;0.0079;0.0134;"Train";3
"AIRWLS";20.942;0.0218;0.1437;0.0069;0.3878;"Train";3
"Newton";11.047;0.0218;0.1437;0.0069;0.3994;"Train";3
"C-SGD";10.015;0.0211;0.1436;0.008;0.2989;"Train";3
"B-SGD";5.791;0.0208;0.1435;0.0085;0.2024;"Train";3
"glmPCA";65.083;0.0263;0.4928;0.0174;-0.0321;"Test";3
"NBWaVE";20.15;0.0233;0.4924;0.011;0.4239;"Test";3
"CMF";32.342;0.0234;0.4926;0.0145;0.1969;"Test";3
"NMF";26.465;0.0242;0.4925;0.015;0.1075;"Test";3
"NNLM";17.244;0.0227;0.4925;0.0107;0.0134;"Test";3
"AIRWLS";20.942;0.0223;0.4924;0.0125;0.3878;"Test";3
"Newton";11.047;0.0223;0.4924;0.0124;0.3994;"Test";3
"C-SGD";10.015;0.0227;0.4925;0.0099;0.2989;"Test";3
"B-SGD";5.791;0.024;0.4925;0.0103;0.2024;"Test";3
"glmPCA";86.046;0.0263;0.0046;0.0156;-0.0432;"Full";4
"NBWaVE";23.267;0.022;0.0039;0.01;0.4334;"Full";4
"CMF";34.04;0.024;0.0043;0.0116;0.0669;"Full";4
"NMF";7.55;0.0248;0.0044;0.0125;0.0222;"Full";4
"NNLM";17.39;0.0225;0.004;0.0091;0.0376;"Full";4
"AIRWLS";20.85;0.0216;0.0038;0.0082;0.4181;"Full";4
"Newton";11.226;0.0216;0.0038;0.0084;0.3703;"Full";4
"C-SGD";10.086;0.0214;0.0038;0.0084;0.3975;"Full";4
"B-SGD";5.786;0.0218;0.0039;0.0091;0.1579;"Full";4
"glmPCA";86.046;0.0262;0.1434;0.0153;-0.0432;"Train";4
"NBWaVE";23.267;0.0215;0.1428;0.0097;0.4334;"Train";4
"CMF";34.04;0.0238;0.1431;0.0091;0.0669;"Train";4
"NMF";7.55;0.0247;0.1432;0.0111;0.0222;"Train";4
"NNLM";17.39;0.0224;0.1429;0.0083;0.0376;"Train";4
"AIRWLS";20.85;0.0215;0.1427;0.0069;0.4181;"Train";4
"Newton";11.226;0.0215;0.1427;0.0069;0.3703;"Train";4
"C-SGD";10.086;0.021;0.1427;0.008;0.3975;"Train";4
"B-SGD";5.786;0.0209;0.1427;0.0087;0.1579;"Train";4
"glmPCA";86.046;0.0264;0.493;0.0163;-0.0432;"Test";4
"NBWaVE";23.267;0.0233;0.4926;0.0106;0.4334;"Test";4
"CMF";34.04;0.0244;0.4928;0.0184;0.0669;"Test";4
"NMF";7.55;0.0251;0.4929;0.0163;0.0222;"Test";4
"NNLM";17.39;0.023;0.4927;0.0114;0.0376;"Test";4
"AIRWLS";20.85;0.0221;0.4926;0.0118;0.4181;"Test";4
"Newton";11.226;0.0222;0.4926;0.0126;0.3703;"Test";4
"C-SGD";10.086;0.0226;0.4927;0.0096;0.3975;"Test";4
"B-SGD";5.786;0.0243;0.4928;0.0103;0.1579;"Test";4
"glmPCA";64.974;0.027;0.0052;0.0166;-0.0225;"Full";5
"NBWaVE";15.992;0.0225;0.0044;0.0107;0.402;"Full";5
"CMF";31.326;0.0246;0.0048;0.0128;-0.0283;"Full";5
"NMF";26.463;0.0253;0.0049;0.0137;-0.052;"Full";5
"NNLM";17.285;0.023;0.0045;0.0098;0.0703;"Full";5
"AIRWLS";20.905;0.0222;0.0043;0.0089;0.4044;"Full";5
"Newton";11.165;0.0222;0.0043;0.009;0.3935;"Full";5
"C-SGD";10.034;0.022;0.0043;0.009;0.4572;"Full";5
"B-SGD";5.784;0.0223;0.0043;0.01;0.2871;"Full";5
"glmPCA";64.974;0.027;0.1438;0.0164;-0.0225;"Train";5
"NBWaVE";15.992;0.0221;0.1431;0.0104;0.402;"Train";5
"CMF";31.326;0.0245;0.1434;0.0103;-0.0283;"Train";5
"NMF";26.463;0.0252;0.1436;0.0123;-0.052;"Train";5
"NNLM";17.285;0.0229;0.1431;0.009;0.0703;"Train";5
"AIRWLS";20.905;0.0221;0.143;0.0073;0.4044;"Train";5
"Newton";11.165;0.0221;0.143;0.0073;0.3935;"Train";5
"C-SGD";10.034;0.0217;0.143;0.0084;0.4572;"Train";5
"B-SGD";5.784;0.0215;0.1429;0.0096;0.2871;"Train";5
"glmPCA";64.974;0.027;0.4936;0.0172;-0.0225;"Test";5
"NBWaVE";15.992;0.0239;0.4931;0.0114;0.402;"Test";5
"CMF";31.326;0.025;0.4935;0.0202;-0.0283;"Test";5
"NMF";26.463;0.0255;0.4933;0.0177;-0.052;"Test";5
"NNLM";17.285;0.0234;0.4932;0.0121;0.0703;"Test";5
"AIRWLS";20.905;0.0226;0.4931;0.0134;0.4044;"Test";5
"Newton";11.165;0.0226;0.4931;0.0137;0.3935;"Test";5
"C-SGD";10.034;0.023;0.4931;0.0106;0.4572;"Test";5
"B-SGD";5.784;0.0246;0.4933;0.0111;0.2871;"Test";5
"glmPCA";78.371;0.028;0.0043;0.0196;-0.0382;"Full";6
"NBWaVE";23.018;0.0231;0.0036;0.0119;0.4332;"Full";6
"CMF";34.725;0.0247;0.0039;0.0128;0.0428;"Full";6
"NMF";26.49;0.0253;0.0039;0.0134;0.0368;"Full";6
"NNLM";17.395;0.0234;0.0037;0.0104;-0.0244;"Full";6
"AIRWLS";20.861;0.0228;0.0036;0.0099;0.3813;"Full";6
"Newton";11.241;0.0228;0.0036;0.0101;0.38;"Full";6
"C-SGD";10.063;0.0224;0.0035;0.0101;0.3502;"Full";6
"B-SGD";5.835;0.0226;0.0035;0.0106;0.1784;"Full";6
"glmPCA";78.371;0.0279;0.1424;0.0193;-0.0382;"Train";6
"NBWaVE";23.018;0.0226;0.1417;0.0117;0.4332;"Train";6
"CMF";34.725;0.0246;0.1419;0.0109;0.0428;"Train";6
"NMF";26.49;0.0252;0.1421;0.0122;0.0368;"Train";6
"NNLM";17.395;0.0232;0.1418;0.0099;-0.0244;"Train";6
"AIRWLS";20.861;0.0226;0.1417;0.0087;0.3813;"Train";6
"Newton";11.241;0.0225;0.1417;0.0087;0.38;"Train";6
"C-SGD";10.063;0.0219;0.1416;0.0097;0.3502;"Train";6
"B-SGD";5.835;0.0216;0.1416;0.0103;0.1784;"Train";6
"glmPCA";78.371;0.0282;0.4942;0.0204;-0.0382;"Test";6
"NBWaVE";23.018;0.0247;0.4938;0.0125;0.4332;"Test";6
"CMF";34.725;0.0252;0.494;0.0182;0.0428;"Test";6
"NMF";26.49;0.0258;0.4939;0.0171;0.0368;"Test";6
"NNLM";17.395;0.0239;0.4939;0.0119;-0.0244;"Test";6
"AIRWLS";20.861;0.0234;0.4939;0.0134;0.3813;"Test";6
"Newton";11.241;0.0234;0.4938;0.0141;0.38;"Test";6
"C-SGD";10.063;0.0238;0.4939;0.0112;0.3502;"Test";6
"B-SGD";5.835;0.0256;0.494;0.0115;0.1784;"Test";6
"glmPCA";75.979;0.0321;0.0053;0.0234;-0.039;"Full";7
"NBWaVE";19.221;0.0261;0.0043;0.0122;0.4265;"Full";7
"CMF";31.738;0.0289;0.0048;0.0138;0.3408;"Full";7
"NMF";26.476;0.0293;0.0049;0.0152;0.2316;"Full";7
"NNLM";17.292;0.0271;0.0045;0.0114;0.2871;"Full";7
"AIRWLS";20.837;0.0255;0.0043;0.009;0.5429;"Full";7
"Newton";11.12;0.0255;0.0043;0.0089;0.5566;"Full";7
"C-SGD";10.153;0.0253;0.0042;0.0098;0.4397;"Full";7
"B-SGD";6.555;0.0254;0.0043;0.011;0.3609;"Full";7
"glmPCA";75.979;0.0321;0.1438;0.0229;-0.039;"Train";7
"NBWaVE";19.221;0.0256;0.143;0.0118;0.4265;"Train";7
"CMF";31.738;0.0288;0.1433;0.0113;0.3408;"Train";7
"NMF";26.476;0.0292;0.1435;0.0131;0.2316;"Train";7
"NNLM";17.292;0.027;0.1431;0.0103;0.2871;"Train";7
"AIRWLS";20.837;0.0254;0.1429;0.0075;0.5429;"Train";7
"Newton";11.12;0.0254;0.1429;0.0075;0.5566;"Train";7
"C-SGD";10.153;0.0249;0.1428;0.0091;0.4397;"Train";7
"B-SGD";6.555;0.0246;0.1428;0.0103;0.3609;"Train";7
"glmPCA";75.979;0.0322;0.4937;0.0246;-0.039;"Test";7
"NBWaVE";19.221;0.0276;0.4932;0.0134;0.4265;"Test";7
"CMF";31.738;0.0293;0.4936;0.0209;0.3408;"Test";7
"NMF";26.476;0.0297;0.4933;0.0212;0.2316;"Test";7
"NNLM";17.292;0.0275;0.4934;0.0145;0.2871;"Test";7
"AIRWLS";20.837;0.0259;0.4932;0.0131;0.5429;"Test";7
"Newton";11.12;0.0259;0.4932;0.0128;0.5566;"Test";7
"C-SGD";10.153;0.0263;0.4932;0.0118;0.4397;"Test";7
"B-SGD";6.555;0.0276;0.4933;0.013;0.3609;"Test";7
"glmPCA";61.672;0.027;0.0046;0.0164;0.0916;"Full";8
"NBWaVE";37.45;0.0239;0.0041;0.0105;0.5276;"Full";8
"CMF";31.756;0.0258;0.0044;0.0119;0.0045;"Full";8
"NMF";26.496;0.0263;0.0045;0.0121;0.0128;"Full";8
"NNLM";17.214;0.0243;0.0042;0.0091;0.0205;"Full";8
"AIRWLS";20.864;0.0235;0.004;0.0086;0.4627;"Full";8
"Newton";11.238;0.0235;0.004;0.0086;0.4568;"Full";8
"C-SGD";10.072;0.0232;0.004;0.0088;0.438;"Full";8
"B-SGD";5.768;0.0235;0.004;0.0093;0.1965;"Full";8
"glmPCA";61.672;0.0271;0.1435;0.0158;0.0916;"Train";8
"NBWaVE";37.45;0.0236;0.143;0.0103;0.5276;"Train";8
"CMF";31.756;0.0257;0.1433;0.0094;0.0045;"Train";8
"NMF";26.496;0.0262;0.1434;0.0106;0.0128;"Train";8
"NNLM";17.214;0.0242;0.1431;0.0085;0.0205;"Train";8
"AIRWLS";20.864;0.0234;0.1429;0.0075;0.4627;"Train";8
"Newton";11.238;0.0234;0.1429;0.0075;0.4568;"Train";8
"C-SGD";10.072;0.0229;0.1429;0.0083;0.438;"Train";8
"B-SGD";5.768;0.0227;0.1429;0.0089;0.1965;"Train";8
"glmPCA";61.672;0.027;0.4928;0.0181;0.0916;"Test";8
"NBWaVE";37.45;0.0249;0.4926;0.0112;0.5276;"Test";8
"CMF";31.756;0.0259;0.4929;0.0189;0.0045;"Test";8
"NMF";26.496;0.0265;0.4927;0.0163;0.0128;"Test";8
"NNLM";17.214;0.0245;0.4927;0.0108;0.0205;"Test";8
"AIRWLS";20.864;0.0238;0.4926;0.0118;0.4627;"Test";8
"Newton";11.238;0.0238;0.4926;0.0119;0.4568;"Test";8
"C-SGD";10.072;0.024;0.4926;0.01;0.438;"Test";8
"B-SGD";5.768;0.0259;0.4927;0.0104;0.1965;"Test";8
"glmPCA";63.223;0.0231;0.0057;0.0157;-0.043;"Full";9
"NBWaVE";24.102;0.0196;0.0048;0.0093;0.4314;"Full";9
"CMF";29.895;0.0209;0.0052;0.0106;0.1191;"Full";9
"NMF";26.496;0.0214;0.0053;0.0109;0.0089;"Full";9
"NNLM";17.306;0.0199;0.0049;0.0078;0.0365;"Full";9
"AIRWLS";20.81;0.0194;0.0048;0.0071;0.4267;"Full";9
"Newton";11.115;0.0194;0.0048;0.0072;0.4331;"Full";9
"C-SGD";10.05;0.0191;0.0047;0.0078;0.3103;"Full";9
"B-SGD";5.727;0.0191;0.0048;0.0077;0.3049;"Full";9
"glmPCA";63.223;0.023;0.1444;0.0154;-0.043;"Train";9
"NBWaVE";24.102;0.0191;0.1437;0.0091;0.4314;"Train";9
"CMF";29.895;0.0207;0.1439;0.0075;0.1191;"Train";9
"NMF";26.496;0.0213;0.1442;0.0091;0.0089;"Train";9
"NNLM";17.306;0.0197;0.1437;0.0069;0.0365;"Train";9
"AIRWLS";20.81;0.0192;0.1436;0.0057;0.4267;"Train";9
"Newton";11.115;0.0192;0.1436;0.0057;0.4331;"Train";9
"C-SGD";10.05;0.0187;0.1435;0.0071;0.3103;"Train";9
"B-SGD";5.727;0.0186;0.1435;0.0071;0.3049;"Train";9
"glmPCA";63.223;0.0234;0.4934;0.0166;-0.043;"Test";9
"NBWaVE";24.102;0.0208;0.493;0.0101;0.4314;"Test";9
"CMF";29.895;0.0215;0.4933;0.0195;0.1191;"Test";9
"NMF";26.496;0.0219;0.493;0.016;0.0089;"Test";9
"NNLM";17.306;0.0203;0.4931;0.0104;0.0365;"Test";9
"AIRWLS";20.81;0.0199;0.493;0.0112;0.4267;"Test";9
"Newton";11.115;0.0199;0.493;0.0116;0.4331;"Test";9
"C-SGD";10.05;0.0203;0.4931;0.0099;0.3103;"Test";9
"B-SGD";5.727;0.0208;0.4931;0.0095;0.3049;"Test";9
"glmPCA";86.497;0.0302;0.0045;0.0178;-0.0379;"Full";10
"NBWaVE";16.109;0.025;0.0037;0.0109;0.5127;"Full";10
"CMF";34.379;0.0273;0.0041;0.014;0.0904;"Full";10
"NMF";26.484;0.0282;0.0042;0.0133;-0.0503;"Full";10
"NNLM";17.206;0.0257;0.0039;0.0099;0.0142;"Full";10
"AIRWLS";20.942;0.0247;0.0037;0.0087;0.4787;"Full";10
"Newton";11.183;0.0247;0.0037;0.0089;0.44;"Full";10
"C-SGD";10.07;0.0245;0.0037;0.009;0.444;"Full";10
"B-SGD";5.756;0.025;0.0038;0.0094;0.2828;"Full";10
"glmPCA";86.497;0.0302;0.1431;0.0176;-0.0379;"Train";10
"NBWaVE";16.109;0.0245;0.1425;0.0107;0.5127;"Train";10
"CMF";34.379;0.0271;0.1427;0.0097;0.0904;"Train";10
"NMF";26.484;0.028;0.1429;0.0116;-0.0503;"Train";10
"NNLM";17.206;0.0255;0.1425;0.0089;0.0142;"Train";10
"AIRWLS";20.942;0.0245;0.1424;0.0073;0.4787;"Train";10
"Newton";11.183;0.0245;0.1424;0.0073;0.44;"Train";10
"C-SGD";10.07;0.024;0.1424;0.0084;0.444;"Train";10
"B-SGD";5.756;0.0239;0.1424;0.0087;0.2828;"Train";10
"glmPCA";86.497;0.0303;0.4933;0.0183;-0.0379;"Test";10
"NBWaVE";16.109;0.0265;0.4929;0.0116;0.5127;"Test";10
"CMF";34.379;0.0279;0.4932;0.0263;0.0904;"Test";10
"NMF";26.484;0.0285;0.493;0.0184;-0.0503;"Test";10
"NNLM";17.206;0.0261;0.493;0.0127;0.0142;"Test";10
"AIRWLS";20.942;0.0252;0.4929;0.0128;0.4787;"Test";10
"Newton";11.183;0.0252;0.4929;0.0132;0.44;"Test";10
"C-SGD";10.07;0.0259;0.4929;0.0108;0.444;"Test";10
"B-SGD";5.756;0.0279;0.493;0.0116;0.2828;"Test";10
"glmPCA";7.402;0.029;0.0062;0.0173;-0.0284;"Full";11
"NBWaVE";19.267;0.0245;0.0053;0.0088;0.4514;"Full";11
"CMF";31.945;0.026;0.0056;0.0094;0.1412;"Full";11
"NMF";27.196;0.0269;0.0058;0.0105;0.1127;"Full";11
"NNLM";17.292;0.0251;0.0054;0.0073;0.1401;"Full";11
"AIRWLS";20.922;0.0244;0.0053;0.0068;0.381;"Full";11
"Newton";11.136;0.0244;0.0053;0.0068;0.3557;"Full";11
"C-SGD";10.072;0.024;0.0052;0.0071;0.3558;"Full";11
"B-SGD";5.788;0.0241;0.0052;0.0075;0.2416;"Full";11
"glmPCA";7.402;0.0289;0.1444;0.017;-0.0284;"Train";11
"NBWaVE";19.267;0.0241;0.1436;0.0084;0.4514;"Train";11
"CMF";31.945;0.0258;0.1439;0.007;0.1412;"Train";11
"NMF";27.196;0.0268;0.1441;0.0084;0.1127;"Train";11
"NNLM";17.292;0.025;0.1437;0.0066;0.1401;"Train";11
"AIRWLS";20.922;0.0242;0.1436;0.0057;0.381;"Train";11
"Newton";11.136;0.0242;0.1436;0.0057;0.3557;"Train";11
"C-SGD";10.072;0.0235;0.1435;0.0067;0.3558;"Train";11
"B-SGD";5.788;0.0233;0.1435;0.007;0.2416;"Train";11
"glmPCA";7.402;0.0292;0.4944;0.0183;-0.0284;"Test";11
"NBWaVE";19.267;0.0259;0.494;0.0097;0.4514;"Test";11
"CMF";31.945;0.0264;0.4941;0.0163;0.1412;"Test";11
"NMF";27.196;0.0274;0.4941;0.0165;0.1127;"Test";11
"NNLM";17.292;0.0255;0.4941;0.0095;0.1401;"Test";11
"AIRWLS";20.922;0.0248;0.494;0.0101;0.381;"Test";11
"Newton";11.136;0.0248;0.494;0.0099;0.3557;"Test";11
"C-SGD";10.072;0.0252;0.494;0.0085;0.3558;"Test";11
"B-SGD";5.788;0.0267;0.4941;0.0091;0.2416;"Test";11
"glmPCA";61.783;0.027;0.004;0.0157;0.1281;"Full";12
"NBWaVE";29.327;0.0233;0.0035;0.0104;0.5575;"Full";12
"CMF";34.162;0.0264;0.0039;0.0146;0.0621;"Full";12
"NMF";26.45;0.0264;0.0039;0.0128;0.0491;"Full";12
"NNLM";17.283;0.0238;0.0036;0.0095;0.1136;"Full";12
"AIRWLS";20.865;0.0227;0.0034;0.0083;0.5578;"Full";12
"Newton";11.213;0.0227;0.0034;0.0089;0.5757;"Full";12
"C-SGD";10.099;0.0228;0.0034;0.0094;0.3586;"Full";12
"B-SGD";5.794;0.023;0.0035;0.0096;0.1984;"Full";12
"glmPCA";61.783;0.027;0.1426;0.015;0.1281;"Train";12
"NBWaVE";29.327;0.0229;0.1421;0.0102;0.5575;"Train";12
"CMF";34.162;0.0261;0.1424;0.0104;0.0621;"Train";12
"NMF";26.45;0.0263;0.1425;0.0113;0.0491;"Train";12
"NNLM";17.283;0.0237;0.1422;0.0089;0.1136;"Train";12
"AIRWLS";20.865;0.0225;0.142;0.0073;0.5578;"Train";12
"Newton";11.213;0.0225;0.142;0.0072;0.5757;"Train";12
"C-SGD";10.099;0.0223;0.142;0.0088;0.3586;"Train";12
"B-SGD";5.794;0.0221;0.142;0.0091;0.1984;"Train";12
"glmPCA";61.783;0.0271;0.4932;0.0176;0.1281;"Test";12
"NBWaVE";29.327;0.0244;0.4929;0.0112;0.5575;"Test";12
"CMF";34.162;0.0269;0.4934;0.0266;0.0621;"Test";12
"NMF";26.45;0.0267;0.4931;0.0173;0.0491;"Test";12
"NNLM";17.283;0.0242;0.4931;0.0115;0.1136;"Test";12
"AIRWLS";20.865;0.0231;0.493;0.0114;0.5578;"Test";12
"Newton";11.213;0.0231;0.493;0.0136;0.5757;"Test";12
"C-SGD";10.099;0.024;0.493;0.011;0.3586;"Test";12
"B-SGD";5.794;0.0256;0.4931;0.0111;0.1984;"Test";12
"glmPCA";67.331;0.0281;0.005;0.0155;-0.0533;"Full";13
"NBWaVE";20.147;0.0237;0.0042;0.0103;0.4507;"Full";13
"CMF";33.858;0.0256;0.0046;0.0111;0.0304;"Full";13
"NMF";6.66;0.0266;0.0047;0.0127;0.0071;"Full";13
"NNLM";17.288;0.0241;0.0043;0.009;0.0061;"Full";13
"AIRWLS";20.953;0.0235;0.0042;0.0084;0.4098;"Full";13
"Newton";11.21;0.0235;0.0042;0.0085;0.4057;"Full";13
"C-SGD";10.099;0.0232;0.0041;0.0086;0.3591;"Full";13
"B-SGD";5.781;0.0233;0.0042;0.0088;0.2971;"Full";13
"glmPCA";67.331;0.0281;0.1433;0.0152;-0.0533;"Train";13
"NBWaVE";20.147;0.0232;0.1426;0.01;0.4507;"Train";13
"CMF";33.858;0.0254;0.1429;0.0092;0.0304;"Train";13
"NMF";6.66;0.0264;0.1431;0.0116;0.0071;"Train";13
"NNLM";17.288;0.0239;0.1427;0.0084;0.0061;"Train";13
"AIRWLS";20.953;0.0233;0.1426;0.0072;0.4098;"Train";13
"Newton";11.21;0.0233;0.1426;0.0072;0.4057;"Train";13
"C-SGD";10.099;0.0227;0.1425;0.0082;0.3591;"Train";13
"B-SGD";5.781;0.0225;0.1425;0.0084;0.2971;"Train";13
"glmPCA";67.331;0.0283;0.4939;0.0161;-0.0533;"Test";13
"NBWaVE";20.147;0.0252;0.4936;0.0109;0.4507;"Test";13
"CMF";33.858;0.0261;0.4937;0.0164;0.0304;"Test";13
"NMF";6.66;0.0269;0.4937;0.0161;0.0071;"Test";13
"NNLM";17.288;0.0245;0.4936;0.0107;0.0061;"Test";13
"AIRWLS";20.953;0.024;0.4936;0.012;0.4098;"Test";13
"Newton";11.21;0.024;0.4936;0.0123;0.4057;"Test";13
"C-SGD";10.099;0.0246;0.4936;0.01;0.3591;"Test";13
"B-SGD";5.781;0.0258;0.4937;0.0101;0.2971;"Test";13
"glmPCA";122.332;0.0282;0.0051;0.0163;-0.0499;"Full";14
"NBWaVE";21.193;0.0234;0.0043;0.0096;0.4065;"Full";14
"CMF";32.536;0.026;0.0048;0.0122;0.0916;"Full";14
"NMF";NA;NA;NA;NA;NA;"Full";14
"NNLM";17.308;0.0239;0.0044;0.0083;0.0527;"Full";14
"AIRWLS";20.931;0.0232;0.0042;0.0076;0.4511;"Full";14
"Newton";11.157;0.0232;0.0042;0.0076;0.4334;"Full";14
"C-SGD";10.083;0.0228;0.0042;0.0085;0.3117;"Full";14
"B-SGD";5.836;0.0231;0.0042;0.0091;0.12;"Full";14
"glmPCA";122.332;0.0283;0.1441;0.016;-0.0499;"Train";14
"NBWaVE";21.193;0.023;0.1434;0.0094;0.4065;"Train";14
"CMF";32.536;0.0259;0.1438;0.0084;0.0916;"Train";14
"NMF";NA;NA;NA;NA;NA;"Train";14
"NNLM";17.308;0.0238;0.1435;0.0075;0.0527;"Train";14
"AIRWLS";20.931;0.0231;0.1434;0.0062;0.4511;"Train";14
"Newton";11.157;0.0231;0.1434;0.0062;0.4334;"Train";14
"C-SGD";10.083;0.0224;0.1433;0.008;0.3117;"Train";14
"B-SGD";5.836;0.0222;0.1433;0.0087;0.12;"Train";14
"glmPCA";122.332;0.0281;0.4928;0.0171;-0.0499;"Test";14
"NBWaVE";21.193;0.0245;0.4924;0.0103;0.4065;"Test";14
"CMF";32.536;0.0264;0.4926;0.0228;0.0916;"Test";14
"NMF";NA;NA;NA;NA;NA;"Test";14
"NNLM";17.308;0.024;0.4924;0.0105;0.0527;"Test";14
"AIRWLS";20.931;0.0234;0.4923;0.0115;0.4511;"Test";14
"Newton";11.157;0.0234;0.4923;0.0116;0.4334;"Test";14
"C-SGD";10.083;0.0241;0.4924;0.0099;0.3117;"Test";14
"B-SGD";5.836;0.0256;0.4924;0.0105;0.12;"Test";14
"glmPCA";11.895;0.0279;0.0053;0.0155;-0.0143;"Full";15
"NBWaVE";33.303;0.0228;0.0043;0.0089;0.5245;"Full";15
"CMF";34.961;0.0246;0.0047;0.0097;0.0347;"Full";15
"NMF";26.481;0.0256;0.0048;0.011;0.0352;"Full";15
"NNLM";17.302;0.0231;0.0044;0.0076;0.0423;"Full";15
"AIRWLS";20.93;0.0223;0.0042;0.0071;0.373;"Full";15
"Newton";11.186;0.0223;0.0042;0.0071;0.3627;"Full";15
