"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"NBWaVE";55.095;0.034;0.0074;0.013;0.4183;"Full";2
"CMF";107.103;0.0355;0.0078;0.0136;0.0162;"Full";2
"NMF";117.34;0.0361;0.0079;0.0143;0.0055;"Full";2
"NNLM";66.809;0.034;0.0074;0.0118;0.0259;"Full";2
"AIRWLS";70.841;0.0334;0.0073;0.0112;0.3383;"Full";2
"Newton";48.094;0.0334;0.0073;0.0114;0.3345;"Full";2
"C-SGD";25.852;0.033;0.0072;0.0116;0.3489;"Full";2
"B-SGD";14.926;0.0328;0.0072;0.0115;0.3439;"Full";2
"glmPCA";286.643;0.0385;0.1464;0.0191;-0.0098;"Train";2
"NBWaVE";55.095;0.0336;0.1455;0.0128;0.4183;"Train";2
"CMF";107.103;0.0354;0.1458;0.0122;0.0162;"Train";2
"NMF";117.34;0.0359;0.146;0.0133;0.0055;"Train";2
"NNLM";66.809;0.0339;0.1455;0.0114;0.0259;"Train";2
"AIRWLS";70.841;0.0333;0.1454;0.0103;0.3383;"Train";2
"Newton";48.094;0.0332;0.1454;0.0103;0.3345;"Train";2
"C-SGD";25.852;0.0327;0.1453;0.0113;0.3489;"Train";2
"B-SGD";14.926;0.0323;0.1453;0.0112;0.3439;"Train";2
"glmPCA";286.643;0.0389;0.4954;0.02;-0.0098;"Test";2
"NBWaVE";55.095;0.035;0.4949;0.0134;0.4183;"Test";2
"CMF";107.103;0.0359;0.4951;0.0178;0.0162;"Test";2
"NMF";117.34;0.0365;0.495;0.0171;0.0055;"Test";2
"NNLM";66.809;0.0344;0.4949;0.0131;0.0259;"Test";2
"AIRWLS";70.841;0.0339;0.4949;0.014;0.3383;"Test";2
"Newton";48.094;0.0339;0.4949;0.0145;0.3345;"Test";2
"C-SGD";25.852;0.0338;0.4949;0.0124;0.3489;"Test";2
"B-SGD";14.926;0.0341;0.4949;0.0124;0.3439;"Test";2
"glmPCA";268.088;0.0354;0.007;0.0192;-0.054;"Full";3
"NBWaVE";55.484;0.0324;0.0064;0.0133;0.3606;"Full";3
"CMF";105.501;0.0336;0.0067;Inf;0.0182;"Full";3
"NMF";113.469;0.0346;0.0069;0.0154;-0.0412;"Full";3
"NNLM";67.084;0.0321;0.0064;0.012;0.0426;"Full";3
"AIRWLS";80.709;0.0315;0.0063;0.0115;0.3528;"Full";3
"Newton";47.488;0.0315;0.0063;0.0116;0.3615;"Full";3
"C-SGD";25.824;0.0312;0.0062;0.0116;0.4066;"Full";3
"B-SGD";15.197;0.031;0.0062;0.0116;0.3795;"Full";3
"glmPCA";268.088;0.0353;0.1451;0.0188;-0.054;"Train";3
"NBWaVE";55.484;0.032;0.1446;0.0131;0.3606;"Train";3
"CMF";105.501;0.0334;0.1448;0.0129;0.0182;"Train";3
"NMF";113.469;0.0344;0.145;0.0146;-0.0412;"Train";3
"NNLM";67.084;0.032;0.1446;0.0115;0.0426;"Train";3
"AIRWLS";80.709;0.0313;0.1445;0.0105;0.3528;"Train";3
"Newton";47.488;0.0313;0.1445;0.0105;0.3615;"Train";3
"C-SGD";25.824;0.0308;0.1444;0.0113;0.4066;"Train";3
"B-SGD";15.197;0.0305;0.1443;0.0114;0.3795;"Train";3
"glmPCA";268.088;0.0358;0.4949;0.0205;-0.054;"Test";3
"NBWaVE";55.484;0.0335;0.4946;0.0138;0.3606;"Test";3
"CMF";105.501;0.034;0.4948;Inf;0.0182;"Test";3
"NMF";113.469;0.035;0.4947;0.0177;-0.0412;"Test";3
"NNLM";67.084;0.0326;0.4946;0.0131;0.0426;"Test";3
"AIRWLS";80.709;0.0321;0.4945;0.0145;0.3528;"Test";3
"Newton";47.488;0.0321;0.4945;0.0147;0.3615;"Test";3
"C-SGD";25.824;0.0321;0.4945;0.0125;0.4066;"Test";3
"B-SGD";15.197;0.0323;0.4946;0.0124;0.3795;"Test";3
"glmPCA";292.733;0.0368;0.0077;0.0211;-0.024;"Full";4
"NBWaVE";106.427;0.0323;0.0068;0.0135;0.5058;"Full";4
"CMF";99.204;0.0333;0.007;0.0149;0.1033;"Full";4
"NMF";112.843;0.0341;0.0071;0.0147;0.0105;"Full";4
"NNLM";67.123;0.0323;0.0068;0.0124;0.1088;"Full";4
"AIRWLS";84.249;0.0317;0.0067;0.0117;0.4109;"Full";4
"Newton";52.093;0.0317;0.0067;0.0119;0.3492;"Full";4
"C-SGD";25.725;0.0313;0.0066;0.012;0.3891;"Full";4
"B-SGD";15.174;0.0312;0.0066;0.0123;0.3202;"Full";4
"glmPCA";292.733;0.0368;0.1459;0.0209;-0.024;"Train";4
"NBWaVE";106.427;0.0321;0.1451;0.0133;0.5058;"Train";4
"CMF";99.204;0.0332;0.1453;0.0124;0.1033;"Train";4
"NMF";112.843;0.0341;0.1455;0.0136;0.0105;"Train";4
"NNLM";67.123;0.0323;0.1451;0.0119;0.1088;"Train";4
"AIRWLS";84.249;0.0316;0.145;0.0108;0.4109;"Train";4
"Newton";52.093;0.0316;0.145;0.0108;0.3492;"Train";4
"C-SGD";25.725;0.0311;0.1449;0.0117;0.3891;"Train";4
"B-SGD";15.174;0.0308;0.1448;0.012;0.3202;"Train";4
"glmPCA";292.733;0.0368;0.4949;0.0215;-0.024;"Test";4
"NBWaVE";106.427;0.033;0.4944;0.0141;0.5058;"Test";4
"CMF";99.204;0.0334;0.4946;0.0221;0.1033;"Test";4
"NMF";112.843;0.0343;0.4945;0.0179;0.0105;"Test";4
"NNLM";67.123;0.0325;0.4945;0.0138;0.1088;"Test";4
"AIRWLS";84.249;0.0319;0.4944;0.0143;0.4109;"Test";4
"Newton";52.093;0.0319;0.4944;0.0151;0.3492;"Test";4
"C-SGD";25.725;0.0319;0.4944;0.013;0.3891;"Test";4
"B-SGD";15.174;0.0323;0.4944;0.0132;0.3202;"Test";4
"glmPCA";30.023;0.0376;0.0082;0.0274;-0.0236;"Full";5
"NBWaVE";93.673;0.0324;0.0071;0.014;0.4756;"Full";5
"CMF";103.767;0.0333;0.0073;0.014;0.3142;"Full";5
"NMF";113.166;0.0347;0.0076;0.017;0.1473;"Full";5
"NNLM";67.07;0.0325;0.0071;0.013;0.0086;"Full";5
"AIRWLS";84.739;0.0315;0.0069;0.0114;0.4828;"Full";5
"Newton";51.825;0.0315;0.0069;0.0114;0.5332;"Full";5
"C-SGD";25.678;0.0312;0.0069;0.0119;0.4974;"Full";5
"B-SGD";15.005;0.031;0.0068;0.0121;0.4284;"Full";5
"glmPCA";30.023;0.0376;0.1466;0.0269;-0.0236;"Train";5
"NBWaVE";93.673;0.0322;0.1456;0.0136;0.4756;"Train";5
"CMF";103.767;0.0333;0.1458;0.0128;0.3142;"Train";5
"NMF";113.166;0.0346;0.1461;0.0149;0.1473;"Train";5
"NNLM";67.07;0.0324;0.1456;0.0123;0.0086;"Train";5
"AIRWLS";84.739;0.0314;0.1455;0.0107;0.4828;"Train";5
"Newton";51.825;0.0314;0.1455;0.0107;0.5332;"Train";5
"C-SGD";25.678;0.031;0.1454;0.0115;0.4974;"Train";5
"B-SGD";15.005;0.0307;0.1453;0.0117;0.4284;"Train";5
"glmPCA";30.023;0.0377;0.4947;0.0288;-0.0236;"Test";5
"NBWaVE";93.673;0.0331;0.4941;0.015;0.4756;"Test";5
"CMF";103.767;0.0336;0.4943;0.0174;0.3142;"Test";5
"NMF";113.166;0.035;0.4943;0.0232;0.1473;"Test";5
"NNLM";67.07;0.0327;0.4942;0.0151;0.0086;"Test";5
"AIRWLS";84.739;0.0317;0.4941;0.0136;0.4828;"Test";5
"Newton";51.825;0.0317;0.4941;0.0133;0.5332;"Test";5
"C-SGD";25.678;0.0318;0.4941;0.0132;0.4974;"Test";5
"B-SGD";15.005;0.0321;0.4941;0.0132;0.4284;"Test";5
"glmPCA";282.409;0.0367;0.0077;0.029;-0.0351;"Full";6
"NBWaVE";54.948;0.0318;0.0067;0.0155;0.4149;"Full";6
"CMF";97.143;0.0327;0.0069;0.0167;0.2687;"Full";6
"NMF";113.075;0.0339;0.0071;0.0186;0.1224;"Full";6
"NNLM";67.049;0.0321;0.0068;0.0149;0.0664;"Full";6
"AIRWLS";80.744;0.0308;0.0065;0.0127;0.5113;"Full";6
"Newton";51.629;0.0308;0.0065;0.0125;0.4929;"Full";6
"C-SGD";26.55;0.0306;0.0065;0.0137;0.4551;"Full";6
"B-SGD";14.984;0.0304;0.0065;0.0138;0.4226;"Full";6
"glmPCA";282.409;0.0366;0.146;0.0287;-0.0351;"Train";6
"NBWaVE";54.948;0.0314;0.1451;0.0149;0.4149;"Train";6
"CMF";97.143;0.0325;0.1453;0.0144;0.2687;"Train";6
"NMF";113.075;0.0337;0.1456;0.0164;0.1224;"Train";6
"NNLM";67.049;0.032;0.1452;0.014;0.0664;"Train";6
"AIRWLS";80.744;0.0307;0.145;0.0117;0.5113;"Train";6
"Newton";51.629;0.0307;0.145;0.0117;0.4929;"Train";6
"C-SGD";26.55;0.0304;0.1449;0.0132;0.4551;"Train";6
"B-SGD";14.984;0.0301;0.1449;0.0133;0.4226;"Train";6
"glmPCA";282.409;0.0369;0.4947;0.0298;-0.0351;"Test";6
"NBWaVE";54.948;0.0327;0.4942;0.017;0.4149;"Test";6
"CMF";97.143;0.0331;0.4943;0.0234;0.2687;"Test";6
"NMF";113.075;0.0343;0.4943;0.0248;0.1224;"Test";6
"NNLM";67.049;0.0325;0.4943;0.0177;0.0664;"Test";6
"AIRWLS";80.744;0.0312;0.4941;0.0155;0.5113;"Test";6
"Newton";51.629;0.0311;0.4941;0.0147;0.4929;"Test";6
"C-SGD";26.55;0.0313;0.4941;0.015;0.4551;"Test";6
"B-SGD";14.984;0.0315;0.4942;0.0153;0.4226;"Test";6
"glmPCA";276.319;0.0363;0.0078;0.0202;-0.0311;"Full";7
"NBWaVE";108.93;0.0316;0.0068;0.0137;0.5042;"Full";7
"CMF";106.627;0.0325;0.007;0.0138;0.1158;"Full";7
"NMF";113.04;0.0332;0.0072;0.0146;0.0641;"Full";7
"NNLM";67.067;0.0314;0.0068;0.0125;-0.0046;"Full";7
"AIRWLS";82.045;0.0308;0.0067;0.0121;0.3516;"Full";7
"Newton";52.002;0.0308;0.0067;0.0122;0.3705;"Full";7
"C-SGD";25.933;0.0304;0.0066;0.0122;0.3898;"Full";7
"B-SGD";14.999;0.0302;0.0066;0.0123;0.3475;"Full";7
"glmPCA";276.319;0.0363;0.1461;0.02;-0.0311;"Train";7
"NBWaVE";108.93;0.0314;0.1452;0.0135;0.5042;"Train";7
"CMF";106.627;0.0324;0.1454;0.0129;0.1158;"Train";7
"NMF";113.04;0.0331;0.1455;0.014;0.0641;"Train";7
"NNLM";67.067;0.0314;0.1452;0.0122;-0.0046;"Train";7
"AIRWLS";82.045;0.0307;0.1451;0.0112;0.3516;"Train";7
"Newton";52.002;0.0307;0.1451;0.0112;0.3705;"Train";7
"C-SGD";25.933;0.0303;0.145;0.0119;0.3898;"Train";7
"B-SGD";14.999;0.0299;0.1449;0.0121;0.3475;"Train";7
"glmPCA";276.319;0.0362;0.4948;0.0206;-0.0311;"Test";7
"NBWaVE";108.93;0.0321;0.4943;0.0141;0.5042;"Test";7
"CMF";106.627;0.0325;0.4944;0.0163;0.1158;"Test";7
"NMF";113.04;0.0333;0.4944;0.0162;0.0641;"Test";7
"NNLM";67.067;0.0315;0.4943;0.0135;-0.0046;"Test";7
"AIRWLS";82.045;0.0309;0.4942;0.0144;0.3516;"Test";7
"Newton";52.002;0.0309;0.4942;0.0149;0.3705;"Test";7
"C-SGD";25.933;0.0309;0.4942;0.0129;0.3898;"Test";7
"B-SGD";14.999;0.0312;0.4942;0.013;0.3475;"Test";7
"glmPCA";28.361;0.0371;0.0077;0.0215;-0.0216;"Full";8
"NBWaVE";58.334;0.0325;0.0067;0.0134;0.4113;"Full";8
"CMF";105.911;0.0329;0.0069;0.013;0.1531;"Full";8
"NMF";114.119;0.0342;0.0071;0.0149;0.0474;"Full";8
"NNLM";66.889;0.0322;0.0067;0.012;0.0784;"Full";8
"AIRWLS";68.636;0.0316;0.0066;0.0116;0.3488;"Full";8
"Newton";44.698;0.0316;0.0066;0.0117;0.3984;"Full";8
"C-SGD";26.002;0.0314;0.0065;0.0118;0.3543;"Full";8
"B-SGD";15.154;0.0312;0.0065;0.0119;0.3148;"Full";8
"glmPCA";28.361;0.0371;0.1462;0.0213;-0.0216;"Train";8
"NBWaVE";58.334;0.0322;0.1454;0.0133;0.4113;"Train";8
"CMF";105.911;0.0328;0.1455;0.0121;0.1531;"Train";8
"NMF";114.119;0.0341;0.1458;0.014;0.0474;"Train";8
"NNLM";66.889;0.0321;0.1454;0.0116;0.0784;"Train";8
"AIRWLS";68.636;0.0316;0.1453;0.0108;0.3488;"Train";8
"Newton";44.698;0.0315;0.1453;0.0108;0.3984;"Train";8
"C-SGD";26.002;0.0312;0.1452;0.0115;0.3543;"Train";8
"B-SGD";15.154;0.0308;0.1452;0.0116;0.3148;"Train";8
"glmPCA";28.361;0.0371;0.4942;0.022;-0.0216;"Test";8
"NBWaVE";58.334;0.0333;0.4937;0.014;0.4113;"Test";8
"CMF";105.911;0.033;0.4938;0.0154;0.1531;"Test";8
"NMF";114.119;0.0343;0.4938;0.0172;0.0474;"Test";8
"NNLM";66.889;0.0323;0.4938;0.0131;0.0784;"Test";8
"AIRWLS";68.636;0.0318;0.4937;0.0137;0.3488;"Test";8
"Newton";44.698;0.0318;0.4937;0.0143;0.3984;"Test";8
"C-SGD";26.002;0.0319;0.4937;0.0127;0.3543;"Test";8
"B-SGD";15.154;0.0323;0.4937;0.0126;0.3148;"Test";8
"glmPCA";549.67;0.0343;0.0094;0.017;-0.0195;"Full";9
"NBWaVE";54.679;0.0305;0.0084;0.0119;0.5103;"Full";9
"CMF";102.638;0.0312;0.0086;0.0122;0.0146;"Full";9
"NMF";NA;NA;NA;NA;NA;"Full";9
"NNLM";66.974;0.0306;0.0085;0.011;0.0117;"Full";9
"AIRWLS";66.31;0.0298;0.0082;0.0103;0.4614;"Full";9
"Newton";52.449;0.0298;0.0083;0.0105;0.4182;"Full";9
"C-SGD";25.948;0.0295;0.0082;0.0106;0.4023;"Full";9
"B-SGD";15.098;0.0293;0.0081;0.0107;0.3539;"Full";9
"glmPCA";549.67;0.0343;0.1474;0.0169;-0.0195;"Train";9
"NBWaVE";54.679;0.0303;0.1465;0.0118;0.5103;"Train";9
"CMF";102.638;0.0312;0.1467;0.0112;0.0146;"Train";9
"NMF";NA;NA;NA;NA;NA;"Train";9
"NNLM";66.974;0.0305;0.1466;0.0107;0.0117;"Train";9
"AIRWLS";66.31;0.0297;0.1464;0.0097;0.4614;"Train";9
"Newton";52.449;0.0298;0.1464;0.0097;0.4182;"Train";9
"C-SGD";25.948;0.0294;0.1463;0.0104;0.4023;"Train";9
"B-SGD";15.098;0.029;0.1462;0.0105;0.3539;"Train";9
"glmPCA";549.67;0.0342;0.4956;0.0173;-0.0195;"Test";9
"NBWaVE";54.679;0.031;0.4951;0.0123;0.5103;"Test";9
"CMF";102.638;0.0312;0.4952;0.0148;0.0146;"Test";9
"NMF";NA;NA;NA;NA;NA;"Test";9
"NNLM";66.974;0.0306;0.4952;0.0121;0.0117;"Test";9
"AIRWLS";66.31;0.0299;0.4951;0.012;0.4614;"Test";9
"Newton";52.449;0.03;0.4951;0.0126;0.4182;"Test";9
"C-SGD";25.948;0.03;0.4951;0.0115;0.4023;"Test";9
"B-SGD";15.098;0.0301;0.4951;0.0113;0.3539;"Test";9
"glmPCA";292.403;0.0347;0.0087;0.0204;-0.0318;"Full";10
"NBWaVE";91.545;0.0308;0.0077;0.014;0.4795;"Full";10
"CMF";103.361;0.0313;0.0079;0.0137;-4e-04;"Full";10
"NMF";114.098;0.0322;0.0081;0.0151;0.0127;"Full";10
"NNLM";67.126;0.0309;0.0078;0.013;0.0156;"Full";10
"AIRWLS";78.449;0.0301;0.0076;0.0122;0.506;"Full";10
"Newton";52.495;0.0301;0.0076;0.0121;0.5082;"Full";10
"C-SGD";25.76;0.0298;0.0075;0.0124;0.4558;"Full";10
"B-SGD";15.164;0.0296;0.0075;0.0125;0.3843;"Full";10
"glmPCA";292.403;0.0347;0.1466;0.0202;-0.0318;"Train";10
"NBWaVE";91.545;0.0306;0.1457;0.0138;0.4795;"Train";10
"CMF";103.361;0.0313;0.1459;0.013;-4e-04;"Train";10
"NMF";114.098;0.0322;0.1461;0.0145;0.0127;"Train";10
"NNLM";67.126;0.0308;0.1458;0.0127;0.0156;"Train";10
"AIRWLS";78.449;0.03;0.1456;0.0115;0.506;"Train";10
"Newton";52.495;0.03;0.1456;0.0116;0.5082;"Train";10
"C-SGD";25.76;0.0297;0.1455;0.0121;0.4558;"Train";10
"B-SGD";15.164;0.0293;0.1454;0.0123;0.3843;"Train";10
"glmPCA";292.403;0.0347;0.4957;0.0208;-0.0318;"Test";10
"NBWaVE";91.545;0.0315;0.4952;0.0145;0.4795;"Test";10
"CMF";103.361;0.0314;0.4953;0.0158;-4e-04;"Test";10
"NMF";114.098;0.0324;0.4953;0.0168;0.0127;"Test";10
"NNLM";67.126;0.031;0.4953;0.0141;0.0156;"Test";10
"AIRWLS";78.449;0.0303;0.4952;0.0139;0.506;"Test";10
"Newton";52.495;0.0303;0.4952;0.0138;0.5082;"Test";10
"C-SGD";25.76;0.0303;0.4951;0.0132;0.4558;"Test";10
"B-SGD";15.164;0.0305;0.4952;0.0132;0.3843;"Test";10
"glmPCA";279.286;0.0345;0.0086;0.0197;-0.0151;"Full";11
"NBWaVE";56.226;0.0303;0.0076;0.0133;0.5374;"Full";11
"CMF";102.339;0.0311;0.0078;0.0137;0.0843;"Full";11
"NMF";113.822;0.0321;0.008;0.0153;0.0059;"Full";11
"NNLM";67.263;0.0303;0.0076;0.0127;0.0129;"Full";11
"AIRWLS";71.305;0.0295;0.0074;0.0113;0.5144;"Full";11
"Newton";50.207;0.0295;0.0074;0.0113;0.5254;"Full";11
"C-SGD";25.772;0.0293;0.0074;0.012;0.4541;"Full";11
"B-SGD";15.939;0.0292;0.0073;0.0121;0.4396;"Full";11
"glmPCA";279.286;0.0345;0.1469;0.0196;-0.0151;"Train";11
"NBWaVE";56.226;0.0301;0.146;0.0131;0.5374;"Train";11
"CMF";102.339;0.0311;0.1461;0.0127;0.0843;"Train";11
"NMF";113.822;0.032;0.1464;0.0145;0.0059;"Train";11
"NNLM";67.263;0.0303;0.146;0.0123;0.0129;"Train";11
"AIRWLS";71.305;0.0294;0.1458;0.0107;0.5144;"Train";11
"Newton";50.207;0.0294;0.1458;0.0107;0.5254;"Train";11
"C-SGD";25.772;0.0291;0.1457;0.0117;0.4541;"Train";11
"B-SGD";15.939;0.0289;0.1457;0.0118;0.4396;"Train";11
"glmPCA";279.286;0.0345;0.495;0.0201;-0.0151;"Test";11
"NBWaVE";56.226;0.031;0.4944;0.0139;0.5374;"Test";11
"CMF";102.339;0.0313;0.4947;0.0163;0.0843;"Test";11
"NMF";113.822;0.0323;0.4946;0.0174;0.0059;"Test";11
"NNLM";67.263;0.0306;0.4946;0.014;0.0129;"Test";11
"AIRWLS";71.305;0.0298;0.4944;0.0129;0.5144;"Test";11
"Newton";50.207;0.0298;0.4944;0.0128;0.5254;"Test";11
"C-SGD";25.772;0.0299;0.4944;0.0128;0.4541;"Test";11
"B-SGD";15.939;0.0301;0.4945;0.013;0.4396;"Test";11
"glmPCA";281.198;0.0378;0.0071;0.023;-0.0123;"Full";12
"NBWaVE";55.473;0.0326;0.0062;0.0154;0.4771;"Full";12
"CMF";102.217;0.0338;0.0064;0.016;0.027;"Full";12
"NMF";114.176;0.0347;0.0066;0.0172;0.0106;"Full";12
"NNLM";67.167;0.0327;0.0062;0.0147;-0.001;"Full";12
"AIRWLS";76.653;0.0317;0.006;0.0134;0.5456;"Full";12
"Newton";45.505;0.0317;0.006;0.0135;0.5183;"Full";12
"C-SGD";26.1;0.0315;0.006;0.0139;0.4531;"Full";12
"B-SGD";15.029;0.0313;0.006;0.014;0.3891;"Full";12
"glmPCA";281.198;0.0377;0.1453;0.0227;-0.0123;"Train";12
"NBWaVE";55.473;0.0323;0.1445;0.0152;0.4771;"Train";12
"CMF";102.217;0.0337;0.1447;0.015;0.027;"Train";12
"NMF";114.176;0.0345;0.1449;0.0166;0.0106;"Train";12
"NNLM";67.167;0.0325;0.1445;0.0143;-0.001;"Train";12
"AIRWLS";76.653;0.0316;0.1443;0.0126;0.5456;"Train";12
"Newton";45.505;0.0315;0.1443;0.0126;0.5183;"Train";12
"C-SGD";26.1;0.0312;0.1443;0.0135;0.4531;"Train";12
"B-SGD";15.029;0.0309;0.1443;0.0137;0.3891;"Train";12
"glmPCA";281.198;0.0381;0.4947;0.0237;-0.0123;"Test";12
"NBWaVE";55.473;0.0336;0.4943;0.0161;0.4771;"Test";12
"CMF";102.217;0.0342;0.4944;0.019;0.027;"Test";12
"NMF";114.176;0.0352;0.4944;0.0192;0.0106;"Test";12
"NNLM";67.167;0.0331;0.4943;0.0161;-0.001;"Test";12
"AIRWLS";76.653;0.0322;0.4942;0.0158;0.5456;"Test";12
"Newton";45.505;0.0322;0.4942;0.0162;0.5183;"Test";12
"C-SGD";26.1;0.0323;0.4942;0.0149;0.4531;"Test";12
"B-SGD";15.029;0.0327;0.4943;0.0149;0.3891;"Test";12
"glmPCA";83.423;0.0381;0.0075;0.0233;-0.0348;"Full";13
"NBWaVE";55.667;0.0328;0.0064;0.015;0.4771;"Full";13
"CMF";99.612;0.034;0.0067;0.0159;0.1082;"Full";13
"NMF";113.189;0.0348;0.0068;0.017;0.0274;"Full";13
"NNLM";67.127;0.0328;0.0065;0.014;0.0645;"Full";13
"AIRWLS";83.561;0.0318;0.0063;0.013;0.4314;"Full";13
"Newton";37.831;0.0318;0.0063;0.0131;0.4334;"Full";13
"C-SGD";25.894;0.0316;0.0062;0.0133;0.3801;"Full";13
"B-SGD";15.065;0.0313;0.0062;0.0135;0.3394;"Full";13
"glmPCA";83.423;0.038;0.1456;0.0231;-0.0348;"Train";13
"NBWaVE";55.667;0.0325;0.1447;0.0147;0.4771;"Train";13
"CMF";99.612;0.034;0.1449;0.0145;0.1082;"Train";13
"NMF";113.189;0.0347;0.1451;0.0161;0.0274;"Train";13
"NNLM";67.127;0.0328;0.1447;0.0135;0.0645;"Train";13
"AIRWLS";83.561;0.0317;0.1445;0.012;0.4314;"Train";13
"Newton";37.831;0.0317;0.1445;0.0119;0.4334;"Train";13
"C-SGD";25.894;0.0314;0.1445;0.013;0.3801;"Train";13
"B-SGD";15.065;0.0309;0.1444;0.0131;0.3394;"Train";13
"glmPCA";83.423;0.0381;0.495;0.0237;-0.0348;"Test";13
"NBWaVE";55.667;0.0335;0.4944;0.0157;0.4771;"Test";13
"CMF";99.612;0.0343;0.4947;0.0201;0.1082;"Test";13
"NMF";113.189;0.0351;0.4946;0.0196;0.0274;"Test";13
"NNLM";67.127;0.0331;0.4945;0.0155;0.0645;"Test";13
"AIRWLS";83.561;0.0321;0.4944;0.0158;0.4314;"Test";13
"Newton";37.831;0.0321;0.4944;0.0163;0.4334;"Test";13
"C-SGD";25.894;0.0321;0.4944;0.0144;0.3801;"Test";13
"B-SGD";15.065;0.0325;0.4944;0.0144;0.3394;"Test";13
"glmPCA";302.468;0.039;0.0089;0.0206;-0.0377;"Full";14
"NBWaVE";55.3;0.0343;0.0079;0.013;0.4242;"Full";14
"CMF";102.356;0.0352;0.0081;0.0133;0.1342;"Full";14
"NMF";113.594;0.0363;0.0083;0.0145;0.0546;"Full";14
"NNLM";67.168;0.0344;0.0079;0.0121;0.0159;"Full";14
"AIRWLS";79.406;0.0335;0.0077;0.0112;0.4057;"Full";14
"Newton";50.678;0.0335;0.0077;0.0112;0.3793;"Full";14
"C-SGD";26.005;0.033;0.0076;0.0114;0.4279;"Full";14
"B-SGD";15.107;0.0328;0.0076;0.0115;0.3629;"Full";14
"glmPCA";302.468;0.039;0.1472;0.0204;-0.0377;"Train";14
"NBWaVE";55.3;0.034;0.1463;0.0129;0.4242;"Train";14
"CMF";102.356;0.0351;0.1465;0.0121;0.1342;"Train";14
"NMF";113.594;0.0362;0.1467;0.0136;0.0546;"Train";14
"NNLM";67.168;0.0343;0.1463;0.0116;0.0159;"Train";14
"AIRWLS";79.406;0.0334;0.1462;0.0103;0.4057;"Train";14
"Newton";50.678;0.0333;0.1462;0.0103;0.3793;"Train";14
"C-SGD";26.005;0.0328;0.1461;0.0111;0.4279;"Train";14
"B-SGD";15.107;0.0325;0.146;0.0113;0.3629;"Train";14
"glmPCA";302.468;0.0391;0.495;0.0212;-0.0377;"Test";14
"NBWaVE";55.3;0.0351;0.4945;0.0136;0.4242;"Test";14
"CMF";102.356;0.0354;0.4947;0.0167;0.1342;"Test";14
"NMF";113.594;0.0365;0.4946;0.0171;0.0546;"Test";14
"NNLM";67.168;0.0347;0.4946;0.0136;0.0159;"Test";14
"AIRWLS";79.406;0.0338;0.4945;0.0136;0.4057;"Test";14
"Newton";50.678;0.0338;0.4945;0.0139;0.3793;"Test";14
"C-SGD";26.005;0.0337;0.4945;0.0122;0.4279;"Test";14
"B-SGD";15.107;0.0338;0.4945;0.0123;0.3629;"Test";14
"glmPCA";275.133;0.0395;0.0077;0.0229;-0.0159;"Full";15
"NBWaVE";56.145;0.0336;0.0066;0.0149;0.5097;"Full";15
"CMF";98.964;0.0355;0.007;0.0161;0.0398;"Full";15
"NMF";NA;NA;NA;NA;NA;"Full";15
"NNLM";67.016;0.0339;0.0067;0.0144;0.1294;"Full";15
"AIRWLS";53.194;0.0326;0.0064;0.0127;0.5182;"Full";15
"Newton";32.005;0.0325;0.0064;0.0128;0.4998;"Full";15
