"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Set";"Iter"
"glmPCA";634.044;0.0408;0.0118;0.0212;0.1188;"Full";4
"NBWaVE";154.006;0.0381;0.011;0.016;0.4492;"Full";4
"CMF";202.09;0.039;0.0113;0.0182;0.1113;"Full";4
"NMF";275.563;0.0401;0.0116;0.0182;0.1313;"Full";4
"NNLM";153.122;0.0381;0.011;0.0159;0.0291;"Full";4
"AIRWLS";134.601;0.0372;0.0108;0.0139;0.4836;"Full";4
"Newton";93.066;0.0371;0.0108;0.0139;0.4592;"Full";4
"C-SGD";44.297;0.0371;0.0108;0.0155;0.3965;"Full";4
"B-SGD";27.281;0.0366;0.0106;0.0153;0.428;"Full";4
"glmPCA";634.044;0.0408;0.1494;0.0207;0.1188;"Train";4
"NBWaVE";154.006;0.038;0.1488;0.0158;0.4492;"Train";4
"CMF";202.09;0.0389;0.149;0.0157;0.1113;"Train";4
"NMF";275.563;0.04;0.1493;0.0175;0.1313;"Train";4
"NNLM";153.122;0.038;0.1488;0.0153;0.0291;"Train";4
"AIRWLS";134.601;0.0371;0.1486;0.0134;0.4836;"Train";4
"Newton";93.066;0.0371;0.1486;0.0134;0.4592;"Train";4
"C-SGD";44.297;0.0369;0.1485;0.0152;0.3965;"Train";4
"B-SGD";27.281;0.0363;0.1484;0.015;0.428;"Train";4
"glmPCA";634.044;0.0409;0.4968;0.0226;0.1188;"Test";4
"NBWaVE";154.006;0.0387;0.4965;0.0166;0.4492;"Test";4
"CMF";202.09;0.0393;0.4967;0.0253;0.1113;"Test";4
"NMF";275.563;0.0403;0.4967;0.0202;0.1313;"Test";4
"NNLM";153.122;0.0383;0.4965;0.0176;0.0291;"Test";4
"AIRWLS";134.601;0.0374;0.4964;0.0153;0.4836;"Test";4
"Newton";93.066;0.0374;0.4964;0.0154;0.4592;"Test";4
"C-SGD";44.297;0.0376;0.4964;0.0163;0.3965;"Test";4
"B-SGD";27.281;0.0373;0.4964;0.016;0.428;"Test";4
"glmPCA";660.757;0.0417;0.0115;0.0226;-0.0275;"Full";5
"NBWaVE";116.579;0.0375;0.0104;0.0159;0.4889;"Full";5
"CMF";205.431;0.0378;0.0105;0.016;0.0025;"Full";5
"NMF";274.031;0.039;0.0108;0.0173;-0.004;"Full";5
"NNLM";152.052;0.0373;0.0104;0.0152;-0.0248;"Full";5
"AIRWLS";107.871;0.0365;0.0102;0.0141;0.5227;"Full";5
"Newton";92.164;0.0365;0.0102;0.0142;0.4722;"Full";5
"C-SGD";44.099;0.0363;0.0101;0.0146;0.4271;"Full";5
"B-SGD";27.307;0.036;0.0101;0.0147;0.4519;"Full";5
"glmPCA";660.757;0.0417;0.1492;0.0225;-0.0275;"Train";5
"NBWaVE";116.579;0.0373;0.1482;0.0158;0.4889;"Train";5
"CMF";205.431;0.0378;0.1483;0.0153;0.0025;"Train";5
"NMF";274.031;0.0389;0.1486;0.0168;-0.004;"Train";5
"NNLM";152.052;0.0373;0.1482;0.0149;-0.0248;"Train";5
"AIRWLS";107.871;0.0364;0.148;0.0136;0.5227;"Train";5
"Newton";92.164;0.0364;0.148;0.0136;0.4722;"Train";5
"C-SGD";44.099;0.0362;0.148;0.0144;0.4271;"Train";5
"B-SGD";27.307;0.0357;0.1479;0.0145;0.4519;"Train";5
"glmPCA";660.757;0.0417;0.4968;0.023;-0.0275;"Test";5
"NBWaVE";116.579;0.0379;0.4962;0.0164;0.4889;"Test";5
"CMF";205.431;0.0379;0.4963;0.0179;0.0025;"Test";5
"NMF";274.031;0.0391;0.4963;0.0186;-0.004;"Test";5
"NNLM";152.052;0.0375;0.4962;0.0161;-0.0248;"Test";5
"AIRWLS";107.871;0.0366;0.4961;0.0154;0.5227;"Test";5
"Newton";92.164;0.0366;0.4961;0.0157;0.4722;"Test";5
"C-SGD";44.099;0.0368;0.4961;0.0152;0.4271;"Test";5
"B-SGD";27.307;0.0366;0.4961;0.0152;0.4519;"Test";5
"glmPCA";655.665;0.0435;0.0111;0.0242;-0.0178;"Full";6
"NBWaVE";114.062;0.0388;0.0099;0.0162;0.4362;"Full";6
"CMF";205.288;0.0397;0.0102;0.0177;0.162;"Full";6
"NMF";NA;NA;NA;NA;NA;"Full";6
"NNLM";151.703;0.0388;0.01;0.0161;0.0285;"Full";6
"AIRWLS";107.655;0.0378;0.0097;0.0142;0.5342;"Full";6
"Newton";85.65;0.0377;0.0097;0.0143;0.4959;"Full";6
"C-SGD";43.608;0.0375;0.0097;0.0147;0.508;"Full";6
"B-SGD";26.582;0.0372;0.0096;0.0149;0.5095;"Full";6
"glmPCA";655.665;0.0435;0.149;0.024;-0.0178;"Train";6
"NBWaVE";114.062;0.0386;0.148;0.016;0.4362;"Train";6
"CMF";205.288;0.0397;0.1482;0.016;0.162;"Train";6
"NMF";NA;NA;NA;NA;NA;"Train";6
"NNLM";151.703;0.0388;0.148;0.0154;0.0285;"Train";6
"AIRWLS";107.655;0.0377;0.1478;0.0138;0.5342;"Train";6
"Newton";85.65;0.0377;0.1478;0.0138;0.4959;"Train";6
"C-SGD";43.608;0.0374;0.1477;0.0145;0.508;"Train";6
"B-SGD";26.582;0.037;0.1476;0.0147;0.5095;"Train";6
"glmPCA";655.665;0.0434;0.4963;0.0246;-0.0178;"Test";6
"NBWaVE";114.062;0.0393;0.4957;0.0166;0.4362;"Test";6
"CMF";205.288;0.0399;0.496;0.0225;0.162;"Test";6
"NMF";NA;NA;NA;NA;NA;"Test";6
"NNLM";151.703;0.039;0.4958;0.0178;0.0285;"Test";6
"AIRWLS";107.655;0.0379;0.4956;0.0156;0.5342;"Test";6
"Newton";85.65;0.0379;0.4956;0.0157;0.4959;"Test";6
"C-SGD";43.608;0.0379;0.4957;0.0154;0.508;"Test";6
"B-SGD";26.582;0.0379;0.4957;0.0155;0.5095;"Test";6
"glmPCA";693.821;0.0434;0.0116;0.0237;-0.0156;"Full";7
"NBWaVE";114.1;0.0388;0.0104;0.0159;0.471;"Full";7
"CMF";206.934;0.0395;0.0106;0.0166;0.0738;"Full";7
"NMF";273.601;0.0406;0.0108;0.0177;0.001;"Full";7
"NNLM";151.334;0.0387;0.0104;0.0154;0.0943;"Full";7
"AIRWLS";103.211;0.0378;0.0102;0.014;0.4478;"Full";7
"Newton";63.653;0.0377;0.0101;0.0141;0.4608;"Full";7
"C-SGD";43.883;0.0376;0.0101;0.0146;0.4785;"Full";7
"B-SGD";26.955;0.0373;0.01;0.0148;0.4641;"Full";7
"glmPCA";693.821;0.0434;0.1492;0.0235;-0.0156;"Train";7
"NBWaVE";114.1;0.0386;0.1482;0.0158;0.471;"Train";7
"CMF";206.934;0.0394;0.1484;0.0156;0.0738;"Train";7
"NMF";273.601;0.0405;0.1486;0.017;0.001;"Train";7
"NNLM";151.334;0.0386;0.1482;0.015;0.0943;"Train";7
"AIRWLS";103.211;0.0377;0.148;0.0136;0.4478;"Train";7
"Newton";63.653;0.0377;0.148;0.0136;0.4608;"Train";7
"C-SGD";43.883;0.0374;0.1479;0.0144;0.4785;"Train";7
"B-SGD";26.955;0.037;0.1478;0.0146;0.4641;"Train";7
"glmPCA";693.821;0.0435;0.4969;0.0242;-0.0156;"Test";7
"NBWaVE";114.1;0.0393;0.4962;0.0164;0.471;"Test";7
"CMF";206.934;0.0396;0.4964;0.0195;0.0738;"Test";7
"NMF";273.601;0.0407;0.4964;0.0197;0.001;"Test";7
"NNLM";151.334;0.0389;0.4963;0.0164;0.0943;"Test";7
"AIRWLS";103.211;0.038;0.4961;0.0155;0.4478;"Test";7
"Newton";63.653;0.0379;0.4961;0.0156;0.4608;"Test";7
"C-SGD";43.883;0.038;0.4961;0.0154;0.4785;"Test";7
"B-SGD";26.955;0.0379;0.4962;0.0153;0.4641;"Test";7
"glmPCA";638.137;0.0433;0.0115;0.0255;-0.0152;"Full";8
"NBWaVE";116.005;0.0387;0.0103;0.0159;0.4818;"Full";8
"CMF";197.076;0.0395;0.0106;0.0167;0.2855;"Full";8
"NMF";NA;NA;NA;NA;NA;"Full";8
"NNLM";152.704;0.0386;0.0103;0.0157;1e-04;"Full";8
"AIRWLS";183.53;0.0376;0.0101;0.0138;0.4804;"Full";8
"Newton";89.676;0.0376;0.0101;0.0139;0.4851;"Full";8
"C-SGD";44.828;0.0374;0.01;0.0144;0.484;"Full";8
"B-SGD";27.288;0.0371;0.0099;0.0146;0.3711;"Full";8
"glmPCA";638.137;0.0433;0.1494;0.0253;-0.0152;"Train";8
"NBWaVE";116.005;0.0385;0.1483;0.0157;0.4818;"Train";8
"CMF";197.076;0.0395;0.1486;0.0157;0.2855;"Train";8
"NMF";NA;NA;NA;NA;NA;"Train";8
"NNLM";152.704;0.0385;0.1484;0.0152;1e-04;"Train";8
"AIRWLS";183.53;0.0376;0.1481;0.0132;0.4804;"Train";8
"Newton";89.676;0.0376;0.1481;0.0132;0.4851;"Train";8
"C-SGD";44.828;0.0373;0.1481;0.0142;0.484;"Train";8
"B-SGD";27.288;0.0368;0.148;0.0144;0.3711;"Train";8
"glmPCA";638.137;0.0433;0.4964;0.026;-0.0152;"Test";8
"NBWaVE";116.005;0.0391;0.4958;0.0164;0.4818;"Test";8
"CMF";197.076;0.0396;0.496;0.0195;0.2855;"Test";8
"NMF";NA;NA;NA;NA;NA;"Test";8
"NNLM";152.704;0.0387;0.4958;0.0171;1e-04;"Test";8
"AIRWLS";183.53;0.0377;0.4957;0.0155;0.4804;"Test";8
"Newton";89.676;0.0377;0.4957;0.0156;0.4851;"Test";8
"C-SGD";44.828;0.0377;0.4957;0.0152;0.484;"Test";8
"B-SGD";27.288;0.0377;0.4957;0.0153;0.3711;"Test";8
"glmPCA";713.264;0.047;0.0118;0.0221;-0.028;"Full";9
"NBWaVE";117.874;0.0427;0.0107;0.0157;0.4818;"Full";9
"CMF";207.543;0.043;0.0109;Inf;0.0549;"Full";9
"NMF";275.877;0.0443;0.0111;0.0171;0.0344;"Full";9
"NNLM";151.794;0.0423;0.0107;0.0145;0.1034;"Full";9
"AIRWLS";147.678;0.0419;0.0106;0.0141;0.2893;"Full";9
"Newton";114.399;0.0419;0.0106;0.0142;0.3454;"Full";9
"C-SGD";44.155;0.0415;0.0105;0.0144;0.3855;"Full";9
"B-SGD";26.67;0.0412;0.0104;0.0145;0.3731;"Full";9
"glmPCA";713.264;0.047;0.1495;0.0219;-0.028;"Train";9
"NBWaVE";117.874;0.0425;0.1486;0.0156;0.4818;"Train";9
"CMF";207.543;0.043;0.1487;0.0145;0.0549;"Train";9
"NMF";275.877;0.0442;0.149;0.0164;0.0344;"Train";9
"NNLM";151.794;0.0423;0.1485;0.0141;0.1034;"Train";9
"AIRWLS";147.678;0.0418;0.1485;0.0134;0.2893;"Train";9
"Newton";114.399;0.0418;0.1485;0.0134;0.3454;"Train";9
"C-SGD";44.155;0.0413;0.1484;0.0142;0.3855;"Train";9
"B-SGD";26.67;0.0409;0.1483;0.0143;0.3731;"Train";9
"glmPCA";713.264;0.0471;0.4968;0.0225;-0.028;"Test";9
"NBWaVE";117.874;0.0433;0.4963;0.0161;0.4818;"Test";9
"CMF";207.543;0.0433;0.4964;Inf;0.0549;"Test";9
"NMF";275.877;0.0446;0.4964;0.0191;0.0344;"Test";9
"NNLM";151.794;0.0426;0.4963;0.0156;0.1034;"Test";9
"AIRWLS";147.678;0.0422;0.4962;0.0161;0.2893;"Test";9
"Newton";114.399;0.0422;0.4962;0.0165;0.3454;"Test";9
"C-SGD";44.155;0.0422;0.4962;0.0151;0.3855;"Test";9
"B-SGD";26.67;0.042;0.4962;0.0151;0.3731;"Test";9
"glmPCA";724.397;0.0418;0.0111;0.0248;-0.0175;"Full";10
"NBWaVE";114.455;0.0376;0.01;0.0168;0.4763;"Full";10
"CMF";197.651;0.0383;0.0102;0.0176;0.0609;"Full";10
"NMF";274.895;0.0394;0.0105;0.019;0.0571;"Full";10
"NNLM";152.274;0.0374;0.01;0.0164;-0.0091;"Full";10
"AIRWLS";110.18;0.0366;0.0098;0.0149;0.4754;"Full";10
"Newton";116.897;0.0366;0.0098;0.0149;0.4664;"Full";10
"C-SGD";44.895;0.0366;0.0098;0.0158;0.4288;"Full";10
"B-SGD";27.374;0.0361;0.0097;0.0156;0.4608;"Full";10
"glmPCA";724.397;0.0418;0.149;0.0247;-0.0175;"Train";10
"NBWaVE";114.455;0.0375;0.148;0.0167;0.4763;"Train";10
"CMF";197.651;0.0383;0.1482;0.0167;0.0609;"Train";10
"NMF";274.895;0.0394;0.1485;0.0184;0.0571;"Train";10
"NNLM";152.274;0.0374;0.148;0.016;-0.0091;"Train";10
"AIRWLS";110.18;0.0366;0.1478;0.0144;0.4754;"Train";10
"Newton";116.897;0.0366;0.1478;0.0144;0.4664;"Train";10
"C-SGD";44.895;0.0364;0.1478;0.0156;0.4288;"Train";10
"B-SGD";27.374;0.0359;0.1477;0.0154;0.4608;"Train";10
"glmPCA";724.397;0.0417;0.4963;0.0251;-0.0175;"Test";10
"NBWaVE";114.455;0.0379;0.4958;0.0172;0.4763;"Test";10
"CMF";197.651;0.0383;0.496;0.0202;0.0609;"Test";10
"NMF";274.895;0.0394;0.496;0.0207;0.0571;"Test";10
"NNLM";152.274;0.0374;0.4958;0.0175;-0.0091;"Test";10
"AIRWLS";110.18;0.0366;0.4957;0.0161;0.4754;"Test";10
"Newton";116.897;0.0366;0.4957;0.0162;0.4664;"Test";10
"C-SGD";44.895;0.037;0.4958;0.0164;0.4288;"Test";10
"B-SGD";27.374;0.0367;0.4957;0.0161;0.4608;"Test";10
"glmPCA";684.919;0.0431;0.011;0.0252;-0.0272;"Full";11
"NBWaVE";113.535;0.0386;0.0099;0.0175;0.5012;"Full";11
"CMF";206.467;0.0393;0.0101;0.018;0.1176;"Full";11
"NMF";NA;NA;NA;NA;NA;"Full";11
"NNLM";152.585;0.0386;0.0099;0.0172;0.0237;"Full";11
"AIRWLS";122.184;0.0376;0.0097;0.0155;0.4374;"Full";11
"Newton";123.126;0.0375;0.0097;0.0155;0.502;"Full";11
"C-SGD";44.141;0.0373;0.0096;0.016;0.483;"Full";11
"B-SGD";27.26;0.037;0.0095;0.0161;0.477;"Full";11
"glmPCA";684.919;0.0431;0.1489;0.0251;-0.0272;"Train";11
"NBWaVE";113.535;0.0384;0.1479;0.0173;0.5012;"Train";11
"CMF";206.467;0.0392;0.1481;0.0174;0.1176;"Train";11
"NMF";NA;NA;NA;NA;NA;"Train";11
"NNLM";152.585;0.0385;0.1479;0.0168;0.0237;"Train";11
"AIRWLS";122.184;0.0375;0.1477;0.0151;0.4374;"Train";11
"Newton";123.126;0.0374;0.1477;0.0151;0.502;"Train";11
"C-SGD";44.141;0.0372;0.1476;0.0158;0.483;"Train";11
"B-SGD";27.26;0.0368;0.1475;0.0158;0.477;"Train";11
"glmPCA";684.919;0.0433;0.4963;0.0256;-0.0272;"Test";11
"NBWaVE";113.535;0.0392;0.4958;0.0179;0.5012;"Test";11
"CMF";206.467;0.0395;0.4959;0.0198;0.1176;"Test";11
"NMF";NA;NA;NA;NA;NA;"Test";11
"NNLM";152.585;0.0388;0.4958;0.0183;0.0237;"Test";11
"AIRWLS";122.184;0.0379;0.4957;0.0169;0.4374;"Test";11
"Newton";123.126;0.0378;0.4957;0.0169;0.502;"Test";11
"C-SGD";44.141;0.0379;0.4957;0.0167;0.483;"Test";11
"B-SGD";27.26;0.0377;0.4957;0.0167;0.477;"Test";11
"glmPCA";664.33;0.0419;0.0112;0.0222;-0.0164;"Full";12
"NBWaVE";189.178;0.0379;0.0101;0.0162;0.476;"Full";12
"CMF";212.768;0.0383;0.0103;0.0164;0.0652;"Full";12
"NMF";NA;NA;NA;NA;NA;"Full";12
"NNLM";152.58;0.0375;0.0101;0.0153;0.0182;"Full";12
"AIRWLS";115.335;0.0369;0.0099;0.0145;0.4266;"Full";12
"Newton";108.764;0.0369;0.0099;0.0147;0.4532;"Full";12
"C-SGD";43.779;0.0367;0.0099;0.0149;0.4739;"Full";12
"B-SGD";27.53;0.0363;0.0098;0.0149;0.4304;"Full";12
"glmPCA";664.33;0.0419;0.1489;0.0221;-0.0164;"Train";12
"NBWaVE";189.178;0.0377;0.1479;0.016;0.476;"Train";12
"CMF";212.768;0.0383;0.1481;0.0158;0.0652;"Train";12
"NMF";NA;NA;NA;NA;NA;"Train";12
"NNLM";152.58;0.0374;0.1479;0.015;0.0182;"Train";12
"AIRWLS";115.335;0.0368;0.1477;0.014;0.4266;"Train";12
"Newton";108.764;0.0368;0.1477;0.014;0.4532;"Train";12
"C-SGD";43.779;0.0365;0.1477;0.0147;0.4739;"Train";12
"B-SGD";27.53;0.0361;0.1476;0.0148;0.4304;"Train";12
"glmPCA";664.33;0.042;0.4967;0.0225;-0.0164;"Test";12
"NBWaVE";189.178;0.0384;0.4962;0.0166;0.476;"Test";12
"CMF";212.768;0.0385;0.4963;0.0182;0.0652;"Test";12
"NMF";NA;NA;NA;NA;NA;"Test";12
"NNLM";152.58;0.0377;0.4962;0.0161;0.0182;"Test";12
"AIRWLS";115.335;0.0371;0.4961;0.0159;0.4266;"Test";12
"Newton";108.764;0.0371;0.4961;0.0165;0.4532;"Test";12
"C-SGD";43.779;0.0373;0.4961;0.0155;0.4739;"Test";12
"B-SGD";27.53;0.0371;0.4961;0.0155;0.4304;"Test";12
"glmPCA";715.045;0.0439;0.0119;0.0217;-0.0179;"Full";13
"NBWaVE";113.959;0.0396;0.0107;0.0152;0.4763;"Full";13
"CMF";214.408;0.04;0.0109;0.0151;0.161;"Full";13
"NMF";275.172;0.041;0.0111;0.0162;-0.0065;"Full";13
"NNLM";151.992;0.0393;0.0107;0.0143;-0.0297;"Full";13
"AIRWLS";148.933;0.0386;0.0105;0.0137;0.4313;"Full";13
"Newton";107.179;0.0386;0.0105;0.0138;0.436;"Full";13
"C-SGD";44.711;0.0384;0.0105;0.014;0.4286;"Full";13
"B-SGD";27.264;0.038;0.0104;0.0141;0.4096;"Full";13
"glmPCA";715.045;0.044;0.1496;0.0216;-0.0179;"Train";13
"NBWaVE";113.959;0.0395;0.1486;0.0151;0.4763;"Train";13
"CMF";214.408;0.04;0.1487;0.0146;0.161;"Train";13
"NMF";275.172;0.0411;0.149;0.0159;-0.0065;"Train";13
"NNLM";151.992;0.0393;0.1486;0.0141;-0.0297;"Train";13
"AIRWLS";148.933;0.0386;0.1484;0.0132;0.4313;"Train";13
"Newton";107.179;0.0386;0.1484;0.0132;0.436;"Train";13
"C-SGD";44.711;0.0383;0.1484;0.0138;0.4286;"Train";13
"B-SGD";27.264;0.0378;0.1483;0.0139;0.4096;"Train";13
"glmPCA";715.045;0.0438;0.4968;0.0219;-0.0179;"Test";13
"NBWaVE";113.959;0.0399;0.4962;0.0155;0.4763;"Test";13
"CMF";214.408;0.0399;0.4963;0.0166;0.161;"Test";13
"NMF";275.172;0.041;0.4964;0.0173;-0.0065;"Test";13
"NNLM";151.992;0.0392;0.4962;0.015;-0.0297;"Test";13
"AIRWLS";148.933;0.0387;0.4961;0.0153;0.4313;"Test";13
"Newton";107.179;0.0386;0.4961;0.0157;0.436;"Test";13
"C-SGD";44.711;0.0387;0.4961;0.0144;0.4286;"Test";13
"B-SGD";27.264;0.0386;0.4961;0.0145;0.4096;"Test";13
"glmPCA";639.386;0.0444;0.0104;0.0246;-0.0227;"Full";14
"NBWaVE";118.658;0.0398;0.0093;0.0172;0.4238;"Full";14
"CMF";209.969;0.0403;0.0095;0.0177;0.0138;"Full";14
"NMF";NA;NA;NA;NA;NA;"Full";14
"NNLM";151.934;0.0395;0.0093;0.0163;0.0087;"Full";14
"AIRWLS";113.704;0.0386;0.0091;0.0154;0.5083;"Full";14
"Newton";110.451;0.0386;0.0091;0.0155;0.4883;"Full";14
"C-SGD";44.436;0.0384;0.009;0.0158;0.3755;"Full";14
"B-SGD";26.787;0.0381;0.009;0.0159;0.4257;"Full";14
"glmPCA";639.386;0.0444;0.1482;0.0245;-0.0227;"Train";14
"NBWaVE";118.658;0.0396;0.1473;0.0171;0.4238;"Train";14
"CMF";209.969;0.0403;0.1474;0.0169;0.0138;"Train";14
"NMF";NA;NA;NA;NA;NA;"Train";14
"NNLM";151.934;0.0394;0.1473;0.016;0.0087;"Train";14
"AIRWLS";113.704;0.0386;0.1471;0.015;0.5083;"Train";14
"Newton";110.451;0.0386;0.1471;0.015;0.4883;"Train";14
"C-SGD";44.436;0.0383;0.147;0.0156;0.3755;"Train";14
"B-SGD";26.787;0.0379;0.147;0.0157;0.4257;"Train";14
"glmPCA";639.386;0.0444;0.4962;0.025;-0.0227;"Test";14
"NBWaVE";118.658;0.0403;0.4956;0.0176;0.4238;"Test";14
"CMF";209.969;0.0404;0.4957;0.0199;0.0138;"Test";14
"NMF";NA;NA;NA;NA;NA;"Test";14
"NNLM";151.934;0.0396;0.4956;0.0172;0.0087;"Test";14
"AIRWLS";113.704;0.0388;0.4955;0.0167;0.5083;"Test";14
"Newton";110.451;0.0388;0.4955;0.0169;0.4883;"Test";14
"C-SGD";44.436;0.0389;0.4955;0.0164;0.3755;"Test";14
"B-SGD";26.787;0.0388;0.4955;0.0164;0.4257;"Test";14
"glmPCA";654.717;0.0439;0.0112;0.0267;-0.0304;"Full";15
"NBWaVE";119.629;0.0393;0.0101;0.0167;0.4989;"Full";15
"CMF";197.36;0.0397;0.0102;0.0172;0.0261;"Full";15
"NMF";275.879;0.0408;0.0104;0.0188;0.0561;"Full";15
"NNLM";153.113;0.0391;0.0101;0.0163;0.0149;"Full";15
"AIRWLS";132.959;0.0382;0.0098;0.0145;0.4477;"Full";15
"Newton";80.733;0.0382;0.0098;0.0146;0.478;"Full";15
"C-SGD";44.672;0.0381;0.0098;0.0152;0.4127;"Full";15
"B-SGD";27.409;0.0377;0.0097;0.0151;0.3885;"Full";15
"glmPCA";654.717;0.0439;0.1489;0.0265;-0.0304;"Train";15
